f_id,i_id,ic.eps.max,ic.eps.ratio,ic.eps.s,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_distr.number_of_peaks,pca.expl_var.cor_init,ela_level.mmce_lda_10,ic.h.max,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio,ela_level.lda_mda_25,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_10,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_25,disp.diff_mean_25,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_level.lda_mda_50,ela_level.qda_mda_50,disp.ratio_mean_25,pca.expl_var_PC1.cor_init,ela_level.lda_mda_10,nbc.nn_nb.cor
1,1,-0.059212826715329125,-0.1552499316753359,-0.14472431090872362,-0.03548667809819772,-0.03071936776348061,-0.05107460461035018,-0.020232100943080034,-0.02075899622877231,-0.11865228048616372,-0.027275300852140527,-0.2538913891574013,0.0,-0.027446395644252664,-0.007818115423765981,-0.13722119037330344,-0.003947210212940533,-0.008370913390345014,0.0012822653146660201,-0.016856049444512022,-0.0019470520659333745,0.0,-0.027958270735032098,-0.0027784424535848284,-0.004688599773585711,0.0,-0.022203486066539546,-0.021555863441355738,0.0,-0.00042190259925367624,-0.11078461920357263
1,2,-0.05560637612534025,-0.14367187489772004,-0.12769317608574937,-0.03113751587533975,-0.028696619644612564,-0.0388576895916406,-0.037779331198910526,-0.018360813157888622,-0.23645456904243767,-0.030461617278536135,-0.10108509051081116,-0.022287813451429828,0.005413355810378551,-0.022491530841519336,-0.11760301853479938,-0.01311697660784561,-0.004401966644967614,-0.03795656137131742,0.0032062862156794214,-0.016937976130860455,-0.009258450320108191,-0.0073061932878554225,-0.0057989603418555635,-0.010999277451398837,0.008050010763028803,-0.0025017681532757408,-0.013524052421169719,0.01261287656943999,0.012627136623872048,-0.053473928393430015
1,3,-0.06345305002379281,-0.18709998049285353,-0.17598252665869385,-0.027985681530619977,-0.026753174665338497,-0.0248767438389651,-0.03835648007373427,0.0,-0.02994182413840263,0.0,-0.0969639612791634,-0.09222630555578548,0.03326015726199111,-0.029484283850240933,-0.18225163602651406,-0.012313004064787414,-0.01226289885781473,-0.06904719980717777,-0.013584271492350364,0.0,-0.019827909391448073,-0.03138661445063895,-0.014944060575238338,0.0,0.028026629550234383,0.0,-0.02768171530776209,0.03256171548130893,0.031227353666244295,-0.09420601525687733
1,4,-0.05478837424138816,-0.18613692777919533,-0.1670630331078795,-0.029122386170536307,-0.024450801833837077,-0.028659775297711743,-0.03718469946232461,-0.013083849274637238,-0.30610203761115884,-0.021880603492988815,-0.16571329467002005,0.017187587161678453,-0.003978293189414783,-0.0148621069487469,-0.08015726397369244,-0.02304239392516927,-0.017590102534565943,0.016628003746827213,-0.007689521634856922,0.0016413228740485009,0.0,-0.009880561308984293,0.0,-0.017598684661749853,0.0,-0.012044151297474714,-0.017150281795828337,-0.003128781668849112,0.0,-0.018148613489635146
2,1,0.0,0.13728250499705563,0.08907136284082418,1.1556249917219659,-0.03309493728451729,0.385386381658801,0.004638911267751622,0.0,0.018292578577377983,0.0,0.014752119501418193,-0.03427842013855864,0.03662656460084435,0.018793103917692844,0.0,0.0,-0.04355633093206546,-0.02756439635654262,0.036379597932856056,0.0,0.05883167523200794,0.0029706140213705545,0.01722399613284531,0.0,0.024424583164873503,0.02057321692582459,0.025616909171003455,0.012325423454707662,0.058048938190124355,0.0342494618428586
2,2,-0.05861870494526178,0.16551716107119674,0.10960216517734889,0.8492701984408018,0.0,0.4827908540713456,-0.02154098712324881,0.0,0.020019951633855504,0.0,0.007907456520587441,0.0,0.010354076056172001,0.0,0.026082662692214376,0.08396061312734537,-0.016518636453765723,0.0,0.021066645688604613,0.016996212085238604,0.1136201140791866,0.02266737558831089,0.04789957157178071,0.0,0.02835942233087907,0.02764143571542066,0.03814975343943949,0.012301326498743492,-0.023671441972695217,0.04876162514701887
2,3,-0.04751401287016166,0.33339433973161725,0.2580972244390709,0.5495572070267603,-0.025240131978583324,0.44096264448055744,0.16172881788882987,0.0,0.0,0.0597022582232658,0.0,0.012500415607961113,-0.03249667135928602,0.0,0.0,0.07655435471416028,0.018209927266659376,0.012649192761158945,0.04657567633083448,0.09396391214745758,0.056649521874994946,0.04151033675775573,0.026925299817840198,0.0,0.01901836947139568,0.0,0.04446308671105892,0.023314151928978122,-0.02287846564647167,0.003200626723393718
2,4,-0.03933372253059142,0.22063917471609817,0.178872336207897,0.46098770603075123,0.0,0.02202936731919769,0.0469561177523623,0.008024777763900426,0.06749225745621246,0.01654072052387212,0.03350514683606387,0.009890585282591013,0.026669116717994656,-0.037551677269103134,0.009182361497956149,0.6653908247164417,0.0,-0.019991128444800332,0.08110664876218698,0.0,0.11132344006486905,0.002914991539939571,0.02491412954982475,0.004295412937469267,0.05346315019815795,0.06503392211132808,0.025123458348571326,0.048867010566752356,-0.015192884467119305,0.008731461227635684
3,1,-0.0659935866535288,-0.07577313933028595,-0.055462656116332866,-0.032951299668238544,-0.01972502703237631,-0.026925775941658556,-0.016802384651559085,-0.018802815004705157,-0.009620124168080153,-0.017213109876602458,0.08058427171831736,-0.0062184554499873515,0.033577152261463045,-0.011320337974317671,0.0189003872929203,-0.015111843510914822,-0.012170125567319886,-0.00878417010985825,0.06681574298036008,0.004413550354366196,0.007999432366009763,0.050268000624906495,0.03452213239163793,0.005707940037252168,0.01447959257222827,-0.0022846343440844456,0.04672002752180919,0.02060989714251759,0.021239313984356217,0.020214962164910803
3,2,-0.05951159240419207,-0.04299324368499397,-0.028071372049772322,-0.054604637831065526,-0.031204177854764925,0.32392738057974063,-0.029236954294917503,-0.025293547669932477,-0.005823222404082465,0.019975574453557007,0.016260767930530287,0.014903442083263038,-0.013701259691862228,-0.009438202847249152,0.007874978736236063,-0.004613767815971226,-0.011176966355535216,0.015456186921027917,0.04674448682852318,-0.009930582158729037,0.005578610543230361,0.0014467691163480567,0.017308995447256365,-0.030038797863787964,0.017848995583488167,0.014403966080533848,-0.0017178766166240714,0.013432402300803725,-0.004035110685659579,0.0048049528256062235
