f_id,i_id,ic.eps.ratio,ic.eps.max,ic.eps.s,ela_meta.lin_simple.coef.max_by_min,ela_distr.kurtosis,ela_meta.quad_simple.cond,ela_distr.number_of_peaks,pca.expl_var.cor_init,ela_distr.skewness,ela_level.lda_qda_10,ela_level.qda_mda_50,ic.h.max,ela_level.lda_mda_25,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x,ela_level.lda_qda_25,nbc.nn_nb.sd_ratio,ela_level.lda_mda_50,ela_level.mmce_mda_10,ela_meta.lin_simple.intercept,nbc.nn_nb.cor,ela_level.qda_mda_10,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var,ic.m0,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max,disp.diff_mean_25,nbc.nn_nb.mean_ratio,disp.ratio_median_25
1,4,-0.2260757903420671,-0.03304535623025462,-0.2068346823290661,-0.004730274472821483,-0.036153742575562475,-0.011554276214298276,-0.04050500212853758,-0.30916823347743416,-0.021877022056345896,-0.04907336017436015,-0.008717137359173677,-0.008204610244532007,-0.047025087757534334,0.008882177740923591,-0.10178207586596955,-0.0224118539636875,-0.09615656490910818,0.0022136702335943115,-0.002140559387657226,-0.02907208671572359,-0.02691620352614199,-0.0017846501184528574,-0.00771381755313455,0.016991200915305815,-0.004592535977963497,-0.0007748954458219881,-0.004984121208915782,-0.005984927264851558,0.021422267066901535,-0.0065340384644612115
2,4,0.18025931349325996,-0.02996607374188398,0.13502179148008553,0.004946604235405383,-0.01791178372065705,0.21337048767424704,-0.025602039108108432,0.06414052015487692,-0.016138469186037785,0.0,0.006823859941537114,-0.0458779312548937,1.1917344695606988,0.0,0.05085739616014395,0.15903672391553125,0.016336626264684462,0.015918231685942086,0.012392939384248791,0.0,0.038883490094411055,0.02897166925995731,0.00679238306406571,0.02586712747373543,0.032982196825692034,0.0588101691013716,-0.016243649559521955,0.0,0.026828079808139282,0.02185381968865885
3,4,-0.04783056016981352,-0.03877284480293147,-0.044529099160745655,0.0439910064713504,-0.04737423314666567,-0.016178387362358992,-0.058332759221907005,-0.11011019258787524,-0.04229204469233877,-0.09472484997127661,0.0018034547585580873,-0.0938471923167884,-0.07029571479856617,0.008697740971137013,0.0066153271597165775,0.0,0.024735228414251575,-0.0015502821488941332,0.011693714868467486,-0.022202239771303978,0.013361342075111027,-0.03388708147466862,-0.057100277196138916,0.020746774542437563,-0.002268101636787534,0.08044182404177047,-0.013923493608444915,0.029587772057936224,0.015827969678965825,0.03117689255234679
4,4,-0.013699984570370333,-0.03228563964750536,-0.01833115531425533,0.13832090555151932,-0.0504996072202884,-0.023412815568972706,0.04480405968027121,-0.08284748844574283,-0.023936703039008397,0.016065381457830555,-0.004100611660051025,0.10220978568735489,-0.0417706875648829,-0.008982446654646904,-0.08005347327873438,0.004129181285279088,0.016724352181071808,0.006268594302786944,0.02467328946359064,-0.01986350668740399,0.004753520313414944,0.04964382415491794,-0.029939137016548226,0.007117571354361897,0.01990105436181751,0.06758575264294572,-0.029415924821249446,0.027299005228289458,0.01350134118349619,0.029332935856755116
5,4,-0.12065291125862831,-0.019051721523570486,-0.0942381502609907,-0.020838007883657306,-0.040607368505331476,-0.00710565602094948,-0.01289139312521298,-0.00850094361339332,0.005124483643089761,0.0,-0.048681580097550525,0.039875409702851916,-0.08575506719809228,-0.077995463245147,0.029208415965522816,-0.07251015960651125,-0.00022803156233863753,0.008458436219993815,-0.036494262707249314,-0.02605571734339901,-0.00954897179114056,0.028424593290764244,-0.020764474475552852,-0.032622739452721095,0.032017100987391856,0.04737422545350817,-0.025537264677049476,-0.031965758368909136,-0.04192946754683213,-0.049733657331911596
6,4,0.10862124796334495,-0.034402726479058454,0.09064338388977752,-0.01711363084348308,-0.04529845655426258,-0.00700910799261454,-0.02555538228391465,-0.01085298427901147,-0.0242837461612727,-0.05142679245608469,0.004418508355112566,-0.009087078274793242,-0.04585404629367548,0.0963187501607781,0.02824077138732352,0.002911980978053605,0.012109191402922007,-0.0011056147859323934,0.07154293268309761,-0.016936337465491037,-0.0020896941256458856,-0.008341909675573647,-0.022158473671762033,0.0020854371510843975,0.017552723695051897,0.03440042901065503,-0.021420099885676405,-0.0018220950520983076,0.01317363390522186,-0.014756218404638699
7,4,-0.04367403778877005,-0.032352329337616614,-0.027815317041852042,-0.004318050349760558,-0.045586019943967576,-0.0076660614239495994,0.004541114309695116,0.097528676509799,-0.01245785333526897,-0.04257930146126501,0.05117614525285652,0.06947557312348376,-0.07262069738781365,0.0,0.10943451962007936,0.021080156805525205,0.06337432221500663,-0.008605763012233314,-0.0005428299723541086,-0.014875193309862145,0.04472952398910912,-0.004477510401483517,0.017426885164075645,0.05098587948851266,0.018910826185663893,0.005184184418335763,-0.02212533645738962,0.019385486700621957,0.051305624567964975,0.024002341760427315
8,4,0.04396631587215488,-0.03474055364742959,0.028673023475406678,-0.003339329256723811,-0.02948847109631421,-0.013447526444671815,-0.016400178506723956,0.07993127735715577,0.0,-0.019438636367637013,0.010884790695649849,0.005830406854278075,-0.04476113095527742,0.03785297294847814,0.047309393351252144,-0.005708786746138922,0.04651361231190748,0.0,0.028084375965340053,-0.02116416453171248,0.047379452468775785,0.016034730950747977,0.020107009955507488,0.029876728926076263,0.014975945540197044,0.02729006302733561,-0.01563953237099769,0.019638445955715095,0.03218645295538067,0.020250215269694616
9,4,0.1705068327011678,-0.031087560209486387,0.1303727670144063,-0.003493220422617571,-0.034477251658910746,-0.007439902019490685,-0.027341474430016027,0.07084611011819142,-0.03422239111120115,-0.0160371490181358,0.05182106773308273,-0.02025369811764302,-0.05870964571530593,0.007537777616751895,0.058922006526573534,-0.006458326579963147,0.04841457603014593,-0.0013211302115069268,-0.024066807984265498,-0.026357487247179567,0.03535069197581056,0.01111339920773502,0.003523404582931211,0.04093554968760599,0.010841185437037548,0.007828533728410136,-0.016451400316770698,0.02386800944106965,0.03745089267394461,0.02536264299773039
10,4,0.4558351981913005,-0.018198708907945393,0.42398519512626187,0.0,-0.028946830199015006,0.0,0.017965575471481587,-0.03381755537440423,-0.014854582915674763,0.8517722098996476,-0.009470892156606459,0.025360503361329556,0.0,0.030703748822922927,0.18902567483712063,-0.009307553030678761,0.04559540985240229,0.010007645017760303,0.030906691490422356,-0.02810579309626804,0.03764806472661775,0.17546922144120036,0.0,0.017433011034184265,0.045350992902132736,0.01917956259410525,-0.01391117672407205,0.014807327925072444,0.01947129967683181,0.024601450524454727
