f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_meta.quad_simple.cond,ela_distr.kurtosis,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_meta.lin_simple.intercept,ic.h.max,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ela_level.qda_mda_10,nbc.nn_nb.cor,ela_meta.quad_simple.adj_r2,nbc.nb_fitness.cor,ela_level.qda_mda_50,ela_meta.lin_simple.coef.min,ela_level.lda_mda_25,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var,ela_level.lda_mda_50,pca.expl_var_PC1.cor_init,ela_level.lda_qda_25,disp.diff_mean_25
1,1,-0.11575396296708901,-0.10388314244278685,-0.03992675347775876,-0.03910198533426423,-0.016050020653728236,-0.3844619287327684,-0.02678138410360953,-0.034521567469976144,-0.031539942734092774,-0.01983830733269043,-0.00994768974096627,-0.0061030932467095456,-0.015492634279242967,-0.008162929544671349,0.0,-0.011688823003190185,-0.1650097595684047,0.0,-0.13975777593671446,-0.003981238659566899,-0.009997568451757366,-0.0068509210378141505,-0.011532230811974742,-0.02702644267974441,0.0,-0.01077829814946274,0.0167599639742263,-0.0045488168277064145,-0.009855137473735565,-0.04772936434267194
1,2,-0.13818463407657677,-0.13476395211734654,-0.03254218947198706,-0.030945476018842233,-0.024776755712849985,-0.1217065660155352,-0.0203003911094759,-0.02686786826417442,-0.046913226348306525,-0.015748818596711844,0.031327730247739605,-0.01815273103941417,-0.33310473671016105,-0.015543656314721432,-0.017190527538947453,0.0,-0.13892734301261866,-0.008025114769655062,-0.05989561019746814,0.0,-0.03326590815765618,0.0,-0.013219129965729048,-0.014239679007950645,0.0009892082078494235,-0.02190248386717053,0.01857167111717084,0.03707225356163846,-0.011415519383055683,-0.04405631377613739
1,4,-0.14340613608043062,-0.1580322800483751,-0.03397752041617319,-0.01881629392289763,-0.03671977541346261,-0.21421107349085977,-0.03448542155834966,-0.02585946414974727,-0.03784473279264,-0.0039676392090112755,0.0,-0.010019603675297861,-0.3380702246857472,-0.002277917147426256,0.009999818249222692,0.0,-0.09508143470418717,-0.0040333199008852905,-0.03202503924287092,0.0,-0.0047219175047018,0.02013062083589423,-0.0249821559770671,-0.018346007627039085,0.009218214881713982,0.0,0.0,0.0,-0.009898255344840345,-0.02630020941291389
1,5,-0.172431704837811,-0.16690594550031834,-0.03228287798900897,-0.019161666341861894,-0.015125635297771556,-0.3030456864069867,-0.026128645695110086,-0.012469330566648895,-0.028600248574235376,-0.007108811918314695,0.0,0.0,-0.01835688225040899,-0.017258402035806086,0.05678379199837208,0.0671225898056721,-0.282209832696087,0.0,-0.1722447609022142,0.0,-0.010818642481974505,0.0,-0.016774605483210192,-0.01952363500906973,-0.007274216408656775,-0.02431782188372844,0.0,0.02090678658164391,-0.010314361383976123,-0.06602120975136039
2,1,0.1566037574255006,0.13941668668975638,-0.06052876085251735,0.8676078833577123,0.0,0.0,0.5852975597710484,0.05039768615468687,0.016478236451321626,0.0,0.006274209990725588,0.0,0.026885427998527223,-0.013990215533867367,0.00746550896476772,-0.022819865209358525,0.05633181192141046,0.05782978861199417,0.06434769250583283,0.04576282908781226,0.0,-0.013983939200844064,-0.02384911609824636,0.0,0.017465183704697296,0.030520708991423118,0.05460638013770758,0.02399692495544259,0.0318320277101245,0.0
2,2,0.16755940733790187,0.14731048387222123,-0.0695748027382026,0.655424299028584,0.0,-0.03162092837160946,0.6343969830710701,0.0,-0.010647889748010897,0.0,-0.016150657454477968,0.0,0.013424882394753035,-0.03045624627327459,0.0,0.03260847193498062,0.012057079747980426,0.040186859638617456,0.03665347801446761,0.024863118737872725,0.016386476702078934,0.05468582021899138,-0.01990556124761822,0.060224702353657955,0.012159743431735093,0.01561146000319602,0.04001580095488655,0.030274593724474053,0.16576921078754892,0.02163392156869337
2,4,0.18254557890712508,0.1820670964457416,-0.02051852353900996,0.19273082847229395,-0.033600023968753945,0.03475565882535525,0.02921473995029067,-0.018693417830800474,0.01992060087695413,0.007846801183721386,0.03856068852912298,0.006801026871113058,0.027056147784886297,-0.014294305559981346,0.017228936459197763,0.02977168512930284,0.041390239407807394,0.03578002032999528,0.013643477782552704,0.049300634215919126,-0.014201196375584146,0.010570063031720256,0.0,1.0211391821890872,0.03634286004938847,0.008947092253798639,0.04182942121266908,0.007027761917220321,0.12146907210606095,0.015524416009262687
2,5,0.1559897755903369,0.14048464574522845,-0.019893980924741372,1.1221285719363963,0.0,0.03865557998418234,0.20064278716780282,0.027770539667798744,0.09883169108081269,0.0,-0.017989199705114256,-0.01341474554444011,0.03625014859624831,-0.02245546219235739,0.02533536549805504,0.03262604658491153,0.012964546596344495,0.06081537846039087,0.018520573164766407,0.03827246696428244,-0.014700874278853915,0.024404590678524407,0.019605224702613278,0.025234604769616475,0.0022264959623081726,0.026082165938274837,0.03825522975277984,0.012654798190257277,0.034651443149233074,0.0
3,1,-0.062255398135788995,-0.06580732573381898,-0.03895707439143958,-0.02718707155348786,-0.020812229969268826,0.13448503805792006,-0.02464951089182617,-0.020761938099684636,-0.010708130893640314,-0.017590072872172385,0.011347532357095411,-0.02371476786023652,0.013685671075775908,-0.015908936092447534,-0.0012516520157842825,-0.017461334246012098,0.026344004721591728,0.017708155018202117,0.018444541034250573,0.06333950970594861,-0.008713557484337355,-0.019723782058865703,-0.008112576625960488,-0.0169518305430564,0.03780890985950028,0.03420309093379895,0.00980289833440586,0.025493160258214208,-0.0015940038082201576,0.02677026006930233
3,2,-0.03531934884107458,-0.03459554421516639,-0.03965490163098048,-0.04727591001999665,-0.028991417866070485,-0.011455446931741248,0.28593622573379657,0.04664201651174829,-0.03242198293794683,-0.019164529642630393,0.005711670833546817,-0.017933151414366133,0.0,-0.01690254830011144,0.01376244959134075,0.0051543403955047334,0.010104066763613334,-0.011890243840124479,0.008783008829907818,0.04695721761205546,-0.02415603292514841,0.016754560299557686,-0.017627238384204276,-0.0128751811030458,0.014560552877429425,0.009731798960179838,0.01790812041758194,0.025232777730049664,-0.01113722778587617,0.003009953733174142
