f_id,i_id,ic.eps.max,ic.eps.ratio,ic.eps.s,ela_distr.kurtosis,ela_meta.quad_simple.cond,ela_meta.lin_simple.coef.max_by_min,pca.expl_var.cor_init,ela_distr.skewness,ela_level.lda_mda_25,ela_meta.lin_simple.intercept,ela_distr.number_of_peaks,ela_level.lda_qda_10,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_10,ic.h.max,ela_level.qda_mda_50,nbc.nn_nb.sd_ratio,ela_level.mmce_mda_10,ela_level.lda_mda_50,ela_level.qda_mda_10,ela_meta.quad_simple.adj_r2,nbc.nn_nb.cor,ela_level.lda_qda_25,ela_meta.lin_simple.coef.max,nbc.nb_fitness.cor,ela_level.mmce_qda_10,nbc.nn_nb.mean_ratio,ic.m0,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.adj_r2
1,2,-0.07191134366308627,-0.15032409498372523,-0.14900571158689946,-0.026789048903193113,-0.03782838135480149,-0.03596279433566457,-0.1277616690476736,-0.02805534360366657,-0.033039532737054955,-0.024071020009109656,-0.042288261579829345,-0.014958199424299767,-0.18057900871636134,-0.002367085471636443,0.0,0.0,-0.08770170719899117,-0.03422626862434397,0.0,0.012868377926363639,-0.01561309815966172,-0.08335025074583746,-0.012926890120940504,-0.013403626247781075,-0.017619368693260418,0.007486256787813783,-0.0018632130561485605,0.02240522945274437,-0.010196272793975725,-0.003727629703724089
1,3,-0.057817570603733714,-0.18968514253947788,-0.17568074684988821,-0.02120756532645185,-0.029803794348226664,-0.04612063504064018,-0.1546814235986037,0.00048546997663267977,-0.02724176529457656,-0.01310446763655626,-0.026524993495105398,-0.014592851512818972,-0.04058385494613448,0.0,0.012005922108887068,0.0,-0.1457682951516499,-0.0038001062402219787,0.0,0.0,0.0,-0.15735765546060487,0.0,-0.0101978877586133,-0.013112974489728368,0.0,-0.009299015313380288,-0.0031903478126165674,-0.0325105292732617,-0.0030197259879740646
1,4,-0.05396967858542745,-0.1987186426597669,-0.18922817268338465,-0.0325516592342715,-0.027107264250618823,-0.030201448183357793,-0.19985322262669591,-0.02192130023798422,-0.026439362007000256,-0.01763928089855349,-0.029039214373959843,-0.01708084727295156,-0.19002297362188858,-0.01066776733630953,-0.014376794387539138,-0.004522769252206571,-0.028387292052000135,-0.026017090028991108,0.0073364799568202965,0.010431347693796611,0.0,-0.04712359194351978,-0.009299812588292489,-0.009734712885907437,-0.008121403372473912,-0.008448624900269874,0.0,-0.016329356285173402,-0.005523119378925578,-0.03669852740756263
1,5,-0.055089208345472485,-0.19396244807050367,-0.1830878733536414,-0.018610786706162452,-0.03079446262721275,-0.035268823164989804,-0.2936902035697739,-0.0020750728285892084,-0.02743712625950573,-0.012686492228605517,-0.02510327690867853,-0.00388515365860731,-0.013888541074400296,0.0,-0.0008944743040968373,0.0,-0.09293110599949261,0.0,0.0,0.025211081234201238,0.0,-0.1293602298721258,0.0,-0.013363327404935288,-0.009435587957309144,0.0,0.0,-0.009632925924146107,-0.003484580788015834,-0.03351537581455277
2,2,-0.05088908082450616,0.2632707449120453,0.20543901950008192,0.0,0.6825181405514344,0.5942534361868842,-0.008150104155574156,0.0,0.09020089168867629,-0.02659966563878413,0.02298635295655782,-0.021438712367331858,0.0029764373731049343,0.0,0.0,0.02176505516259808,0.022873406329524504,-0.02195055537881796,0.03871960617118808,0.011840976858178198,0.005178763715365187,0.031144055421291394,0.17127096924779073,0.0,0.0,0.007770712870335039,0.041875981352307745,0.024006232577010733,0.01159546063703154,0.012933481686530968
2,3,-0.03524804742291465,0.23477858441098087,0.190907355401571,-0.013142178884440692,0.5717091944173558,0.6592034051382887,0.011298476165000793,0.0,0.04065644216500797,0.015173769634802325,-0.01605688326553567,0.16977054512974066,0.0030709765233494224,0.012198953669524504,0.0,0.02381644373045244,0.009493911740061645,0.025167467948302713,0.009006102633644986,0.08757243105614165,0.04785123141494929,0.03513716905924835,0.04204566266944265,0.03402981721905851,0.0,0.020613623615537868,0.008287013153434941,0.0,0.008306816942191597,0.03900102241286563
2,4,0.0,0.18651364688984418,0.13633833871838086,0.0,0.2094037123569934,0.016528781989858077,0.025528958714914785,0.0,1.0755989920220776,0.0,0.0,0.0,0.0,0.024677138943807186,0.0,0.0,0.013636781529098752,0.04465385534044075,0.06889073413363067,0.014599618081375887,0.028172706120731306,0.05154293147411648,0.1313511571143373,0.0,0.0,0.0,0.018305464279544825,0.002184071976324642,0.0,0.014701340514658767
2,5,-0.022037875685999242,0.1594459890657336,0.11007475988354565,-0.02183940154472741,1.2907487822229105,0.29184680146348185,0.01691066088441262,-0.017107920843126734,0.018576925310662684,-0.01151342269934208,-0.01858930170103923,0.09431205164773027,0.0017226220431039163,0.03526539185454891,0.0,0.045326788432665355,0.02524728969554557,0.0,0.03503857178545178,0.06171623545144822,0.040201886444810375,0.0,0.025419355601516647,0.0,-0.019794105627999214,0.03858723639161554,0.006377319259880387,0.021877480737069632,0.01741756588486032,0.009417620719303521
3,2,-0.05998341137056883,-0.03680015888816743,-0.025039250532380083,-0.01931778286653585,-0.047461264333962555,0.31386229773923235,0.011788969296043124,-0.016686101761429734,-0.025732211127929637,-0.019317419878207946,0.031040778701552446,-0.03182304167325618,-0.011881180357232797,0.015941816707332926,-0.012329788528138895,0.009888352669226816,0.004317355948974436,0.01227508116059916,0.015358434471797924,-0.004867148159338336,0.04303541025773522,0.004609268669970017,-0.0012875923791331456,-0.012604107358247449,-0.033894504147970066,-0.004201325531440023,0.010298350533780462,0.0070764626391499885,0.008616232033379682,0.016437200049845307
3,3,-0.07260144039583954,-0.012036434140193921,-0.027086666239749778,-0.02556609287869269,-0.03275169939134038,0.008427409251878827,-0.012409876847595674,-0.0019699644834456492,-0.01755400029041436,-0.020338462027647608,-0.036610848133142054,-0.006991366890721135,0.08920163629754949,0.06771643739482731,-0.05895830149935245,-0.017783858426296054,0.005915573238686279,0.0503260435390169,0.015533060710199859,0.01418345090605995,0.11429363487714259,0.00728116205524857,0.013312749621546924,-0.013032787461969612,-0.00519079789127528,0.023216636770536397,0.019434050878540665,0.008041475368949086,0.02501815505828643,0.07564398189237469
3,4,-0.06609300180912744,-0.03387941120074173,-0.04648648289257922,-0.04060190027680406,-0.02762215346705365,0.06946710170127551,0.033175043229569906,-0.03958540369462203,-0.02157699403714816,-0.00727595763793438,-0.0245841840994409,-0.009603923736438246,0.0023453526280569625,0.04312907057042053,-0.031055607434884662,0.002657327371742249,0.041550251699978044,0.03894630126286394,0.011474566220497397,0.017838251471310365,0.0830031975309669,0.009656776213456293,0.0,-0.01004237067045893,-0.028003477135344783,0.016789984304138125,0.01791401033664207,0.02813556526259195,0.0323143503941124,0.013967814358735495
3,5,-0.056661436809242724,-0.04411222918705282,-0.052683334587789704,-0.015589517633020578,-0.03355293491589456,-0.01922005517433506,0.14648074735627814,0.0031245512900084926,-0.03860071609442936,-0.017548557351797917,-0.006448907815936877,0.005383519157309474,0.07689955821641684,-0.012096503149621934,0.03962639774310231,0.03248318935294184,0.05386781071081018,-0.022404183371168007,0.015638822967672245,0.027036769361463403,0.06858935057396015,0.07013974351300276,0.006312724831361666,-0.00347918526369409,0.041827225230823606,0.009952181313879427,0.03381325126790008,0.017979201534069622,0.05078765106015781,0.03431927950640673
4,2,-0.06674662283805832,-0.007829061930452255,0.0,-0.020292232118510348,-0.03648566207395841,0.07824290058100514,0.014855653090256923,-0.008280683410884282,-0.02893770705980197,-0.020770647321926405,0.035257360750265504,-0.010693075890977705,-0.003618057971007921,0.024451362185420683,0.033709163933970554,0.02580027645729055,0.02777833326577167,0.015227053024843673,0.021714726514783775,0.011655394611851444,0.04320230749404477,0.016099811837807815,-0.0016432047380547932,-0.017928028774579233,-0.014809697074824157,0.014124571254867213,0.016393972822116423,0.014610629876034092,0.022514232706949855,0.012237638692460306
