f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_level.mmce_lda_10,ic.eps.s,nbc.nn_nb.sd_ratio,ela_level.mmce_mda_10,nbc.nb_fitness.cor,pca.expl_var_PC1.cov_init,ela_level.qda_mda_10,nbc.nn_nb.cor,ela_level.lda_mda_25,disp.ratio_mean_02,ic.h.max,ela_meta.lin_simple.coef.min,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,disp.diff_mean_05,disp.diff_median_10,ela_meta.lin_simple.coef.max_by_min,disp.ratio_mean_05,disp.diff_median_05,nbc.dist_ratio.coeff_var,disp.ratio_median_05,ela_level.qda_mda_25,disp.diff_mean_25,disp.ratio_median_10
1,1,-0.44604126076770756,-0.21323188041329932,-0.16191312039118003,-0.07923665650538354,-0.12006321490506347,-0.07092061171268463,0.007616083780427821,-0.12018953193263444,0.010819253749334267,0.002483600146144503,0.007476064194791385,-0.05849527287625165,0.005053642887913796,0.005562181594904998,-0.002916318407166827,0.00739540430928779,-0.005969667659672316,-0.0018818613346869325,0.0019762665942854403,-0.012921681394970182,0.004007171195115833,0.012798940943069806,-0.013038983356251031,0.0022605874486648363,0.0008300575760116574,0.007719807572134309,0.0023045520595542037,0.00150509096175215,0.00611828794157612,-6.289588878160873e-05
2,1,1.2614005288019745,0.05430892505657031,0.557414835068749,0.31612132584031877,-0.17756092256149603,-0.01826059550332728,0.0008195160179353882,0.0769128223701175,0.0013606487770746432,-0.08581197610324547,-0.03607101084480867,0.02272591095554364,-0.02072511697371395,-0.01931851437857553,0.003316369474450366,-0.017912988868772642,-0.019841360754508885,-0.010110431170685278,-0.0019334899693149452,0.012126815152474898,-0.014662483609583648,-0.05110782672337699,-0.0064718292011823435,-0.005498947324832994,-0.017404927538907575,-0.0014281856898128932,-0.005939327975499386,0.0030808349992613965,-0.007951315618790686,-0.014112484498329456
3,1,0.11408706552660632,0.001326201550837822,-0.16732504488698036,-0.07324108809760463,0.020992741759351747,-0.033105025540106,0.02268837783603957,0.044652287830684395,-0.012136523702955555,0.012083660397102455,0.028818194074286055,-0.013421632492293792,0.019540589574127756,-0.009792056802772668,-0.010028658688335246,0.012739209947159625,0.005045748780316586,-0.0021827733340795932,-0.005802916805573968,-0.013771012952428554,0.0024662049087487915,0.01575464992829608,-0.007619777050342904,-0.008668425676941477,0.00817592051691413,-0.010295435612300608,-0.006921677136562003,0.005739039336622871,0.002996015146991882,0.0002944020840643124
4,1,0.0977271871005489,0.025385034198497688,-0.08417494401702019,-0.03401683776850008,0.036198589133053384,-0.02776804095769939,0.02910935434468175,0.052166506037572745,-0.007755259019216871,0.01962773741722496,-0.025291206413817355,0.048759048692261435,0.04356475082478245,0.017663999818156903,0.009771501581775234,-0.0032422795458379914,-0.010065427181236443,-0.0030242714701317064,-0.0005418364966264413,-0.016243387437539808,0.0029605304954619218,0.012996978564629415,-0.005829509486742237,-0.006171860372695393,0.0014126882429360593,-0.00822910697423885,-0.006258546157970285,0.006114160348115222,0.005931767021600414,0.0020863817692425178
5,1,-0.34977207749641065,-0.1446996573847141,-0.13113371528003762,-0.06320196711647239,-0.10580675608132188,0.11258780114737363,0.018016677174622683,-0.06684217216854998,0.0031307847504400107,0.02291008568867511,-0.006945089612831807,-0.035546587454601423,-0.004692454650406135,-0.002891344223210944,0.014132235871541861,2.869076579396075e-05,0.009917325652863405,-0.00194827818557356,0.0013676004710846928,0.013160141825186576,0.00012171363059930424,-0.007132963718551105,0.01109585786163443,0.0025384265898554513,2.2183440815762095e-05,-0.0015486956081702066,-0.0013869031490716004,0.004492952526959401,0.0009552813044182277,0.0004142509489486418
6,1,0.0714081907007112,0.010741795148774897,-0.07464573821258765,-0.027068010109954663,0.03183788816504891,-0.024285786747625857,0.02995470385441024,0.07614444767991464,-0.008598864621917598,0.01047974977330006,-0.028053442568096085,0.04653069661537563,0.0012112683853602408,-0.016434842776694623,-0.003949993358265657,-0.008234320139442442,-0.020101702828768737,-0.002812784049533712,0.0021349688990572537,-0.0031915205907094278,0.002961633038063197,0.005202964047041214,0.007424849354701604,-0.0027363502997358874,-0.0036658564985796857,0.0011472028468249974,-0.004725260144754316,0.003279912059307036,0.0019074201238589291,0.0016974384819361862
7,1,0.04418549335034414,-0.002900398197223796,-0.06922594791879241,-0.02928461929472438,0.030198490165036056,-0.025004491683510967,-0.08059319933173138,0.034899260889802275,-0.004799291622201379,0.012809098123494933,-0.021884707705145074,0.04230394647301835,-0.05462953973541563,-0.014185992544307078,-0.0024815583418732953,-0.010984435293533979,-0.017498455474983878,-0.003186672694194084,0.006361841529087556,-0.011504041075079189,-0.008352793599669606,-0.015558687861274232,-0.01126102293156078,-0.002096223622381242,-0.012561341034798928,0.000325777400821227,-0.005655635783499348,-0.012165215050588702,-0.001049767319617285,-0.0012720116619274412
8,1,0.1455463898179212,0.04927280790971591,-0.06443870461671125,-0.02393071207532792,0.05904606009718986,-0.028826880530494908,0.02928448063046381,0.09552919419489384,0.00031334130597148,0.01798164057444371,0.024627072361660084,0.051188694486555046,0.03618116751279132,-0.018309175579359828,0.008976346194232918,0.02510563010354896,0.026832686433614094,0.003574445611941859,0.003963255347944845,0.0008203850489099836,0.019810426303269475,0.019182831506985375,-0.0014130161229822373,0.02209583191428171,0.02661784599143815,0.023316860083153416,0.018652095137817484,0.004706345676434676,0.008109476452403489,0.0006048103236554578
9,1,0.12581028674895955,0.03996404088752183,-0.07524783520638048,-0.03101514144585693,0.04643690115417695,-0.023297994231916974,0.029282807461546666,0.08242313464342996,0.025267873157817783,0.022819601419127707,0.011910073346754512,0.05233046112353608,0.03751649343559481,0.023184333154919363,0.003317883986219258,0.02135366306546843,-0.024472326808530075,-0.006158479483068073,0.004697689582649861,-0.010375638138861016,0.012365961905105492,0.02121895273917363,0.005212259880058508,0.0058270745291420095,0.018459859963514635,0.017513859113480593,0.01050818623902394,0.0014447358653517798,0.0004139604320107534,0.0015952825392650206
10,1,1.1598918218727308,0.4593241776920522,0.5888944417582581,0.29997195565182,-0.006726273652058997,-0.019987992652722473,-0.05772281603254963,0.06415566480718439,0.002438214065580738,-0.010132223671457849,-0.030603903800421182,0.021105307206679986,-0.013498087533791408,-0.006698998182486598,-0.013924914074838904,-0.023766224365931288,-0.019513871789926404,-0.0016604414002528564,0.005648820995782743,-0.02178660735456487,-0.018741524709299122,-0.04982510014705876,0.0034287362052499762,-0.00964766837591492,-0.017213138259484916,-0.00535263978451615,-0.017170694852888836,0.0032904543797360893,-0.0025840931248001515,-0.011593064490527712
