f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ela_level.mmce_mda_10,ela_level.lda_mda_25,pca.expl_var_PC1.cor_x,nbc.dist_ratio.coeff_var,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.min,disp.diff_median_10,ic.eps.s,ela_meta.quad_simple.adj_r2,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,disp.diff_median_25,ic.h.max,pca.expl_var_PC1.cor_init,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_05,ela_level.lda_qda_25,ela_meta.quad_simple.cond,disp.diff_median_05
1,1,-0.6101552673193354,-0.16837410244334017,-0.1474916463703912,-0.07835671634128541,-0.10887515295042854,-0.1632152365555526,0.015172080146301321,0.012931508750993978,0.012279730332343123,0.0103206101803949,0.0008998726867989859,0.007235040462352952,-0.010515692422402707,0.006865719300731157,-0.0016489983626733565,-0.006370900365955588,0.0012595237901113622,-0.03165982490612534,-0.013974199345933571,-0.010291907778270952,-0.0032541946610204885,0.007890340006250832,-0.005104035440539153,-0.009565285962428699,-0.0010297295190303968,-0.0023939413439986916,-0.007536362005875097,0.0007395706171456323,-0.0012817696160246118,0.000293424646627954
1,2,-0.5946294993321488,-0.1509887858521963,-0.1462373043907614,-0.07875480921938574,-0.09574563617316291,-0.1629990610532909,0.016632608459347335,0.012220940488238588,0.016063260453818357,0.015622093874696782,0.00351877746176702,0.0074393736619338,-0.010237835865751372,0.009843303318669611,-0.0013628184800579973,-0.006219929509510015,0.003294020381856243,-0.02682737913187791,-0.007685066931326268,-0.0071087375963401036,0.004952423609217197,-0.0012345175888880276,-0.004030282764196436,-0.0009859139118341923,0.0010589644846754277,-0.00047388510547967014,0.0035585053326569194,0.007697390609626893,-0.0015440372728443923,0.00919556640479422
1,3,-0.5928106957128347,-0.16705876108806864,-0.1457721797371678,-0.07766848421857735,-0.09461089009899087,-0.16201157130238933,0.016553511315056457,0.014897466743423226,0.016543901986629767,0.01763756766491734,0.0036529494304187635,0.01022838522504497,-0.008679271527131723,0.011166463641772517,-0.001332002497683839,-0.006147800633241997,0.004468235956993207,-0.023946400853797213,-0.007620797307687534,-0.0019508868250521637,0.0055107653036219565,-0.0011236631240410344,-0.004057556591386467,-0.0007507325986535111,0.0020461231874462802,0.0012806800448403432,0.0038169527333890584,0.00782654863207277,-0.0012863693128292596,0.009458870320426685
1,5,-0.6007548449577933,-0.16665125743700418,-0.14642310154691576,-0.07832650349186153,-0.10082649123783632,-0.16328915957381832,0.014413335431736342,0.014629924260698647,0.014267047270016648,0.014286942050244365,0.0030475756958074644,0.007316961408664994,-0.010369012366445399,0.011954037792510612,-0.0014907284680740907,-0.006117014682891105,0.00385024846372726,-0.026213610261492423,-0.010592977566350704,-0.009947854413900527,0.005388953670853656,0.00018280539694020908,-0.003973705900053515,-0.004495835149140228,0.0016523875247260408,-0.0013473177421175926,-0.0015697508994348122,0.006358161289741646,-0.001242171613574659,0.0097508941999382
2,1,0.9269175947364036,0.9221148412996083,0.6741239003451784,0.12723297607858128,-0.04058814748340433,-0.18346989949250403,0.015487881482454752,-0.049475095136828816,-0.019151283721253368,-0.040098726235911236,-0.04533259836663774,-0.028155620480231354,-0.006823892018221026,-0.030524606495364537,-0.006284760611269904,-0.04198962367582523,-0.01356811171301866,-0.0030245855677001558,-0.022622014578794994,-0.008713805025147165,-0.030507517163143406,-0.01185199163495415,-0.013255400806881684,-0.013721147707694439,0.0018947227674423095,-0.0059730284301315936,-0.019410783856841436,-0.022016124869155145,-0.006240112007698997,-0.03774040486649731
2,2,0.9306390237311407,0.8202573385500153,0.6209088149226463,0.18353124536374,-0.041733735815652116,-0.18584941100138422,0.01641921661351363,-0.06299410578771787,-0.023667026874944742,-0.02882516145331172,-0.0013281182610491004,-0.02746211206605596,-0.007798643249306646,-0.026717822947654978,-0.004878021369840197,-0.03949461654516214,-0.013395051409807653,-0.0015398545457469591,-0.011263807847849593,0.0009225135215090592,-0.026993112271001835,-0.009238012199180192,-0.023618017521482102,-0.014320338233711555,0.0008576685214227158,-0.004081704904197288,-0.015872682435471307,-0.02038354001963664,0.0017757047197465535,-0.0323489134803741
2,3,0.9523636155908436,0.9211520020797533,0.674715328869162,0.18711104999608022,-0.04196723593396321,-0.17380995822074877,0.014349278445958206,-0.0620722048308394,-0.022723838224417064,-0.02190480869183893,0.016331303360885202,-0.02572858615099589,-0.007783846626039499,-0.025495879868840787,-0.006665114877774173,-0.0357478065906446,-0.01242447231574033,-0.0004971985347092686,-0.020096354070906753,-0.005832009932779936,-0.01803807230198909,-0.00771632298269086,-0.01772896934900095,-0.008218235256429033,0.0016982609688216237,-0.0069635917276657305,-0.003366182261910981,-0.021264754596992487,-0.0044157031718558325,-0.019211708611265803
2,5,0.9390469714606752,0.9217148119062247,0.6747796880224999,0.1883039126980263,-0.04152408741884544,-0.17532186759710233,0.014654651707192644,-0.04940961023025966,-0.019006119010291374,-0.020270200988288762,-0.002420693400162244,-0.02564886346832444,-0.007926074899201916,-0.027236134045972804,-0.006210892660245846,-0.03349444981560087,-0.01335588277082786,0.002072280478803419,-0.020019956938066966,-0.0064871272929148665,-0.018229726822396885,-0.00831313575218016,-0.01658723370036167,-0.009049365488738338,0.002395191749457038,-0.005279796675756606,-0.007725015083088859,-0.020699677295625354,-0.006205309138410615,-0.02149336759255302
3,1,0.2780359627460132,-0.15194078895601748,-0.12453414739174039,-0.02292012325636046,-0.03869258255858586,0.04226132045244861,0.037239139923583325,0.04976303706481301,-0.015742651015196694,-0.019229735272050845,0.00858261060048665,-0.004312564747734148,-0.0028808714670663727,-0.0101556104446172,-0.0012048100635911685,-0.009305172633481929,0.0037582930160495335,0.00825419237623389,-0.003802827327930871,-0.004514100895776314,0.003096073030025669,0.001556027639428758,-0.006269677763295274,-0.002856385732169099,0.00304841342019595,-0.001722554229894382,-0.004740684533961977,-0.008702737893316268,0.0005425345817301489,0.0016977958751306507
3,2,0.2905540340329841,-0.10089817269371362,-0.12084651061367564,0.0034178632416330228,-0.03668543998545597,0.05105622381952353,0.043422367348150345,-0.057231431002985285,-0.01802685611497135,-0.03311889806195456,0.009080504164981743,0.01139960097367435,-0.016138177682075875,-0.004930672208403392,0.002387332105891014,-0.008460859396467513,0.0017779183714941459,0.012442690892633607,-0.004200510222465076,-0.0038472986723763966,0.0036418876338488336,0.0025805554497992144,-0.003662335714889583,-0.0031316768051093294,8.186165874827923e-05,-0.0037903418408578205,-0.004782313984734758,0.01398458730939971,-0.001729237231790459,0.0014589729620292935
