f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ela_level.mmce_mda_10,ela_level.lda_mda_25,pca.expl_var_PC1.cor_x,nbc.dist_ratio.coeff_var,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.min,disp.diff_median_10,ic.eps.s,ela_meta.quad_simple.adj_r2,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,disp.diff_median_25,ic.h.max,pca.expl_var_PC1.cor_init,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_05,ela_level.lda_qda_25,ela_meta.quad_simple.cond,disp.diff_median_05
11,4,0.22702553657177044,0.8018084891068755,0.5684162474922827,0.18026883562758775,-0.04338284697430092,0.031232593090656163,0.024062867955654852,-0.04285515740919933,-0.013227478998114767,-0.04097893912435016,0.009427993979705888,-0.01891758384835038,-0.008594798056936019,-0.024293701211810674,-0.005102022830825518,-0.02927305876678757,-0.005087794249301544,0.0051076393750253204,-0.017432150197041595,-0.00450674086180975,-0.011596442167509349,-0.0075052053646995,-0.014914249835585074,-0.01550797890972397,0.0020667152588154966,-0.0021886444244614417,0.0010047498029133045,-0.015080025959865202,0.0006411908681389859,-0.02297848333454775
12,4,1.2455270168892254,1.149152610749347,0.9733026444938175,0.2734285639595788,0.04803313640690367,-0.002531449012968573,0.014115225915338842,0.03587303999557037,0.011596552436970775,0.026496354565334886,-0.0047814823430163324,0.0560395252169468,-0.00952649392686853,0.02618435639784778,0.013412634756754915,0.03580223208345347,0.032113330627628514,0.02886892740172151,0.03288331087772435,0.031608309974863885,0.025652707207139698,0.013174522357102501,0.03518316068619448,0.020086120529688115,0.0008214688351742484,0.001374895192271633,0.002822864715408029,0.05183611282204911,-0.0009949187800643042,0.04147076663763691
13,4,0.3260775720699523,-0.08650523782172773,-0.11634506478937892,0.010354574596096877,0.08915199295908231,0.06400606428809469,0.0533427903504035,0.06281985843901397,0.05624542742472655,0.07243119441555713,0.011702221935203093,-0.012651307793276414,-0.003947719791332136,0.03306243289190608,-0.002194210368616842,-0.011221324599418674,0.0072432703902272945,0.006961632094822543,-0.004051503683976686,0.003701377054622558,0.005337446169248553,0.0020409277341962954,0.0061071599553792315,0.001516092412296631,0.0067684289308670535,-0.008129283711084621,-0.0016654892217189353,-0.00760576072652622,0.003786795788166552,0.008022525754479955
14,4,-0.6132035406730422,-0.16150537999641876,-0.14644023138458895,-0.07950175655073115,-0.09350298198926815,0.01583317125799952,0.013704275200264777,-0.021277793715913557,-0.001041284909461922,-0.004742879857543,0.0009536580909949007,0.0019635108541415256,-0.008944853972725932,0.001061032130585793,0.0006526150710500041,-0.0060325040252423865,0.0019543422908342256,0.005881546646809742,0.0020379512800148616,0.010419102800567306,0.001691462209298006,-0.0022764154702265785,-0.004095603148553456,-0.0068447695534831115,0.0012897697919331936,-0.0016883994419085021,-0.00268570350346066,-0.006398307964114645,0.003032181441770001,0.0024810685670089536
15,4,0.2626026918843356,-0.1464549359978512,-0.12457171283299977,-0.008596464248079744,-0.03685243469817001,0.04702408413327306,0.04383379427345198,-0.04194491215249475,-0.008846807209094714,0.0303117302739588,0.007923951678360587,0.010600886232491712,-0.01089306447574317,-0.007664144174596246,-0.00631657583459682,-0.01142674067476428,0.0010962697079427391,0.006237945612630566,-0.005656305713343682,-0.004632910566492112,0.0027899114590303827,0.0022688156277205183,-0.01256880458203164,-0.0030243181440731902,0.0010304762224295975,-0.0058222564946463565,-0.004475976367243302,-0.007470530241478494,0.0009376417783886111,0.000847015172836475
16,4,-0.6286228834605907,-0.1673757446225583,-0.12880114178468835,-0.0819660390039014,-0.059721198338058425,-0.011353096320368797,0.014019730188654506,0.017799737619196506,-0.013406784830715734,-0.01612249956714844,0.0021986587770859473,0.008058211563948271,-0.010051870649426089,-0.00989338817363354,-0.0014297825685749182,-0.006584160852365359,0.000868198156293251,-0.0012171419778689153,0.006710792975786147,-0.009304099677485739,-0.0012536736862897098,-0.003428926346895808,-0.004666403370546645,-0.0013756576806305833,-0.0037477923430885613,0.003151914067449012,-0.0019075203614878438,0.008136745277047787,0.0004947453761528942,-0.0025749099128594887
17,4,-0.5950285350826267,-0.166937940905768,-0.13532293295969333,-0.07904855515614151,-0.0983304149377394,-0.01472922670881466,0.01273792828803958,-0.021691278028779175,-0.009555453354997074,-0.01151721842063073,0.0010853970213238542,0.009429595429987217,-0.007400692199268028,-0.008177362388271197,-0.0005150834430650941,-0.006263554962458365,0.0030927741053422926,-0.023861657000865795,0.0009405515080858762,0.00761410897869184,-0.0008099091864968231,3.4027622869662076e-06,-0.003751827077192281,-0.002010649598653091,0.0003049597128707251,0.0004215386233137734,-0.0022662958430730872,0.009643224549361602,0.0013113629844894881,0.0011596486403722948
18,4,-0.5709866286582601,-0.1625770632695197,-0.13483471994353735,-0.0760080700659249,-0.08515969904026445,-0.013329272595443434,0.01380981218216997,-0.022307391069110255,-0.00939032117795827,-0.011211784013062817,0.0008509900097179665,0.009078051709803373,-0.012651311788276009,-0.007709324112528422,-0.0003259453029400859,-0.006248531519297744,0.003970005823457655,0.009072112050129377,0.0032626182403460813,0.018628147963110842,0.0003479444123032148,-0.0012095564982631903,-0.0035043116508457857,-0.006374312170345946,0.00038565793896705105,0.0013838080515766718,-0.00011253597340822027,0.008620964643092192,0.0043062759211993,0.0044121875244808335
19,4,-0.7017893730684374,-0.16560406324813592,-0.14315523549504564,-0.08313848670438835,-0.08858374135202358,-0.0008730332786651226,0.016449155477645236,0.018869215150555313,0.006794841067620219,0.01579798294818467,0.002607692119219547,0.00838866344142001,-0.00819272815123215,0.015445294778773586,-0.001234107408364719,-0.006269594306631259,0.0064330397578097965,-0.0016971713238998936,0.0019845516163968123,0.011185217784576453,0.004477735204764754,0.009679162076762586,-0.00360765269376277,0.004542932084622432,-0.00010152787690629511,0.002507602326441684,0.0065025792015644575,0.008728403481338276,0.006214424972176957,0.01116424722585304
20,4,0.04283297905871383,-0.13060789560261776,-0.1394386233307815,-0.007622835401054172,-0.03174736710007507,-0.4599635132766611,-0.24836161320536707,-0.041880088911596926,0.022322042605588625,0.024776207257988417,-0.11065838291757416,-0.0171532080759539,-0.008953915424123774,-0.006690449958288181,-0.0042755128806801585,-0.006720059685482264,-0.004363467017592627,0.004234945954695198,-0.002645059799592846,-0.0034929390354048327,0.0026590731497187783,-0.0033653997632703903,-0.007692628874864239,-0.0017842763771029257,0.000949153451335482,-0.007127656750825855,-0.002893845732293054,0.001756959691706368,-0.000902567220775678,-0.0007308426431010298
21,4,-0.5484415042283308,-0.15840240401413697,-0.12187446644579616,-0.06763792911575747,0.17182841799861356,-0.012425721739736046,0.013962853818558168,0.016568861913139436,-0.009034319664860175,-0.0287158227336739,0.0023435775722580824,0.0068564596521155504,0.021722790632109905,-0.006045278691750894,-0.0017568109995724172,-0.006535728761195686,0.0006693425063186981,-0.014810190079933885,0.0027155299182930466,0.005688643626777444,0.0012741256923629013,-0.0020139333041335698,-0.010277497827977584,0.0051649880439357514,0.00111275600508994,0.0021687084366894863,-0.000528933242852331,0.008210177200408534,0.001128287740519057,-0.0038218403585622155
22,4,-0.5259644034086474,-0.1561547789386803,-0.12165708159910324,-0.06499463132757842,0.21355906475899106,-0.010773522168820398,0.014763464339286702,0.017589694790284948,-0.006241900628553489,-0.00997453631383854,0.0019002467633257483,0.0101731996856084,-0.0019641597154672445,-0.0058779523833152585,0.002810854753292981,-0.006431020619275062,0.00031345183668518903,-0.016705699189139167,0.0029103273607914426,0.0037790248439403453,-0.002053395606053067,-0.002970184998738979,0.006579611770430047,0.007047431869073898,0.0020583912407493242,-0.0005951496887970048,-0.0010696193066819625,0.008386426195231375,0.0005864089639703346,-0.0037863530086348586
23,4,-0.6484781412305434,-0.16687976317927242,-0.1293463310218427,-0.08336534469176404,-0.06555392896119705,-0.011971160189202384,0.01357434961221464,0.016691392929906183,-0.013181838384388038,-0.015895283922550213,0.0024259836851473907,0.008347022015658956,-0.011810338367521968,-0.009243311465991765,-0.001270490453330348,-0.0065839242874864146,-0.0003197936571107038,-0.021182601231395128,0.0046621343085938615,-0.00220052433918068,-0.0015470539955545794,-0.004454458654469946,-0.004154361297918456,-0.001461616968551703,-0.005717026881305097,-0.0004124535523602809,-0.0006730450862154314,0.008941500038778498,-0.002317119921311453,-0.0020785979143067086
24,4,0.30780971698125914,-0.1425513943977141,-0.121379092519752,-0.022242222175291614,-0.026513900497529642,0.04737562836042419,0.04709669499723186,0.04136665904923305,0.030755336711583404,-0.010756598216799983,0.010990795800719166,0.014487737663076638,0.00023630929188798674,0.01686709016598437,-0.0024172680720688897,-0.00975235561783624,0.0038160367902751184,-0.008231696860741733,-0.0052322140365937495,-0.0011458826027789617,0.009131748762401788,0.006444087547831013,0.0017930860248248778,0.0035834799187430284,-0.0036927940513311703,0.007193878940699539,0.005177192586363467,0.01266325667161085,-0.011336190499296572,0.014535208733898894
