f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ela_meta.lin_simple.coef.min,nbc.dist_ratio.coeff_var,disp.ratio_mean_02,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.mean_ratio,ic.h.max,ic.eps.s,disp.diff_median_02,ela_level.lda_mda_50,ela_level.qda_mda_10,disp.diff_mean_02,disp.ratio_median_10,disp.ratio_mean_10,disp.diff_mean_10,ela_level.mmce_qda_50,nbc.nb_fitness.cor,ela_distr.kurtosis,ela_level.lda_qda_10,disp.ratio_mean_05,ela_level.lda_mda_10
3,4,0.033017821379747195,-0.10332043576028731,0.10101727801004208,-0.041470137153801025,-0.02107874880248707,0.023300302749853303,0.016051682381589882,0.03393527911207142,-0.014718665821241882,-0.008914615659845125,-0.0022872656868064903,-0.01482086820974338,-0.010357783788131318,0.0014099874782312345,-0.008113025684898207,-0.013869909186694465,-0.0007091687924330912,-0.008272515025652937,-0.015431081811207045,-0.00024106954055046204,-0.002836324745165055,0.005549065019966196,0.004218363922534161,0.001999173226593693,-0.009604469180060842,-0.007875299554925486,-0.006306730359007981,0.005323457842082631,0.0008593114661839076,-0.007869570307807628
3,5,0.05263266109009199,-0.10850958595461904,0.09657274831501318,-0.04381181009462679,-0.026484889710028787,0.017916257040008248,0.015965240953494095,0.035147932032574845,-0.016706761115600596,-0.00863775017428852,-0.0020575289975829315,-0.010924025302384954,0.011732753684507628,-0.007618213597175283,-0.0066116217944887515,0.006488248503312184,-0.00314324066343518,0.012249139450487735,0.010249091373523455,0.0025786628304189057,0.016898409239687287,0.008894018718913493,0.0074553651180237195,0.0027027874274261473,0.009005063314031699,0.00476681176929303,-0.0053274260082830215,0.004091129449669067,0.001468682933229786,-0.001813808949971435
4,1,0.06499193130404303,-0.07924601215999164,0.11196509224711039,-0.03442529035781699,-0.020923205964374993,0.0248758470413937,0.024559668332372962,0.03894148492253218,-0.00709560690826385,-0.007237748715313168,-0.0019121887210826409,-0.011146403886145125,-0.005682431101694521,0.018208936863676663,-0.0037254164658523784,-0.00417485299981398,0.010515624819347286,-0.00397595947435515,0.012135251766047914,0.008519785852565956,-0.001452251751611906,0.005461021152457432,0.005640172355480505,0.002606483607350643,0.005193905514179881,-0.005167948976651434,-0.006875424145009455,0.010840374232707263,0.0007028488581600693,0.011109530196836356
4,3,0.06105961001557228,-0.08351569682572431,0.10856600119065045,-0.03688733870447564,-0.02514048657237545,0.02138705566153534,0.017479729071119887,0.037052065728340286,-0.013595812143689243,-0.01024087482559471,-0.002156729603366078,-0.012595583983094188,0.0024733987483801967,0.0038719070485312666,-0.0045066126872887816,-0.018017050380966092,0.0032217431046069425,0.006528483229178683,0.013718849392376909,0.003908803670878965,0.004471456475417388,0.003417699824151467,0.004735652127211162,0.0013647742783035486,0.005514806626491159,-0.005919996809261657,-0.006716051970992709,0.005771312245492515,0.0014525835203788413,0.0058615288365849475
4,4,0.07638494666985265,-0.05058219425886504,0.11497437871789058,-0.03360451469213127,-0.024682422906325757,0.024508106978666788,0.0314324990555333,0.042678709845210584,-0.00821171004482885,-0.007687065624179682,-0.0016109057895080817,-0.012600652371957479,0.0033689938441660927,0.009721092033755083,-0.001617835423919686,0.0006537031707717603,0.01225804970050698,-0.00549505650255243,0.013482158708173278,0.007702719407090875,0.006708151629774767,0.005100439468697475,0.003873425043678187,0.0016278750771419243,0.0039874096595253665,-0.005174314645985757,-0.0046658848451719415,0.008928630836694613,0.0005929123589276137,0.014534919968621874
4,5,0.06558865402821916,-0.05889687986396483,0.11106238098217348,-0.034704123124060175,-0.02207605654137111,0.024692625168868727,0.024677586161447062,0.03925845016280376,-0.010330865175437584,-0.005810527857523256,-0.001851915527624574,-0.012347076544304109,-0.007147167175505969,0.018715140233054914,-0.003166719956793236,-0.002862923776674652,0.01098721354017382,-0.0062678372889733765,0.01133944907924335,0.007888061767459313,-0.0018659397039831823,0.005765622350563545,0.002506612239416159,0.0025857524558532507,0.005886210464196829,-0.008793471236805621,-0.006884635967362829,0.01046529073598881,0.000624418342874249,0.011201477837686989
5,1,-0.4426915804018238,-0.13919924721064988,-0.11840520791142994,-0.04483616652711027,0.14228042700667742,-0.07964922131519739,0.016276305828712763,0.012969662311965209,-0.006540459118313494,0.0021086046614660005,-0.001691479886638349,-0.004801450887108424,3.410607356302785e-05,0.019596484088238532,-0.005600311113598505,0.019500842826973317,-0.00921827805877296,0.0011767654980356086,0.005951247970948132,0.006397324265731541,-0.0008770661858564271,-0.004196685624380187,-0.0028533896353043304,0.0005940055946219555,0.006403099031737567,-0.0023250485685257986,0.0019434586528217848,0.00855425439601316,0.004993581266631887,-0.00574982740876917
5,3,-0.4548485859724777,-0.14073625252598695,-0.12171759703391032,-0.04247483939544431,0.1299915451544199,-0.08010807293569454,0.014551733172843438,0.012738944102280245,-0.007938990538917987,-0.003314792358202734,-0.0017291164206094205,-0.005201443155643654,-0.004477197045933117,0.018016053773750415,-0.005914703503283647,0.007764465637326143,-0.010664375651370727,-7.728151780610742e-05,0.0035654897264456495,0.0034939723136138477,-0.0029048369252548424,-0.004085832446382688,-0.002859004470799016,-0.0010357552545816068,0.005810983910371247,-0.006130794080580142,0.0002737090548517742,0.0020938988813570046,-0.0009965762148548846,-0.007338222244883213
5,4,-0.4472885459434726,-0.09343729364037366,-0.12582177571959188,-0.042820310268358884,0.10734579282710563,-0.08219050606983298,0.013867308899444583,0.01436689264372356,-0.01248997905867945,-0.004418522360961722,-0.0017283900118215156,-0.005384694145358699,-0.006501825666039575,0.014501611906536626,-0.007457664060054229,0.01587761172020986,-0.008961790450946716,-0.004150602524032069,0.0032319386809593694,0.0028485654189385613,-0.005225614315576281,-0.0044456625057793814,-0.0022390415757028766,-0.0009241735966319315,0.0031167606410949455,-0.008563869229917198,0.0008125188082603014,0.004769989907190858,-0.0009926876331314675,-0.0013886906864909257
5,5,-0.4438440027065122,-0.13740176804771584,-0.1180524347673997,-0.041129070242270575,0.1444897438180968,-0.07954549222299265,0.015949456936223624,0.014209087770487005,-0.009529853892879166,-1.5022283658006398e-05,-0.0017224255427476215,-0.004591861405441228,-0.003837807269446336,0.01946022380094852,-0.00584383486487211,0.020195703280337738,-0.00899832675921224,0.0007191520865043479,0.0053014737375684335,0.006288765006038615,-0.001887193131116256,-0.004154395497515972,-0.002709756232692315,0.0009648488465463974,0.006531171714829438,-0.001979339163853589,0.002523766620172506,0.008135467560895823,0.0049444311332791,0.0009979582050974997
6,1,0.060837480109423095,-0.023805770415065063,0.09705093594920401,-0.031654073767018745,-0.015713833030237018,0.026119861128044458,0.01743978942000696,0.03056609596133571,-0.02573400373328447,-0.012638983732999213,-0.0033954034648967686,-0.020223074980936902,-0.008905331457781319,0.00527225376066209,-0.004904990003400731,-0.02107622515442924,0.0203844500278997,-0.008611773902953819,0.013718015418060768,0.0007779918395206844,-0.00971105030655262,0.002155454693257029,-0.003865233967870748,0.0017109631446411322,0.001273639180421421,-0.0083443700989371,-0.007237700103252398,0.004256118704639921,-0.002346488309180614,-0.018161613513765384
6,3,0.08406003787172024,-0.023809787709427512,0.10577852503208608,-0.029575519577928977,-0.012131390522618942,0.02824364818277171,0.024822008902740868,0.03811925688790203,-0.017732595730358663,-0.011847144263205971,0.006529572129924152,-0.015440181987151684,-0.006768160141090533,0.02700179006255435,-0.0038892107046895235,-0.0010474665950844335,0.01941271613065324,-0.009563681169910737,0.014688385455453408,0.006732475788762775,-0.005218029842774,0.0022958217737308628,0.0009391995861838489,0.0017177250629695612,-0.0009576946787471131,-0.0035195127681370785,-0.001750761405096341,0.0071707312023633575,-0.0022237212508010498,-0.00017391309111920413
6,4,0.07689417030953691,-0.021491904764452844,0.09931552220377064,-0.03204359812705748,-0.014065755081174578,0.026367498818094325,0.01862946020411131,0.03168191903355484,-0.02296733733190156,-0.01163023450022976,-0.002800614889320599,-0.01926275789964294,-0.008900417240166497,0.002318926384450062,-0.0046403227680414695,-0.019942316242403026,0.02287798794826564,-0.00856027604122692,0.012930939297817733,-0.006490394630738983,-0.008467157733610871,0.001908664671498427,-0.0036616185570788294,0.0018198380720708227,0.0011015735637233536,-0.007447137540952542,-0.005712847013128179,-0.001440082275283203,-0.00207886300213768,-0.016847815672294555
6,5,0.0685890313389088,-0.021491209586965935,0.0959743400769379,-0.031540158959073646,-0.022437213412108966,0.028487238910162135,0.0204597549716005,0.03365693683637373,-0.028068795095953124,-0.010497912344300976,-0.0024552347015945547,-0.018052358524087327,-0.009733825406898895,0.005946234819173452,-0.0055121665163279645,-0.024341859687339984,0.021534188018164563,-0.013774114269359308,0.010899991290868698,0.0054915776997075845,-0.009819757469366612,0.0011927541819561588,-0.004369685591114913,0.002229571627237433,0.0015018754979138525,-0.006645362166805541,-0.0078113497360272986,0.005051513362348108,-0.0015385466123769205,-0.0012689573731932253
7,1,0.03573705634709699,-0.07988610249999342,0.08404504866661046,-0.04281960406722025,-0.021574124872449117,0.016596641852966765,0.014349614118531067,-0.033542007375273235,-0.03299358996774048,-0.012802181245352706,-0.002211603384358725,-0.02216507921241477,-0.010785950210709083,-0.009867569724607365,-0.0024494961763980158,-0.01261231927783377,-0.005742733657738194,-0.013987621262623002,-0.03129258088221348,0.001202765070001921,-0.011642639493199238,-0.010134224379869454,-0.01071326194209348,-0.001972412675038915,-0.0027263220590160644,-0.00973006018370573,-0.005654918362057242,-0.0013049102553366876,-0.002331090836468642,-0.01575530806640888
7,3,0.024503484077285056,-0.10900925701415269,0.08120157912376694,-0.04794432159449183,-0.020401756125664472,0.021107335590550558,0.021708041328801,-0.049404270173519005,-0.03210045847224991,-0.013493404269891877,-0.0019866342558174186,-0.021648209091882514,-0.012336996882687759,0.0048275867281208406,-0.004984533748688611,-0.00771533065959012,-0.012146728364904874,-0.014398971836802539,-0.03682699790092599,6.430022747091636e-06,-0.014680157631697884,-0.011137388561058016,-0.011891253193235881,-0.0018558808022722472,-0.0030240101537013075,-0.00873474488053213,-0.005000203193483507,-0.0010238588830486564,-0.003987383103484384,0.005862097316901846
7,4,0.018404650550452036,-0.12446220561957227,0.08733872462557589,-0.053801171691267274,-0.02318814107057819,0.015534542370306147,0.014572415086453972,0.031153259459200278,-0.025628340115746863,-0.017478262844978613,-0.0018774658929295847,-0.022228153440638915,-0.013607745923219013,-0.00631307262145456,-0.012082520072442496,0.004640089821240557,-0.014336809888846004,-0.013891626653810558,-0.03563721508290737,-6.539812323006191e-05,-0.013055453681971705,-0.0026896469860734585,-0.006808063122787136,0.0014978783035493046,-0.008835850118168861,0.004695847814711999,-0.007587941522214571,-0.0016869231181660836,-0.005861385593384946,-0.020448130446900418
7,5,0.0027363290463002436,-0.1178995532614362,0.08107734482199971,-0.05543959988005577,-0.022567673859666855,0.015270248079810632,0.013358473383222937,-0.039927778447429854,-0.018941240873315286,-0.010581954101047529,-0.001957388125706592,-0.022491581872167692,-0.011861250756510741,-0.011124985309191482,-0.006573896808861966,-0.007677988480050451,-0.012076626820506283,-0.010008677818475649,-0.030664088643319324,-0.0011623299004098519,-0.011031316180827012,-0.0023228142627336372,-0.008256734819450514,0.002014706189298067,-0.004750338634333968,-0.009552904146979947,-0.004995536451673093,-0.002087348580759541,-0.001672348732059653,-0.012022423992770028
8,1,0.1274202853533421,-0.020774929105011327,0.12610638259988247,-0.04001027097239915,-0.029544004129672567,0.030737224527067918,0.019569940063061248,0.040435574876755816,0.014965469148896965,-0.020589042385651266,-0.002911940252845786,0.04760255469785287,0.01435677446090116,-0.0032045656593487,0.022672431235997718,0.012650675743616939,0.01325904531429784,0.022443300785877914,0.01141831129358714,0.002532419080826087,0.016025638452341586,0.006277005672810806,0.010498533037703803,0.005224522151313494,0.0029178076162454363,0.0017303761168629185,-0.006103789416333015,0.002394717464414948,0.009057067099696435,-0.0007064554465723328
8,3,0.14177145055634172,-0.014724529778167607,0.13671103503425616,-0.03605906090056901,-0.011117372270024331,0.038562942272117984,0.02606273647655889,0.04334906724211186,0.0675560355977999,0.05116430671490899,-0.0017434834327948695,-0.01104632924478346,0.01852250594242395,0.004187704250240951,-0.00786495654645527,0.019629918222210663,0.012157870440876416,0.02616997753256156,0.0095631682380476,0.005191761695318669,0.019881756417770142,0.012065806263712484,0.008936633323303137,0.0032143766283081595,0.009771706147850716,0.01409348974626797,-0.00335379682996926,0.008934631026317265,0.006628148495319757,-0.0006065602614425225
8,4,0.1779388762591375,-0.00610960711859763,0.1468286805513894,-0.03562591418614293,-0.007910874316824287,0.03795117940008579,0.027995190358482695,0.04558937524530072,0.062493914889784515,0.04524227973372503,-0.001411608240199931,0.056429865848327695,0.018513940817375795,-0.0034397728731469,0.030049495878661514,0.027291100760031654,0.010686159883767511,0.028947700020684246,0.009456731582397912,0.008040757338665057,0.021696348259211535,0.012632807515315045,0.01301292592781415,0.003799913553738361,0.012468403610175,0.015670570349605478,-0.0041619823962086525,0.01044651261961736,0.00913305441844008,-0.0004312153460066579
8,5,0.15263113601824535,-0.010784663267962506,0.1386065672636968,-0.03606644324516872,-0.01604364826400867,0.03400656784294266,0.028261442052053932,0.04456812971276861,0.05812122368061925,-0.014465798061781327,-0.0012779080656052325,0.05760091976767091,0.01893114458118669,0.005112075075653362,0.024384723452385005,0.02297334830050831,0.012129045198422879,0.02808730176452049,0.013694638900607098,0.00879393231228741,0.0191197343286938,0.013265257777402652,0.018291067117981275,0.004268082089774425,0.01137021297274376,0.00813597022057321,-0.006955651502788087,0.010267766760807257,0.01308603985500318,0.0008210061887162519
9,1,0.1041776342543696,-0.04589536469199716,0.1179568545707261,-0.03634936620435667,-0.026633788638386113,0.012573563933266132,0.01953640538153387,0.03978059632480043,0.047345590017450555,0.02906697845555618,-0.003491438209989084,0.04341704608029554,0.013579923979816326,0.006407060744901516,0.01729941648475977,-0.016298662256238904,0.013416627184977489,0.02146360849586924,0.00723275728638704,0.003257574075042538,0.011853890576893511,0.005871937073660114,0.013560876814730156,0.0026964705815331843,0.002498844096048223,0.0024338277329033656,-0.00747461790208981,0.0030739303867224686,0.0035707456887635056,0.0021517014142695256
9,3,0.11298821173225501,-0.034608112476571196,0.12022970714177143,-0.03707682002779329,-0.025843568793937264,0.014212004937250696,0.020720470193860054,0.0406000497447375,0.04920309510646536,0.03053062321700607,-0.0012947656594448362,0.04411978178141237,0.015498529590995645,0.0019359218243302796,0.019424562018843072,-0.015166519008842378,0.013670862495174223,0.02389526123285936,0.00890607660715606,0.004775801526633743,0.014447966893141914,0.007968900983411891,0.013208842058385193,0.0025739215960989678,-0.0018350285707153015,0.004323847768005851,-0.005106225841522133,0.00531481810565921,0.004920734629495782,0.0024313515335366307
9,4,0.1047509332379322,-0.040018242908844384,0.1138122761351622,-0.035561807981468935,-0.027723701568203026,0.017860816796723574,0.020164407144123226,0.0397527752126835,0.044243603754836026,-0.0030813159605286365,-0.0013821310763006787,0.04403678115509609,0.014502857569613458,0.0015647566593535414,0.02063853128436058,-0.01435416562395072,0.01271757815079819,0.0253940573210228,0.006173363489598572,0.003379720908193786,0.013951016929598844,0.006327074145872373,0.012883178222849042,0.004062199329182264,-0.002034019122237821,0.0013718320312072355,-0.00632711738643745,0.0028321144442565063,0.006357581171963362,0.0030347764431991765
9,5,0.1317006856573681,-0.025635706004298018,0.128652485662109,-0.03719328640298409,-0.020940238051674224,0.021143857375632808,0.022220929833418456,0.041410907756024976,0.05912549689124344,0.03418734359544796,0.0006802839800989077,0.05219817029014739,0.016757365442663055,-0.0036413909878421635,0.02297172801787139,0.014416600377821453,0.013708126967327516,0.025614050918802173,0.008310933897550984,0.005266637056766119,0.009307414095323527,0.007889482138950837,0.002197596743390832,0.005008128585806541,0.005817870985684495,0.0038229803308581336,-0.005531048789514928,0.004712845036340397,0.0066536817707150845,0.0016503448382268716
10,1,1.5951798720794084,0.5946248645668557,0.21175695802362388,0.23353025363521743,-0.029409972750539692,0.0005341543890947747,-0.0008502195127760646,-0.016470452308396687,-0.044046752311926,-0.012977661031264846,-0.004892039771660247,-0.003084238645953706,0.004257773838232568,0.004791933900263943,-0.00488679992295257,-0.02194692682540678,-0.001411759326431989,-0.013653529027060338,0.0012185996605423336,-0.02446085006846102,-0.008252789947567386,-0.018860641942272466,-0.007994549540745804,-0.014489196095753012,0.0023717287503410792,-0.016497586476683413,-0.058242411458492474,-0.022977420790690657,-0.012238785585616141,-0.003703931005490309
10,3,1.5691308989272983,0.5856959196924031,0.15404626172727848,0.157410081544267,-0.025888147598879255,-0.005849296664167291,-0.09333036173897782,0.002980969316292281,-0.04558013346529862,-0.006747781210311841,-0.0036173103355422896,-0.006150669412965776,0.0034598616734998074,-0.004116714324204647,-0.012744875302770745,-0.025074924836896297,-0.0027799766905564206,-0.013886894251630361,-0.005518471157119158,-0.027685842480308174,-0.006755190009532398,-0.020267338418399245,-0.008012745902139799,-0.008981356520630717,0.0016229858075673348,-0.020866270000607482,-0.05210528797000865,-0.019924408465349947,-0.012407592808866658,0.003862214171176672
10,4,1.580322182152283,0.5860709668537455,0.21177097394344435,0.2302366111087492,-0.029649356359411145,-0.0010981345102930844,-0.0009455864285161292,0.014562385026960771,-0.0433088443618732,-0.013072731342588191,-0.00393336226558858,-0.0030062975697351746,0.003193699066412558,-0.00475850287664511,-0.0057926625025956,-0.021253738793391895,-0.0014424698757327585,-0.02095299737961245,0.002998634778939267,-0.025124799385912062,-0.010661134609918422,-0.01744685810968757,-0.007514167235779407,-0.014538593675192137,0.0012363527966432906,-0.013195633792201742,-0.05964423436291853,-0.022990832846071285,-0.012360826049235009,-0.0037701953231928996
10,5,1.5857187891935922,0.20713851272710893,0.10943576528764037,0.1003736659712122,-0.02816483155998183,0.002824623881149202,-0.09144465564805454,-0.003940888479407749,-0.0417844983253591,-0.009236394157199686,-0.00423602790984174,-0.007580210115384066,0.0015686382099324918,0.004706444821827757,-0.007230643539839101,-0.02181415348902751,0.005194929161852113,-0.01500871104274318,-0.00827045221586821,-0.022736720928099717,-0.011286458074572812,-0.016549662532401,-0.009060853665480269,-0.009321622352451174,0.0016472602368702593,-0.026596785533483235,-0.04312355972902254,-0.017021440608979546,-0.007880663249342177,0.005403531735391383
11,1,0.09019985277311597,-0.010647586130065735,0.09878039499411513,0.0002050801002693896,-0.01618548878004722,0.024044866985527085,0.024558821872661354,0.03851355453956144,-0.025047606503834464,-0.016100569804866516,0.0021487943285931834,-0.018403117553701998,-0.006947969469517353,0.0022717562144503297,-0.0072762897166373285,-0.014056577319700708,0.028011761643798615,-0.011830986070472544,-0.018568773851534756,-0.00259033470663134,-0.00789776670883471,-0.009079445827155079,-0.005118035824215346,-0.0018946021596445545,0.0023033938245251495,-0.012029282275715564,-0.007323596122738118,-0.0024804812284591644,-0.0033837580198291784,0.011864645078682774
11,3,0.07232512559009395,-0.017550522929217785,0.16263207013813444,0.15579493146771817,-0.018634110835115302,0.020273363247137268,0.022191216332116657,0.0352326261208509,-0.022886365716013088,-0.01457149076657294,0.0030170321966600674,-0.026317538085590866,-0.0055185026853912045,0.002532972628332396,-0.013301543135965365,-0.024474957973095235,0.02312781414564401,-0.011700705685748056,-0.005055384881372715,-0.003703238484097658,-0.006904321908954071,-0.013101676444052825,-0.0049548179861992475,-0.003420101419794126,0.0026194364236970837,-0.01202405715796139,-0.014311921234576397,-0.0027517841776704033,-0.0031289117384237612,0.007410324725917493
11,4,0.13965758143279047,0.3561501172993471,0.17637427727996666,0.15457182808043501,-0.0195445411756804,0.020378879878972064,0.028069833285443196,0.03350394556695464,-0.026154060594400223,-0.020719302633238332,-0.006271464529000248,-0.020049597498066177,-0.001749804117553129,-0.004263004269302516,-0.016143501427897028,-0.018027838935957066,0.014104960357156077,-0.013176495594156925,0.007661318589461472,-0.007902063993302554,-0.0043381172850009446,-0.02369594458240503,-0.00460695528879528,-0.010777112288504162,-0.00014980696547979593,-0.00977693628261138,-0.01859825009134771,-0.006842732216637049,-0.015800730913191476,0.01168305458639361
11,5,0.09000027390976224,-0.01038692302144746,0.09782264174613749,-0.02633638478108072,-0.015723206031442113,0.02524377530824277,0.024802938609254484,0.03926715666961541,-0.024861717285721844,-0.013337589500309176,0.0022555289871720344,-0.017932697381870037,-0.006748643388785379,0.006432736937382677,-0.007608594798340545,-0.013428202135413214,0.025891106866927548,-0.01171923615100747,-0.018469974332541612,-0.0024790616685881712,-0.006820268464840573,-0.007065284237148647,-0.0050508839907945965,-0.001839195554700228,0.0025635977715394408,-0.012039771452817653,-0.0065689329640850076,-0.0021625773326960983,-0.0026760487895832103,0.012291280222176737
