f_id,i_id,pca.expl_var.cor_init,ela_level.lda_qda_10,ic.eps.ratio,ela_meta.lin_simple.coef.max_by_min,ic.eps.s,ela_meta.quad_simple.cond,ela_level.mmce_lda_10,ela_level.qda_mda_50,ela_level.qda_mda_10,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_10,pca.expl_var.cov_init,ic.eps.max,ic.h.max,ela_level.lda_qda_25
1,5,-0.34891127980915,0.029005114925821585,-0.0893961469166184,-0.008853077924469016,-0.07840400534551206,0.028275778227318638,0.026573950381478334,-0.027099144797740587,0.05111935699175077,0.01457483430818901,0.06119838097866656,-0.007824814496677074,0.005405057157879076,0.02270565160804272,-0.03476715460972718
2,5,-0.06114835757044529,0.0605656686728383,0.05589559751635631,-0.147047082193564,0.03444213683379993,-0.783038511175925,0.0,0.024861614451465952,0.02958577279115937,-0.03910402501761684,0.014411568071146741,0.012078497589343096,0.018306095260783084,0.0,-0.01923637658346633
3,5,0.15282546391205837,0.07612731146488591,0.04856847844951598,-0.009345668755008085,0.02764949737223038,0.03411154566532362,0.034938017966121115,-0.022749526742413234,0.1018168245345919,-0.06076554504434807,0.016848610900258243,0.007345180469737811,0.014620951601992949,-0.049024010132399515,0.03235348043534625
4,5,0.033986355359296117,-0.04964081151559734,0.0,0.12930752571331786,0.0,0.03883240811131147,0.03697769817576074,-0.015780334178105912,-0.0842076992530927,-0.031061175526665846,0.027469921499826827,0.01990983426400214,0.012854968995787586,0.08436682974154847,-0.02728450005918731
5,5,-0.1982835293260436,0.005066549942160936,-0.04333057106153493,-0.014006933804120936,-0.04156854748726846,0.019184772778894077,-0.24599064781883512,-0.0162657485707563,0.014626249797837776,-0.03717561057338936,-0.15624291063787965,-0.007876310579278623,-0.0008344072635763089,-0.01464120639727473,-0.05803395952011181
6,5,0.13915410386478097,0.016759349553886624,-0.02953722754667773,0.010184608469192905,-0.05313027598225969,0.041318271108553656,-0.04708888074682739,-0.013560097815173089,0.03256025587325583,0.007159186598393576,-0.03588184540209216,0.03206824910390069,0.010214643150977684,0.012198316688169716,-0.041554304526440655
7,5,-0.18635735948176374,0.03976784567344198,-0.03960968228729697,-0.004213553987886559,-0.04510231593565253,0.04106769311032768,-0.020416163618760003,-0.018510679980602435,0.02105376954188211,0.0,-0.008468695576355503,-0.008407506737587,0.013179155152318323,-0.03107600487668033,-0.02882093832563759
8,5,-0.2469953616757324,0.0047080525104220075,0.10012721555867948,0.004231960126775028,0.05870089387982294,0.04064266073371586,0.061672140705136574,-0.01572214967685894,0.016963795720308678,0.03697368956357974,0.05408654724041921,-0.0015798632138782145,0.014413720736710017,-0.015237542919392076,-0.04238923242885087
9,5,0.0782956125053956,-0.02648904528697743,0.09351929219552013,0.007878020720894718,0.039842254232290375,0.03610914099995856,0.01966302582302154,0.11038267966296178,-0.04218325788049389,-0.047266144148443004,0.006160803417088204,0.01721648417349475,0.013137288287308008,-0.08205416546493281,-0.05405747179647469
10,5,0.11518242079015711,0.008038970244175214,0.38153310285901143,0.05168472391224621,0.27929713784570237,0.05901489133204174,0.021842662232731347,0.0,0.08181077487436961,-0.10736319684450063,0.030506061591289824,0.009840886932309778,0.07485726977265172,-0.012092850607202721,0.4038905132863695
11,5,0.09932102569934592,0.08636852730011763,0.19662439929173758,0.027368381211814397,0.17914942224048624,0.08416130722364279,0.04250670710786375,-0.20860728081920327,0.0901757528696237,0.12851615984228792,0.030338390793727243,0.017676481094638596,0.051337515939235634,0.042447349940880896,0.25544064589396087
12,5,0.04398160612622008,-0.019481247562861195,0.04216342972934241,0.012525522685731011,0.04246323893673577,0.03191197517765894,-0.012713615553782004,-0.012029929062204209,-0.012202517170862792,-0.022459828459976544,-0.02099122067080425,0.009511353734157235,-0.3118843504968776,-0.025982861387571582,-0.04138154459450705
13,5,0.18225048908065225,-0.01208692909943776,-0.02539714610717303,0.0,-0.02947950086172632,0.03310979289972141,0.03934891179516953,0.019860321588640262,0.02368942536766444,0.030364173946273748,0.019116278924566188,0.04983226991308057,0.018220582172787853,0.10066625029939849,-0.02852855101404317
14,5,-0.2908570745208041,-0.005074782351393303,-0.06714388577853375,-0.0182628308787689,-0.04819200127423362,0.019443348657966153,-0.056055517226857476,-0.059553463444466825,0.03376132361040082,-0.03558386537385422,-0.06428136139263785,-0.015903798679185566,-0.005590525439836291,-0.16627914094812457,-0.019247951726027224
15,5,0.1976435536372555,0.0742364451789157,-0.014826214656551429,0.0028998517678245905,-0.011470771028811666,0.03562274717087774,0.011163147148920693,0.016473522457310846,0.1440205204621753,-0.015523099073696256,-0.004231499858587173,0.028345877480553228,0.01740266328332249,-0.06079037506393514,0.0
16,5,0.13045081722909163,-0.013757063942049286,-0.04895320992706323,-0.005936003876494483,-0.03303636877647402,0.03353939032372813,0.01595830299271267,-0.05601661723162325,0.006341213838271659,0.022887744561138512,0.01911556044525256,0.046749717290978876,0.00783142726783187,0.18304447731737608,-0.028195318645440226
17,5,0.09917474513527563,-0.07976624057375711,-0.14684133705202063,-0.012351568670728452,-0.06760096859335313,0.03132656820391205,0.0068426930700967725,-0.11225532625186824,-0.1679152348949832,-0.006231518453104573,-0.012176697476142362,-0.0035567730122905705,0.00865199099542402,-0.09966789996322534,-0.04521924321099391
18,5,0.14758359303803956,-0.04996706180553462,-0.08536920359936444,-0.009343656299710505,-0.03872656764644043,0.033958297382921734,0.01764471936488684,-0.1052568511710969,-0.09935459174942904,0.2674382584188224,0.010653306970730268,0.028685761981628755,0.009703672539005196,-0.051002731963848975,-0.029225321082003985
19,5,0.08583425857134823,-0.05147113257888439,-0.09932625894216268,0.0,-0.05657701234724705,0.027308665329412396,0.019106690656112688,0.20817303772054868,-0.09931861118929255,-0.09603880363003853,0.0035668443318978907,0.016682704551729058,0.008158881205845375,-0.10225767141972358,-0.026074278951428387
