f_id,i_id,pca.expl_var.cor_init,ela_meta.quad_simple.cond,ic.eps.ratio,ela_level.lda_mda_25,ic.eps.s,ela_level.lda_qda_10,ela_level.qda_mda_50,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.lda_mda_50,ela_level.lda_qda_50,pca.expl_var.cov_init,ela_distr.skewness
1,1,-0.4510328082992434,0.014418473659509434,-0.10462703833259013,-0.04055790031413209,-0.08956784128491485,-0.052971047946200556,-0.0015925781842154318,-0.01751048038429387,-0.03244371157714643,-0.030728229112246763,-0.005942645387262968,0.002799869710666869,-0.026732759324164856,0.012626989917303821,0.0032133020555863423
1,2,-0.27572423817314595,0.015394633445535433,-0.06795030046469608,-0.0439233394698062,-0.05447264187454676,-0.05687869182607347,-0.04591124214895853,-0.030342374315614595,-0.02384226102652942,-0.04634130620955351,-0.14964350508866886,0.0,-0.03739450345999551,0.012197373816845103,-0.015816007916947927
1,3,-0.23612827742893383,0.017499382452641543,-0.1144437725004731,-0.04644571639499495,-0.10302132603292391,-0.07673962061646689,-0.030154025838446397,-0.049359873674060584,-0.025917436666818228,-0.0598763415783552,-0.07395561815689683,0.0069899428678064646,-0.03432990883781323,0.005234187631645848,0.0
1,5,-0.375349935158219,0.015541547934954936,-0.14025231503660446,-0.0408088796638717,-0.11613378354862586,-0.0678901455352956,-0.009067229180541037,-0.03678392646026413,-0.02509274769462505,-0.04516691465890499,0.02858179536048472,0.0039242424658813,-0.03424578393252309,0.0071096966493527924,0.014985973684711773
2,1,-0.10195213367376382,-0.4597947526840553,-0.005539617155672749,-0.03153863016404168,-0.01136495067051374,-0.06295226509611818,-0.02923018531686894,-0.04827259151857388,-0.01845232678035158,-0.025628227853049967,0.0,0.005691130121337762,-0.035637815510512594,0.016154358514768652,-0.012130397105033941
2,2,-0.1260345473061113,-0.3712999694447454,-0.007255065838746744,-0.030945367542557722,-0.007002006535309913,-0.07977733824863587,-0.0319634370068978,-0.025771486511845465,-0.08252180561620709,-0.049430578852999396,0.00608398923177389,0.016547871980297335,-0.04394344090060642,0.016252305978187498,-0.0035875280222334993
2,3,-0.07474608200270927,-0.2598109454087165,0.08598821304161941,0.0,0.06695788205763653,0.1611066752242628,0.0,-0.03858699542219368,-0.7923708993320401,0.0,0.0,0.0,0.0,0.030813747220549637,0.0
2,5,-0.060048948113540945,-0.7205411144643104,0.05370417254830795,0.017599658274636498,0.03939284278191668,0.059487282520864604,-0.00752213749033398,-0.04823127290605311,-0.1427940308454368,-0.026662009109983065,0.0,0.009513330923100138,-0.01712799744412069,0.01646171270297292,0.006120105729530256
3,1,0.21268697158760103,0.019590866693006942,0.022618051734997563,-0.04321036029758207,0.014298448190493196,0.051174445610391195,-0.011781936081967648,0.03963649440749009,0.005488843364695434,-0.0220211493533021,0.06234472392737153,0.0,-0.029580637357141254,0.06781061191245791,0.010689991299596191
3,2,-0.1526980768834687,0.02727389599344036,-0.013868945317573114,-0.031224634759848775,-0.004807853658749479,-0.047220835557191185,-0.01913004349540029,-0.01452147341319509,0.3571438644694691,-0.021415721272319527,0.011148091623778236,0.009497151036329768,-0.027547828025543643,0.02097424353933168,-0.009709370797954878
3,3,-0.1823182740704013,0.017345761976218343,0.013086590204255871,-0.03397161839104318,0.0029705744880076934,-0.0878709471514385,-0.018340781176008847,0.01836953801169583,0.07245228040157019,-0.02933518275616251,-0.19614940423160646,0.009225693596953466,-0.038304172330021535,0.022298827230431695,-0.02054044744140332
3,5,0.1772101776837631,0.016980013397658346,-0.026461357323239842,-0.030219297681374047,-0.030147180006359194,-0.02003825058531712,-0.003061441298709347,-0.13832418592908,-0.003829253157288318,-0.02121930795303382,0.03639766300244825,0.009257388657959139,-0.024647842461891507,0.0611684972237862,-0.008887736728678826
4,1,0.1925963485036578,0.025157861658916175,0.027621665029189113,-0.030602270115191538,0.021932777250908447,-0.07100467820353135,-0.008065236858195546,0.16725770055004463,0.027567201519463486,-0.016601117908646212,0.07675873069380357,0.013281038257024813,-0.021184392775653843,0.07325387551974097,0.032627015334376286
4,2,-0.15955030887394056,0.030766001224339715,0.010135472542854004,-0.028856322205670325,0.0041622611551295485,-0.03927728285170076,0.005761778061437142,0.09716524978443225,0.1996272705067345,-0.030153727769201964,0.05064137180958156,0.01426450234078333,-0.02975029545642871,0.04358709237962731,-0.0022789204862784795
4,3,-0.21979033174799553,0.026595368738437986,0.026394811050230282,-0.036626436287198735,0.02660824045084237,-0.006242587130680655,0.030180234716452703,0.022150430184953412,0.2677599047123317,-0.01987598086870767,0.02328759529297479,0.009116828210778638,-0.026347798023122315,0.0338950016447403,0.009138861217661332
4,5,0.05435109524060017,0.026288601822684506,-0.002721941462498538,-0.03704372263342469,-0.01113757104189975,-0.05627309893628694,-0.024089239047304783,-0.061773945060664325,0.14122737834764354,-0.027743749061978337,0.06590832831290437,0.007094339952228551,-0.02633490840774567,0.05292891879219156,-0.016787938836119787
5,1,-0.18204611552753236,0.013415788061519274,-0.056656939137096574,-0.07507729111353167,-0.04382116222458887,-0.04861927750526518,-0.020186809163288855,0.007974410082658256,-0.01840462941562604,-0.0703049095306496,-0.3098958159924545,0.0034191713683450753,-0.024813107051728345,0.013369158589684904,-0.005507212420214458
5,2,-0.18154638200310463,0.011370090544619793,-0.05324433801694589,-0.07044985762040568,-0.0525480607926726,-0.041791228453512574,-0.01640644723478435,0.0,-0.019540102611392662,-0.06597278630304676,-0.3049731608603973,0.0,-0.02917403341364122,0.010363133897459686,-0.0018974946042805696
5,3,-0.18153678757316777,0.011826540442117561,-0.0538815925148774,-0.07397797224674862,-0.055391074168937626,-0.040595237157631914,-0.01729163707546355,-0.0026367868600500888,-0.017888316501716905,-0.06276307767324119,-0.3138114124497929,0.004834105947114364,-0.02736893436947413,0.013888368413226604,0.0
5,5,-0.1806338743239838,0.012181338359482152,-0.05319451832519012,-0.07530077768596127,-0.0472263933583324,-0.04315554137564431,-0.015160686129351897,0.0,-0.015449546285022486,-0.06725616303208692,-0.31481839116213556,0.0,-0.021797866841482827,0.012383094099394754,-0.006381341411790031
6,1,-0.19723604026206878,0.016782443360509824,0.04373366383890098,-0.04681918010310604,0.01667270992263928,-0.11310540971671354,-0.03219762007249116,-0.016795591194917747,-0.006157777421135435,-0.045268045123662226,-0.11607834985409077,0.008100285689841835,-0.040248791729244726,0.020574233199353892,-0.011258195605341026
6,2,-0.22888628631925628,0.01649646539405164,0.04198413108101598,-0.047990876757022904,0.022135490399548763,-0.082119507790817,0.00512572983470444,-0.08266611255723316,-0.013872545700210542,-0.045836501284749365,-0.09956562325888413,0.011654723747876683,-0.0318793324002766,0.02543506095331985,-0.015120680846558376
6,3,-0.2023417090271693,0.014190712004197414,0.03755843259969538,-0.04860506644515872,0.009596497615156657,-0.10078744653735033,-0.00983328305741249,-0.02306159603306407,-0.008639526769606276,-0.03713302985621883,-0.127219131654842,0.00913431973681117,-0.03939109048070827,0.017895177239495658,-0.010664924405351606
6,5,0.08488410445541433,0.02345856284247763,-0.07757306136018369,-0.04800704208627696,-0.08044306376456141,-0.021907133227680287,-0.018361093844492374,0.002478475315095985,0.0,-0.04149512409743207,-0.06735041769496435,0.009036690152563503,-0.04437287996342881,0.05144289634998214,-0.030738422511619096
7,1,-0.12125483402286902,0.02314143549073322,-0.06804865510216926,-0.030014577446127233,-0.07305632128518236,0.0056058077776893755,-0.013791561380189943,-0.05137666884014447,0.0,-0.010350409761604284,-0.03693399266575137,0.005801086443687348,-0.034113490283818104,0.010959953483258844,-0.011546862489770715
7,2,-0.14521382022424387,0.01771061665325388,-0.04530170961982444,-0.03178133493171864,-0.03955733572343628,-0.049266404424410826,-0.017297636714935283,-0.026842081248839078,-0.008768226805563578,0.003118743707366284,-0.03841402792382553,0.003967380532004905,-0.03945466475373527,0.006484161144291123,-0.021486442533047045
