f_id,i_id,pca.expl_var.cor_init,ic.eps.ratio,ela_level.lda_qda_10,ic.eps.s,ela_meta.quad_simple.cond,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_25,ela_level.lda_qda_50,ela_level.qda_mda_50,ela_level.mmce_lda_10,ela_level.qda_mda_10,ela_level.mmce_mda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init
1,1,-0.286090725202192,-0.13580542529576878,-0.08903299590688502,-0.1338203263356137,0.012106136199815931,-0.0027395033941475244,-0.018127088190404317,-0.036987309128980295,-0.06109333086008273,0.026149477140767985,-0.026763585647841148,0.010670983923664612,-0.01321280088590171,-0.050226203398044844,0.0035850692252368255
2,1,-0.08360207603764563,0.010557999637273552,-0.07132960219574058,0.017205233797776942,-0.4090177296288077,-0.2888716172291087,0.008986582232902496,-0.022305248368333086,-0.003659487645600701,0.015807785070212188,-0.034523321248331795,0.004835003238212843,-0.0070854792062364225,0.021629392314985174,0.01126546480115631
3,1,0.08789596812024716,-0.0589869812455702,0.034364393125041436,-0.05333137098515148,0.02265411557576003,0.0,-0.028254733966373444,-0.047374847525554556,-0.046420551795421684,0.03175443053532785,0.0473806201293502,0.0021870224412565975,-0.010174867729023984,-0.05632574240156428,0.04024965337850828
4,1,0.105218290238997,0.0033528021660742674,-0.1309226219403072,0.005747750195648105,0.02235374446301848,0.03351255777139675,-0.0409659366111933,-0.02777999492490607,-0.019262040994017154,0.04689850638308367,-0.17691154815532775,0.010218634865660173,-0.06844915762116072,0.06545450275388517,0.048854997884445056
5,1,-0.11162193715520119,-0.06696658338074307,-0.06387344972533715,-0.0615397682215732,0.007377839646283857,-0.0026536478428302313,-0.042941881597292175,-0.030888785711595035,0.01306634895309311,-0.2305431172632944,-0.02172003853250498,-0.16430804860235826,-0.039643175310600465,-0.019541246015188474,0.010528127471084225
6,1,-0.11884248325691121,0.05171258568141346,-0.09332746114445639,0.046755056414606644,0.015656389998950276,0.006457810134367886,-0.0046768802481081395,-0.04015671339607085,0.009161340144743763,-0.12402621303176253,-0.015245078837044512,-0.11872023027621226,-0.03622917046529148,-0.020525428445730298,0.01646484430125894
7,1,-0.07348237006276839,-0.05446372844007166,-0.15297447278461662,-0.05268797062579794,0.016779056771276557,0.013406522240727109,-0.017056048988114192,-0.04961627789542811,0.015595521670516033,0.003229098765928362,-0.08365355150129627,0.0145894473325211,-0.021038607395881204,-0.0161922034408353,0.01600410567122429
8,1,0.12513763718174598,0.13940312744268524,0.018171094620653694,0.107227641197846,0.021784544010358287,0.010296032406767741,-0.015397665570125119,-0.03293659620373762,0.08925350236197593,0.05153382836693121,0.05124758117194017,0.04550870677924668,0.006541943613988577,0.0894295704541479,0.06377911224385424
9,1,0.11211080605491373,0.039910553093443095,-0.07956054943959856,0.0,0.01951095118242977,0.011913573159276665,-0.04148937560462144,-0.01961917005304991,0.08103681952787123,0.04496615376815371,-0.09844613654599627,0.03846413760964856,-0.06888861032791224,0.01618605963639709,0.06215603708328525
10,1,0.028707066698850037,0.5272303684007964,1.2311894428362367,0.47395025406586155,0.03506185105618975,0.07273580256074652,0.02992190640510506,0.013000652829745718,0.04974395322730185,0.09834415913916761,0.49441835187672134,0.05141326520556877,0.01335770710790074,0.032554577237315474,0.008151012001070601
11,1,0.03487661582250651,0.24975399468597015,0.0,0.23795354975919591,0.06385303001631581,0.04415863780582019,0.43727359164517055,0.6707571151149179,-0.8210614943173512,0.03188289708123504,0.05105004998651119,0.04447756853479312,0.00428095603412737,0.05475760446653544,0.027605451142575177
12,1,0.006908786493944597,-0.03132118320742429,-0.060733902291309316,-0.0660290531330808,0.016355349473363985,0.01662637717116984,-0.014126334654487205,-0.03169529125201272,0.01517958407521159,0.02455081090222671,0.023394524053384172,0.0161828573291653,0.1478828548252365,0.033133458220129565,0.025359769964118706
13,1,-0.29121499347447777,-0.02846418173536175,-0.04035736751026797,-0.03665071489474453,0.014575088917639811,-0.0018415142255721328,-0.015423933309529292,-0.03366854913618861,0.014332321883446963,-0.03273298179570697,0.010427688406491498,-0.03741529988959447,-0.01659999708321555,0.057912520715700494,0.009934513234124698
14,1,-0.23740172255496417,-0.0747448247516605,-0.03680281052283724,-0.05458880387923137,0.016336457505628454,-0.003155416088697377,-0.0059311062923679825,-0.02426612367180908,0.024774604898546715,-0.04215655001606555,0.04070779630996668,-0.03378487756828019,-0.037389140189595965,0.03199512282298839,0.00921999410112373
15,1,0.14988094231955623,0.009384131397606105,0.047993592865156254,0.026659806376927914,0.023149622767847128,0.014998225055068065,0.0,-0.03265247871507654,0.06520123585500082,0.024867862619636,0.10031703497072456,0.018891942379876875,-0.030743856158658628,-0.03346258262202373,0.053054283848671946
16,1,0.14330268761672305,-0.06445036041294172,-0.018390854445408417,-0.04081955056237631,0.017002758114014124,0.006260489851305423,-0.0088830080330434,0.0,0.033215306876327316,0.027804375703280634,0.035446808256609286,0.032082479804344144,0.02198639267815297,0.012316464881390668,0.06998736659588972
17,1,0.13486825413794148,-0.12030820641892209,-0.09782408644949053,-0.1000212051170547,0.010409256166276526,-0.004993951633890825,-0.00863220844931184,-0.03352734258956147,-0.07370824559915673,-0.06026913330811784,-0.07577294349943497,-0.02385825453290802,-0.02980132051019785,-0.16140511109187738,0.0061536328224801595
18,1,0.18227168353815623,-0.011585933006391387,-0.06639942281212027,0.012391289331480648,0.015487685917649516,0.005643431410829746,-0.006020441524651879,-0.028573398108893568,-0.01708158668248014,-0.024661941554064763,-0.02907002374219323,0.02981114468856102,0.01523857417047117,0.0,0.04145610026292666
19,1,0.08009814914776464,-0.11072894032568557,-0.07640258924287496,-0.07001354292299963,0.018153242395207977,0.010250826846684269,-0.03597841746022612,-0.029800615834704947,0.2245787083524578,0.03286453907089132,-0.12691367371041587,0.009778619451657061,-0.1299255476808163,-0.03918406516133882,0.04671213288053813
20,1,-0.2959619065835392,0.027016387019254462,-0.12616310369074263,0.018742846917910894,0.015797268156765965,-0.001258489972700838,-0.023740492118158096,-0.0431022911105306,0.017026895715313572,-0.03658756661063528,-0.055765096551817994,-0.04646338616090001,-0.04251965346401668,-0.029058268036872947,0.025692745571605946
