f_id,i_id,pca.expl_var.cor_init,ela_meta.quad_simple.cond,ic.eps.ratio,ela_level.lda_mda_25,ic.eps.s,ela_level.lda_qda_10,ela_level.qda_mda_50,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.lda_mda_50,ela_level.lda_qda_50,pca.expl_var.cov_init,ela_distr.skewness
1,4,-0.4969803349319337,0.03819093756599812,-0.09104716103466393,-0.08244040808334097,-0.08883533581740799,-0.05986776362536622,-0.016323718066985404,0.10255518553473425,-0.012317305410126322,-0.024845847892604744,-0.010110974685180185,0.0,-0.0058586482231384185,0.01632593647735009,0.018264243653722256
2,4,0.08743451370730271,-0.9854362036405659,0.07128695908174731,1.9744029324841834,0.06574939641284794,-0.05222578139178069,-0.13956221403268299,-0.014591341155777204,-0.18191113421412242,0.03137537963858883,0.03293656716531279,0.05845179770829878,0.13387227206549596,0.018286376872943766,0.013355426784535718
3,4,-0.28272434401005353,0.04786318526660993,-0.05708301792394804,-0.13261717249608973,-0.03970659210086552,-0.11888239615701013,-0.06400900621953498,-0.09065035989905623,0.03172828685014423,-0.05986741086163272,-0.01921023704060365,-0.00964129879032033,-0.011623523254370272,0.014187858589242652,-0.04586086704628711
4,4,-0.25560029483233704,0.05974818171193455,0.020636095306895988,-0.08272272101586578,0.013813659756721927,-0.01161723410450688,-0.017085180417856782,-0.07002609882532518,0.11957558994618239,-0.02576686765743469,0.001962528922170914,-0.0027670212215607504,-0.0018262256785777087,0.02976014883074217,-0.005185651291588378
5,4,-0.17017639070790708,0.03447903207907632,-0.06881954776569932,-0.07649881138245873,-0.06450942186925845,-0.07422081303120859,-0.016265079887754885,-0.02254200039226839,0.0,-0.055348757972808305,-0.33151122781640796,-0.009109933166290107,0.0,0.01184165626597189,0.009069964322738322
6,4,-0.18295151517481822,0.04342694740501679,0.037421997704240595,-0.11393827638058107,0.012673895528000356,-0.1491444272758858,-0.01848496998991561,0.002543078914469976,-0.003650612631321881,-0.047866316807294806,-0.14067985513395082,0.0,0.004384963723650659,0.02109829525479462,-0.0023042560926336275
7,4,0.2334404555427232,0.034043196788762276,0.007095642806359215,-0.11696878841569594,-0.00436721620501454,-0.12687017390992963,0.0248416854292981,0.34020995145099486,-0.0072735775349301035,-0.04543800874775722,0.059005716422385834,-0.0054290740256894565,-0.01239151751112419,0.07918251180330271,-0.003656256352982501
8,4,0.10153045044704657,0.05398709601754119,0.0,-0.08834057166244771,-0.006802376951913075,-0.06475033710786066,0.0,-0.0731828032194617,-0.0035434944448359527,-0.0104318762297899,0.03355204483423793,0.0,-0.002987763300175833,0.05962867443032043,-0.02265054185672146
9,4,0.10247970720169745,0.038510655223295887,0.001936460047702565,-0.10759456964808053,-0.023467152337765113,-0.03934942307998137,0.10987472729953926,-0.0189379797304155,0.0034111759607835385,-0.011463523835369797,0.02882218681000416,-0.0037758725857226366,0.008649515765912788,0.06280675610733151,-0.021138534910490003
10,4,-0.0788141385657044,0.04552316080340879,0.5916472189294901,-0.03008696476567163,0.5571968105230938,1.5638393648228495,0.0,0.27885339334666126,0.0,0.0,0.12475683734496634,0.005400916473510264,0.022631601592142392,0.023044645407885422,0.05478650556326459
11,4,-0.3198203692443522,0.06314546536983022,0.3592289179052835,0.09516948680868836,0.31536257228945935,-0.06982168848048816,-0.12206908589720067,-0.3741432190615631,-0.007517827528180282,0.5724543372848987,-0.04833859401814722,-0.030863131367241503,-0.08975261912553506,0.030192037434826513,0.024707273099392246
12,4,0.04578106744502077,0.03781351729360986,0.002053312352772698,-0.06333630504792419,0.0,-0.0608150231990216,-0.0032284742556053063,0.020191385807069744,0.010743518926624805,-0.039474963386680065,0.022507071000061836,0.0,-0.010594391165317282,0.02668037223481894,0.06490119629855091
13,4,0.12583005331269914,0.04157032001361043,-0.02162537345358203,-0.11114598630515145,-0.03942844453906616,-0.0844081343282772,0.03997143128653822,-0.038677086618571596,-0.0018939410830244932,-0.04204814973019672,0.0398127229118842,-0.005720319131808885,-0.00385320349120271,0.05558739261334418,0.02203721949874489
14,4,0.14816944681518865,0.04740980528227165,-0.10647653464742918,-0.14639864580874046,-0.09106239044763725,-0.06707662638785478,-0.0072657442480629775,-0.16709164278980626,0.0,-0.03097850170800942,0.0,-0.005989914769462368,-0.034437084508998406,0.03300264048197771,-0.022187254580618876
15,4,0.12161723044944556,0.044426001127342046,-0.06440086403837991,-0.10621177347396099,-0.04798331059372338,-0.05838983851052329,-0.02942229839840771,-0.2616835802402627,-0.0053921660397832916,-0.044761427234390166,0.019328244499064423,0.0,0.0,0.03962925301075118,-0.05713791787435368
16,4,0.18142803490825005,0.03927522785789648,-0.07367985385308218,-0.06994249972311581,-0.07387567038853751,0.0186297178119096,-0.006944275944372524,-0.01589310821232051,0.0013591628959490065,0.024701092117945467,0.04098595860570553,0.0,0.02456874272279523,0.07643125352683522,0.09110688452965887
17,4,0.16940548608136863,0.03553060740279912,-0.11687535019699388,-0.07081205500982857,-0.10932305315300322,-0.14534536234855855,-0.038311061772173916,0.05446830981907802,-0.013720969814776565,-0.051504664727736654,0.05101218168320937,0.0,0.0022461862143000194,0.030488707519431765,-0.06107552057715182
18,4,0.14479837111202085,0.037144787575872695,-0.13906349785055866,-0.09710530359139713,-0.10819296420293095,-0.1338578968167693,-0.05616471124926545,-0.08363111827706848,-0.004086664511914168,-0.06296437684823189,0.04853543055014553,0.0,0.0,0.021743260651080953,-0.21413251644091252
19,4,0.21871748986642758,0.03793167316847723,-0.0803618192449071,-0.11249129774224964,-0.05345291905578703,-0.04998269566926428,0.18392261835061469,0.18143954883201746,0.007902935734244582,-0.009939361452943024,0.028763667476690707,0.003219403254885733,0.0,0.08685772964156274,-0.11036437094025175
20,4,-0.4157598559856849,0.04693020614645829,0.031059685594025,-0.11186244828065234,0.01684902286291945,-0.1628190587470895,-0.01821273161299064,0.07160723340661923,-0.0024856199669923695,-0.032869731936349234,-0.06269655690576642,0.0,0.005141172543506711,0.026506074443034988,-0.009496272890583635
21,4,0.0966751153997355,0.03435122494865864,-0.07450039284021759,-0.07027209084396652,-0.06448593565421046,-0.060579197827311554,-0.03287079408165794,0.048028039637181136,0.010710951695670684,-0.026003907368909535,0.02327864187551662,-0.00442871696518371,-0.004424745803027069,-0.3070611425407773,0.05185686138207696
22,4,0.09163836790115826,0.03686314903448895,-0.09696459036014721,-0.0740719921938712,-0.07012594054273763,-0.034985783577669294,-0.032055994945575594,-0.010279400772304326,0.0,-0.01667253442835051,0.02255632810349939,-0.004222846433478589,-0.002508361514484414,-0.2738946615222911,0.07709121037161037
23,4,0.09496724437872792,0.03953748163301621,-0.09061100089033847,-0.06671370685533795,-0.08081305427103186,-0.03779325370549308,-0.00853120917435421,-0.010598813291443854,-0.0035643930201032514,-0.01331320981726758,0.022868103886261065,-0.0012214578103736662,0.01143423600461474,-0.28002441608107087,0.04039141631202792
24,4,0.22609545438881673,0.030587156598448628,-0.03111639248860576,-0.0948432338511001,-0.029481661100953016,0.04913130612092448,0.2622978952554341,0.11399024152291815,0.02171190178088439,0.0029740408899638915,0.04699368110772073,0.0017369004444353076,0.009215033158362862,0.1151048568582147,0.15430800355884444
