f_id,i_id,pca.expl_var.cor_init,ela_level.lda_qda_10,ic.eps.ratio,ela_meta.lin_simple.coef.max_by_min,ic.eps.s,ela_meta.quad_simple.cond,ela_level.mmce_lda_10,ela_level.qda_mda_50,ela_level.qda_mda_10,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_10,pca.expl_var.cov_init,ic.eps.max,ic.h.max,ela_level.lda_qda_25
1,1,-0.3395002282925217,-0.07111293801846419,-0.08894311054519333,-0.031945741003257755,-0.08308872798435768,0.022843406956573054,0.004866831519650006,-0.05757718253109401,-0.012555628826819432,-0.0276540477321367,-0.0036787044343284947,-0.011193214084257996,0.0029315733497491947,-0.0255069807814855,-0.0286125101743242
1,2,-0.31395192108252035,-0.05377528925105862,-0.06567029582667544,-0.017780366230259415,-0.06737267178093326,0.02198943016583449,-0.07315274736513899,-0.0350085408982545,-0.015670423626491847,-0.05320603815370928,-0.0637627619878608,0.0,0.0,-0.015436264503971675,-0.026648784690414873
1,3,-0.20500103949273357,-0.012243589538869698,-0.062345500404212495,-0.01907954436977824,-0.0647226661139223,0.026962257908761722,-0.03780810429140613,-0.029063772569623225,0.01952162260111376,0.030227655441351337,-0.02860219364301797,-0.006881439258196731,0.0,0.03126796077271246,-0.01875862173607118
1,4,-0.3506820470083515,-0.07078013226111046,-0.0820019599258554,-0.023972985471064634,-0.08439679366179698,0.022699278167105152,0.004951028396584234,-0.0434748473356682,-0.017117763098091432,-0.0865317893653193,-0.0030540771361831642,0.0030795134152063475,0.003472957745448091,-0.024891297368304977,-0.02674576057289524
2,1,-0.06697175361230562,-0.030848738054767233,0.0,0.03269160457305259,-0.010884009706543685,-0.6282366383124466,0.010486177681433395,-0.023597561863157257,-0.012078797230167138,-0.016720434342734958,-0.005261525257857724,0.0032690540704310433,0.00457355735091447,-0.02037151392751535,-0.015496096509225565
2,2,-0.09099639566131368,-0.06304181592347391,0.020525521847427675,0.04401818487791004,0.012996404532536532,-0.6439100644010671,0.007165766483958669,-0.03721256234690873,-0.018472086615869188,0.0,0.002351365729961863,0.0179813228862854,0.006783552396041559,-0.026778056981947518,-0.01085781197947766
2,3,-0.017020681287808093,0.13150423000863748,0.09934673338438066,-0.7116937338451081,0.0880591965310697,-0.4554838092471305,0.029076132179189584,0.0,0.06608848084304153,-0.015884311042027865,0.021117893500574803,-0.011614183856374694,0.017179915600780804,0.0,-0.02012253791011498
2,4,0.0968906006873047,0.0,0.07329683447781726,-0.016620318178298565,0.06735371494289172,-1.111324765733376,0.02748146583958988,-0.011367191962630807,0.01095591900138293,0.007494749798875655,0.010880317769882741,0.011649228557061408,0.006884065946631213,-0.026633985427873097,0.07361268949258537
3,1,0.24414971979960015,0.04070944318799191,-0.010580510204777127,-0.007235306100584704,-0.028911177045248204,0.035747954495307765,0.046953530948851574,-0.06812628178588856,0.08792232633770475,-0.020913254879551396,0.01624618803463032,0.023811039334923456,0.00743881324868606,0.045047317093140415,0.028687292654023144
3,2,-0.06018943430089258,-0.057048336049617544,-0.02606896211931252,0.27798453484505414,-0.016381131519881187,0.034826356580926365,0.021449840907703632,-0.010497500867651714,-0.009477547755444099,-0.009139457179546631,0.015861301916107323,0.007443908031211685,0.009019841101857495,-0.03501182565702111,-0.017677394971687244
3,3,-0.26156032765986525,-0.04869322520838207,-0.0036539155427747494,0.06088203972378889,-0.011031456991349442,0.026158342067684193,-0.061690652525020984,-0.011245492933610018,0.006565632970842561,0.008667673401902803,-0.08412568571434387,0.009777595461321759,0.0062525756710897495,-0.026139173039712832,-0.02004376183982176
3,4,-0.21142113854777478,-0.08626745188960663,-0.03874569207562295,0.040673885558659445,-0.024185085910324255,0.03302665040909339,0.02733012277853894,-0.008763822819127576,0.0,-0.038072101430914246,-0.0015245143445396236,0.0,0.00437376183615637,-0.06703837955261455,-0.020348580247812498
4,1,0.13918077177634214,-0.06092138761884472,0.050725325143113564,0.04313214761131895,0.05760779183074222,0.03818399082023455,0.036585991334174506,0.019427473225752,-0.04149822115106755,0.14639226750413242,0.009934496901226941,0.03255465304605121,0.01576228451042258,0.07582872264736223,-0.011098059644352731
4,2,-0.11545802785068322,-0.06725578080217298,0.0018905766258301565,0.15712000415684307,0.0,0.04050641387585713,0.029126317925935785,0.00773662172098788,0.0,0.05686669143541301,0.027292697152883794,0.028102236270749814,0.007294242638160239,0.06008668451291038,-0.025862806020314932
4,3,-0.12249968712594493,-0.0529212477957907,0.0,0.21477592810893834,-0.00605720783873754,0.03499189527102614,0.0320536987935993,0.0,0.010575165836991321,-0.016660870505052917,0.02663623471730446,0.005723999749260772,0.0063850746907906306,0.0,-0.025275666251776963
4,4,-0.08309383762097666,-0.049499024762705054,-0.005988837057780416,0.06432834957306696,-0.0074180723401037554,0.035077850721773274,0.033288505040316996,-0.012288853318391621,-0.008837321588560813,0.008870794769346907,0.030918220319303844,0.01233779029306556,0.0091770067660897,0.08059191584124656,-0.022603708818234758
5,1,-0.15915058811368277,-0.02369930000585141,-0.047939786344994906,-0.012286144231927087,-0.04982816617950059,0.009888294716391521,-0.2277525782509785,-0.01790323624150464,-0.009728296059341834,-0.018067032972945762,-0.14710755905879935,-0.0030907887806665424,0.0,-0.020715003808408627,-0.048572826166856986
5,2,-0.14837755419417298,-0.02479014049008388,-0.050249180840372,-0.012664671453352094,-0.048336580427843445,0.017918422817950697,-0.23382134308715563,-0.022971620104441814,-0.0022726568896251353,-0.022304427417096484,-0.14675708667529952,0.0,-0.0018872226845226825,-0.020881443024763247,-0.05799657983716355
