f_id,i_id,pca.expl_var.cor_init,ela_level.lda_qda_10,ic.eps.ratio,ic.eps.s,ela_meta.quad_simple.cond,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,pca.expl_var.cov_init,ela_level.lda_mda_25
1,1,-0.42078258097246596,-0.04962059048070888,-0.05911158015893475,-0.06423751208805895,0.017503785720378362,0.005768729529215533,-0.005150653882495804,0.010102536911804294,0.005721841779928627,-0.010118704127540679,-0.007922993771109388,-0.0752168347414845,-0.1473612003212189,-0.0015828673913671487,-0.028390942294840182
1,2,-0.20236193438987182,-0.058037300750230836,-0.0674337033964128,-0.06739634754238277,0.015533805930812716,-0.10222999688680318,-0.02215810559624848,-0.10488077218593211,-0.13958275633055334,0.0,-0.01904620612883906,-0.023227977330897542,0.0,-0.009573949841075291,-0.030004321998117867
1,4,-0.3696137347131797,-0.06088824838351692,-0.0669293179030781,-0.06787814069941234,0.015718487264181458,-0.03363171475498533,-0.01766973073301442,-0.02192164721314832,-0.1431564730392264,-0.010581990862702173,-0.019453177556009615,0.0,0.0,-0.008588232109594085,-0.02580564574286659
1,5,-0.3262907311873249,-0.055212186582495826,-0.0893835686618405,-0.08741778111196796,0.014033268132986276,-0.020557291269521882,-0.010984850402309787,-0.01264509308176559,0.006261587688406012,0.008193880925326857,-0.009321529724121147,-0.13091527341304687,-0.07963072622970219,-0.00875541321371015,-0.027773858157810638
2,1,-0.06958582388295248,0.006939156398390989,0.027217983449066896,0.02648901154388028,-0.42925259748381805,0.007521042330238981,0.004876539870706242,0.0,-0.04053290561508838,-0.026432089757982502,-0.35166038461689597,-0.006112768902922838,0.0,0.0,0.020133270289373395
2,2,-0.08084703016622513,-0.07767263667157581,-0.03565374149521128,-0.017379437486294502,-0.328311260307795,0.0,-0.02293826454886594,0.012101142779343599,-0.019195891629029127,-0.03134519029098071,-0.17590095005948908,-0.02285576516356208,-0.019393797397866674,0.0,-0.011006743684639497
2,4,0.1604775905781997,0.15350555546748262,0.024894040992679223,0.028301055744181902,-0.4912927706084763,-0.02905298686370661,0.15420808732001423,0.0136058041415415,-0.022602572995744086,-0.2810197136414034,-0.1501988106635787,-0.09895080758892344,-0.0736657110766023,-0.014053802770513435,0.7393428701310613
2,5,-0.037615558621577394,0.07774533043962306,0.04521160492351256,0.05124358365439663,-0.7372225856512253,0.0,0.020381746993850425,0.01823399394951808,-0.073785567976073,0.0,-0.19910410901605063,0.0,0.01472297095155034,0.0,-0.010210976025528118
3,1,0.15720088935157459,0.019098586442502508,-0.005464688209495111,-0.019723248685110467,0.016374535093889614,0.037068502555469035,0.08706520740638946,0.03189401771418765,0.0,-0.03185266431861916,0.01293541005101606,0.07730831253461165,0.055689698250008524,0.0,-0.047600354033869696
3,2,-0.06980997941112203,-0.058155076108382886,-0.021402430202013784,-0.010346413796568314,0.03010128382370092,0.01091854357115072,-0.01767247847690795,0.01483809987646073,-0.0032047856425052035,-0.015353405251274627,0.23149348180171947,-0.009041780924126497,-0.003048772941024333,0.0,-0.016307400066520025
3,4,-0.19686377838223912,-0.11290377867912207,-0.041691417416543586,-0.03915382479402202,0.0245673293349169,-0.014562724029815372,-0.04785170795532459,0.00630868823268943,-0.017741049123789265,-0.018440687688028923,0.022189859548138235,0.02484897164440622,0.007837193276331922,-0.004152186279610698,-0.03430612489013102
3,5,0.18414942645626825,-0.030985153982182434,0.0034148161450562875,0.0,0.017833818523067452,0.02047352031209468,0.021488620389336716,0.02633911784623147,-0.033009886328480786,0.02984724075614059,0.009243759187389566,0.06902723655370124,0.09057095135560883,0.003591952707185375,-0.04140632133871547
4,1,0.1495073421760041,-0.05884475591188168,0.03522975233862097,0.03230538423653645,0.024423938883501195,0.03547554573684153,-0.042200629630846254,0.03798574464635357,0.06351056738134864,0.02276547947515231,0.029802070436798167,0.09179066961979387,0.0778089139782765,0.003203447136785692,-0.028513588182071614
4,2,-0.09932746827408845,-0.06974546918345904,0.007746711278125623,0.005014620802757309,0.032724495177053926,0.0245200143872501,-0.009917850420243964,0.03639289330395973,-0.004884769995088724,0.025688266379223255,0.08569599243570125,0.00967354182204369,0.01581405446021983,0.008715456893081674,-0.02246847812514824
4,4,-0.05227174142472346,-0.04547443710397683,0.004563442731458735,0.003957782155929554,0.028636559681778424,0.021363050667541888,0.004595876223823452,0.02425599000668563,0.013124838454555213,-0.005033363368478767,0.04843039813210014,0.002546074645482385,0.018021080881973614,-0.003941023002775969,-0.02886664183017229
4,5,0.07483768167022134,-0.08614224752218377,0.0009375480599659453,0.0047927047059044825,0.03198364622458924,0.015731425153149722,-0.06880998115828235,0.02845602348582968,0.018377589385094983,-0.010803492737263387,0.15484793422981508,0.011062739991203371,0.0275022200539633,-0.006464157687313371,-0.02868423745759832
5,1,-0.05402857116953841,-0.02732620892119908,-0.05793809911354908,-0.05068450789660012,0.014683607978575042,-0.2142074436236111,-0.018167052916427173,-0.26888201110556637,-0.03420753459098935,-0.027808968359518627,-0.007842737251896104,-0.023147093868287116,-0.01024346129446524,-0.010176308197443973,-0.036929512134805664
5,2,-0.04488802874995845,-0.030274252500924304,-0.05086769322259521,-0.04911522472591395,0.011772197886979807,-0.21547329684690802,-0.018271694315678544,-0.2776026570833114,-0.017041638475927767,-0.036439353331522484,-0.00851317068082491,-0.03611900838999027,-0.00867941673156708,-0.008598911740623438,-0.03679375355655645
5,4,-0.04514254610104068,-0.024450067567268807,-0.06282437892860615,-0.051527402891332674,0.016087287663581584,-0.21182769039051713,-0.01689900711132486,-0.24099299613508085,-0.002177685709920274,-0.05555983520868646,-0.0074934965671000775,-0.05210983591273499,-0.029334617981953304,-0.009475883238011573,-0.032803301409891406
5,5,-0.046778676925729235,-0.03296307154307865,-0.05255860978813487,-0.048270939095593546,0.012097885150465504,-0.19082723655396477,-0.019608999913697245,-0.27554178501019155,-0.010653022352507757,-0.0382959915174132,-0.009027018676337262,-0.04495124222460728,-0.025736808079500073,-0.006477433891202422,-0.03596887853616593
6,1,-0.09340184403232371,-0.09600899864801377,0.011369900128334387,-0.004763236503014079,0.023619297856499938,-0.08316765922313396,-0.0357115119183104,-0.07587450794755024,-0.032995702649172926,-0.023689507099941887,-0.013151098821159501,-0.05565052290166578,-0.0452229609728394,-0.005320955598157512,-0.032832191591516624
6,2,-0.12589634814393025,-0.11398050652274178,0.03193362044257084,0.01373080078173844,0.016327899661543355,-0.08381767808416696,-0.03275936190515549,-0.0768924184871615,-0.10585058654456625,-0.005038598171693109,-0.012093083951749073,-0.025996197274889388,-0.0030681901417866364,-0.004685222078452594,-0.04051982993449077
6,4,-0.11342398379936128,-0.09228145026270759,0.0,-0.01272220953306663,0.02383407336013732,-0.08402807182332145,-0.024158800300075528,-0.09020349295574553,-0.055307567126532065,0.0036599493127581206,-0.014106008477868137,-0.032558474264639314,-0.027003893583560923,-0.005597845833505727,-0.038903724634476666
6,5,0.0804947182503809,-0.08392192092458572,-0.013118343808478539,-0.01744802005801005,0.013537231943009181,-0.12299065404641674,-0.022761996194707146,-0.11683001591740616,-0.15544000652005935,-0.014540882883867956,-0.0066897660065837194,-0.08309706165317354,-0.01791646440037123,-0.0068388035836347005,-0.05782423762487099
7,1,-0.07382105365251604,-0.044086908377669876,-0.10633312780072376,-0.10299367484433927,0.023003203379788728,0.0026348457240767398,-0.028271361870093548,0.008021644797659933,-0.010948916995168284,0.01053304433467342,0.004624093114475092,-0.03422356508535071,-0.02519300089752219,-0.011871243164104817,-0.02580423023099676
7,2,-0.13533010201930473,-0.04967140420849547,-0.06875538516818619,-0.06665565529491821,0.022239188345532623,0.0,-0.0392109921533112,-0.009658197437399152,0.015243750720510651,-0.008194877598027006,-0.009255342892787732,-0.02603153539792616,-0.016560870446862774,-0.012456461427437476,-0.037556059373604345
7,4,0.1842152266143641,-0.10999734193167644,-0.027202241178095277,-0.033612269596885264,0.021742979241206425,0.029614718667897763,-0.04968514814919972,0.025201526331711077,-0.02491884724181806,0.030722824403129123,0.00635405160757202,0.0907133496197086,0.06781769638680306,0.0,-0.05603393652151595
7,5,-0.15943413147223628,-0.07083303867727256,-0.05829992873122078,-0.06223137045308191,0.022416342240340503,0.0068419103075086085,-0.03492878720347403,0.0,0.0035836296055206662,0.007295223696464681,-0.0063184470037590534,-0.01605330487373688,-0.0021921791943763647,-0.007773410168635364,-0.03680275963985258
8,1,0.15031109023150946,-0.05322581679590899,0.011144507882543397,0.016998130223769448,0.02241475790033673,0.04477308503568855,0.017474098132021276,0.05368545243393952,0.028566527263100466,0.04212030538222916,0.009911397599764948,0.0936492032945569,0.05358703674643392,-0.002847700479029075,-0.05365617819582791
8,2,-0.18363189232373278,-0.08136260196681738,0.05461754291984919,0.02791809343925542,0.023171741330317065,0.029929474165621292,-0.009679158499914594,0.0362853535509468,0.05877804989783178,0.014738676534187829,0.006082384612001338,0.028812957213415626,0.016928778054906616,-0.006320542751153364,-0.047339153670604525
8,4,0.11223741594382876,-0.0658213734385344,0.01647395198003826,0.02288715589334822,0.018447700178004477,0.013746504178210467,-0.015123800042200326,0.025005791673151534,-0.09589620396272522,0.024704135892083492,0.006959497257014148,0.03088470474122073,0.0007285819901312746,0.00951112882081432,-0.046527019005812936
8,5,-0.1819857630080647,-0.08245951238567786,0.03420497574227257,0.013082806584588453,0.02160151536586106,0.022010937065803392,-0.008110588639670251,0.03137143234097401,0.05853250022016463,0.014251290114238452,0.0029052490947656545,0.060415472950121084,0.030061910750988335,-0.0049390744361613725,-0.0420134492540931
9,1,0.13529409533989784,-0.05662862620698775,0.0012820946864787464,-0.040448530979997614,0.013344418513448905,0.03783524464133873,-0.04069326271577334,0.02823143531063038,0.004164014622618048,0.0750042042494124,0.013208436013830843,-0.008313824798334452,-0.025396803831175166,0.017231121399159763,-0.04978375278469449
9,2,0.10550198626131009,-0.06776793299699696,-0.012738283172994885,-0.03801846648401244,0.016444772862780566,0.02263665173152095,-0.02960757348651888,0.02048034480696409,-0.0061347042841120025,0.10409672824321783,0.009735840114957844,0.030769698421651503,0.017069718861529956,0.005515643873079068,-0.05118654304698056
9,4,0.1078638383872729,-0.05917376911287668,-0.01311123765139667,-0.040370632444088284,0.01841794967879637,0.022373207939747716,-0.02218375120350259,0.02290398388399177,-0.02407605863641743,0.09867848025860634,0.008777819430476383,0.03202801695030694,0.019736612194996242,0.00709251568694412,-0.052159093657460964
9,5,0.11635651773039084,-0.056860745361036025,0.04181171389498503,0.019396233962639273,0.01885247381183046,0.0234175028553871,-0.03507686697659164,0.017478024580385637,-0.01382404066147025,0.057499922616022756,0.005149347480507285,-0.0020195352376815717,-0.0370575013604749,0.008694043088733228,-0.045858306948987376
10,1,-0.06956191455730609,1.223521975829982,0.6497656766697304,0.6033266446830803,0.042383173729058976,0.04666766351434348,0.28410045066877054,0.06580794905100551,0.0756366972160325,0.02736505975530612,0.05771313860411054,0.08653691262878827,0.06181392406133712,0.006365521125990092,0.06818134546784282
10,2,-0.07203616453110251,1.2057204906009047,0.46640547280139333,0.4199686663818394,0.04163552101630108,0.07807718810804531,0.32006386647143614,0.12564805045061433,0.2178822816542938,0.03534586736712009,0.07643281997458429,0.07689828379243124,0.05100306148339118,0.008298992490669566,0.11585317781312421
10,4,0.0,1.6485256387757374,0.4611036263441175,0.3911479994657363,0.026088814050501563,0.06003818974665531,0.29259855858585615,0.030668103764687205,0.08276907106221465,0.028069284889286727,0.05876257089116255,0.06584950541462486,0.049447992056829815,0.005392859751640611,0.029162003649021884
10,5,0.14251917783067003,0.12069245614831048,0.38318254725383893,0.3443183672671637,0.04496687430998003,0.1083015403791493,0.18289564686035054,0.07412788232422518,-0.021704406911872032,0.040599493949395105,0.04413879253353503,0.07112175455916336,0.06482070309935806,0.0,0.5958715224630291
