f_id,i_id,pca.expl_var.cor_init,ic.eps.ratio,ela_level.lda_qda_10,ic.eps.s,ela_meta.quad_simple.cond,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_25,ela_level.lda_qda_50,ela_level.qda_mda_50,ela_level.mmce_lda_10,ela_level.qda_mda_10,ela_level.mmce_mda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init
1,2,-0.17325557412835368,-0.08394293264298686,-0.04611456171356232,-0.07090192172407345,0.015320012347560752,-0.024251184760749722,-0.027924490572572513,-0.041603852668318675,-0.03217571391836016,-0.09161025017537033,-0.018900813830885155,-0.09145424883703968,-0.02495783463269663,-0.07668366685688427,0.0079439884796767
1,3,-0.18500038539465646,-0.11240098338300747,-0.06277491485522424,-0.10496638101677291,0.015690623666881454,-0.016990946838245757,-0.03268621536565813,-0.03916203202244101,-0.030473842755051384,-0.08026465191410642,-0.04034221256515852,-0.06363354252615117,-0.020882517049055915,-0.016861139150878945,0.010236095472977436
1,4,-0.21698854305674864,-0.09385757063467559,-0.06326892898887448,-0.08665124456945994,0.017917816122364538,-0.020489699003993,-0.03854294989059903,-0.043815176664644684,-0.030057688391982362,-0.04711506589020309,-0.028603139308950865,-0.06783708707344605,-0.020529401680489667,-0.054850319108861456,0.01417595225710544
1,5,-0.2720752030157907,-0.12632311034616306,-0.06111568492123959,-0.10922183412725839,0.020468330677088087,-0.018740391633019327,-0.03393061973117317,-0.040417686412739795,-0.032067962203703004,-0.03181086887087403,-0.029730741810004957,-0.033461940797088474,-0.007986861437213,-0.012833566642491245,0.008735095575121199
2,2,-0.07755501460934194,-0.05383957169048992,-0.04449567492431905,-0.05309101193027321,-0.3798144238362666,-0.09306651983673209,-0.027062464032739375,-0.04835849945452414,-0.01929853441323598,0.008783690376008069,-0.019875968529165455,0.012428600819687885,-0.0032829424189819156,-0.010048290515537073,0.028063579677930273
2,3,-0.031303326710805046,0.08635557560195398,0.12471467724190483,0.0917899016705373,-0.24344692427523407,-0.9198874929152072,0.0,-0.022561919290350785,0.0,0.01953876482924799,0.07512292958829428,0.01846325604804805,0.0,0.0,0.020701512637818387
2,4,0.05131225575761944,0.02311457105919834,-0.03390254852434338,0.03804473251041207,-0.8334220183871436,-0.20463195938638146,0.49524714958678445,0.030958451092116146,-0.3275307454993298,0.02667604696212955,0.0385469632669766,-0.02097077812270287,-0.025363717608425096,-0.06754244268538312,0.02895099478715557
2,5,-0.023559346180587692,0.06639301145368731,0.014066843829082742,0.052676037177044444,-0.6963902844496763,-0.18348770429859018,-0.008723272489509826,-0.029496214785121766,-0.008042498376883422,0.03245593573344324,0.019191422171862316,0.005526282251681336,-0.004961967556369629,-0.016161290053854915,0.0
3,2,-0.07804665752348602,-0.0165277292547866,-0.04238052568997154,-0.004448567115651489,0.027849751177988893,0.25885037421206647,-0.018479902911558245,-0.032111125675447355,-0.005565172856628969,0.01855850413863029,-0.014626190827516997,0.011190234793571799,-0.004653481694569472,0.005355059079564135,0.019063252706439743
3,3,-0.12584602815447107,-0.004663601074359758,-0.053418253535786636,0.0,0.015627924229750123,0.09006258738813525,-0.019382396854762285,-0.045287502693924175,0.025152954334056177,-0.10882238364624836,-0.020885882771156966,-0.11239143572422189,-0.029174403317590136,-0.04229609041995033,0.020095252500309913
3,4,-0.15196485344371752,-0.03104344610781415,-0.08119446878666459,-0.029744646990403245,0.019230954142682388,0.040611010923426616,-0.033586113076622126,-0.04046270737845775,-0.009439711604017686,0.022509497014348845,-0.042143884558885014,-0.02191783237212791,-0.02342392884493752,-0.033212935547182576,0.023754349991321977
3,5,0.10925659139716232,-0.003925072617591537,0.020618735667518553,-0.025566835707832677,0.023513951408488654,-0.0013852813057803216,-0.03509183524961623,-0.047297572571238095,-0.047419725297675026,0.04390960968113918,0.04107160725278367,0.026729495826395007,-0.010321437220388509,-0.10371265288642337,0.04393366754124156
4,2,-0.08091101537093737,0.011142617517293146,-0.03642021150506431,0.012660487618399024,0.03216558013418794,0.21307336294934953,-0.0225672556113274,-0.03064640434706538,0.014962645732374463,0.03169737145280327,-0.0019311508754631945,0.01871572585839848,-0.00849306857563497,0.01512224528030616,0.03780857098161938
4,3,-0.09494706003520231,0.0,-0.02522940262367418,-0.0016802593060626508,0.03357952806838292,0.21335812268999255,-0.03506505720839088,-0.04006948453726385,-0.014952385799037283,0.03505059760478611,0.0,0.027909043036655222,-0.004519292808943316,-0.024837739643513147,0.038064337809717366
4,4,-0.06622676629551534,0.01870286544664339,-0.026251049270914165,0.010019382042914256,0.026920617855323334,0.08062735477312598,-0.02990061687752534,-0.032278049945007325,-0.009169637111448773,0.03701910857520881,-0.010998700671378404,0.0341086511230859,-0.007011197624712643,0.018944677737161443,0.0392877676573342
4,5,0.05232919724026095,-0.0009355377986654118,-0.03664303978963161,-0.003668643379064432,0.03008814333265932,0.06396883651086882,-0.03035108923232572,-0.02333526856497789,0.03206320391812207,0.04451206825475153,-0.052795982456257204,0.04812987434592139,0.005849977853133299,0.0021447440720761476,0.06328889283094391
5,2,-0.09299246064484612,-0.06362543468024973,-0.04250240986844034,-0.05165838086364388,0.014937876517848336,-0.004235365801099733,-0.0476659694089816,-0.030031443553580728,-0.011220925186058828,-0.20516304264542018,-0.028727242559782262,-0.1630897024497608,-0.01946143165370745,-0.03852904265540069,0.00750652074202085
5,3,-0.09160729365010423,-0.05802799248296531,-0.04384471350190855,-0.055632560033976874,0.011796568030613241,-0.010485637325082231,-0.04618915645024407,-0.02740352837549881,-0.012785675867295176,-0.20790929476244563,-0.021510363459747772,-0.1619274526286303,-0.021955257029550868,-0.038519095184006036,0.009542998009739345
5,4,-0.09942912705813378,-0.06006728939934908,-0.01184759329885371,-0.047290910205348646,0.013932960903063674,-0.007139990068672053,-0.050107955727891174,-0.02503040125247824,-0.020314213078456544,-0.2821005053317488,0.0,-0.20467861981503482,-0.011493496455245833,0.020488845618718998,0.007650211926097161
5,5,-0.09336493173698379,-0.05080804013550566,-0.04104803506805327,-0.05576917863156122,0.00619948412900273,-0.006335547488736215,-0.049606180659458765,-0.03225219690324532,-0.015463507173916757,-0.21374996672121183,-0.016475367645591543,-0.16285963072065113,-0.019318136837510103,-0.03164880458124064,0.006824731780099014
6,2,-0.11416033052688918,0.06746265752549477,-0.07646136365409917,0.04567804447617141,0.025710996516365048,-0.0036616941184920426,-0.04224119119451064,-0.05521289560856557,-0.009381346350106179,-0.08246777167403935,-0.03191643732992072,-0.09110423807726256,-0.021774683468262307,-0.11235534177432643,0.016915088831491953
6,3,-0.09750179142481563,0.05983476040316055,-0.05436588320829855,0.039051435234882526,0.023425714115926144,0.0,-0.040086227470171876,-0.045174196434020514,-0.009476842450932055,-0.11536272352402527,-0.020048229259777534,-0.11023863986098001,-0.0078038361735172646,-0.014111957361013144,0.015910839880828698
6,4,-0.09335595537275321,0.05896956950489435,-0.06631775640787749,0.035661334502548075,0.027416307041586513,0.0017315888793585088,-0.04079342760116794,-0.05143200442219678,-0.00856120757645959,-0.08905189165826541,-0.022239038041772657,-0.07132389683531154,-0.022123980025217066,-0.04806420863555483,0.01353698911543516
6,5,0.03526549461908879,-0.059260890471926286,-0.04287634101224064,-0.05885765165428186,0.020584464947223602,0.002824651629459607,-0.05569395718089509,-0.04965091011888961,-0.013758391014280447,-0.06755371671845173,-0.01340441106868856,-0.12238056040405437,-0.059296121140107794,-0.13074038574259272,0.03929902246495498
7,2,-0.11266655560396313,-0.03490836848860379,-0.08300744378236197,-0.03961760788061536,0.022746014725384317,-0.0009569069037539957,-0.04686160519255478,-0.05018674165838419,-0.01547746483496465,-0.010744487202228564,-0.04828179207275604,-0.0009642311499190592,-0.01158909796839161,0.022289836654981077,0.018259027569008268
7,3,0.09441577921500242,-0.03608263464546907,-0.0811258968040189,-0.053945977502512066,0.02187699181802291,0.005267223796803902,-0.048665578238003326,-0.08871313050389906,0.08260390980658648,0.007775613170515783,-0.08064323401785622,0.0017943925236018204,-0.00896177515246277,0.022954528999328837,0.042469992592609
7,4,0.08893406598080264,-0.042198687209058394,-0.10870467819080296,-0.04831971509582059,0.018823443281923896,0.006209543275230642,-0.06059455346623416,-0.06260598282551141,0.046668884412041894,0.012711145322344075,-0.05794891391811255,-0.00379676135254281,-0.02436297960001038,0.024785834174078147,0.044995918424669185
7,5,-0.05134545237375926,-0.03802652127211767,-0.1109314767764144,-0.03597640128030813,0.017443172500932747,-0.0024695756179082817,-0.0488898161944791,-0.05165679988449967,-0.02004047666390954,0.008474533900120623,-0.0541959799252556,-0.0016712620644692144,-0.013535467189338402,-0.009934965710891003,0.02078906476317338
8,2,-0.15489414098691823,0.09954256743674474,-0.04584133574429745,0.05430186669800273,0.02642416355875299,0.013135912486356274,-0.045368372741668814,-0.03974294771761281,0.0012236376272805093,0.0268322519340523,-0.0052036105591028465,0.010035604585968558,0.0,0.051110472063378036,0.02726015442826798
8,3,-0.0894099532183245,0.10153588852335406,-0.05676798545919381,0.061454859965774954,0.024750717261726934,0.008320097443732702,-0.04606203571349907,-0.04979724344897763,-0.012778982075235033,0.028036269062860858,0.0,0.014191818445296045,-0.002813623081134267,0.014379030129077527,0.02282040770035996
8,4,0.04644233139369412,0.04193536586821429,-0.03177720243929441,0.024122494332863814,0.021414186244888767,0.010843912623135742,-0.044694787322024476,-0.02925271948204813,0.006725424956561041,0.012607308655876844,-0.0011630950744473713,0.006065838657290688,-0.012275798508410707,-0.03781801252724904,0.034749454929134525
8,5,-0.10093814393248694,0.09914825219238907,-0.04228002766951966,0.056877971385886794,0.029245159328614025,0.0039576878611705165,-0.049930109752740925,-0.044463412312404506,-0.007946878622879783,0.02270658134758209,0.0,0.006643819157078057,-0.0033771366281661053,0.022332657437742487,0.02588284574355362
9,2,0.07737072394871389,0.04969192853740303,-0.028743002732465356,-0.0014317187536592307,0.02415845370794807,0.013216970109063392,-0.059808957779387606,-0.035334548219348956,0.08461693708528847,0.033529454176958476,-0.025835018681211228,0.03551673133831,-0.02962603259412875,0.0032504480224430227,0.04849650508475828
9,3,0.0793864986336122,0.02867387126813911,-0.027575234171821443,-0.007745924255418049,0.022674529211914547,0.011605876329012159,-0.05924804491803431,-0.03370254843650079,0.09801605917648838,0.029912250998202203,-0.013751157038672739,0.03457062308866879,-0.025770792746262518,0.0016750534037198589,0.05034781270763811
9,4,0.06706068882925531,0.02066471001035261,-0.02557053742370198,-0.00955733273136078,0.02295266597097105,0.009327773871399114,-0.049157349681327345,-0.03198917557773244,0.10692064714856576,0.02726358880411934,-0.013207085578489139,0.03034091007868281,-0.022911786790886943,-0.019492579420436494,0.05064321133575797
9,5,0.0818359281444931,0.06692619304275386,-0.030774510102014735,0.013483132078061857,0.0221414967844381,0.00981466415798847,-0.06794637644599194,-0.034859852334374705,0.08469207899226763,0.03226095988878196,-0.030077641704314026,0.034334531006656996,-0.045197123297975136,-0.013099183459333155,0.044311007286295126
10,2,-0.059225727442302256,0.44901628434592245,1.2927904637150496,0.410860672036653,0.04480092158396598,0.06342775438776127,0.027766367273295955,0.0,0.048284416309528844,0.011537831077032434,0.5479268301020395,0.011508922979109437,0.007564524377336124,0.3363376621733709,0.016777502623307683
10,3,0.2171726309262363,0.44545048621042826,0.03772204130297352,0.38476492819573727,0.0532257315482596,0.052223599371955975,0.7104817305404842,0.6196304242620843,0.0689835298245165,0.08331372529545011,0.10046409079576857,0.15748794431469348,0.0442596194712066,0.14404318324432208,0.0482947044308224
10,4,0.009409921449150316,0.40937675398738516,1.5398332599049875,0.3787067142598626,0.029744106186503583,0.07530757080997352,0.02173570109956291,0.015801816809034364,0.02857689335338831,0.07718225470887052,0.33104508416369227,0.04717852345184381,0.03591853488931518,0.18766046674837877,0.02189682372012225
10,5,0.12141162278395456,0.43785811759034887,0.0067162858215688015,0.3732543688723533,0.037951489195088506,0.032793750896855656,0.5995977754859974,1.115810316952834,0.0675577403841936,0.06945498442791864,0.12054064306511081,0.06492139251188589,0.03482432092615473,0.06687907989015995,0.017946480930514763
11,2,0.05974294497548038,0.21339871586742065,0.026297836595252977,0.2061849186305409,0.028556026963656223,0.016931804302181774,0.35279016848622624,0.8017236296851269,-0.7080966733135489,0.03529167234671249,0.048750482021508224,0.04693385443818143,0.0,0.022305562575831273,0.03040267909724559
11,3,0.15944739639627192,0.47449259483514616,0.05854685241556701,0.43270394652736344,0.03719007699401322,0.034846512834394106,0.6084409572334735,0.08444934172033092,0.0877502535357998,0.03109866878112122,0.09628519672387026,0.05465236722158151,0.013138714518113326,-0.040027615147310236,0.027271138109554727
11,4,-0.15400765038083153,0.31462740579875503,0.3146048038242891,0.3080826145586898,0.031137213418462206,0.03195854771639617,0.26160258902319533,-0.04105518979562639,0.005629192845163056,0.021385086229986583,0.24191064630861103,0.0,0.019351906212070502,-0.14033704769490796,0.023616787529488592
11,5,0.05444602557090006,0.19255441199908718,0.05143685843791246,0.1755868855383954,0.035905067016360426,0.04407245097311918,0.32871269297595906,0.6547979132057085,-0.7355847917296312,0.04375337328893525,0.1113877529652395,0.09023480795975736,0.007479418494256818,0.1131500374523644,0.013280718523451585
