f_id,i_id,ic.eps.ratio,ic.eps.max,ic.eps.s,ela_meta.lin_simple.coef.max_by_min,ela_distr.kurtosis,ela_meta.quad_simple.cond,ela_distr.number_of_peaks,pca.expl_var.cor_init,ela_distr.skewness,ela_level.lda_qda_10,ela_level.qda_mda_50,ic.h.max,ela_level.lda_mda_25,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x
1,4,-0.23225484533511276,-0.03282886549771086,-0.20740579643217827,-0.01291392464163943,-0.05287847454685557,-0.017475842270945563,-0.06557576328095616,-0.45171795130131,0.0,-0.009381122862343272,0.009904016409798877,-0.008243953689901495,-0.05685641137499009,0.05752792799555295,-0.0804594067179556
2,4,0.19053473906927634,-0.018511077413239985,0.13383488916344424,0.035494207738151984,-0.04214147711664694,0.3498643368669345,-0.1448013242146177,-0.0299671892267791,0.0,-0.1990669095024834,-0.44161692965200194,0.0,0.2933841100449269,0.0,0.0
3,4,-0.057761335535359504,-0.03666447262503725,-0.052106570056629886,0.04108411996895489,-0.06077232380696601,-0.03963772207252991,-0.09408673707998938,-0.21970090478039983,-0.05525561720960637,-0.10809658622999213,-0.00984835683331542,-0.17621548276209575,-0.037997322727172655,-0.0807486422750418,-0.0769139335256992
4,4,-0.013568763518901628,-0.04347814785592577,-0.024460645656064983,0.23053227162777928,-0.05552206536179541,-0.04318940486311722,0.11618033613835096,-0.21988137016269665,-0.015515354035542363,-0.03957866435422913,-0.06763045134155135,-0.03774963014948117,0.004710218150914214,0.01994212293041634,-0.18121105116564032
5,4,-0.12214151928804443,-0.03733171239892047,-0.11993956493406521,-0.011532648181935223,-0.04389294326697546,-0.009042279201215753,-0.024628485508922493,-0.10374790345921198,0.0,0.07888679116921424,-0.028105923648201747,0.018553393575712507,-0.10365826427527725,-0.0783190062640651,-0.004582860390502264
6,4,0.21902454783777398,-0.03397198158338775,0.16859403070909462,-0.013296416655780727,-0.0562456737840013,-0.026209560745610067,-0.05755131237804494,-0.07736279050270709,-0.003211694888293551,-0.05180399734607448,0.021627729709924465,-0.006433868543547508,-0.010333245728023008,0.09421799410158033,0.05920401195513669
7,4,-0.058016064774853784,-0.03296361516433852,-0.062221828558160636,-0.013891532198102408,-0.04839523946963825,-0.006642910102161698,-0.006175286714721534,0.2358058033011776,0.022397871002028225,0.11031086237831633,0.08039461919351171,0.06577811857234689,-0.018532527243003152,0.029837161530014422,0.11490270339576075
8,4,0.15054195785708058,-0.04429324720248934,0.09225329039395502,-0.016873970450657028,-0.04206456009811335,-0.012384591273663925,-0.006273770779918725,0.12932584274876505,0.006153644747994069,0.04551430110688692,0.027487767887679454,0.045898410977081416,-0.009769939014676737,0.05765066502792088,0.03323427829018827
9,4,0.21371546596440044,-0.03826272061446645,0.14371384450507835,-0.01192559050831929,-0.04912439513051092,-0.008677353955442058,-0.01397729237545256,0.10062307682498156,-0.01076693618850974,-0.013816460120303936,0.15563310788142692,-0.019667596608105214,-0.017454423318855578,0.006692820245571746,0.09401563208921415
10,4,0.5406694472566885,-0.01878130560044955,0.46462106763624755,-0.009957795354146981,-0.04354791909805289,-0.007541136635837331,0.04142325086182819,-0.025382849210104474,-0.02245791991012469,1.0601547872531838,0.0,0.0,0.06293612039417651,0.09122156308332618,0.2488915560744558
11,4,0.5563274429888712,-0.03692004782558711,0.4755996835101952,-0.015596103966911246,-0.042940568984201954,-0.013203209569148444,-0.02556715636480078,-0.14394428458669495,-0.012041659861366183,0.2772165924381147,0.03502856058508019,0.0,0.44673125416989157,0.022730733699289685,-0.24443376881587953
12,4,0.4397715691231201,0.7581934104793846,0.47866508408443265,0.030636701377971143,1.1035741148854523,0.0,0.7779620429314125,0.05521406009763741,0.5106370908170836,-0.057267989886502724,-0.029891061820666698,0.30508533204606403,0.05421185614676993,0.037265691367677434,0.018739978704935822
13,4,-0.05286119507022388,-0.03349900887692278,-0.048369300083317524,-0.013866760272391088,-0.0419906677664236,-0.007151663382700152,0.0049089558903362696,0.10794812838993142,0.06312986722301564,0.15977469416974055,0.12200329532985821,0.1431599397407547,-0.017989621432079772,0.033964890242051626,0.03723852611640294
14,4,-0.15036264029149038,-0.033998365953887055,-0.10554569538980674,-0.014354886824721219,-0.05665413496516797,-0.017154681248914005,-0.0537164647180465,0.1426463975401761,-0.052902970251914816,0.09665223716163607,0.019810406516827722,-0.13807825973618615,-0.034048366675856395,0.002248183910979279,-0.09604632738132823
15,4,-0.10245644403161253,-0.030995403784923076,-0.09511902825806487,-0.026161324223656274,-0.05131313071296073,-0.014645558088769023,-0.024428957632571163,0.12481838056653202,-0.09080738200083222,0.11611669696558075,-0.023985624947198858,-0.06713311345045672,-0.026566719997569432,-0.027672352549971524,-0.17413578973245564
16,4,-0.1647244745492904,-0.03173132109469262,-0.14816789586521462,-0.0226963375032323,-0.04151757930987082,-0.00999421647688481,-0.05259230584760366,0.07764455903236717,-0.016001777499323633,-0.27925099704309153,-0.16968483916474075,-0.054660175466324734,-0.06259835606525949,-0.01177494977864435,-0.05539470586173678
17,4,-0.20388122162748756,-0.02829417338048182,-0.1261040225646642,-0.019627474753780516,-0.055625301709993275,-0.01648496693339624,-0.02437323175844297,0.1392546203518094,-0.13558224116946693,-0.12463196921405181,-0.004396044574735414,0.019143733228333293,-0.022040954255428957,0.034865065441916365,0.20769726280657275
18,4,-0.2262053611568402,-0.04060950125742918,-0.1569634300688897,-0.025905698936980803,-0.0619403785858893,-0.011657454087836971,-0.0524989230690327,0.09874371802474124,-0.20555258384782316,-0.11836907785991646,-0.031044738911820247,-0.011749736121533183,-0.06119320578359033,0.021417705773192464,-0.09146155709131998
19,4,-0.18317668192020886,-0.02414331841427783,-0.1679480557803844,-0.016971836876094326,-0.04361455469259223,-0.014030402172371947,-0.03781938548294894,0.1659560139056288,-0.03831003190966059,-0.1839615333605324,0.1658944023524495,-0.07755058284042032,-0.06397647152876462,-0.00244897345464018,0.15273280615248308
20,4,0.055965432921407265,-0.03827318402894553,0.04222582311498435,-0.03200868304955784,-0.05918970377017052,-0.03939798373646136,-0.05612378005949825,-0.5205169030659902,-0.018508661440490903,-0.11040353057381092,0.004445878564896977,-0.03920114480024983,-0.05937761572709355,-0.2789295532768844,0.021891806373028455
21,4,-0.21361487211090435,-0.03554109561921687,-0.16673184596603852,-0.025729606075730826,-0.03569767223818837,-0.01171033162522972,-0.040177795635003455,0.09696876829683188,0.00444373300735007,-0.2722814881399749,-0.054632870565888836,-0.03109421313385241,-0.07008102369058888,0.0,0.02753102187734524
22,4,-0.22376754988147618,-0.03846505559727478,-0.1742073736033083,-0.02757677483258114,-0.05490030512140309,-0.010326195690777862,-0.03880380659115967,0.0854715726901549,-0.05598377575959235,-0.06148633665771408,0.009131496109291148,0.025586994303358757,-0.040938349384988804,0.0,0.042090583572628404
23,4,-0.18852601093351173,-0.019743505095095093,-0.1905796421325101,-0.019068615533195166,-0.04127909487745579,-0.01662853162643757,-0.0412272382613309,0.07592984108677614,-0.018265539107299666,-0.25243539338309123,-0.17403263967918436,-0.07849688401957,-0.06479819356886407,-0.01089668998586707,-0.05303949595702062
24,4,-0.1470915410925231,-0.030617127999052016,-0.13383758714918156,-0.01200179720090655,-0.04020704396117981,0.0,-0.03449015232696812,0.18171443451545427,0.04120146400924421,-0.13406069521766806,0.35801673783838783,0.16427935252266665,-0.050594403216214195,0.012417597096806232,0.023647797744895338
