f_id,i_id,ic.eps.max,ic.eps.ratio,ic.eps.s,ela_distr.kurtosis,ela_meta.quad_simple.cond,ela_meta.lin_simple.coef.max_by_min,pca.expl_var.cor_init,ela_distr.skewness,ela_level.lda_mda_25,ela_meta.lin_simple.intercept,ela_distr.number_of_peaks,ela_level.lda_qda_10,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_10,ic.h.max
7,5,-0.063622619303672,0.0,-0.018503838427354258,-0.027543197500560362,-0.03834663908373992,-0.05235021153438313,-0.15788550051717326,-0.016248022694691694,-0.021424049334231143,-0.020316277847927305,-0.014373238900156071,0.1612728150191755,0.032537416805926284,-0.08946237069484554,-0.011502898767967562
8,2,-0.06644566042975458,0.2755507163442295,0.16474550363046425,-0.01958983716402596,-0.04136882683186885,-0.01394828917847507,-0.06613514752615729,0.00810289290754257,-0.02763988081136476,-0.02816659054522913,0.013888334217107445,0.048063501972282596,0.08804245403716332,0.3286960292089553,0.03421466982717836
8,3,-0.06461095440801817,0.38901966718949343,0.21087667483803807,-0.024578401078171053,-0.039433426195723154,-0.006981210083276124,-0.04771264675933806,0.006018892505780249,-0.05023951047041331,-0.01823012565095894,0.047899209320172,0.007183948801686824,0.026211923603212728,0.3465333297413916,0.016798450529669884
8,4,-0.06467319102190633,0.20584120206807183,0.13428019041392908,-0.01591102046623344,-0.041800323341497025,-0.017604467381522493,0.048455693403565814,0.01621664176952098,-0.020606243097408578,-0.02073123780123015,0.0025759116821532646,0.059434183436134935,0.2486576209912466,0.06672093847004973,0.035959866916960515
8,5,-0.06939247174844404,0.38809561385106417,0.22738466164577387,-0.011349574706287113,-0.043650524835388116,-0.00425169879174464,-0.05488772849583712,0.012770871977307252,-0.033026264438838826,-0.026975832029967006,0.03321309899909869,0.015217568952383298,0.045860217845726525,0.26404383294659206,0.055704050712106934
9,2,-0.0699193329764716,0.33186726549259815,0.20581678221735322,-0.0212243351015739,-0.032192892714490856,-0.01562883105184551,0.05771863524807752,-0.03537999377479495,-0.050404550801953774,-0.02523505506632312,-0.004391955447652862,0.040558044381240166,0.07301799123723293,0.01857101330488664,0.0031477503899211
9,3,-0.06892555960456295,0.3267953500246943,0.2023028684543,-0.020841363301632665,-0.03993320790272939,-0.011991019161018579,0.06589001980142206,-0.036638478576206834,-0.05014253495603868,-0.019711498834839636,-0.009385451673535494,0.04717498809695503,0.07203637367298255,0.016050875296857253,0.0036391739995561556
9,4,-0.06905998946087377,0.2700105004212979,0.16903631153220877,-0.02385599154689505,-0.03942227403110754,-0.02084053217433185,0.15004825722209836,-0.02598109979783908,-0.03646478986568541,-0.019421795013683685,-0.003205136135840836,-0.004983866289898581,0.10549386079993545,-0.008479806162989018,-0.003435509053228425
9,5,-0.06644637918211399,0.3956775245318211,0.2355921375434633,-0.024945849000570175,-0.03908909045794812,-0.016942596911120933,0.07349808852312562,-0.03794912237073336,-0.062027054350649286,-0.02260023235179137,-0.002563099449811479,0.040140134115068726,0.056763734028811796,0.010564278666290339,0.01463548047355423
10,2,-0.05433935692208536,0.45586744339618124,0.4213073603798414,-0.031447141875374784,-0.01722516300057375,0.0,-0.06899213574610652,-0.012488662103198767,0.09340695888359618,-0.027796415867153534,0.07413492985209458,1.2504077711014179,0.2802011628820995,-0.09854100329669202,0.07904325456916972
10,3,-0.05501378552379488,0.5271301722676806,0.44730337911354634,-0.017655320680598496,-0.024650972053656184,0.0067353733472179655,0.21902263431081792,-0.01357490779630699,0.8737152774858485,-0.01911287675969575,0.04115662511164597,0.08216691706490864,0.16240322930361084,0.010206084741848365,0.01315064681690048
10,4,-0.04570708602478035,0.5115056138450857,0.42873696500306147,-0.019369753985414073,-0.03064783487962519,0.006332265798008052,0.04334023256892472,-0.005916851636764253,0.04256871638438775,-0.026692866620765754,0.03366292419398098,1.1179147504297888,0.18530471561253803,0.09322480374511377,0.009282407819676486
10,5,-0.045753169734329635,0.5990199916945154,0.4934196990270485,-0.02056532624381746,-0.02339037529163035,-0.01247279644221555,0.27570037311789153,-0.011319405500256341,0.7690239933381784,-0.02263815067900088,0.06377799850885135,0.05871977531457495,0.07654089368131434,0.0,0.05291897595884931
11,2,-0.05482773327142697,0.3587048281206876,0.3202424092206209,-0.02618174151811614,-0.03375446460470831,-0.04155678911389289,0.06947399958830941,-0.03761823740042729,0.2806288040193974,-0.009867240948777084,-0.33977092481830606,-0.27833426191000465,0.07474924294373747,0.0,-0.22257112414410002
11,3,-0.03173742203963059,0.49343902905503756,0.41651756040461185,-0.01959754329994179,-0.03266745337679822,0.0,0.16792841130275427,-0.02505011073988539,0.47497290117559987,-0.028451043671026355,-0.06976223518114544,-0.0890239527280191,-0.023719470220098127,0.0436416217797545,-0.1264731845375393
11,4,-0.04006440296606916,0.4242753278263047,0.3647312828657329,-0.0400861978693893,-0.02585615169851095,-0.02715473951795612,-0.1586885504238765,-0.016165882541080076,0.0,-0.02859210934983237,0.02180700858129636,0.028700316338494125,-0.2979398065163317,-0.023682737089063335,-0.010530635474659489
11,5,-0.0435211335336233,0.43821958945426165,0.40431647127881887,-0.021774355260876233,-0.04714320007254019,-0.007936524970946435,0.050747453377602336,-0.010070046564207624,0.46244224528305145,-0.01350586634342521,-0.1327586793174914,-0.03047409956639069,0.1649894308848684,0.08133884534746638,-0.05984825766647894
12,2,2.3025895993314145,0.5155703089953607,0.5097909244561445,0.19254335330125816,0.0,0.0035594352483019343,0.06552060177411922,0.19272851513518852,0.027254063306438425,0.12275911050545796,0.031074751238072462,0.03602687350856737,0.027594826369587988,0.039196509131898205,0.110507885186367
12,3,0.8967531102254402,0.36167436021099886,0.36351597500087207,0.5406882211518207,0.05626087188372719,0.009427756628550554,0.02370212947304884,0.3031848836576385,0.04915911754039248,1.1211958148776926,0.4522371770472642,0.05856448650282875,0.06634043362152897,0.0,0.262598534557724
12,4,0.7272673047579343,0.3381768847237039,0.46930678457786135,0.7534187977684215,0.0,0.0,0.07439113229353023,0.4624218158192701,0.025478865075389656,0.6533661333624523,0.5166856660420305,0.0,0.0,0.059306604890870585,0.18087619566367152
12,5,1.6005585933891044,0.29730822842288984,0.5078164472883548,0.7436092156456304,0.0,0.0,0.05388822539616833,0.31105342294473637,0.0,0.20788445827158908,0.3011213386608773,0.09147699291656242,0.0,0.04139738393034542,0.10458187810887853
13,2,-0.06542571905359144,-0.09965375533361387,-0.10879051519653096,-0.022712005050503914,-0.03934020681617173,-0.04118652514285984,-0.30029089447619695,0.012437742305668978,-0.025541675661562846,-0.019757788388828718,-0.0044329801451993,0.24264467411844048,0.11620994803019334,0.12650604562211654,0.09808959256979688
13,3,-0.059997551419204376,-0.0454040079262934,-0.05448581146279813,-0.015039866122083662,-0.03901045207507367,-0.02407330846944944,0.1892435059160591,0.08901821217658124,-0.010257288220738736,-0.02131477055524411,0.004063595194099434,0.2520497116065876,0.21185324734422983,0.056996870915384634,0.20082780012059698
13,4,-0.060999987815782836,-0.055349736015595785,-0.05871392892221028,-0.01450128590451788,-0.03779520434885916,-0.022460364385327614,0.1791166991393932,0.09625424180160108,-0.016539089433389387,-0.019469969418906746,0.006582523286944253,0.2764278005830396,0.18049121149937408,0.05471840141051054,0.22670857554638024
13,5,-0.062004404685261645,-0.0845011969548091,-0.09109748846504277,-0.01777250850885457,-0.03882863375690386,-0.03383361934925358,0.2480224980959182,0.039072253601328495,-0.05961079441391937,-0.02237807475617265,-0.005223727444849495,0.15594601939685987,-0.04570677311613854,0.002167750144096479,0.18409940725060417
14,2,-0.062497736447622354,-0.14571046003059296,-0.13327045058948406,-0.02775930126270365,-0.048525300468715726,-0.06605942086106353,-0.07540941987886368,-0.055063861823222204,-0.029756572000807113,-0.025809616833043836,-0.03737365256645403,0.0,-0.08594834363352899,-0.0649746813310319,-0.2609637131782506
14,3,-0.06641247811526463,-0.17949661112627047,-0.14101929540711255,-0.035085625389185304,-0.043410722823140346,-0.05505713770713477,-0.03907106012456674,-0.05691856843869769,-0.06313197408483912,-0.02402925544547385,-0.027024701914541815,0.07769318946034759,-0.11344622316523101,-0.017322276730107722,-0.30798268929639017
14,4,-0.06868294154752241,-0.1781295642794853,-0.1339222803434722,-0.04039103300424152,-0.04742065139548923,-0.048459810530472824,-0.030743294041623348,-0.08156713766000079,-0.0627855275414883,-0.021919505865535538,-0.0194754406058395,0.0631056907221671,-0.10508160473899036,-0.019415196171404414,-0.29682713330420984
14,5,-0.060747769678409946,-0.16564011058768924,-0.13209103753999307,-0.03565897415733299,-0.04366425287687892,-0.06732351686540067,-0.1834855604033847,-0.05307717648817417,-0.024517657348639144,-0.02399959945539626,-0.02508949911790076,0.08758647949322884,0.0,-0.08831209664560996,-0.30310175923380345
15,2,-0.07717053276156521,-0.11042371132776846,-0.07106631397120433,0.0,-0.04521792317006601,-0.03132870070916716,0.07330148350323093,-0.2564092081286431,-0.038206499379426107,-0.0232642381109448,-0.023385883711172673,0.13288963179886634,-0.0444780301760217,0.019938485693756752,-0.07343403904942858
15,3,-0.07841457428543128,-0.05187315031043313,-0.022786912828462853,0.015273490160346195,-0.03793076533336426,-0.039129517699773526,0.11399059004042117,-0.038487386555678446,-0.04006920585327191,-0.02663162954331944,-0.013916453196746122,0.16675683523404558,0.07427541598392207,0.04922945764953858,0.007901493287393771
15,4,-0.06651443082606064,-0.07105509673036356,-0.0675417837459513,-0.017120433025272636,-0.046222039774893156,-0.031903969048395986,0.14932032767050968,-0.01558020082962902,-0.025598225557801862,-0.018237738470821843,0.0409618746206859,0.34511653484525945,0.08621436605149752,0.024344519397175662,0.07968830270210148
15,5,-0.06516485883732179,-0.11072211456022385,-0.06717281321039914,-0.03079561274079226,-0.03844066554586134,-0.045019906586593245,0.17510848293466713,-0.19901012756389347,-0.04803078967010871,-0.022906057801831248,-0.015342232973363984,0.1767088321803121,-0.009283208879735022,-0.021029830849154107,-0.036512535877815555
16,2,-0.05565840501126618,-0.19862357419709364,-0.17382035428633635,-0.02989037384388671,-0.03407736767459879,-0.05010037960850994,0.08899971397992157,-0.0017430897229855358,-0.06683510739226106,-0.02033923787961156,-0.02091924007417545,-0.3538756131404668,-0.08913074818400746,-0.00338049861811468,-0.08815174019465477
16,3,-0.05801844472702927,-0.2100399758824334,-0.17214550350942293,-0.028125965514988027,-0.03871135325661296,-0.035913508445718334,0.09319291488167752,-0.0012892800094450596,-0.07476535100682236,-0.019389723990784202,-0.02148501848306017,-0.3556635824837179,-0.09331458974023099,0.0,-0.08187663367945941
16,4,-0.05577522373572186,-0.20899180096668146,-0.18727012328137516,-0.027018612621283578,-0.03504218970431883,-0.049617503973297505,0.08552054438133405,-0.004764730240600312,-0.06623347647423944,-0.017920148998399388,-0.018865568979928637,-0.35657597782011097,-0.08303652755592306,-0.0010339958776305336,-0.0751223179356344
16,5,-0.058769055178458984,-0.2213750907559996,-0.20532799464251983,-0.01875412022210554,-0.03612280656101252,-0.033178422722706435,0.1001422944719037,-0.010445581243808455,-0.0785589183992551,-0.021976492261652547,-0.022723446503527756,-0.3350657860755788,-0.09619762559298628,0.0,-0.07493842008204643
17,2,-0.06647228259888005,-0.30416651120979044,-0.18589077980345303,-0.02976018723264806,-0.03763102066569024,-0.04831738541365077,0.06362512933545011,-0.10289224545703168,-0.042175361675865886,-0.026572816086278817,-0.022895561418308064,-0.11266067908124788,-0.03657644682551264,-0.031001105361536052,-0.04600361284102905
17,3,-0.0637274943666497,-0.32060771719558645,-0.22259261552943432,-0.032084704186957524,-0.041972711935526985,-0.06349100507265354,-0.11311082993598343,-0.033558332601607455,-0.0420429628827389,-0.020234657552212598,-0.031161391792842386,-0.07761861153931582,-0.046823555866095656,-0.010750159436523687,-0.07400961813874707
17,4,-0.0665564135218974,-0.30788420068137234,-0.1841501929846021,-0.041782021162604766,-0.0352938474885684,-0.05051067753021993,0.07076680813420999,-0.2051342063613748,-0.04369336632762594,-0.024627317818740724,-0.02552675897982737,-0.15417787079511203,0.04846068469218173,0.002548730518780573,-0.0393455572961241
17,5,-0.06644831406157625,-0.2514333260166857,-0.15429157173586427,-0.01408881861638056,-0.03490564195227153,-0.04585140642788088,0.07157185602198424,-0.17132371129092316,-0.040094535897522654,-0.021770417000169462,-0.028103113579154737,-0.1945353789882538,-0.0196743912486802,-0.02225918511071112,-0.035671590321275204
18,2,-0.06959437841295274,-0.2614239304097711,-0.17398079082877738,-0.03229050740732475,-0.03769665737600053,-0.0513464762376461,0.05693742363537968,-0.1197794618359258,-0.05377206184158695,-0.023888831750412398,-0.02455615985868609,-0.1403007996993213,-0.03331729648141496,-0.03322147495564609,-0.031159462875385957
18,3,-0.06160981692510337,-0.17734848149796978,-0.1645372800005187,-0.029551723999499013,-0.0379960993846834,-0.055388250723934496,-0.09809076558467555,-0.03641372066031756,-0.04066428856200133,-0.020901148457110497,-0.035442963250120196,-0.08030501786430067,-0.1079845754839247,0.011949789376703102,-0.04823890909499384
18,4,-0.07012995206921524,-0.23778879630844008,-0.15223146494315032,-0.028967661994241,-0.030707313760327315,-0.04515444647353539,0.07102438435366831,-0.10276984669248768,-0.06099905448838128,-0.018842391996197083,-0.024325429662626297,-0.054540692580996364,-0.0324038572640582,0.018469881819943912,-0.0369362674973327
18,5,-0.07375360765109706,-0.17983134563094982,-0.10355785807868556,-0.04459595972412589,-0.036127157117275654,-0.039369904196717875,0.0452781685762893,-0.17482075423607846,-0.04162703179276539,-0.028789837409869234,-0.02964569068927203,-0.17747646897105485,-0.08801737142451893,-0.02147509999347491,-0.03506962788576895
19,2,-0.06532750307015328,-0.28320151951941874,-0.19054259704261578,-0.02514708715262115,-0.03681359721566341,-0.04995171546332655,0.06588416993510238,-0.05129401682876633,-0.049858331213939566,-0.020444293458235008,-0.02532265608719053,-0.17749241043524988,-0.04777684062027571,-0.011802358314004113,-0.03042507608446654
19,3,-0.06727825710923441,-0.245215371012527,-0.19567815782545372,-0.02739258003723033,-0.03821633970100069,-0.05066014058022211,0.07003465442978285,-0.04940387144554481,-0.06634161640483172,-0.01911431965327448,-0.01387361115215413,-0.21872213998911083,-0.03318244941465209,-0.0024149470407246465,-0.05497868318474142
19,4,-0.06788156817926344,-0.23673907340708034,-0.18224818551543176,-0.027510478726153198,-0.03192606205305948,-0.047720894240046996,0.06813392923770373,-0.0495840845178428,-0.06524330202439554,-0.024584849853284907,-0.02462692078904849,-0.23277049124348914,-0.045937798029980825,-0.002124376119990723,-0.04167367465955585
19,5,-0.06171252634113156,-0.2918218079882681,-0.1798509229229901,-0.029522011165015405,-0.036995615382525715,-0.04890622980087561,0.06986307856426477,-0.0655723841206799,-0.056469963742494245,-0.0224702865504412,-0.02355362069475192,-0.17898160667328,-0.026905332329676013,-0.008453527737810052,-0.038163075685148984
20,2,-0.07320741843756617,-0.005939785402414688,-0.018682670288237113,-0.02214900187788027,-0.05487382656103923,-0.05896078360696966,-0.35789196871739604,-0.018329191725232508,-0.057670302906354776,-0.01855273594715756,-0.026852200029432338,-0.03872714511058761,0.028491803275932148,-0.4055086926250764,-0.04687422843220945
20,3,-0.06568669590512433,0.025342968617055872,0.013673333244091923,-0.025271233104943946,-0.05726284312801455,-0.05562976632709027,-0.4742612104995161,-0.019202239117774633,-0.058292240305995,-0.02492746542359503,-0.02957506058326609,-0.012381054304277161,-0.01355638499867906,-0.3522100156463821,-0.0325625384258299
20,4,-0.06262607938724074,0.03891947138117069,0.027685388546635825,-0.02809978076562858,-0.05439145656632771,-0.05519770531980028,-0.48416764023474634,-0.012427371618095706,-0.05165783330993484,-0.025930878973798754,-0.02286027011127001,-0.023771853790062414,-0.03252116652236192,-0.3397339167704595,-0.04217676358493394
20,5,-0.06681283568204321,0.041076448996198556,0.0226637686302239,-0.02483579517707768,-0.056035059588073866,-0.0548408419308708,-0.4827690317433345,-0.012287048646554388,-0.05981993380155237,-0.022148733407820864,-0.02946690744381919,-0.015566184703542985,-0.023726961373553124,-0.36573294890792685,-0.03150038112959308
21,2,-0.04768095725270116,-0.29139540430312705,-0.1994818168575323,-0.025141969584924928,-0.0369440434655246,-0.04928372492153682,0.10029879672941033,0.03678933907700632,-0.05790915704691191,-0.027624619511749382,-0.007914903321998734,-0.22663585662537555,-0.07257599978759155,0.008494843437459598,0.014255538461503514
21,3,-0.05407347792147077,-0.2914285302922821,-0.20264793862705643,-0.02842752115119518,-0.03275569129438005,-0.04131423283940505,0.11650819850003746,0.03579352243753808,-0.05396924146754406,-0.015370659332873293,-0.020503496385033237,-0.23323636858326613,-0.0879166883592154,0.004464501934772547,0.022127688407779456
21,4,-0.05478672146691327,-0.24703185348598433,-0.18830130045803872,-0.022775267311068603,-0.03679957536499617,-0.043341803305070814,0.09989897362503192,0.02080223422231553,-0.05058110096038654,-0.02485283822124862,-0.01925295450200104,-0.2261289480806673,-0.11598935524701798,0.004153765826471201,-0.00909116159120571
21,5,-0.05778337394999411,-0.21973958590191983,-0.16991146164333829,-0.01954199003480872,-0.0357873353684075,-0.030483486305196178,0.1083109498192365,0.12906789168213334,-0.03298829675298215,-0.02382387934440952,-0.0023985873777855327,-0.23525621493745666,0.23849859335706936,0.013904145232153026,0.07635737602945092
22,2,-0.04844406437588353,-0.1858958185101902,-0.15053204986084512,-0.026649277344576783,-0.03525838377384033,-0.040322056441062626,0.032813548269798154,0.015496248418487735,-0.03303118159188678,-0.024002592322097782,-0.006626217347661778,-0.07463548328626085,-0.04681842845296941,-0.010373644653951797,0.04454375621526152
22,3,-0.05479840700847527,-0.21443850579874738,-0.17300146191319826,-0.02617077237014137,-0.03277834561084128,-0.04674328596724617,0.017789944744681208,0.057893907453732574,-0.035193710425851954,-0.025065256154551685,-0.005665261310655756,-0.04139730080902193,0.019787515899969715,0.006053105837947048,-0.06001971568163966
22,4,-0.06026559160962297,-0.21585125881488787,-0.16969038299790073,-0.015278108977456517,-0.0343385789859918,-0.043331424542356556,0.03218556813170953,0.044006269586436,-0.042762945475650405,-0.029565837847779497,-0.008566451166867939,-0.057513697593450264,-0.02957700114159867,-0.0011094830132117317,0.025476648605322172
22,5,-0.05893309738074837,-0.21889359913556827,-0.17032493391928072,-0.020756357054449726,-0.03998450111882601,-0.045146206964978425,0.025766998587905543,0.06046465959848224,-0.0376797359190571,-0.020175729836039435,-0.009150474608964787,-0.04660245967525062,-0.02212463937405129,0.009715320184761622,-0.019922792497974906
23,2,-0.052131424947570615,-0.24312939418380397,-0.2087210337883414,-0.028271994049976712,-0.036015954388632365,-0.04661311216018249,0.09312996035288795,0.0,-0.07233655217202123,-0.02165740075727307,-0.019212787732691305,-0.3356699845047546,-0.08345708695283405,0.0,-0.09515572857913801
23,3,-0.04715420662386105,-0.24242627666668737,-0.20394707676402146,-0.02320267856591418,-0.03246638456199924,-0.039795265139271674,0.08902581023735961,0.0,-0.07359242763178953,-0.018865121773668392,-0.018350695474553036,-0.3421989431402954,-0.07599152732799452,-0.0016591917617436724,-0.1251527800923149
