f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_meta.quad_simple.cond,ela_distr.kurtosis,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_meta.lin_simple.intercept,ic.h.max,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10
1,1,-0.14607438514051474,-0.1394124199249287,-0.05031209277164639,-0.06988086906603408,-0.02380611272618771,-0.5774444774208619,-0.03814436439336488,-0.05153113336850823,-0.035315474108309874,-0.02148604465389181,-0.02325519602248305,0.014622569245233308,-0.035035150718208063,-0.013396385160552193,-0.09745291961842728
1,2,-0.18632704038169934,-0.17665084309249002,-0.05678211837523761,-0.05914076089563869,-0.022798828474467125,-0.3278079759413073,-0.03316262294522665,-0.033816815671984246,-0.008451592117019402,-0.015895725449868836,0.05452920573106845,0.010345678368672728,-0.38837761553400585,-0.012141588387014512,-0.0016118259916888533
1,4,-0.1849396719940799,-0.171993477142371,-0.04805503069575878,-0.06270862068512717,-0.022466631673284,-0.4498476020751373,-0.030354702603301198,-0.04182949803163383,0.00447910008653124,-0.022813600736065975,0.050108921287321695,0.014867623376548567,-0.36235659564809075,-0.015689012581050044,0.08550832995759139
1,5,-0.20605447687601802,-0.19760344285592807,-0.05228812191588361,-0.05841419089923161,-0.01935623093995842,-0.34861047343246304,-0.017370824827634745,0.009930429670004792,0.11719472602463454,-0.01671385716629803,0.1434344078450414,0.04246546297975218,0.04413794361155149,-0.016734881156163645,0.2842619813004008
2,1,0.25520982217173693,0.18195021480035012,-0.02116425890148166,1.3384337012166458,-0.01825681246325006,-0.029004145409008197,0.3047355775942837,0.006805413003170724,0.04872887818071092,-0.004055961901502592,-0.02552805299762162,-0.003598888823850732,0.0659752830982323,-0.02064506285257206,0.0
2,2,0.34320820606764313,0.28953872665463953,-0.0389651054985114,1.0960306444747474,-0.019455683707369165,-0.08549711556493089,0.270540008454097,0.06357831652188761,-0.025059062302419055,-0.011221310572843368,0.036186140243370524,-0.010701432319243698,0.057881464529896065,-0.015327381565068077,0.027791591454807252
2,4,0.3428926676364936,0.26801565837029506,-0.024941174023593193,1.131451398229391,-0.014378005459082188,0.10044078942585521,0.07456759713404737,0.014745116107926615,0.10314757656610185,-0.012080855721706585,0.029125276087180074,0.0,0.047871495816538046,-0.024774933625476336,0.009711255302673472
2,5,0.20436208364128927,0.16680562507008312,-0.026540756279355704,1.4936829697394023,-0.02403802755636808,0.01239582626370861,0.11983816738238562,0.004527888377656275,0.14180317527291664,-0.014326342454654473,-0.02951807051100186,0.0,0.017743787621214535,-0.0112195689411001,0.024068949089667946
3,1,-0.06583126762042162,-0.06604517581136887,-0.05858394598308775,-0.05361113713879634,-0.014367889009620077,0.2383707200088393,-0.013705274743167767,0.01991898301429637,0.14730022395542247,-0.01937004010038164,0.1406723200762237,0.0446840226816872,0.03840547876897804,-0.012746207400395976,0.0031471059407963686
3,2,-0.0272943125039998,-0.009229035757525636,-0.052226475595182016,-0.06699585454729881,-0.03111876775180608,-0.07202912256919794,0.38002902468371236,0.047193952399326854,-0.0035282041514478335,-0.018248825328729082,0.0,-0.013127112987883605,0.0051657306310494075,-0.019175336206952942,0.005069693317123869
3,4,-0.072682245860401,-0.04407381528751725,-0.06538317143884154,-0.07256894973559419,-0.030955434830367168,-0.15689902448696977,-0.016562105778286096,-0.015273851308247877,0.005991110038619685,-0.019374527173166067,-0.054036157386801065,-0.015611057225716818,0.03798381472107218,-0.012279788150987042,0.0034897829193579755
