f_id,i_id,ic.eps.max,ic.eps.ratio,ic.eps.s,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_distr.number_of_peaks,pca.expl_var.cor_init,ela_level.mmce_lda_10,ic.h.max,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio
1,1,-0.05356200897095875,-0.15062398697481116,-0.13091832352257082,-0.07652621293058859,-0.032960975030774886,-0.04360332564808156,-0.03296823044130681,-0.00796060621651895,-0.07814205272821495,-0.04033427347737062,-0.31073214057646914,-0.044391672269146754,-0.03714611811141266,-0.021189680880205897,-0.25561816532838155
1,2,-0.05482814126998026,-0.1695588341290124,-0.17210533317533927,-0.06260985015840159,-0.031329631898685206,-0.03824972914881386,-0.04131574151793638,-0.011018744064372532,-0.2905445178405951,-0.024831290395103622,-0.23840665279238527,0.020426697727074505,0.0,-0.01888544269380471,-0.09742655438526215
1,3,-0.06287314356614754,-0.24297535105650514,-0.24620571133620595,-0.06253422000186704,-0.02516795506051961,-0.04548192526380079,-0.05649510109361455,-0.007372710559245155,-0.0588981906300689,-0.006519375705361818,-0.24259197566093998,0.11142787784560176,0.06331519052517698,-0.011555477767688505,-0.2583095522017613
1,4,-0.0551884469801559,-0.1681953341042568,-0.17129439301745086,-0.06461850465386554,-0.029343188056865976,-0.04283172971880855,-0.027317281541106242,-0.005909902778612475,-0.3409923074202531,-0.02804521224452139,-0.34103946049827516,0.07919327224354067,0.0,-0.021088175318960456,-0.014013101653026272
2,1,-0.03822728397638753,0.13673238745237504,0.11659573684396785,1.6504367756078202,-0.027495405054422162,0.17698771325669838,0.021920112843770045,-0.016691522140802606,0.03965941920068583,0.020244610709331146,-0.029214416264221388,-0.01325549031916684,0.013604697686521172,-0.012578071964008397,0.020552240802143018
2,2,-0.04553106369907656,0.20521426444868807,0.17894021936065596,1.5279543340843336,-0.03737981655610212,0.18552061325827374,-0.015733747956250044,-0.005600084997438692,0.005703225797606404,0.017890018929147322,-0.04582017682869022,0.008366328571459247,0.0,-0.012718770378170596,0.03912936625155683
2,3,-0.05104196251579729,0.26773993303860266,0.22588451377163077,0.9516330929850518,-0.021526650730481545,0.4986256795302675,0.12785183648005272,-0.009644506810755349,-0.025660525272958146,0.022109856733178,0.04252283675575019,0.036939701016427184,-0.028437138121700567,-0.017770030636854117,0.04004486846188904
2,4,-0.033395310148015556,0.24389663995635713,0.18197488056170208,1.5457953578021038,-0.018994291942683983,0.01889908665609008,0.007483918909376164,0.003913508939169752,-0.008465597836985861,0.0,0.07739307309086385,0.0,0.008274096691209376,-0.01751818803101024,0.06394339061375609
3,1,-0.05696085493378503,-0.08820384423194272,-0.08554304931572465,-0.06706365967856724,-0.023242328027427192,-0.02610068252899142,0.03332016092236631,-0.014723389299791376,-0.025273325507531197,0.005813459464530796,0.10942674630430807,-0.028881627422477296,0.10653947116180479,-0.018457600783098854,0.19966610462176007
3,2,-0.06549495530542047,-0.031067177088726233,-0.022080247278885266,-0.06997285209548482,-0.03010237631360965,0.4121192679093083,-0.040660006835443505,-0.02631300881641315,-0.0050315073207125305,0.02393957860342192,-0.00892170525295656,0.009057991064352788,-0.03878343375582876,-0.019863991478198312,0.0650664810110744
3,3,-0.0656498580968447,-0.0618707584191352,-0.06458880559153862,-0.07149915792264766,-0.032541719115283974,0.0813416981572389,-0.059406831979093244,-0.016680744179156548,-0.042694467506852685,-0.03965566365978235,-0.044703421593218384,-0.034819600127103445,-0.19383385488090826,-0.01785128855762952,0.07799015710038326
3,4,-0.06311013549127176,-0.04499511236980125,-0.048596266745195016,-0.07666641802525387,-0.03115599598041241,0.0,-0.10679203746100474,-0.04645770898766294,-0.04020487762461822,-0.04233017573491721,0.038071918610384364,0.02035572083959508,-0.16079219087573254,-0.0173115221343198,0.11915608441165348
4,1,-0.06377828925732046,-0.040277791779698,-0.01988229536487966,-0.06537134712343194,-0.029283257919929764,0.04802030666759564,0.034317694216012634,-0.020292323478764463,0.06904875748231495,0.0060888852665422375,0.01476651836994416,0.036061041489205345,0.04795524571290516,-0.023562005395394804,0.13170624615229595
4,2,-0.06222884302371451,0.005428486631547456,-0.0017872718976664065,-0.05865695928034249,-0.03728855547962718,0.22403319000620975,-0.04596479245356173,-0.021113170042509927,0.006471266740143422,0.09296633700973778,-0.0476738753063974,0.022333893106633543,0.04484484476083256,-0.011530019658700645,0.09057851184591759
4,3,-0.05595758767633259,-0.011190766117599005,-0.02262448472658208,-0.07509096779916921,-0.029209666975214515,0.263302250415246,-0.022601860592702333,-0.026948389876742772,0.0,-0.012725885547429441,-0.0324225529885954,-0.008716475797473354,0.00682827793188933,-0.018598561948054468,0.13248310322433698
4,4,-0.07070734683997575,-0.0068959334431600156,-0.01110059472744454,-0.059294752023371936,-0.02810036971408119,0.16876779957135207,0.01041759285487772,-0.020552548802085072,-0.04578431937857173,0.09022902227824507,-0.006234356852438214,0.005815752427641742,0.06428496521868969,-0.023642344076532387,0.10591435752830126
5,1,-0.05643261884157347,-0.10464408533065322,-0.10841412630634345,-0.05115005813598161,-0.02495326921111546,-0.03804001037295407,0.04290480548393272,-0.003631905419854198,-0.02508669264747676,-0.005207848866410902,-0.07043153183572703,-0.1368242375810556,0.004855814504578393,-0.018260742904516514,0.044738583131598286
5,2,-0.05202021668954626,-0.10675918109402105,-0.10344481640619746,-0.05264111224587131,-0.03624904872346957,-0.034233987903787344,0.029698179498843624,0.0053530627697375155,-0.02838907421043535,-0.007818640382957098,-0.0543921602179247,-0.22240598420707314,0.01966605965065571,-0.017388659465938094,0.009090883671653893
5,3,-0.04791277443363656,-0.10776654046379458,-0.10494551828453091,-0.05808739556114739,-0.03603445782361325,-0.03508159668737487,0.02960642270381214,0.0023641588949567804,-0.019200674720897093,-0.0038325964934945445,-0.05317059051733741,-0.24990512337669013,0.026568938131944164,-0.020767122082490708,0.026230174757963853
5,4,-0.05223344938600116,-0.09361180050046236,-0.08575594000348508,-0.05511857338040371,-0.02458215432772909,-0.03079765992575917,0.04752220181657407,-0.0014267304047076435,0.0,-0.006912711147191275,-0.023541771767560116,-0.36211113408213735,0.029426976003067373,-0.020879800704252827,-0.023111347421035267
6,1,-0.05869161290962722,0.18202595790000764,0.11776159789597876,-0.07274388250830219,-0.028757757828693935,-0.010757528885320555,-0.030442445598118095,-0.012316618898659822,0.004465677284989401,-0.030239288162278083,-0.04567998120829602,0.14641534151071672,-0.005665681607682799,-0.010823538526318205,0.047734202176989815
6,2,-0.06978513576774774,0.17905767734538736,0.12033409555181868,-0.06371032904191765,-0.03556339562901809,-0.0135835071502708,-0.06075499406561967,-0.007350080469105749,-0.04819818619531711,-0.023234188247924406,-0.10195442535356407,0.10683029964991864,-0.004512540735752777,-0.016870152317728416,0.09337007088929011
6,3,-0.06914594479866384,0.17246666903972285,0.10972210954160633,-0.06505420655492096,-0.031758607062594785,0.0,-0.033379436855942204,-0.010524696415333278,0.01009834673204351,-0.07552546027987596,-0.05532791631901494,0.1564631416091649,0.019485779031270918,-0.024644966553531343,0.08940962952145423
6,4,-0.06573490089807421,0.15652495939053496,0.11005942893170942,-0.06272427894157696,-0.028994197837648897,-0.006073468427704255,-0.049668273416300826,-0.0063560831147133744,-0.016461965357531194,-0.019194095261979467,-0.06753459893716651,0.09996428768430662,-0.011443613289347385,-0.020671049031384787,0.06395367447933595
7,1,-0.05968501251240482,-0.056135768705116024,-0.06470191157906768,-0.0753880543386927,-0.029849883034027386,-0.025708469785541532,0.10580411678400752,-0.022799147330772374,0.016455078346682542,-0.02283421688964027,0.01775624633404846,-0.09914718588724392,-0.013375236625803477,-0.01810857559646961,0.06721827711439327
7,2,-0.060561045939790725,-0.008681282533674284,-0.023738113150694212,-0.0807842530938448,-0.028921286420596104,-0.0357640938336348,0.10908239961585711,-0.01840475294362187,0.05401103959837675,-0.008111482167083767,-0.09359991239777005,-0.15187887910739167,-0.009583946455475584,-0.02201428033114844,0.09845014545484437
7,3,-0.06520796347548682,-0.0618262516131598,-0.06724226433677728,-0.07279607533290541,-0.02545860332157812,-0.02569159854361866,0.04948777991227114,-0.02292109577492761,0.01960125179309835,0.020374346468184534,0.07152578147965727,-0.032026584282693574,0.04212965859061676,-0.022307205993624096,0.06014444615223874
