f_id,i_id,ic.eps.max,ic.eps.ratio,ic.eps.s,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_distr.number_of_peaks,pca.expl_var.cor_init,ela_level.mmce_lda_10,ic.h.max,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio
15,5,-0.08100733925200498,-0.15921956179565377,-0.10480332907143036,-0.07689181783663523,-0.08641224938326486,-0.05969050161445444,0.14181820721074456,-0.14401430908624968,-0.08594519678055196,-0.014815436340288146,0.14372206556168088,-0.0327021356464845,-0.05338144265744471,-0.0032539541195279464,0.10329345117319111
16,5,-0.06906011937846762,-0.13715128031226026,-0.1375295779730552,-0.07836814466148617,-0.03649451228371425,-0.016789396806607737,-0.08010018842120648,-0.007329943110071624,-0.017708313204459175,-0.014698827553751015,0.05232382221722909,-0.006898695372312247,-0.00700445037078587,-0.008779598001408706,-0.5369362003864079
17,5,-0.07884295041199607,-0.23119457075264327,-0.1604805117324557,-0.08333275783500849,-0.04781007289258726,-0.018691061365751105,-0.10195218437530651,-0.12206046609321519,-0.047953489172261554,-0.022885079097295258,0.05162828489827531,-0.012641303641963697,-0.014155427058021364,-0.008310492009658554,-0.08259747074255008
18,5,-0.07481209659989246,-0.24427921893659632,-0.14787379395504474,-0.07375081078035106,-0.01653193186330104,-0.014637433302460978,-0.17155621312768043,-0.25329735999087044,0.05130505427999804,-0.024804656912616463,0.06659051790224202,-0.034646002009632415,-0.05080988997411362,-0.008806302603677707,0.016630585591558722
19,5,-0.07882537916197524,-0.2670930527605774,-0.19040979414107062,-0.07332256994510877,-0.04020465194804851,-0.02627430437554301,-0.19121724682578112,-0.09057209443316361,-0.09207949518690745,-0.02617436328645073,0.04733367066665306,-0.02024045260405649,-0.058219779458570486,-0.008066610808941554,0.10040958120724586
20,5,-0.08144211833576942,0.034576200033993365,0.01162973168320891,-0.0712377697353419,-0.03560618483001787,-0.03246604236318018,-0.057514146419362144,-0.015061389604404174,-0.046715501323886854,-0.03707354460432116,-0.5962756750142523,-0.23643376714083975,-0.0045935441991589165,-0.007444324174953387,0.007703613975394985
21,5,-0.07203484339943822,-0.18245923967413166,-0.15602139400994774,-0.07731216791853551,-0.03305290519506765,-0.021642266141639,-0.15264571020323936,0.106786517836781,0.051334729111253585,-0.0154617580808456,0.04302487752010026,-0.0009452229998462847,0.01967789578673179,-0.0038321691506318922,-0.2698017387870654
22,5,-0.06921648708436312,-0.20986502024776799,-0.17752127093771664,-0.07369027026714547,-0.042232870887658924,-0.03063306839063895,-0.035328242449422786,0.07451348702271562,-0.05702039268934683,0.0,0.029131893122921138,0.00796861283908995,-0.028464280350881388,-0.007883442062396495,-0.009330559195323773
23,5,-0.06378714139454711,-0.15950903586492066,-0.15738836324316402,-0.0794759116812177,-0.032638052671868145,-0.016544437582829974,-0.07505919197459976,-0.0007816130410023825,-0.018945197504678518,-0.022940636240679546,0.06016873143942636,-0.012712282758956084,-0.008737409149474351,-0.012726012527416508,-0.5532476459944355
24,5,-0.06724616156630331,-0.1310638586559795,-0.1340449070292924,-0.068490211820666,-0.021971460111945784,-0.011880153115219977,-0.01937565767373494,0.07672902760038772,-0.01626861438604832,-0.00876548986502261,0.13430232108295875,0.0038374393613206867,0.17332093912074947,-0.007001429618272818,0.23554033024164273
