f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_distr.kurtosis,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_distr.skewness,ela_meta.quad_simple.cond,ela_level.lda_mda_25,ela_level.mmce_lda_10,ic.h.max,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor
3,4,-0.005486000958808506,0.0,-0.048123328746183816,-0.028852775230534717,0.0421805987660868,0.10223877844491161,0.020245907129160818,-0.03910555275404931,-0.02830436962811654,-0.039587534509047784,-0.03189399214852299,0.04553654158759286,-0.10331121446776101,0.14404429297918137,0.041550450841730896
3,5,-0.09484157145985675,-0.09716762861820033,-0.054951737845263096,-0.033296288624660796,0.22964434137572187,-0.0387737201983049,-0.021496762512854803,0.02635011509966719,-0.017007791050408796,-0.023223006943337822,-0.03679103057123946,-0.035226896467781724,0.06123781646360868,0.045532354762664956,0.10158266463659937
4,1,-0.020026900865157786,-0.014483709549930814,-0.05606770894087573,-0.04611574323013302,0.0344745547439443,0.08333727919702441,0.0019023989304691596,0.1052390056235478,-0.03335986060908061,-0.027484578237965185,-0.061487918134016786,0.04779250442116316,0.031158890766734247,0.09063061024762147,0.06063992257146383
4,3,-0.030201944300706662,-0.027888513568283983,-0.05201602849974611,-0.04746502988235279,-0.05432742333964738,0.28336514733145796,-0.02032462490735715,-0.014321497230786025,-0.03194405970993879,-0.03349111637250417,-0.04217451322974855,0.015542109495286394,-0.019243815913828618,0.0949505908962132,0.05067252053758234
4,4,-0.021051574637671433,-0.02175802793945391,-0.05316873739638399,-0.04233806686867339,-0.04026842425223782,0.10721040635570103,0.06483537919964588,-0.021335491199795588,-0.02648681836528137,-0.0230244298894463,-0.02411771295053637,0.03441305183025817,0.10650012234041334,0.07981108740688725,0.03850153016808375
4,5,-0.03007727396662828,-0.016749754862100688,-0.045426573570789275,-0.04996391550712823,0.026366176114986734,0.1949900473219299,0.0,0.01828917110076661,-0.03206465395072418,-0.02923131444034511,-0.050646652811581504,0.037867125795081905,0.0519389520897246,0.05006015364481755,0.0707972599767984
5,1,-0.1188705398521428,-0.10653419638458939,-0.04615947788279795,-0.03940744453849199,-0.07209200429258167,-0.043035787871203046,-0.029870414604254714,0.025253208002072813,-0.014510730558332186,-0.021798470421432403,-0.05087628477271433,-0.18047157721322415,0.026475889837259958,0.03365473294199017,0.022578264399235715
5,3,-0.11555315309421854,-0.10933230255434256,-0.043932977610198765,-0.04007188756696867,-0.08417214830972503,-0.04219947402655522,-0.028314975997978498,-0.009936100171184181,-0.013612054126873885,-0.025514599203618926,-0.06216329211635668,-0.1493514438864294,0.01707998542094946,0.0029562328023511886,-0.014410335009871544
5,4,-0.1137389024237152,-0.11494522617048192,-0.05041130275521566,-0.03535332888031811,-0.0668923374855313,-0.04157643330049371,-0.029870426222280477,0.019785774703854453,-0.011854927736577203,-0.022910807987045784,-0.054729614507366464,-0.12768793123297162,0.015752339743137667,0.003081167551625019,-0.008995851728659132
5,5,-0.11407358506997889,-0.10849147630616623,-0.04610240728619647,-0.04472222894905192,-0.07049231453102617,-0.04534240880732182,-0.03288507720932443,0.009366370010187586,-0.00825219350769893,-0.025979690174034564,-0.0520429948653256,-0.09305193457145627,0.016915377809137155,-0.008936518201326293,-0.016256726772456487
6,1,0.2088251719634342,0.1245772978358465,-0.048813011945755186,-0.05031516782126012,-0.0474518619307073,-0.034504214744479234,-0.003408317496487623,-0.033125857274791295,-0.028508484758847562,-0.021023021551911956,-0.019065414356389865,0.1266138128826983,-0.008160088128835424,0.0,0.01124896774293449
6,3,0.21696168932622129,0.13393532712929687,-0.05692941330253126,-0.04272194406126642,-0.08556666975833646,-0.03296001206666072,-0.041788191026269114,-0.03503904067894596,-0.02565868316557255,-0.023091888277213757,-0.028512878487046034,0.1545448686923605,0.011658531934247124,0.028124631483982504,0.003933482673181915
6,4,0.1958472475594206,0.12917732122159573,-0.05403171146772734,-0.03911077705565944,-0.06204260433858974,-0.03458572788405056,-0.03332429188172102,-0.0610486002284073,-0.033377504736655225,-0.025570565146731505,-0.018602777118862962,0.09840980703426958,-0.013414442906460733,0.009663941774311544,0.0022618809277899637
6,5,0.25511641150530723,0.16958999345449782,-0.05266749877682325,-0.04453451811929279,0.0753071590397118,-0.02388115651186079,-0.05504648581327026,-0.02009172174076415,-0.024299759791626158,-0.023618230717849298,-0.06268921377434047,0.04565538614162776,0.0036729375003587417,-0.014583171954279397,0.042153435846097764
7,1,-0.08878151140783261,-0.09626779933922247,-0.0505155270557239,-0.03705653528961478,-0.0585990733301395,-0.021804138171096582,-0.03271406843848043,0.14336633420582792,-0.03071518813975002,-0.025108681095832808,0.0,-0.01680356679739023,-0.024389292629469206,0.02946683568354888,0.01288846353525852
7,3,-0.12161722201454056,-0.12042142513097442,-0.04490498611996882,-0.03863237519688145,0.07586104176858124,-0.02775763590839264,-0.014915773568755342,-0.03414094349884991,-0.017498349819741382,-0.01917782491901357,-0.029729458172631618,0.01710844810214618,0.01602886051138447,0.023562518085072162,-0.005103864485391407
7,4,-0.12583896960582241,-0.11243880008799088,-0.044694120306758775,-0.042477197528439675,0.05809229042910882,-0.028541867859075226,-0.005786670573877661,-0.009512669937228366,-0.025026823000419515,-0.02651855302278916,-0.04385891242716651,0.025098037203623635,0.09881476551195709,0.07200876581764758,0.05263827184113068
7,5,-0.051533721683468675,-0.05354952087913817,-0.054955244305611606,-0.037680571477771596,-0.0993447797994367,-0.03554731833170552,-0.02832965653494493,0.12522102481334568,-0.03204980666473656,-0.021769659753150455,-0.0322352989229126,-0.047462534297977504,-0.007430114811520838,0.05517158729343365,0.02446186708567849
8,1,0.2595146179274039,0.1514063266658392,-0.048083106625697425,-0.03953876936485229,0.08461472216081423,-0.01864036495680793,0.0021265662869018875,0.03489725058473131,-0.005648033343707587,-0.02081059684296982,-0.0712443526397582,0.08540797042834336,0.028865836860088312,0.1602932812339698,0.0737245998877113
8,3,0.30382638351097324,0.17576594918285443,-0.05392387761848727,-0.03940596992163348,-0.13168844770572896,-0.005032571064985059,0.011842767858075698,-0.020420419786652544,-0.016165007766028194,-0.013681702377618121,-0.044078090396753755,0.3554588084587732,0.028732987283213107,0.12017770675469275,0.13238998708476335
8,4,0.2252339890750153,0.09659010853956124,-0.04704906742314441,-0.03380961982000097,0.08457508622848403,-0.019408126184480817,0.001194634897692337,0.03935235552437888,-0.006025504224853928,-0.019799919261125343,-0.062071864526197784,0.10888689247730332,0.02321955860266056,0.15925519824654832,0.12674222611016916
8,5,0.30903762730586126,0.18069721330938682,-0.05256225873887216,-0.0487048603039022,-0.09966868124700734,-0.00901398203874243,0.01552025151631542,-0.025655974350665967,-0.012051068272084187,-0.028068491500063075,-0.04507775600727215,0.3200033981377535,0.05480824566333248,0.15368147832079693,0.09085336170062153
9,1,0.2993672562018036,0.17736395095269855,-0.05389986154372617,-0.03996870048323331,0.09636816779256882,-0.006147614892389769,-0.018637639094414293,-0.05666148251623454,-0.05238456767580338,-0.02468115513826738,-0.07056153849535407,-0.00421813840168031,-0.039665556742984664,0.11269040164195573,0.11772546409007617
9,3,0.2853049788676525,0.15427102695068276,-0.05291302655679103,-0.04551437383231377,0.10916620864477351,-0.011890598740699643,-0.0158791161786708,-0.06306137881447241,-0.05549136899929916,-0.024910281466093365,-0.061069868482019396,0.0,-0.027572149032759397,0.12412323081514853,0.12212570251987664
9,4,0.2951210800000122,0.17477022184923413,-0.049751273252559264,-0.0427285733987153,0.07946982755031529,-0.01619286177642837,-0.021499783181966575,-0.05647607518431444,-0.05536839274826691,-0.02206580268003923,-0.0825418146230929,-0.0028197405430935296,-0.03342532882613393,0.12184624451755366,0.08460368050188555
9,5,0.2810493227767134,0.1773193403604814,-0.04807483471435556,-0.04310572555477038,0.14176294783544985,-0.01689645986095989,-0.02053766850328015,-0.06561372748918876,-0.05172803858679598,-0.020787317615005296,-0.05766818586292566,0.002428633831843302,-0.0147254729219235,0.14634688749792674,0.17644611682368821
10,1,0.5872762892741108,0.48162957922617355,-0.016170117611434165,-0.03613669481867854,-0.06276931584164702,0.0,0.08689051654299051,1.1072149498338386,-0.03161845068847047,-0.020732002152504148,0.07065934746624325,-0.036137245342889646,0.04868816173777346,0.10493514214637045,0.08363655093504008
10,3,0.5109268336568578,0.3773516896654062,-0.04179484634453012,-0.0368744043867133,0.2280007196276398,0.010121551261124906,0.03040645838502587,0.046061670494396356,-0.014993919061946026,0.0,0.9235430305691554,0.06774865922175821,0.02419659670599561,0.06354202758671978,0.06978909098099617
10,4,0.5181427555088325,0.40290596571507775,0.0,-0.02399580875031493,-0.023633133272893403,0.0,0.0264187932224077,1.2265838139366108,0.0,-0.02361605197242289,0.081746666002396,0.07793540372763863,0.03195768599928117,0.06109726851080144,0.011823352079502136
10,5,0.5314763964110902,0.41393275191216905,-0.02387566082223147,-0.022379604146926635,0.27247294335394145,0.005749601848564101,0.021424128438731538,0.041846841270023916,-0.018034114378558064,-0.025153958101342244,0.8896863145425775,0.02898660161651212,0.012462610348639491,0.06794155063665885,0.061488755432036246
11,1,0.3175435092504845,0.2875913025143053,-0.031245389810175606,-0.06014769484928201,0.03990985634727623,-0.016919652169827354,-0.16974545702191846,-0.018265743138850987,-0.03570063573877594,-0.011536015713820041,0.43144913573934157,0.04874560888347418,-0.07776893801818924,-0.2743923036023152,-0.2791284313165581
11,3,0.3873425630429851,0.3616832397828595,-0.0721207808849808,-0.05773611748095753,0.06751121910570057,0.0,-0.1612420767192504,-0.10143484067444869,-0.028519583084689076,-0.02879835519944514,0.3083545344184522,0.05668518464097333,-0.08698757363779919,-0.2988399733847038,-0.2087982548089946
11,4,0.46469130677703974,0.38752514136215943,-0.03788177524938807,-0.041780684364286724,0.004461993207134696,-0.03568651687090407,0.04894749457217362,0.29080013771711544,-0.016884687632398587,-0.02305242507380878,0.022167700182210814,0.07653848355345316,0.05989284679336371,0.0752549101062785,0.022847904872955738
11,5,0.36212649205905506,0.2996726077691855,-0.0294879620805652,-0.02193903061291158,0.035034869728439,-0.0458999342211622,-0.18022956308632998,-0.040335351988557144,-0.03254738459374268,-0.02144150643060455,0.39329923903411407,0.06449494289094793,-0.06868680601379554,-0.28406414350939496,-0.2796073175895089
12,1,0.4195796214962568,0.5042640367777906,0.9370146274918669,0.9942511052964933,0.046398350731671645,0.01492274690017581,0.36026033098136834,0.0,0.5307900776497283,0.0,0.034218838847972055,0.06560881043169697,0.1457029413740898,0.10734303694596425,0.05816777869987266
12,3,0.3752546628502964,0.46870533948446225,1.219552704914755,0.835967999161408,0.0851980002040964,0.05449972233621114,0.6072918188801721,0.04188823890536275,0.525374311896559,0.0,0.03875541667866944,0.0,0.24950217830908716,0.023244592339888293,0.045110568030471754
12,4,0.3370876941806713,0.44664546789228154,0.9220660525306212,1.089848708687414,0.07910004911140778,0.0,0.7291303963483184,-0.057548812143793704,0.5788977686921326,0.0,0.029394941322115287,0.054909504028937794,0.2861410522800141,0.07467273106131955,0.0
12,5,0.3954680193394742,0.4190754369296923,1.3382438127471965,0.9095360598547848,0.11846856200903777,-0.046991464523381765,0.3703078817159553,-0.029566411726067887,0.5153184302872091,0.024590955427673755,0.04357356394226919,0.0820027941832282,0.16925655858216926,0.07899361677953531,0.045162103063403514
13,1,-0.14487735339899346,-0.14724817569011267,-0.04705736551367723,-0.04255936573836572,-0.2109656645351394,-0.04790503918460037,-0.013980317899113248,0.05556449532109803,0.0,-0.020640611668742398,-0.04082564171234743,0.028995935021312924,0.1263588370383859,0.07979765813022927,0.10947311371380725
13,3,-0.08321903535679795,-0.08284285186152199,-0.0561843854572443,-0.03375783751700406,0.22676559833925222,-0.018059859277094026,-0.007419301734502448,0.12898896653244446,0.03885147922530802,-0.027147462991756216,-0.03644207929930504,0.04878099691375937,0.17344829293860434,0.21814577124295106,0.24581295856634944
13,4,-0.08437170933769036,-0.08805914054115216,-0.05354120500535478,-0.04628090168421428,0.31443296225058986,-0.02898806183649183,-0.011981981773048045,0.16590617559632026,0.025403080026018432,-0.025665867488687544,-0.04231585169211216,0.04631907654197431,0.12352465264629126,0.19970246217813004,0.24542887875399283
13,5,-0.08001070526229659,-0.08367742755225807,-0.042836955197900484,-0.03594120782133253,0.3145999894339041,-0.024512687916713488,-0.0072559583118769755,0.11688113961680624,0.027926433780148918,-0.016139940835898647,-0.036849008900731395,-0.0028088676371306742,0.1700299431085048,0.22369188423594627,0.21262461952427136
14,1,-0.17622142248309847,-0.14366130970142854,-0.05211484213635997,-0.045145128173989746,-0.09934167653862003,-0.07530590260636255,-0.05487775469135914,-0.043907541419528906,-0.05464901279921186,-0.029080952868093757,-0.041712369781350955,-0.13081767356934737,-0.2699318866855539,0.017183880604612067,-0.010662349998870946
14,3,-0.2079422092877521,-0.1685231593799732,-0.05124316004804208,-0.046957859551559344,0.0,-0.04663585540243953,-0.04743739516626744,-0.03944600780072571,-0.07202538923915086,-0.025152544792466314,-0.07045964057886611,0.0,-0.2994883953594818,0.007279035417046442,-0.018640167506017935
14,4,-0.19977562733323206,-0.15948780557188036,-0.04684054979386909,-0.05408693189047575,0.006917819699796324,-0.04233781333628317,-0.043638410860252774,-0.06317859600769815,-0.07118405048409526,-0.023322460146474933,-0.06197835464461565,0.0,-0.2977275845010561,-0.002560722766203394,-0.0274716610593555
14,5,-0.18533302421827197,-0.13030975982902737,-0.051487518247830266,-0.05229522099222572,-0.12289125520535182,-0.07231080410170454,-0.05423559791806831,-0.026356270507823965,-0.05782210700970991,-0.028386528212379414,-0.04753818211596339,-0.12701005656808773,-0.2824526864268674,0.028183068504747943,0.0
15,1,-0.11582622236995904,-0.09899586838559216,-0.05004086585035103,-0.03909101900496019,0.1582982296922599,-0.03592847524102131,-0.01323130290579206,0.13612513950934407,-0.07044677375292815,-0.024487684067743296,-0.056081704616526035,0.019779929887461203,-0.012621192137798047,0.13457834147623945,0.0997637989773362
15,3,-0.09547300072542789,-0.04502652377080693,-0.06791195278714551,-0.014775777280179508,0.1617834624408466,-0.03837246207781808,-0.029614206241604518,0.0061801543926109925,-0.025401324509285644,-0.026274291418734608,-0.06636902737270589,0.04557866730246121,-0.15546981409006874,0.01822904532262898,0.014319916020393786
15,4,-0.11872910528182914,-0.09541000845246354,-0.05182018378340668,-0.04001000668899987,0.14288918214686544,-0.04213332322524513,-0.007216700001974399,0.1483873701898738,-0.07021756139226899,-0.02058993631748711,-0.05196398115655498,0.013476763138255458,0.013027417214006375,0.11866220236389617,0.0934422024573021
15,5,-0.09525386429805832,-0.07163268335291331,-0.046647912759403325,-0.04140055912294159,0.19345508940530864,-0.03928686840444058,-0.027473750592364413,0.12490113141636944,-0.1135955167799663,-0.020826636420868586,-0.05465251947367537,-0.013382155298053845,-0.03236187986213956,0.15150929119768347,0.11924951454397822
16,1,-0.1310090101117778,-0.1049514911804853,-0.04744260094613595,-0.04441070567251271,0.053224181334994014,-0.04411954164888188,-0.02494624538402046,-0.1116209949898429,-0.007993892635488609,-0.028761750218818438,-0.0460046577201057,-0.007097272367264651,-0.00999095024685831,-0.2917310703839775,-0.21551746881661504
16,3,-0.12926368875777883,-0.10808484905831511,-0.045713785209370084,-0.039687948782020976,0.05584598963838172,-0.04050315786128905,-0.026748698304696727,-0.11491410433580379,-0.00985139018808101,-0.022155804310578453,-0.05608953695760055,-0.0077528861826206,-0.0028069583473050996,-0.27620260298483756,-0.24122227956897946
16,4,-0.12597379447360513,-0.1058164891082814,-0.037736102291538454,-0.04327649287419483,0.04809123054908415,-0.03444936959060252,-0.031044533232473692,-0.11335212323453492,-0.014884401831123717,-0.026716616902442647,-0.051140236977227416,0.0,-0.012900571141681694,-0.29340524983557237,-0.20405566409227593
16,5,-0.11951620614871922,-0.1056938276625698,-0.047369379575984416,-0.04103408322613211,0.040378876742618974,-0.032952630386632986,-0.028409919199533062,-0.1178035419327863,-0.00960769467254996,-0.029462638312408085,-0.0570857579734505,-0.004622341286299181,0.0,-0.3047035182349897,-0.20449080911835482
17,1,-0.1845163986971602,-0.12858915553206396,-0.06002238566919127,-0.05670236965454678,0.055365961463281654,-0.049452280037576846,-0.03934174614246644,-0.04205136280023347,-0.09763099433551164,-0.029027760273565406,-0.039241760416780624,-0.04493517336756492,-0.16451094482092532,-0.04168505656148919,-0.03355816083237673
17,3,-0.22358997545619963,-0.15055472676856096,-0.0498524714284555,-0.047629634198746884,-0.08568826349326858,-0.051577783001389155,-0.04502141919033931,-0.07479630979710572,-0.04457231590244837,-0.02445165785215797,-0.04286423967825048,0.013694201700090947,-0.0545009149851291,-0.030109832966797923,-0.008454478908315188
17,4,-0.20541284697259582,-0.1381071216736386,-0.04918146466134565,-0.048599006938491174,0.03400761709154809,-0.05479400428233061,-0.03970433543759566,-0.09173719499048705,-0.1084843440316508,-0.018623556050125778,-0.06326489101652033,0.0,-0.02806595403914225,-0.044120857439668204,-0.0705712886506289
17,5,-0.20230676502507794,-0.12601556865769387,-0.05016038087265928,-0.03075951644686392,0.034126443047992616,-0.04981088330989475,-0.04121536879955856,-0.12635796284135603,-0.15572210065366743,-0.030195055854285224,-0.05265533678752954,-0.005642890399296219,-0.03173292225562063,-0.060978406900751625,-0.09441014885719012
18,1,-0.156644531142331,-0.10902203692672552,-0.05436829082364947,-0.052654312071329756,0.05435615168280089,-0.042384037201512625,-0.028773152605902852,-0.044848948547584255,-0.09869353283616727,-0.0294742976460185,-0.04746723502777045,-0.08051202430793691,-0.17342443275020059,-0.0417653205022962,-0.0502235869715465
18,3,-0.17319052477390107,-0.1228768158070831,-0.04284714768626774,-0.047658575260486,-0.0711013165411934,-0.05635289069759397,-0.052449812865197065,-0.10980624236352182,-0.0400547889832491,-0.03742774515284453,-0.03993715977596013,0.023060784967095238,-0.04342607866797504,-0.04958668822458401,-0.0563148200943121
18,4,-0.16973810936499423,-0.13328465030465086,-0.0557010626694146,-0.04657835506751207,0.047520206573435364,-0.03997893892612686,-0.045394893348040366,-0.0783040659597245,-0.11516843411345185,-0.03215483157771554,-0.06385518636162524,0.006922446440982721,-0.025208499368820525,-0.07189393478737022,-0.10384094025764368
18,5,-0.19884580057161916,-0.11134247773212513,-0.06222853592412081,-0.08481033215245648,0.051710380574322756,-0.046110790899186294,-0.03973291090073361,-0.1556847037411273,-0.16785783287010303,-0.03012070364931374,-0.06018205660891984,-0.001759735315816191,-0.02942103825668574,-0.028930888935166155,-0.058519437630401905
19,1,-0.2796031793531031,-0.16909177987215795,-0.05074413686561985,-0.04628942746404774,0.08759919622640844,-0.04699877246241585,-0.038392709656770885,-0.23862119049623098,-0.09804854329992069,-0.02335338669038034,-0.08396907966372869,-0.002668728719650404,-0.11974401188691397,0.05792034937107615,0.05495582848913316
19,3,-0.2806631232489003,-0.18357498291179664,-0.048088819122146464,-0.0521382660259847,0.126440169756589,-0.05006600027297947,-0.037731598734174865,-0.29808617153209116,-0.09903049677614245,-0.01824087896730575,-0.078686258806267,-0.0027749768971696565,-0.10073571186156954,0.044698596105898936,0.06601556701252043
19,4,-0.26697166649567333,-0.1694535069252116,-0.04828749831781787,-0.04727046749539254,0.08442650595677398,-0.05037743761764546,-0.04128623287133304,-0.22585452999150968,-0.10847487574729275,-0.028875308860752125,-0.08132063469628803,-0.0041297343255231045,-0.10663956627306265,0.05812650504380318,0.039338876272602574
19,5,-0.2729129431467038,-0.16835871784349266,-0.04897035199974398,-0.04767224264904357,0.08886828625381754,-0.052738173435978475,-0.0377824270193865,-0.22666082936464693,-0.10391903270044156,-0.023171292770208962,-0.08929055477574477,-0.0023558332554312056,-0.0979313562421742,0.05411776379024402,0.03646167245436316
20,1,0.027483978440004664,0.006187104099008689,-0.05190641527197337,-0.04709280381928749,-0.5465932223324554,-0.046741301514717115,-0.04574278813226951,-0.05258263334196245,-0.031013022655472677,-0.033483888137720186,-0.058272523759574146,-0.32854568730345524,-0.0378978405427946,0.035290940031437845,0.04010489649461002
20,3,0.007097914789993998,0.004536373913739067,-0.055471586533066164,-0.04409030245653689,-0.5284970448054592,-0.05075145274400361,-0.040387551478017314,-0.0679624996583994,-0.027757467424199267,-0.02843916364682253,-0.051208511662658274,-0.31741442720162305,-0.03714155401163377,0.028695641866331223,0.03203186675492686
20,4,0.04069525182448119,0.014758050113323096,-0.042742678185469396,-0.04830287021457624,-0.5717878087383704,-0.0474511591884722,-0.04469523672874287,-0.05499351440358502,-0.03156102730901367,-0.02344964959255358,-0.05759536190460213,-0.32252910947814484,-0.044011112429467536,0.028052785167785976,0.04765282220327283
20,5,0.010843131239405224,-0.0028466037731778027,-0.04935415315886993,-0.04281934735892878,-0.5168931104209002,-0.051678359757226844,-0.04023011230857987,-0.06569587517438613,-0.027490705598486875,-0.02303814431596307,-0.06595610552222997,-0.325363235927859,-0.03277695642209277,0.030571930445223217,0.025967883756644827
21,1,-0.1588004759466276,-0.11426273929673864,-0.04553248983178304,-0.037003152918567095,0.07897074782019375,-0.045888859775727764,-0.026706235153339697,-0.12461709714975622,0.09757948850793288,-0.0285498737233702,-0.05916709096219985,0.007198636076245379,-0.007456244396206374,-0.10899438949762885,-0.14778867481916313
21,3,-0.1757218990917972,-0.1394308008001382,-0.04471950984509049,-0.03697855591347826,0.06664153423657507,-0.03896625325089581,-0.028221636135560724,-0.1212942631136476,0.06643714770488668,-0.02542989330816925,-0.04648403831787712,0.0,-0.004179016383974332,-0.12943249348001057,-0.19231048388735283
21,4,-0.15632859790115097,-0.12333287765114642,-0.04994629380917698,-0.037376555996826405,0.07552754261592448,-0.03378598768493227,-0.030604753564429266,-0.10895028568882242,0.09890284466027882,-0.030737325147255856,-0.03216201429528398,0.0,0.007416451279825653,-0.08331012240233326,-0.1784327026389656
21,5,-0.17635310690403366,-0.14297757243686254,-0.04902799644153516,-0.039250249717697416,0.0657383965123059,-0.04102376175515593,-0.03522919422506843,-0.11929933299822687,0.0787063803853246,-0.02447331198376146,-0.048329598047658906,-0.005052686233599113,-0.005395337383233445,-0.11837464609274884,-0.18974814426457942
22,1,-0.1944418697398565,-0.1392454403970818,-0.04562889014073912,-0.039893028466867264,0.046771595347134404,-0.04173056064047856,-0.027239465443662958,-0.054492393595325594,0.05846460059124289,-0.021756553767588227,-0.046554645032854114,0.010144332530262756,-0.030342741975503518,-0.04311475477991061,-0.04476224360307335
22,3,-0.19205771992158016,-0.1507923793269032,-0.04422951989198315,-0.04128753223327131,0.05291098304225783,-0.04763371611874584,-0.01699902992043545,-0.053951261602623535,0.05189860043660682,-0.029240245885094662,-0.043937351861095264,0.015175699261427367,-0.02982310018047757,-0.04445327849935732,-0.039402206413026164
22,4,-0.19379305856621137,-0.15812535602373187,-0.05453495568225153,-0.031851169733490226,0.057730115948226995,-0.044039443623221375,-0.023762636163155826,-0.04404064863435686,0.055555887196446885,-0.033782835049971316,-0.034391718208600486,0.011200639713359717,-0.040145927833030365,-0.032855504836801164,-0.034592203661472976
22,5,-0.21281776137066166,-0.15788656914570914,-0.05061801206223948,-0.04159620064114078,0.04856517813607941,-0.04516864991663902,-0.017128711150777687,-0.03516350862492712,0.06310746777792695,-0.02821880440562391,-0.05331315826389793,0.015729309989017226,-0.06569593570964852,-0.00598750342845808,-0.014946735414694934
23,1,-0.1598564211023648,-0.1499347860155324,-0.041233786186078425,-0.04176590530707125,0.049445768686046665,-0.03232259370713908,-0.03306166314428238,-0.10646762924558173,-0.011011088192478424,-0.028903914828354027,-0.04526620518354907,-0.005473757862957007,-0.029143584455163574,-0.2666824407615882,-0.2434306118430587
23,3,-0.1675630952153928,-0.14788647874267857,-0.046554251919942,-0.04385103752500075,0.05288758967702434,-0.03608797616068837,-0.023559909456792982,-0.1085747287624812,-0.008392104559189983,-0.02515443935147299,-0.05045781152877571,-0.007131680877031643,-0.027993522178013208,-0.27066296158099223,-0.23975167549341414
23,4,-0.16210459733900617,-0.14801075123594448,-0.04818359138389072,-0.0376996505042666,0.052249375549881016,-0.033653189868336986,-0.033143041648290406,-0.1156716667924852,-0.005971172988903706,-0.02224412007891574,-0.048699553379995986,-0.003973640346108365,-0.026898367695727232,-0.3037603931968507,-0.212969722766001
23,5,-0.164703202929937,-0.140268935761741,-0.04676556943574872,-0.03908383157523909,0.050070542947138974,-0.035179582692538125,-0.03141736441331455,-0.10831463879467806,-0.01581204174092793,-0.0259883635193649,-0.04656927464581795,-0.004752096771467262,-0.022519949716811538,-0.3305596383706635,-0.18202495862056445
