f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_25,ic.eps.max,ela_level.lda_qda_25,ela_level.lda_mda_25,pca.expl_var_PC1.cor_init,ela_distr.kurtosis,ic.h.max,ela_meta.quad_simple.adj_r2
15,2,-0.09197186581349856,-0.041585301729091625,-0.3957955870385883,-0.006818028463044282,0.10875460678754614,0.10721382287361526,0.16653140906258895,-0.13086612688989926,-0.0651671448923214,-0.016779455996977645,-0.0065749996040390495,0.16752826120248457,0.33322610338130987,-0.17593481827047547,0.13358772351863482
15,3,-0.0419443050161013,0.019956349268948383,-0.36003392836122633,-0.042630989864604174,0.1293885601225179,0.10007512052250321,0.13710522049153487,-0.18480005215895873,-0.06802873685582636,-0.02564840358142064,-0.02131531492298268,0.14946961758977578,0.3467325122297505,-0.22511420758957446,0.11648728641507561
15,5,-0.10028221223413177,-0.07464320628692128,-0.2498457249999272,-0.04258285064584211,-0.07798526987192927,-0.041023478968879895,0.2845338191563975,0.10214446046910317,-0.05265346342575539,-0.014834087857997294,-0.028100468992973,0.07729333288717948,0.036350976613154146,-0.09412051831938903,0.21355020209429587
16,1,-0.15467168420927435,-0.16890008202418827,0.3618408251473073,-0.06361447485814442,-0.01659646954217403,-0.04642272654911128,-0.46883872761672474,0.07231785837091298,-0.041021579805884834,-0.01921784114051428,-0.04380294589945266,-0.5958075787775525,-0.039335539497432126,0.116737098187914,0.0410451677016932
16,2,-0.15241511472499158,-0.17285489823353306,0.3626498522169128,-0.05804609300043484,-0.015491579410593204,-0.044539885338651386,-0.4582001846588911,0.0691112719417245,-0.04038673701008344,-0.018721540082745014,-0.0414819830136508,-0.6005788553411342,-0.038827028020995635,0.11865923588709576,0.04608991395879869
16,3,-0.1514502725596718,-0.1683485574905607,0.3653487868121216,-0.05786039467254045,-0.017709675801472313,-0.046108557811192274,-0.4406151851066449,0.07454177488804126,-0.040412088720315764,-0.01979178369274065,-0.04267702159335507,-0.6090262905587518,-0.0359342055378572,0.11681321564267072,0.04666339917451201
16,5,-0.15857919935342712,-0.17272008521934618,0.3599782484808526,-0.05616824134727494,-0.015122579336189546,-0.046898927650585676,-0.4574397172542396,0.06818846155144742,-0.0396456255024345,-0.0170185934410374,-0.03861991260075626,-0.60497056447598,-0.03670210455971312,0.11795284415286511,0.040139130201097384
17,1,-0.2478732797676252,-0.19877542543824062,-0.3108690338639146,-0.06571038132394791,0.0810333835060687,0.017600797274553548,0.0036293789642329877,-0.18833097837351587,-0.07043720741318871,-0.042850400732148186,-0.013800813290590908,0.08866851445413759,0.03167728604776687,-0.32116106811388645,0.07596368227278782
17,2,-0.3658358977279723,-0.323039398649951,-0.32838253227369585,-0.05784588733908658,-0.06640359111937943,-0.0676164525490075,-0.0034669871677707187,0.07757847262632733,-0.0593898359757431,-0.021967034114726003,-0.04916817399823148,0.003400561651227707,0.02432577225695365,-0.05989003572458873,0.20990356499406904
17,3,-0.33170770957522155,-0.3016836298665464,-0.32651869266838696,-0.07359400275946126,0.09393118631588449,0.05662120437267115,0.040062347649913455,-0.22869141322936526,-0.06034405608777205,-0.05201467610427407,-0.05679598545701747,0.33827404235285297,-0.04047029051577922,-0.15077040789302576,0.026731193239541762
17,5,-0.35401561672555837,-0.2829350441469797,-0.4026449930049454,-0.060502229238920235,-0.03868848141301118,-0.06032141642168265,-0.26645518125892365,0.13448921464516694,-0.055201681154534166,-0.008988830508977252,-0.04220666671033246,-0.08426472871649837,0.11815386966609553,0.0,0.15538076585716176
18,1,-0.12367839969832506,-0.07483170691870134,-0.29904395853456267,-0.058438326566816134,0.06309451451476733,0.005081392034236298,-0.005271802578581619,-0.18294899230345096,-0.07224931313292254,-0.043873624095278674,-0.010821177028664808,0.09242610135996221,0.04542605089893298,-0.2825431219278852,0.08222704075101606
18,2,-0.24640172733657273,-0.20839907336228225,-0.3050403554839909,-0.06930691912772535,-0.0645794820557668,-0.07165124268825962,-0.11412809257028877,0.10088580280239667,-0.05622399804562905,-0.029204020623583182,-0.04472768815010819,-0.029715338644653144,0.02464676896899337,-0.0402676881983397,0.19439690234276963
18,3,-0.19798385302246546,-0.18111125621620805,-0.3036343642113616,-0.07761574005329375,0.10074207447027198,0.06571969141970929,0.025867465371521126,-0.21956136980357766,-0.06191370671041613,-0.0649131279196094,-0.0556251236768196,0.3605887371409843,-0.03695103060558347,-0.10445169411300032,0.04059835711631954
18,5,-0.25569797864144994,-0.17725574917709364,-0.4332778076922056,-0.05335074890796854,-0.024480118741825208,-0.05611045023683525,-0.11414927377298678,0.21145223732798657,-0.05740128234424802,-0.02435047993823869,-0.041463205757938715,-0.0452003398887868,0.12114113625210382,0.008825326596998917,0.2086752817041415
19,1,-0.2890891921801213,-0.29382164047331993,-0.024248296052546747,-0.07540644961260878,-0.026618720140054286,-0.06772121935714304,0.19084180792764938,0.2606848114637469,-0.04935773299304008,-0.04713448515617258,-0.07967294740891329,-0.5813853471630285,-0.030350887858917763,-0.03956693892363683,0.12643406220075692
19,2,-0.2806550265433637,-0.29058807989234964,0.0,-0.040896930160720046,-0.02560487035114478,-0.06694396388022239,0.17823676784695242,0.27512634455976825,-0.047774468567668205,-0.050304616265299584,-0.08323760152116588,-0.530450690545752,-0.030679067787670045,-0.021998680310400698,0.11084309045228657
19,3,-0.2899678156047736,-0.2980834939738757,-0.00911657742071914,-0.06598620641180186,-0.027832260124748875,-0.06451515258835272,0.1862445583020883,0.2799264909629715,-0.04652573324581255,-0.04808928287998321,-0.08439415386166316,-0.52509964700557,-0.027286480547229375,-0.030627946197109568,0.12898505417239026
19,5,-0.2882774767447358,-0.29233492548885226,-0.001634075198595597,-0.07550116744954394,-0.02884250059316651,-0.06471438725493522,0.1819711547175109,0.2599091089719744,-0.05046460990299517,-0.044033742115673014,-0.07534691279191408,-0.5668718973439804,-0.03018110925814066,-0.020986968905374992,0.11543819790108123
20,1,0.14468049555521323,0.13064608274402667,-0.14190437268798406,-0.05834888589401632,-0.4077743604800454,-0.29370412358276804,0.0,-0.09475998384972989,-0.06139856414341133,-0.00920552077090564,-0.017380397033893713,0.23594344672702022,-0.04488573017832853,-0.09880083091360459,-0.3924069207515113
20,2,0.13488544220054977,0.1257307232363765,-0.1450330752769703,-0.04447516994706546,-0.4051624795048111,-0.29422106932117503,0.0319099836165434,-0.10754570964214338,-0.057087881636006976,-0.012870330681416908,-0.01806783261977396,0.2313489050733299,-0.047879105117103304,-0.08861400143168152,-0.3646747457720204
20,3,0.1477100272664333,0.13277517121965465,-0.13437449097189896,-0.05192849508225572,-0.3892129949147862,-0.273435185723928,-0.00285087594710276,-0.10534243114538361,-0.058464434164991586,-0.005646156793239154,-0.017600584211781567,0.2311986428860564,-0.05040934084781634,-0.09352372106102441,-0.39315538503633674
20,5,0.1411197087646528,0.12535960295991164,-0.14008673521705617,-0.06712184930057963,-0.42270552326683497,-0.3006756917504295,0.023853754584198972,-0.09367457157291365,-0.06036306938306413,-0.008560969499446014,-0.027633516763337418,0.23386335663317465,-0.0443769576440598,-0.0934999434344641,-0.376862050984512
21,1,-0.2902983698917448,-0.28627228834970775,0.5984387456222833,-0.04548052745852421,-0.011188611355659295,-0.033048297558222084,-0.1962895616314741,0.11741998829012507,-0.04073755892360753,0.0,-0.039818089684176716,-0.5659570485948195,-0.019372113254011336,-0.0066783168026599005,0.09937507599872819
21,2,-0.28958481311923717,-0.281373011304295,0.5878644814592664,-0.048498779232800604,-0.011222119427315491,-0.03643786742121796,-0.19992510413814246,0.11124605510779678,-0.042018932018660304,0.0,-0.043180396007991895,-0.600904009437216,-0.019738568176630333,-0.003121320858260168,0.09795846883138859
21,3,-0.2805720238910787,-0.27537874561316167,0.6159435981595995,-0.0655058712159351,-0.014435168045101143,-0.040562442166021784,-0.20516637736788818,0.11538169854993702,-0.04020335962993926,-0.004916037879200474,-0.039980172658788504,-0.6087877542767872,-0.026158535949002748,0.0,0.08539358098083472
21,5,-0.28127775999217053,-0.274335092734447,0.6304902985991319,-0.061944485299243235,-0.014451084734731168,-0.03685861279782027,-0.19017294301710475,0.11153710786621207,-0.04241380463877026,-0.00278722258459857,-0.041183256868871365,-0.5913942105260338,-0.023762729552857853,0.006371773247012047,0.08850771852268857
22,1,-0.4349762445545604,-0.39633158390509904,0.44695671487285316,-0.04582132148692092,-0.01127124353106701,-0.01744555970392092,-0.08960538075198099,0.11436235677821216,-0.04664851863647179,0.017797179481800762,-0.03018817782341604,-0.33053345145947344,0.016082236215507584,-0.0870246205896133,0.19932740785029313
22,2,-0.43989725921262834,-0.4091413536782593,0.43285450622752075,-0.05401759840152964,-0.013488777307622046,-0.015148221441933507,-0.073151023716443,0.10784771179125857,-0.047123827996924716,0.013689772428341351,-0.02855673242412543,-0.2654056234449812,0.0019098585818022595,-0.08098991578618431,0.2027819082600859
22,3,-0.4204244046329588,-0.3878031317923245,0.42325366592887304,-0.06727923807113945,-0.009327658771516145,-0.019082819760954772,-0.10316128631003774,0.16361570956355848,-0.04664103071544662,0.013200748624547232,-0.03157544732492812,-0.38895305804311087,0.002990909645961548,-0.051113678498752035,0.2140499083955023
22,5,-0.4291058432132785,-0.3997346796824578,0.4761343678842217,-0.059261329110298355,-0.010601325665721584,-0.02231059486144482,-0.00613718069514968,0.17319493264527175,-0.044984448181823566,0.015109925885223752,-0.034031673347158065,-0.43521038343453655,0.0027484930980633537,-0.08035677415721765,0.22874509416846045
