f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.lda_mda_10,pca.expl_var.cor_init,ic.eps.max,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_25,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_level.lda_mda_25
1,2,-0.24293746997780935,-0.24594652048386267,-0.08355321988808173,0.138123923036216,-0.1408666991664146,-0.07658292974625924,0.10266064109967654,-0.10451639722167039,-0.053861042133459824,-0.08505583301392206,-0.05385478205123129,-0.16641362824591588,-0.039306806491870794,-0.05352597320168495,-0.029020837671309696
1,3,-0.26821856704530733,-0.26379447299966485,-0.0760743110160651,0.077052272560176,-0.1488220702817004,-0.07387648338629832,0.08905310629048246,-0.09719156330601808,-0.06350384311995594,-0.07557440688650507,-0.04381028069485826,-0.1855160211442104,-0.03920777546548693,-0.053095083701587886,-0.027966365406743687
1,4,-0.29099666033526983,-0.28387315557787396,-0.01720516407976036,0.05069797137083765,-0.1414983295313696,-0.07025829913252962,0.06521473056516824,-0.03860714881206628,-0.030499182362782373,-0.02638908515702565,-0.03814548542746887,-0.20232452762632358,-0.03060876654485145,-0.047357768939293665,-0.030112819272949842
1,5,-0.2885895694984038,-0.28202088499176525,-0.014155658848358454,0.046506767428802664,-0.13189881135190717,-0.0770229151723511,0.05790363253597919,-0.03620130052814874,-0.03157442492345214,-0.02328071625262884,-0.05570621052127589,-0.1969958295580827,-0.029823881904281535,-0.04819536269774838,-0.023477582223075277
2,2,0.36075122092258605,0.28524972497247325,-0.03447085595526611,0.07705644116884847,0.034070813819064294,-0.012580583832079606,0.05040815655330777,0.020652025775452665,0.08306154738076799,0.014055662409328762,0.30417902825742715,0.3875638319557777,0.07206434413413054,0.06606705651053524,0.2429003740311262
2,3,0.3289430022292983,0.2727257949941848,-0.04534517989917486,0.15233627074652067,0.05965189668375381,-0.03915122766992962,0.20311445025057817,0.04906127436759,0.05908540373831994,0.06270389730698156,0.38971881694269905,0.08260329799748689,0.06215057127819179,0.3432613222847034,0.10197380891148078
2,4,0.26189672257385566,0.18524661789086905,0.07900373003059447,0.4653807098793684,0.06316289761636984,-0.015906967454875742,0.03630742105232898,0.060180351311155955,0.1232062190634664,0.030289414500143885,0.03456373142206559,0.07066327595519928,0.04927858674802543,0.08945531222749914,0.38291927044198015
2,5,0.326077896481174,0.3061137001034029,-0.03222847387431926,0.1462213223842468,0.06636934038686948,-0.02840704943082606,0.1899441093117178,0.0668661061675504,0.05497025117488219,0.03556559503759393,0.36858576441372937,0.06444170603045718,0.055954929579467905,0.39246761577910017,0.13997650956247965
3,2,-0.027321708875812332,0.0,-0.16664851708582962,0.06612132195923276,-0.06931651800155303,-0.05127792388162914,0.12792159244489737,0.02467660725852458,-0.01171394413187972,0.004855573728190579,0.38774220939897824,-0.08792804454387411,-0.024970008645105894,-0.03793762055696469,-0.020739462155960176
3,3,0.0516170765883075,0.02280207296894121,-0.08166553529745621,0.2805148143278051,-0.07741022623734119,-0.06803925377253583,0.0821544776543264,-0.03529826149295616,-0.013285624483354186,-0.035337305428594666,0.1347106764897668,-0.1224611768575931,-0.0182097539777641,-0.012372517886034495,-0.005669586301650195
