feature_name,feature_importance,rank
ic.eps.ratio,0.2644425547640493,1
ic.eps.s,0.2533133313101507,2
ela_level.mmce_lda_50,0.2508411110397858,3
nbc.nb_fitness.cor,0.17212353968587948,4
ela_distr.kurtosis,0.12478352782321088,5
pca.expl_var.cor_init,0.10115585596362252,6
ela_level.mmce_lda_25,0.08975271047505085,7
ela_level.qda_mda_50,0.08380060557137727,8
nbc.nn_nb.sd_ratio,0.08248310175589087,9
ela_level.mmce_qda_10,0.07657196826635089,10
ela_level.lda_mda_10,0.0640967524114812,11
ela_meta.lin_w_interact.adj_r2,0.061741159324712545,12
ela_meta.lin_simple.coef.max_by_min,0.0610724483995884,13
ela_level.mmce_lda_10,0.05367471532297762,14
ela_level.mmce_mda_10,0.04897894527679925,15
