f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cor_init,ela_level.mmce_lda_25,ic.eps.max,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_init,ela_level.qda_mda_50,ela_distr.kurtosis,ela_level.mmce_mda_10,ela_level.mmce_lda_10
1,5,-0.27502094872644045,-0.31618960374317767,-0.031984342110064734,0.22449903570967245,-0.06325032506153772,-0.436924376750764,-0.3271922102051521,-0.06944064603741873,-0.05025318848679705,-0.05935148749368524,0.2910870595909456,-0.035955208800249494,-0.06311426470680537,0.06929852565495914,0.23676929243483547
2,5,0.41031856821562096,0.3968200017755762,-0.09565706948667974,0.237734239913172,0.042758456326443595,-0.029896484665671852,-0.05704125230479329,0.0,0.056774354440624286,0.6284889813564001,0.12401984363350893,0.028451845867346615,0.0,0.07051822959063869,0.07484818685850936
3,5,-0.05300807915782724,-0.08174690547102102,0.04111061894292657,0.09076459484743576,-0.006384068890898195,0.21192759853841223,-0.018560438601870382,-0.06730941215607801,-0.11921491753144423,-0.059784587020069294,0.1672200667169103,-0.0585794694402352,-0.05633492705062859,-0.02367972765631786,-0.0999261778446923
4,5,0.009432644374439414,0.020994753666618404,-0.19383588702590226,0.09346865865474796,0.0316161219274676,0.05827976507895516,0.24250233871889704,-0.053923272355548724,0.12878393026230484,0.6575445776022715,0.14298405884937848,0.01641656921890111,-0.034597054258967086,0.008671048012424687,-0.012497317671998243
5,5,-0.1407883804744367,-0.15850151835365234,-0.12244208703042886,0.32785859114144567,0.0,-0.21560292314400553,-0.03376525539619002,-0.05449078427344767,-0.09558321879176002,-0.059715736791132956,0.21869599046594723,-0.0689432912093993,-0.04330715347259201,-0.13509797758516331,-0.03728354137807588
6,5,0.22177282367319937,0.1946290486544876,-0.14185249500453456,0.11291319909995623,-0.038352080238683486,0.12146545328339335,-0.10549007856385072,-0.082353912187202,-0.07636378245615412,-0.050049797321771616,0.1642784318244304,-0.06306371873673942,-0.06317223832849288,0.08068635935307733,0.2278619973810942
7,5,-0.08278590386546947,-0.11543741167495836,-0.17158433190258937,0.1760331428648232,0.10089381292193167,-0.273063363582628,-0.17874400347085828,-0.07224075447236161,-0.09290782669495296,-0.050759841609215206,0.14612072011905508,-0.05370703047665193,-0.05843921192918489,0.02113431433317603,-0.08334421997726504
8,5,0.255480980743868,0.24115753135424098,0.01577474620209779,0.08195279394507798,-0.007083819078197939,-0.24999884243414358,-0.1467303822743573,-0.07295765507952967,-0.03287273378938875,-0.052012542929338046,0.065885238943163,-0.02379704917344308,-0.05425300651611002,0.2128521811661289,0.30330055975354087
9,5,0.3022670261603778,0.28004009462267854,-0.04087329940427831,-0.09406426687078134,-0.23448896997942237,0.12577772418134003,0.09247979962255565,-0.05096626381952846,0.06380535655755615,-0.04700511663826756,-0.06749767859961969,0.29033491660649713,-0.035473030548252654,-0.0431048008886859,-0.04131913739017801
10,5,0.6908741689237814,0.6658705175145042,-0.08157876164090583,0.04380195124955044,0.5147423939015892,0.0942624076279388,0.15509211278313773,0.0030651049352212745,0.18482236210486935,-0.025572140557024614,0.059007707826452815,0.0795009569821521,-0.023346606689778282,0.06470623903492201,-0.014259826024834776
11,5,0.3362418246767,0.34528129828615983,-0.10432822950454901,-0.10161157521958367,0.17423717277596526,-0.018026912727805468,0.04501773404783402,-0.02742672939124849,0.08383828787220757,-0.042074940796141325,-0.07541808436851026,-0.4393860557944992,-0.031272187529786555,0.030513687226964237,0.0
12,5,0.592309751866384,0.6780838742199309,0.18805963253075308,0.12568332314430775,0.05253301953309131,0.09613243355217493,0.04712326109043419,1.317908011829081,0.06047894216063798,0.019238501786559503,0.029210700491928865,0.06687189962586393,0.7875921732459559,0.12321602487519834,0.1510023387909598
13,5,-0.053510099013894016,-0.0976479203587508,0.08357065794391766,0.08411995185196737,0.0856544048645606,0.24251312773912714,-0.0040073479547597934,-0.06411145656684304,-0.14312112919556916,-0.0601910487613384,0.1261170903275465,0.08536856251082242,-0.05080570737706264,-0.026009845491231073,-0.10781985014905165
14,5,-0.20818414596412982,-0.1834131687656475,-0.37009410017173094,0.20773748340008125,-0.15117049000441685,-0.2255305815373927,-0.3174274904601614,-0.07584605343994011,-0.10754044660140827,-0.0642222119455591,0.15110869852799635,-0.07316111187391516,-0.06348803430783212,-0.0638811346306748,0.13419381521204432
15,5,-0.10420881952689509,-0.09250112683400896,-0.3131919275712254,0.02914487123078524,-0.0036706653362855723,0.1619529152651738,-0.03334260977381226,-0.07869787484152252,-0.1537368365837507,-0.0597746453871022,-0.010717608658784905,-0.016438315725115227,-0.030638001292258243,-0.014928113036166313,-0.09469697601219118
16,5,-0.17479268607550624,-0.19380536505683144,0.3196902617072889,-0.4088204710708163,-0.08416871389633102,0.02693536720628903,0.07007202249629019,-0.058858989654061555,-0.03080083262566452,-0.06818415167434011,-0.260414312577838,-0.03993197367954937,-0.05437384974571047,-0.04457389954891877,-0.04509672652128538
17,5,-0.34712293075143164,-0.28530778271625157,-0.29651974032001127,-0.041760991189080165,0.0,0.03989475799644593,0.11011490956371592,-0.07076882975791132,0.22664452264458085,-0.07536846269313668,-0.08207114302454965,-0.05960048762226822,0.09655049927799253,0.007660019710656496,-0.03750585106003901
18,5,-0.24962756064208183,-0.18449612508354987,-0.28611594233875515,-0.040587930426378205,0.009268247056501644,0.0418783771267108,0.15784322989833932,-0.06912432195333185,0.252835516746183,-0.07048913739158488,-0.05468581829018723,-0.04982253002329026,0.09681054445594223,0.006263431406790532,-0.027443713997129138
19,5,-0.25408819702566,-0.2468868225677074,-0.04128531767535315,-0.24250555406873947,-0.13881362366776318,0.11522160038606577,0.09629609105065073,-0.058790589708635044,0.052418668272760205,-0.08140239534717608,-0.24210690849400396,0.24455840613864993,-0.04837850631653151,-0.04649074989784119,-0.04905931220205262
20,5,0.08626499809403926,0.10097254839066139,-0.1384389060267217,0.11480720870434552,0.09801970578280539,-0.3438331064510412,-0.1593584692231047,-0.07725415520222839,-0.16487380769453197,-0.06670347910823587,-0.00504324581941995,-0.04489353495735615,-0.06566519674965682,-0.10422032704340117,-0.29632044004419655
21,5,-0.26610024568024504,-0.2696662841657921,0.6031005814567099,-0.3162720681273844,-0.12307929895234326,0.08910925258059055,0.08386653662255694,-0.04896581339218936,-0.020139150824109886,-0.07970857729338934,-0.24611292027107717,-0.07096157381633278,-0.04205453909245105,-0.04649745553478957,-0.043370430256999715
22,5,-0.3190669068500855,-0.30999944048333794,0.46372980069213976,-0.2031318151388401,-0.10044151160229586,0.1107813304361483,0.12926098455712276,-0.05462488809370947,0.011873997752457843,-0.07375492122143862,-0.23661868918985374,-0.05694075816885957,-0.033202985083911285,-0.038819767645535574,-0.04216197129000676
23,5,-0.23317461855314736,-0.2556501938646325,0.3733352399674624,-0.41447455676218103,-0.06969240049120906,0.03355160343121566,0.07142350967643285,-0.05271420378026359,-0.02160184199291043,-0.08279138419965915,-0.2702855597353523,-0.028919162719050595,-0.056794050432119325,-0.043086883241102436,-0.04347110102366458
24,5,-0.14831067999451686,-0.17948611287270166,0.3456717216200336,-0.06817011488118027,-0.0988624774969181,0.21196657088746987,0.03974138581004432,-0.05005140856147612,-0.034074894476660955,-0.0711280847518217,-0.11537445860561193,0.38449314281258834,-0.04216184396571249,-0.03900015998744821,-0.04424760638069125
