f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_25,ic.eps.max,ela_level.lda_qda_25,ela_level.lda_mda_25,pca.expl_var_PC1.cor_init,ela_distr.kurtosis,ic.h.max,ela_meta.quad_simple.adj_r2
14,4,-0.26363624375683326,-0.23023241853439286,-0.3585627303823699,0.024003018598314996,0.0,0.02218079986192828,0.11813217463781783,-0.06920475146297256,-0.06106935344503572,-0.02012632148756255,0.013503977624929386,0.12847886183949264,-0.0011265953410672935,-0.31195190515255333,0.17685538014783653
15,4,-0.059192751371923036,-0.061198434023123305,-0.2349132036611701,0.0014382743677475024,0.0025805379719860896,0.04686109663521415,0.14688256279042422,-0.1654219932424657,-0.05414676232393335,0.01630507131309608,0.006305159390980863,0.2947010057059432,-0.026780743045411254,-0.07706563551717872,-0.03287150886781254
16,4,-0.11944015041569811,-0.13725313986116705,0.3569995860148143,-0.031598156281005374,-0.01547204814663683,-0.04995245307716928,-0.5321553528626748,0.07055040673608237,-0.04013482487205866,-0.013499912247447565,-0.033628555685359274,-0.6031745378848659,-0.03753816770784302,0.10888824435983879,0.045087663532382694
17,4,-0.2942438433439758,-0.24693577431181013,-0.39023681184294556,-0.023379159519186565,0.0569282477344506,0.030271468408616053,-0.14509118435012747,-0.09444996330585742,-0.06103763316717903,-0.020651886270766084,-0.029558673367729216,0.046651890313456956,0.031248196643721693,-0.07945007948947158,0.1337543546409805
18,4,-0.17561773132796799,-0.13640585269166783,-0.3986643409532533,-0.0341675226636694,0.04900472643122172,0.01940873503482654,-0.180598207659579,-0.07837607174982097,-0.060377773073063856,-0.02373039666660154,-0.02676707667196243,0.08875757124047934,0.044324592978622845,-0.09176057896708512,0.14851869506016868
19,4,-0.2522438084465906,-0.25655322829196353,-0.0302026592806941,-0.03805186722323384,-0.04170924510699947,-0.09396306443359687,0.18147859698293178,0.260477320400009,-0.04615861870608695,-0.03592448876194909,-0.05477592287208999,-0.6380154083858426,-0.013573123083079786,-0.06411203534361731,0.1352932562976974
20,4,0.1736478489509954,0.15999332188932563,-0.15356514673121957,0.0,-0.4276871703965194,-0.3420229896475484,-0.04140316276566808,-0.09752922487574783,-0.06665482863154887,0.027419918599322357,0.020148648767464583,0.2111512207474711,-0.03586099350995259,-0.12222538082597739,-0.4126946202671784
21,4,-0.26180904198728694,-0.25333353328132446,0.624809396625555,-0.040827582369141746,-0.019703265795283198,-0.051075459198189066,-0.19783133319183893,0.14913305734437782,-0.041861600237814434,0.003392058502769024,-0.027154023023301943,-0.5356251468787633,-0.016410702310710013,-0.01724611167980028,0.1089171340573859
22,4,-0.4136601655982725,-0.3833362435211087,0.4172015267428714,-0.0331241175866297,-0.021780070864025003,-0.030825560219390258,-0.05657028699893407,0.12940369981500677,-0.04853737147335274,0.014444889591136711,-0.02004701984146573,-0.31033752762231087,0.007764230449508636,-0.13074933620143203,0.2391535874680497
23,4,-0.1838654227695095,-0.20068200840428718,0.4101682395208411,-0.023226193899591907,-0.019092641073151007,-0.05512988376347283,-0.44782737594636424,0.06986038266159356,-0.039429096627293714,-0.009682543019503942,-0.029214692972628575,-0.6135683239871831,-0.04127299951415425,0.13865422053053084,0.03844864054032526
24,4,-0.10258344827404478,-0.14357672927742407,0.35616607992409616,-0.03531572918999673,-0.04514919667093809,-0.10018682101631832,0.13837988914911856,0.19898782086474243,-0.039816485869085774,-0.04006412471337167,-0.01727500008519179,-0.2301450816378358,-0.03206428263615177,0.25069334310101965,-0.001981498613072591
