f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cor_init,ela_level.mmce_lda_25,ic.eps.max,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_init,ela_level.qda_mda_50,ela_distr.kurtosis,ela_level.mmce_mda_10,ela_level.mmce_lda_10
1,1,-0.20666140403364053,-0.27125730658069785,0.04848097975672849,0.03200199493689326,-0.037223211604473394,-0.4093654444511573,-0.09791091571176824,-0.07473977050092939,-0.13072953323043757,-0.04887931930758205,0.1002419876174625,-0.1333698485327388,-0.050898535874066675,0.030814600511750445,-0.02911255942236668
1,2,-0.25941023002471336,-0.28813983763004564,-0.06610675071745198,0.21331119533467008,-0.11413197313567236,-0.35966012512504186,-0.27101770395826363,-0.07260484446003335,0.07889828463418602,-0.05376995818241448,0.3055078373522516,-0.03221618631308765,-0.05432862006843986,-0.1512220087430723,0.01804871239710648
1,3,-0.2651693272499934,-0.30002603011894347,-0.06441676941576135,0.19893093784142174,-0.11292610895520472,-0.37515510027493815,-0.27693856656778926,-0.07417525183431706,0.0,-0.049899496878658245,0.3102252729294706,-0.04029870006949421,-0.055439285072031885,-0.07849233418706425,0.10333447711386756
1,4,-0.27746543820904956,-0.32097182975503297,-0.006554550491370659,0.15677409370529094,-0.07930496534157044,-0.39813721652796263,-0.2493831014915675,-0.07325010622059835,-0.04069570511685744,-0.050541594896284014,0.25985280428237856,-0.04818577823040193,-0.04927919810628989,0.06973955732833736,0.20426900626207356
2,1,0.2291684184409606,0.25985931356759284,-0.026815461400321206,0.08892786148139953,0.09998547979608297,-0.06720366105896802,-0.046643570520378486,0.0,0.3631898815546353,0.7243470893418842,0.0359870622656735,0.08060355705486744,0.0,0.06352904192561548,0.003427520514175608
2,2,0.13283917726745464,0.18839710041860536,-0.04374797687567544,0.02850041580858864,0.044683767390516715,0.03799801009853576,0.417243950153376,0.0,0.08961625471320378,0.8791378568424818,0.01719179697568385,0.1663236194908777,-0.026112739350034886,0.03930528278930534,0.007339322474440024
2,3,0.42571502767976954,0.39281810951258844,-0.08960066890364238,0.24128249359864484,0.032262955001976845,-0.029201116113279246,0.015264106284285317,0.01036680243609811,0.10697026560810519,0.6923956104579752,0.14300330404777783,0.0,-0.02575063578220438,0.06676326863374293,0.10259192475833068
2,4,0.3203179370454058,0.30604822981347046,0.10645492306065285,-0.05004526601594561,0.1946095531333728,-0.017409887248740596,0.08266333505541201,0.002364292966244408,0.8296523608767663,0.06565506721962455,0.003500465799392005,-0.003546699738693704,-0.03097323648356265,0.11032776228221608,0.02314694396113759
3,1,-0.076409105187403,-0.09287894825367828,0.05082150194163902,-0.040303070591175036,0.08865909400852609,0.18142252432083833,0.027962415830437688,-0.07258999535505728,0.017962487913343372,-0.06013852727201358,0.04875724355223292,-0.08118385771335192,-0.04981025513655123,0.02533335283838095,-0.08302800982080205
3,2,-0.052765981271266915,-0.014125294834992664,-0.22077316593674626,0.2051788979515942,-0.060120641930657394,-0.1314500958731808,-0.1948665651804241,-0.054605280093729634,-0.07009460737310945,0.5622229398848994,0.12630400759313598,-0.002535397691476364,-0.035784860279087505,0.049496354717384346,0.03440084816902528
3,3,0.03662241348700861,0.012838824735484464,-0.10416041882313817,0.12190720477879302,-0.10565449143685303,-0.18713272211591786,-0.24983080706037725,-0.06939342561425796,0.2294028520931346,0.15807097163763778,0.17693835973986138,-0.08883538871690264,-0.04099167994942961,-0.06736751729212419,0.10858123035276188
3,4,-0.03861822933151546,-0.04015117334979573,-0.14185916309233845,0.1396612575999945,-0.02093699473439571,-0.17628086735764764,-0.15112797093545,-0.07556672635514389,-0.012782319939169312,0.02350921659757718,0.11752796330818101,0.08336161186019393,-0.04886555226689715,0.09471479677174877,0.08042275780634245
4,1,0.012576650282895674,0.012510135521762555,-0.1392260788336576,0.012307096727992045,-0.003477673651059915,0.13820225298371724,0.199358957554477,-0.06748880111920916,0.1053022748865548,0.16950375782144345,0.0479966886031962,-0.06584621277094299,-0.04217300458057385,-0.027734885111237645,-0.05670022504518346
4,2,0.043919966655718734,0.04553609355392971,-0.15102599044939002,0.10304223803128387,-0.020707564989344895,-0.07855481857116654,-0.144556214087406,-0.06999289312326923,-0.09467424641542303,0.2706220838593607,0.09824744079316455,0.20152526224942835,-0.045261456881761294,0.08734779467339976,0.0922600460779206
