f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ela_meta.lin_simple.coef.min,nbc.dist_ratio.coeff_var,disp.ratio_mean_02,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.mean_ratio
11,2,0.0814442909537504,-0.0042902500137784365,0.1425477131370221,0.0020829050510561453,-0.013646898714738193,0.017774418416310278,0.023133271243921383,0.029898592798409982,-0.046069424497460536,-0.027256031052655113,0.04735906231836998,-0.03398769171752794,-0.053128788020438855,-0.005378110526557313,-0.03773634881203895
12,2,1.4417424386510316,1.1055580765920838,0.5471607147740106,0.43772802795430293,-0.06438074499183101,0.06788637130521512,0.0035597167390256463,0.008184776410770533,0.07910038210631307,0.05501977838232036,0.18860926049072868,0.026205180165846022,0.09926217375761552,0.018425538448018922,0.010799664492419073
13,2,0.0683796267007372,-0.049605404265773,0.08415427488388917,-0.07899419459389082,0.014493041591827554,0.0038528718397165497,0.011828596799431351,0.016806403435085812,-0.0014707224702597036,-0.0037383134505862585,-0.018539932666896155,-0.027788041834799455,-0.015523087121717346,0.003583716453314713,-0.031539863187153974
14,2,-0.4772423890103945,-0.2593269573747678,0.04611050394864836,-0.08836915477502907,-0.04236731383420779,0.008207856326616735,0.0018065625610577212,0.0018471772747637404,0.0016940323989764877,-0.00390830151115013,-0.025085437268347024,-0.03545349068477096,-0.048775989421262475,-0.02715906947495669,-0.014943389893727031
15,2,0.05600203819746112,-0.08765597680283974,0.061060364664178586,-0.05685630234477395,-0.04340340853153488,0.030754064646735826,0.01795179391733568,0.020516172934227722,0.00393433329335395,-0.004391946838736815,-0.01869777607355683,-0.021768364305676927,-0.005867718612664576,-0.015882664930498083,-0.025349013747676313
16,2,-0.416095309502081,-0.2327764048960995,-0.20238396303323125,-0.07223299211857827,-0.036255303239461856,0.010639804193346567,0.0036726711672186475,0.003659509308947844,-0.041629746600933694,-0.02233374538047395,-0.022159737139755446,-0.019744056603835023,-0.025720752596734744,0.001933206150325025,-0.014504997212503475
17,2,-0.43599905194729455,-0.23193715875631313,-0.21034111851197207,-0.08253658402190463,-0.05299229336358069,0.012208723380479713,0.013508852791176177,0.016378357547084717,-0.0064135066014644835,-0.007254340923831323,-0.02519081971120324,-0.016551771702270613,-0.03179779561730266,-0.0168131470422398,-0.013237714790063117
18,2,-0.3992495521185147,-0.2240828420825067,-0.18480924161268633,-0.08180300598131245,-0.0423851184672518,0.01577185222122653,0.012830673794695739,0.019097847547731774,0.00047818143991988106,-0.0074331472439581004,-0.024578992338360663,-0.01458391753044123,0.002374201707814878,-0.020261088398647705,-0.0110180308925555
19,2,-0.49513555929497943,-0.26575457560016585,-0.26828660703258345,-0.09522605724342578,-0.05141820244411355,0.01652654169920081,0.004053682061303859,0.006363298612213432,0.032652275037545926,0.02073859755045583,-0.022735318872755216,0.02842500250824229,0.026304253850039507,-0.018921524610821677,0.02626320002949103
20,2,-0.06902904215910306,-0.12970581432808365,0.007442649477818498,-0.07083325171153335,-0.025833623880918716,-0.28530183212283083,-0.20220607904143784,-0.24874190713213087,0.0049521923317722115,-0.012367504128085549,-0.02582429549959224,-0.024352387770561996,-0.02256554246279558,-0.01665856504968612,-0.02968023331066444
21,2,-0.3601106532080988,-0.20899763265960225,-0.14694677310548893,-0.06858069709810401,0.08961060252597669,0.004129198929644886,0.005997581336009803,0.005448246757584511,-0.022798581575403775,-0.015434393588166347,-0.02111418513843268,-0.027445088291619433,-0.014516154167270503,-0.017115055480976766,-0.015881140369823177
22,2,-0.34240793279897147,-0.10435755469309431,-0.15110083747870467,-0.07614553161810146,0.07929288087402171,0.010316371377926414,0.00939647473458685,0.014082821947125535,-0.0020629317320485247,-0.012682683087683826,-0.02244624068465183,-0.02041050315229082,-0.004528739574133755,-0.013156344905330079,-0.013531738768088
23,2,-0.4379379441151348,-0.23242208713321022,-0.21654418688939484,-0.07289019621333541,-0.04380520333417969,0.009539000451211577,0.00456768629906038,0.004778095198886466,-0.04254663756671514,-0.018767624754064998,-0.022455271782984048,-0.021649685974135517,-0.0243029875755746,-0.01637247271052758,-0.013979190655017949
24,2,0.06782099661523502,-0.1591497242730015,0.06662276937911764,-0.07150204338920672,-0.0014143645095485362,0.036250143879201766,0.02299118994974219,0.03539327487623665,0.02733267202664025,-0.007891678212242619,-0.01909568470376792,0.011934682680804224,0.005490374076521818,0.04506184744021719,0.013371894435434628
