f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ic.eps.s,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.cor,ela_meta.lin_simple.coef.min,nbc.nn_nb.mean_ratio,nbc.nb_fitness.cor,ela_level.lda_mda_25
1,1,-0.49783860888418463,-0.17779625677013702,-0.20576251931539258,-0.07396008667920363,-0.21542631378491284,-0.03039117252007981,-0.05837343717088466,-0.04602770635987175,-0.005307351279097866,0.005567692641302088,0.0372515414669474,-0.002490675211112896,-0.030607704772922566,0.007986644009831349,0.013314768510314445
1,2,-0.4683525094073308,-0.08884644248887505,-0.16108465528294144,-0.07443837891557305,-0.20859737429657932,-0.018356408634295024,-0.05185573479574265,-0.03264802935792074,-0.03409509052075406,0.0030610053758573594,0.04538012736190485,-0.002332326082512138,0.03678172725097825,0.0010714075478697057,0.015827463205307233
1,3,-0.4781560205158387,-0.17222839704276108,-0.1845671222419862,-0.07743671092801423,-0.2050134184942416,-0.025620371538278116,-0.046559580045710564,-0.03521619975390445,-0.016809259737494985,-0.0009277292605025874,0.04598523037059477,-0.002332326082512138,0.04311869779453409,0.0027333942544855694,0.020536891677905487
1,4,-0.49443415875043295,-0.17884792766377536,-0.1941569473554568,-0.07783398469362793,-0.211215766631079,-0.03165976967269951,-0.054974600662657004,-0.03887721178896975,-0.02015155260456992,-0.000972888244245219,0.0432562874295251,-0.002332326082512138,-0.011390112660209999,0.002500509902456215,0.016452446927824358
2,1,1.3914351612861895,0.7535805652670469,-0.012342745096480803,0.16328046440420274,-0.3073903963694706,-0.05116746276875731,0.25511136213206503,0.010601577671782597,0.00815364224191594,-0.07318696540594859,-0.034349226336801576,-0.02658448788679407,-0.021203637347754486,0.0037113910572808073,-0.050338970334244386
2,2,1.403254285603525,0.4392976590676089,0.06423126420786791,0.17968560633748856,-0.30093324032507535,-0.05009426852160796,0.2656821067546198,0.0163661430806462,0.0027950011828822025,0.013211006220335199,-0.02664454565488508,-0.023281541396023783,-0.013785065181194493,-0.004050620225664461,-0.06278720379610472
2,3,1.436992957472823,0.7277723120970655,0.028137028674018114,0.17600001827796255,-0.30487395368937326,-0.04753373393326442,0.2889815130535496,0.010236175745445211,0.007147916595037898,0.013928860557397787,-0.02257187470274402,-0.020555732028976002,-0.02534711436069682,-0.009007496198949652,-0.042223799364678904
2,4,1.3137151798045312,0.44364827185797817,0.08611940924037653,0.1951361696911491,-0.18526016947059026,-0.03428218547262821,0.21329500593911654,0.018415065851695507,0.007349191556343446,0.015500265029042355,-0.036481953363252016,-0.018668931208171737,-0.020351610424981372,0.0007163611185065206,-0.06018267124478329
3,1,0.007230924232358472,-0.19554964923469342,0.13805716853767597,-0.07912473449721609,0.0357193757022439,-0.02127922064414636,-0.01653874934175382,0.03137164346413119,0.028102504510376377,0.015603093458844954,-0.005960410644669676,-0.001137454455379737,0.021919018537209546,0.021399502107835023,-0.06921015527010026
3,2,0.0744489699765417,-0.10763052267226551,0.11751784736874633,-0.005900163010745567,0.04543768143967268,-0.03135742844126908,-0.020055216029962783,0.03426598794759048,0.004436276845939514,0.014186017727339122,-0.05434764227328426,-0.0012649044665152907,-0.010281138625292478,-0.02585314013246626,0.009479970579010885
3,3,0.06298994085160421,-0.10521397242733395,0.11275920138578767,0.003509731417021507,0.047192269866805345,-0.024676769710624564,-0.020690207945568407,0.04468767344710945,-0.0032832733473423404,0.024595645748432662,-0.027524499042798026,-0.0012105978364521496,-0.00031866124470575016,-0.017493202032786398,-0.04281025239684149
3,4,0.025911194901674144,-0.12290506762841091,0.11112334159440218,-0.03266835408155761,0.03614761490078333,-0.021650570057697795,-0.02056560559387027,0.03591031572457357,0.014027493534236903,0.01398833710984003,-0.006696223105690924,-0.001265533002751484,-0.007633651962318047,-0.004456273311057053,0.00753628890347966
4,1,0.031541395261952314,-0.11200193829741807,0.12773675976943674,-0.0043595872549576295,0.02647139965760939,-0.017313504901841612,-0.0047299499346170485,0.03787933007492767,0.027665882342729667,0.023991067260180535,0.005176412871630128,0.0005942833125882046,0.00157119709571708,0.00560141083790957,0.029592979584838735
4,2,0.056860292517789776,-0.07840803823859832,0.14266570996258532,0.01474896095202367,0.04361101644512502,-0.02453623514471939,0.0017267488294568935,0.04109559338707675,0.016024697819932866,0.020131737036798172,-0.008247551237146985,0.00165813360953713,-0.00641493524135712,-0.006080657387905229,0.002410740379770844
4,3,0.0181086871817037,-0.1177755323697529,0.11887223709100535,-0.02049100172777369,0.0360082535565982,-0.0200110654209498,-0.0194736867408123,0.03787311583502336,0.03306296247928391,0.018323243448444583,-0.0038527142258555492,-0.001261972046270668,0.0023692923897878203,0.002785604828861573,0.03605524863359378
4,4,0.05230657706310183,-0.08601246959372823,0.13748220922550894,0.012740846380966047,0.03552641133155458,-0.014437248315125727,-0.004816304380857435,0.03813966109068013,0.03535127680313303,0.028375944368649562,-0.0003889714883404932,0.0006713546195710445,-0.0071927164499989175,0.01196048306678725,0.005056518967569155
5,1,-0.40287351486029815,-0.14411903154089137,-0.11430211206935506,-0.06307046397415518,-0.18348125032642998,0.08988912284623689,-0.03510268957493416,-0.012451280809489363,0.09187060899293606,0.06047052562112799,0.03756214917254076,-0.0022852067992267374,-0.006927081741745569,0.005393169779229084,0.04691551926952226
5,2,-0.3910450098361739,-0.09372033831059064,-0.10518349470579354,-0.06458506375342486,-0.18353189294351463,0.07540783981138953,-0.03416764494098661,-0.00617833687961903,0.0746510790272186,0.04956533896426813,0.024597562243090343,-0.0022852067992267374,-0.01593459446137411,0.0012809945120284701,0.048373277157035266
5,3,-0.3826636767865103,-0.11812678038166263,-0.11051986344751553,-0.06408868086543905,-0.18081555612347705,0.07645375883344242,-0.03533274050498795,-0.007406255537381801,0.07306454415912281,0.06258678353317546,-0.0019374623055503594,-0.0023512482332866567,-0.01508537398027967,-0.00012412586924093183,0.0436290382823994
5,4,-0.3794614083061661,-0.09666474242665256,-0.10909471857733216,-0.064110736274216,-0.1811881231919803,0.062463761986430694,-0.034982367657215074,-0.007665678268781329,0.05959063313782645,0.04962993528793379,-0.005903658019728849,-0.0023512482332866567,-0.015397141765102979,0.0020766981111079714,0.03946703239860059
6,1,0.06304747656299457,-0.0863173687536358,0.1221098972839302,-0.018680445465338185,0.026373990282341275,-0.025813872511011075,-0.010089356426324997,0.04222672732630991,-0.011038565281772035,0.022979670982153075,-0.020427275077853847,-0.012596023816799709,-0.017139868250545892,-0.005122903807270738,0.0012643108900006247
6,2,0.06648586129306788,-0.08510568070039629,0.12919453411687246,-0.000874975011159883,0.022651239890536773,-0.02542688132290933,-0.010016547657124095,0.037868106002410425,-0.00365675643565945,0.024441072544486124,-0.031075955152466663,-0.013834740796693126,-0.02226675552530422,-0.017629050435904632,0.0052673246470850395
6,3,0.0754440875382132,-0.07964046334841383,0.1295958211587425,0.009299828242868933,0.02588746004928659,0.011728071102854974,-0.005716980548206956,0.04169505540974978,-0.004393181822579181,0.025195110107622265,-0.03529147625623379,0.0018834674327252374,-0.01645346535568796,-0.008001963366976221,0.005245990730403613
6,4,0.0687156587041505,-0.08753920090192648,0.12156275985577196,-0.0078115859768778904,0.02784974077026403,0.011581797042966894,-0.009337125420394356,0.03885577191674446,-0.00856406860509257,0.023576033882674118,-0.050998391951802224,-0.01238794523095857,-0.019739718316280817,-0.007148734559307205,0.0031797251381008506
7,1,0.012556157058961778,-0.1361161396974433,0.09742890060335675,-0.03316718136141374,0.008323054993073339,-0.030170583305580125,-0.02683352823040754,0.040044755563920086,-0.03403366957842962,0.018841218447243673,-0.03918407070498361,-0.0012770835472829378,-0.005656139838273277,-0.005235169430683054,-0.07751421962244831
7,2,-0.02566025964015199,-0.1420186661733836,0.09273728921216509,-0.02918591413718453,0.015540042606583693,0.008901863315350714,-0.030263524244614756,0.03840990260127578,-0.05498734769817542,-0.10213630414786386,-0.03747865573932529,-0.0014560983634035376,0.012023434477182992,0.01548774925374621,-0.08489033316153657
7,3,-0.0012596541328179812,-0.16554570802456972,0.09130132573019323,-0.04307569753032597,0.004615792529242206,-0.0219371170593788,-0.028972308556976672,0.022906964538471828,-0.030348283945817754,0.01763711498740904,-0.033832892116652746,-0.0013246939187906617,-0.01082319568044565,-0.016005430646126476,-0.09534917745103957
7,4,-0.022534903070916348,-0.1767122075541598,0.07401988092644,-0.04384836969553035,-0.007920437632124263,-0.029506983834413705,-0.03024352999594777,0.029687589560754422,0.01677009318836335,0.020028279173746617,-0.006830791331338295,-0.0012418724058665207,-0.04227557045469855,-0.0018437839187287579,-0.13536209942683086
8,1,0.06140818076016284,-0.06315372914284405,0.15662116680144306,0.009700759125202223,0.04711543807148723,-0.022431270698238952,-0.0010550782631991665,0.043987876255621734,0.019845923648972735,0.023681633685712564,-0.005582206366564394,-0.014787380966625225,0.07336485750875481,0.004312704198548139,0.04415885071089533
