f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ela_level.mmce_mda_10,ela_level.lda_mda_25,pca.expl_var_PC1.cor_x,nbc.dist_ratio.coeff_var,ela_distr.number_of_peaks
1,4,-0.508428207349371,-0.187509533449949,-0.11674027334862866,-0.1381204253610528,-0.09025399711090033,-0.17014316070669686,0.014124724997294374,0.013427686852979303,0.02311512476205259,0.018456337724728777,0.0038505162949922524,0.01393013276383947,0.1135290326993336,0.01716630999860022,-0.0017999856430443394
2,4,0.8673272693789511,0.8721179445566148,0.3689240329915013,0.2816083529806451,-0.04526535089487442,-0.13514533454183486,-0.009345451341803564,-0.022992188889194413,-0.028864096325126605,-0.020282625233920725,0.01241402521245456,-0.061036743323516045,-0.00627016458905844,-0.04813688787411621,-0.004132739602322871
3,4,0.28786517367450454,-0.14357849089065253,-0.09880824755377422,-8.003180431359219e-05,-0.040060745374722526,0.04304697035700232,0.04017413275574985,-0.04702706961657789,-0.004274449782505756,-0.014308481835550299,0.011902800914861764,0.00859963559958324,-0.01735792867806848,-0.012367917717419878,-0.002734881052794776
4,4,0.2831259773639546,-0.11980644616465116,-0.09597641941318545,0.0022412609486447874,-0.039924764289370626,0.041247449578725635,0.01887088135561303,-0.05319151415658788,-0.0148108367790016,-0.028726264424424997,0.001261037332136016,0.010074638225228404,-0.018592253313146314,-0.006374764455588881,-0.0016815714703215662
5,4,-0.37725757651709263,-0.14440543874925887,-0.11081211137008941,-0.09600788994005138,0.2043374643613457,-0.15137785296826423,0.015620485577435035,-0.02116718132574389,-0.0034830493639649864,-0.006609191974008423,0.007639112344605628,0.020352454983918387,-0.004159523813631335,-0.004361828490389359,-0.002987859036882332
6,4,0.3225619562497375,-0.11130570573106469,-0.09532983287716716,0.010068232846188914,-9.595356687194506e-05,0.042896176838874644,0.03403583044647012,-0.0610619942297165,-0.023255580778835216,-0.032583921082930754,0.012796760265891447,0.00798957686295482,0.0026385904594773946,-0.002063998755428257,0.0003829470807727648
7,4,0.31013434335941037,-0.15255329354351574,-0.09043247941048875,0.005849767740192778,-0.04991617718874355,0.05481645696165943,0.046049018760586403,0.04644351849000623,-0.007853191857096284,0.0003591701231498897,0.0161043805454041,-0.01830979187947486,0.0044680270738836425,-0.015087491115399086,-0.003959996953427787
8,4,0.41446005747425496,-0.09322252849735978,-0.08560320391549833,0.029101302524787535,-0.01264437370454823,0.06269972742841814,0.04893949619232913,0.08386459605518,0.07322729655894258,0.04089121421124773,0.019921452872725905,0.02453308969196567,-0.006803911904439297,0.04346102537609928,-0.01144064656757349
9,4,0.3575456656347089,-0.10978965887822478,-0.09053013159316438,0.018629935121031505,-0.04318710828475833,0.03514632890840886,0.0452479534012069,0.049238566273892004,0.07904670141902163,0.05516897171879331,0.018706599365662508,0.022327836186489373,-0.006727723187172944,0.0464210490420697,-0.013096306762044659
10,4,0.9269611368746463,0.9394842439442317,0.5362725918346097,0.28407287854098046,-0.051109742980004334,-0.018151959997904636,0.008461941162712688,-0.0682893739693833,-0.024052029000216895,-0.01926914651581739,0.013132875678816918,0.1047447175052862,0.008682958176526426,-0.031510793321228595,-0.0015140935872218148
