f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_distr.skewness,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_10,ic.h.max,nbc.nn_nb.sd_ratio,disp.diff_mean_10,nbc.nn_nb.cor,ela_distr.kurtosis,ela_level.qda_mda_10,ela_level.lda_mda_25
1,3,-0.43149992061823167,-0.12400689384706526,-0.18148233354430543,-0.19336353751702817,-0.10238935410627334,0.014203062961745234,-0.037743256616859344,-0.003082272957671283,-0.017530533881481868,0.03735758389308994,0.01595312211660641,0.04082059787567696,0.007523655817493067,-0.0038716350007628273,-0.053366007578401764
2,3,1.6410638564898157,0.5934685870098121,0.1409556199115739,-0.21844374636972616,0.26670754403430447,-0.08418079260459507,-0.002782595872088997,0.010474349632966829,-0.07237747269141159,-0.02530516228321099,0.023520978834639425,-0.05239282369243914,0.01947277637640955,-0.05678074183668896,0.010105575120527578
3,3,0.040310085730352795,-0.04979438971099304,0.16154318416108018,0.05270141924905985,0.07475284868850283,-0.036339273149469525,0.0014393408165396782,0.01954869302458753,-0.08929635837892316,-0.030243894516780147,-0.02147841345614011,-0.025249102829922182,0.052997193002512676,-0.012203501809600129,0.004381601396947891
4,3,0.010239894550043848,-0.08700405189104102,0.1061050271559007,0.045604847057329145,0.02870557840045007,-0.01619740991990779,0.0013122329171982982,0.019453195674904774,-0.06716518240532449,-0.007231325019973069,0.01846757568782793,-0.023030087216572893,0.013089321620684666,0.022728226365964995,0.035388652576302734
5,3,-0.3422874224081816,-0.1131213239484438,-0.11797288967811662,-0.1554674786268754,-0.0999056036635717,0.0656195298944819,0.0019214539991348513,0.06305006549995797,-0.019790598506052064,-0.004188371711530305,-0.004630102870087563,-0.02253456356323802,0.07123290989288042,0.012048962444239534,0.01007756218356741
6,3,0.030585093631075665,0.013892736063129338,0.09670699968145675,0.04760322791147951,0.06456263724614619,-0.03603708386971405,0.0015774601701434546,0.02600967972682244,-0.0576957468676573,-0.028258481802357398,-0.023268959833539448,-0.025408290373419698,0.007522059591696235,-0.01223473002056633,0.016373117938506418
7,3,0.0031761237810553422,-0.09880314435770643,0.09020099587361452,0.05665114285658449,-0.0009447994534540478,-0.011762003710804223,0.0014199131379983463,-0.00802161622257797,-0.08093320619277991,-0.03195048904832472,-0.00929455222156304,-0.015407236393138641,-0.013509366910709267,-0.056683889143653375,-0.029719134263688836
8,3,0.07242253301039385,0.04126905794083288,0.1513783742858318,0.06626101679305753,0.07071565206924234,-0.03648064779304044,0.026886209836460267,0.03968903072687499,0.05747578815100771,0.06597180738790204,0.013570787307874279,0.027731443431261812,0.07403645178240763,0.01598338478056612,0.02682438602212123
9,3,0.09809548925656589,0.0061883294147639135,0.10823888275409095,0.09982715913866873,0.07315764532246075,-0.02281893551837714,-0.010217149672495006,0.020374016479550533,-0.07958549776500369,0.05840848143538339,0.0330033651657724,0.020535812128385688,-0.013849838738865309,0.048481659765626316,-0.0067076801037783155
10,3,1.485848378890054,0.6292839029653466,0.13971216075255433,-0.039976880273229744,0.2680200429589301,-0.0523800980485171,-0.0046243947020273846,0.014355452165816842,-0.06788761436350177,-0.02549745196861213,0.027755745455551206,-0.0460707517649844,0.0066486241530691395,-0.08299271048531845,-0.009646906303531433
11,3,0.03265460761807088,0.23541483834018515,0.12718042682772748,0.060180652361986636,0.33560813328545425,-0.03906306018922902,0.0013658913428374487,0.01844412739508298,-0.10491828445076683,-0.02290484475567723,-0.18813178556626048,-0.01672761068509508,-0.012493396208674155,-0.013405625824037036,0.004587661325729945
12,3,1.8105845116305757,0.7010188369833389,0.08414290672071663,0.18076732726102224,0.3560642959643963,0.18744403299817047,0.002140945993551614,-0.005373351343435224,0.7160938363449239,0.08004430750463022,-0.0016585518949951143,0.06522847953936008,-0.0024747157351628964,0.049043714690502095,0.004890150360195993
13,3,0.035837021301033174,-0.10204847389491471,0.14092542550081208,0.04828094187965525,0.013678634506022268,0.03381784972092764,-0.005477928533395527,0.008711157610468714,0.026209763028990377,0.07720596578259659,0.028718733307777054,0.04692669164732462,0.03584546565636698,0.01246795602363949,-0.0035950602100050786
14,3,-0.5054255649039561,-0.12943359705720986,-0.16108579852944568,0.02035843624624994,-0.13319206657553137,-0.05070655992666773,0.003769777667821468,0.0071171862534823,-0.052539341545367844,0.005865755224298783,-0.011266541251016723,0.01462434382304785,-0.018604607312099165,-0.047782283825068494,0.014099536770840934
15,3,-0.009807210545833438,-0.07451706577936279,0.11792850827773584,0.08069123294698015,0.020245112753164044,0.010953779701450983,0.01014910032345769,0.01917053955262289,-0.08320358367427348,-0.013944302385836705,-0.016417874017414253,-0.017402525967251233,-0.0035786459031444356,-0.006139535149269695,0.015196076914504534
16,3,-0.5468476720113173,-0.10126995358846427,-0.1645370695739616,0.04052385895814192,-0.1554989239110352,-0.0437465492495883,-0.0114665856692436,0.006463520443498729,-0.023043433100136932,-0.018131250625398606,-0.026570737303413253,-0.017884651409066775,-0.004656860511341761,0.004666029676728774,-0.039949388446512385
17,3,-0.5401670801515024,-0.11712278760960239,-0.15426747584717732,0.024426728588159953,-0.15044161102315534,-0.03999883259060021,-0.0024450291593526925,0.005564406811128828,-0.04698948714458971,-0.0031815008773554126,-0.005331347416278141,-0.00715449615106872,-0.015095649812333444,0.01161648911857719,-0.009592043896980849
18,3,-0.5237403945472965,-0.11822279451069596,-0.1604016548976679,0.04102723621725535,-0.15341627147580567,-0.0388260242183218,-0.004140204635031137,0.005771242237303841,-0.046786859755461124,-0.00480295039305615,-0.010591584392041511,-0.006919484075483021,-0.014742969647383395,0.011515108821829111,-0.0036510177639222773
