feature_name,feature_importance,rank
ic.eps.ratio,0.08518002452836938,1
ic.eps.max,0.07402026382993536,2
ic.eps.s,0.07356290453257255,3
pca.expl_var.cor_init,0.044294353637112725,4
ela_distr.kurtosis,0.03991706920128079,5
ela_meta.quad_simple.cond,0.03706418044985208,6
pca.expl_var_PC1.cor_x,0.03325587625248103,7
ela_level.lda_qda_10,0.032242571516443295,8
ela_level.mmce_lda_10,0.031279663080587196,9
ela_distr.skewness,0.029831802852541087,10
ela_level.qda_mda_50,0.02854156259175461,11
ela_meta.lin_simple.coef.max_by_min,0.027146785403259047,12
ela_distr.number_of_peaks,0.026749025070176402,13
ela_meta.lin_simple.intercept,0.026178234164616714,14
ela_level.lda_qda_50,0.025574304946707562,15
ela_level.mmce_mda_10,0.02506994074766825,16
ela_level.lda_mda_50,0.02430927715103536,17
ela_level.lda_mda_25,0.02423378175726496,18
ela_level.lda_qda_25,0.022369084218167874,19
ela_meta.lin_simple.coef.max,0.022347981586422896,20
pca.expl_var.cov_init,0.02224942811259577,21
ic.h.max,0.0220679209630433,22
ela_level.qda_mda_10,0.021097316106916595,23
nbc.nn_nb.sd_ratio,0.020291896354761006,24
ela_meta.quad_simple.adj_r2,0.019802083960272804,25
disp.ratio_mean_25,0.019107477466846417,26
nbc.nn_nb.cor,0.01873330010794246,27
ela_level.mmce_lda_25,0.01833280983147131,28
pca.expl_var_PC1.cor_init,0.01805894824221935,29
disp.ratio_median_25,0.01750824905654571,30
ela_level.lda_mda_10,0.017190065455413035,31
disp.diff_median_25,0.016942669950263282,32
disp.diff_mean_25,0.01663457129054396,33
nbc.nb_fitness.cor,0.016602752310591575,34
nbc.dist_ratio.coeff_var,0.016337054549660616,35
pca.expl_var_PC1.cov_init,0.015633912597199776,36
disp.ratio_median_05,0.015530405982420439,37
nbc.nn_nb.mean_ratio,0.015455522469588173,38
ela_level.mmce_mda_25,0.015227378479539588,39
ela_meta.lin_w_interact.adj_r2,0.015020654024000575,40
disp.ratio_mean_05,0.014992171944230595,41
disp.diff_mean_10,0.014851909259788416,42
ela_meta.lin_simple.adj_r2,0.014177347936574228,43
disp.ratio_median_10,0.013675123110296042,44
disp.diff_mean_05,0.013664948696191342,45
ela_level.mmce_lda_50,0.013535692963856913,46
disp.ratio_mean_10,0.013316952453866389,47
disp.diff_median_10,0.01302244915773274,48
ela_level.mmce_qda_10,0.012985383689185656,49
disp.diff_median_02,0.012931317087001007,50
ela_meta.lin_simple.coef.min,0.012922999577280716,51
disp.ratio_median_02,0.012583708045974097,52
ela_level.qda_mda_25,0.012488696344738301,53
disp.diff_median_05,0.01243824369184455,54
disp.diff_mean_02,0.012194383391943226,55
ela_level.mmce_mda_50,0.011888399093557345,56
ela_level.mmce_qda_50,0.011826381900662146,57
ela_meta.quad_w_interact.adj_r2,0.011347285528776093,58
ela_level.mmce_qda_25,0.011209182409340074,59
disp.ratio_mean_02,0.010763224421114466,60
ic.m0,0.010443595152390364,61
