f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,nbc.nn_nb.mean_ratio,ic.m0,ic.eps.s,ela_level.lda_mda_10,ela_level.lda_qda_10,ela_distr.kurtosis,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_meta.lin_simple.adj_r2,disp.ratio_mean_02,ela_level.mmce_lda_50,disp.diff_median_02,ela_meta.quad_simple.adj_r2,ela_level.lda_qda_50,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_10,ela_distr.skewness,ela_level.qda_mda_50,disp.ratio_median_02,ela_meta.lin_simple.coef.max_by_min,disp.diff_mean_10,ic.h.max,ela_meta.lin_w_interact.adj_r2
11,2,0.41566675099599465,-0.15190240101178162,0.11626860918995591,0.09070740580177306,-0.03414331602591609,-0.012851972985846064,-0.02971616279994705,0.019451523686387383,0.009162826206101746,0.036228231861389945,-0.011860960722269921,0.007405926369408663,-0.017763430053050075,0.03800783452276576,-0.0154550094829744,0.04405100376719553,-0.017200850990834023,0.04198721842525418,-0.007003254111370905,0.016459559299007144,0.03828686563925391,0.020216416288679463,-0.006425081316613465,0.0007733026524631119,-0.0026205906759493003,-0.019678630449950617,0.01701993050626818,-0.01579323449901014,0.01296729345876566,0.00039837930004074
12,2,0.6629616145346031,2.0990890472198482,0.07436566740413955,0.25786333343510986,0.008588022835345547,0.30880211064312796,0.01641904859936494,0.004524480962225128,0.11715223267702003,-0.0030615289786467973,0.0001561569181993783,0.0022680895404923037,0.01827464668238636,0.018247138186037293,-0.008277684104390039,-0.000995092915266438,0.03379883812185895,-0.004279994440732748,0.01586710844270613,0.010007763457904205,-0.0007366071771449455,0.001905456745499816,-0.005126793917351221,-0.011822808235269116,0.005038227235927537,0.05538474979602892,0.0038293346071446677,0.02413206047888021,0.01654074172892485,-0.0002832038393139692
13,2,0.3822852433396711,-0.22275053192069316,0.09572501077229921,0.07594635225198812,-0.02225929673027987,-0.02129793839325849,-0.04918396825105596,-0.022352625315355923,-0.012007700128775535,-0.021877057833606973,-0.006231920042671248,-0.012696593401191553,-0.019148482904543854,-0.009678476053302775,-0.015932484157336755,-0.01611512950117245,0.013332723007190706,-0.015603191503024581,0.006160168842750621,-0.00912108395886172,-0.003650491110503447,-0.0019189005961607042,-0.004963901275518884,2.3896132905766186e-06,0.007063426592936338,0.016637200958650077,0.006697923592847769,0.01632733682033725,-0.0061157932144852295,0.0014310337806780944
14,2,-0.5228302824834905,-0.2633898174517268,-0.014474838817903823,0.05652794968384748,-0.08841178622005134,-0.03506119759621974,-0.019951582927935346,-0.032103349870474265,-0.019227647977356346,-0.039466169361397456,-0.034812445505588374,0.0028884326062027827,-0.01086218956268945,-0.008393269155926522,-0.026539268634212927,-0.012981201493784794,-0.02275981995547353,-0.014198438258142581,-0.00589854488591866,0.0022171161502785694,-0.002755803230754137,-0.007363198531544753,-0.013416559757566372,-0.0033630952758690615,-0.002852174116639886,-0.005332636974463576,-0.007234767542223412,-0.021987976289816358,0.0024916062255176384,-0.011790730346560002
15,2,0.3594198799387449,-0.2228680946549171,0.1261335198368946,0.06901350982778337,-0.00320713951386062,-0.03454382653136623,-0.04465373575949079,-0.021995573506581798,0.002946953989176997,-0.01891212992360226,-0.008444759801717942,0.002598187440951106,-0.020565354340038127,-0.0034499072141858773,-0.01033123037140329,-0.0047851194289084235,0.02201701483474836,-0.01638480192063558,0.002732084750489562,0.008087229365763237,-0.005631418210860235,-0.002978625418805485,-0.008741996337346779,-0.0067141172450016105,-0.008640817724602089,0.02043621905086483,-0.008304333457207392,0.021294349648912744,0.0012353817598003676,-0.0018116823832666537
16,2,-0.4085189965928873,-0.1833295926957202,0.0967258489026731,-0.10836732032498664,0.061721417449316605,-0.026718823699059188,-0.01898897655502954,0.025994399479944738,-0.01068060280751137,0.023687484553439643,0.023344387274808344,0.021887881366058744,-0.0045318494893564695,0.01627130612562166,0.025665409440130547,0.016736235863379006,-0.017061943384359207,0.019873313129383157,-0.006230556761402886,0.00517330798388231,-0.008545269209516957,0.008389505356032431,0.008250109935570533,-0.004735778021897094,-0.009668215051551986,-0.022246934650476925,0.00948816847492173,-0.006658436769664872,0.02637390696572563,-0.001587149894412935
17,2,-0.4198928780564544,-0.23850218578929402,0.08476970089267115,-0.09750080051860831,0.04808561422404635,-0.030325408131578042,-0.017001819415744086,0.014152819916523273,-0.015181219602337048,0.01881343009730685,0.01652758771223085,0.01335129969782003,-0.02134316551427642,0.0035843493851697105,0.010647376972036349,0.0009060267860118435,-0.021311923496962294,-0.004445179066710447,-0.007721270154375371,0.0026264590577666975,-0.0007970980248840873,-0.002452421646181201,0.0013447526618732164,-0.010620962064462884,0.001300951728447753,-0.009920667931989958,-0.013116461752071004,-0.003337062545112177,0.0004376897523306035,0.0014910472247280978
18,2,-0.4040188257988709,-0.24074539767690553,0.08489099967506654,-0.09274674037714659,0.05015898699425458,-0.03085332641903615,-0.019819074104524464,0.017447426178376777,-0.013256174927221585,0.020526233609933754,0.014447304955454661,0.01464196357761261,-0.022627814339814433,0.003537668005600459,0.010102957575652579,0.0006843292513875882,-0.015028120467997792,-0.004700349225221821,-0.0045620961614165605,0.0036508509198354333,-0.0007701618318969994,-0.0015977153814399222,0.0012489999768625435,-0.008895036830213792,0.006846307825523433,-0.009340057107457786,-0.006334583525327899,-0.009714303432230238,-0.0001672830846126582,0.0011588700483184467
19,2,-0.55750255013639,-0.22829188885942353,0.09743836787701744,-0.13295733705723228,0.05487272420514305,-0.02884014576705886,0.024048430753550478,0.006378220576214336,-0.015617639955451176,0.019825709642365155,0.017788474143800168,0.01542366537157403,0.0018570119753669873,0.013624160751472708,0.021161242101751212,0.01555254229064665,0.01736313712118173,0.01793034057937241,0.0017925452488578898,-0.0033236742704328428,0.005360572319279502,0.005166130084244064,0.0031296940493018457,-0.0020298161665424884,0.008350487959838592,0.016450835528614063,-0.0112499381899881,-0.0005819654422808147,0.001501811252650392,0.006681617727977618
20,2,0.2011854663896707,-0.24240956775205075,-0.5887123018087679,0.038532336301405255,-0.07268595541560302,-0.026967015495301054,-0.020754055963034396,-0.02561867261864425,-0.004129652242144605,0.0030133849757155926,-0.014628933484630348,0.001037733890981551,-0.008345659147949663,-0.005173870610402308,-0.017105031388227165,-0.028148528485358485,0.002694529476612523,-0.017950445730950542,-0.002920889271438081,-0.010704540192393575,-0.003232565119684661,-0.004032428848053815,-0.004293432696850139,-0.008547957238019824,-0.007920257640347442,-0.0014656410557256703,-0.007311587234822797,0.0047339247009568226,-0.002354143668426222,-0.012734597586654715
21,2,-0.42689735817165503,-0.19115871710743423,0.0921223154276754,-0.10949797579474042,0.05970722876080942,-0.027646755404199516,-0.01864796054015381,0.01998079056469023,-0.01639879241806533,0.024334714172110215,0.021373716340218923,0.02089928206909984,-0.0061823323053889455,0.014619243561355992,0.02732835085538631,0.018061497187282824,-0.015430304713812439,0.01798236591498413,-0.006666519883936342,0.004353497748928895,-0.0009840412164463341,0.008235295252178929,0.00792339773357174,-0.0068829562480035205,0.013324805927086288,-0.02336434224300639,-0.01137672228185683,-0.001833778066624017,0.02365901842549151,0.006698832058933318
22,2,-0.42332451319192616,-0.234923463148764,0.08514893757569578,-0.10467084284247113,0.052284004688395114,-0.027201484221622378,-0.016865520907373907,0.011207321430200009,-0.014340826084299253,0.027527453811173098,0.017973736076269356,0.015986831455512218,-0.01743120800641773,0.0028294019092948218,0.02081947014675671,0.007300585467380202,-0.013763397397929285,0.006734183881006799,-0.0015143315820950252,0.004667849690473581,-0.000108956319242177,0.00439633539746977,0.002519091506670997,-0.005170265734395044,0.013863106908673897,-0.009744368979476007,-0.007690271444381337,-0.00426331469481929,0.010174058196645155,0.004763642676087804
23,2,-0.5052723758116188,-0.19346205119791182,0.07817713443035307,-0.12475100720420607,0.042885329363529186,-0.02777368963142049,-0.01699364357229041,0.01877691385292817,-0.013409850423449087,0.017931973698702867,0.017915860473407822,-0.08668409790200596,-0.009090123275666169,0.0136785928722053,0.02145335759903252,0.015622971517860716,-0.028007472870372113,0.016106192043851345,-0.013462388839237414,0.0042931366240682245,-0.006264719518963395,0.002649923144835104,0.004576278137321808,-0.006150986162708708,-0.014509119832320345,-0.02459939099386306,-0.011587324710315611,-0.0090026296493836,-0.08405362971595562,0.005360871035080558
24,2,0.3288015644662794,-0.20043806629764582,0.11974056991205312,0.06507368352334557,0.031948424738317514,-0.02920477759544994,0.02163918699903974,0.005285892395057074,-0.01501618894182775,0.009170866602794519,0.005348953035508711,-0.012662918532064086,-0.006045296194536173,-0.0005764101274800082,0.00036997002034698507,0.006863364607359269,0.00924721539743053,0.006310757347547155,0.011771080883324823,0.0037232264249617165,0.005390147610803931,0.0032862477153149995,-0.0007853628127870796,-0.003466225334996718,0.00392369762792277,0.014948009517435664,0.006369000025056634,0.007514578755635383,0.005435487355443807,-0.0028761476811188782
