f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.mmce_lda_50,ela_level.lda_qda_10,pca.expl_var_PC1.cor_init,ela_level.qda_mda_10,ela_level.lda_qda_50,nbc.nn_nb.mean_ratio,ic.m0,nbc.nn_nb.sd_ratio,ic.eps.s,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_10,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_50,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_level.mmce_qda_10,ela_level.mmce_lda_10,ic.h.max,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_level.mmce_qda_25,ela_meta.quad_simple.cond,disp.diff_mean_02,disp.ratio_mean_10
1,1,-0.30653018446428953,-0.4304964097242032,-0.3328909124454085,-0.03191813997471127,-0.0200377861155656,-0.0019078975072668008,-0.07454336981570703,-0.018075868569185874,-0.04334478437218127,-0.0026769251204167947,0.014463431186896922,-0.04685938183485939,0.003918220875218473,-0.01993277357645478,-0.03006880802382226,-0.005821813917308571,-0.035291795275546926,-0.015170681142793331,0.00702390062359452,0.005708020638788984,-0.0016232143720067984,-0.0052552903727542295,0.0011078242688867645,0.004774097373069707,-0.009252077463589753,0.0018950491571868453,0.0072377168994513606,0.0042212033558005424,0.002689836999945611,0.00615169024635516
1,2,-0.3095558024392465,-0.4407206122201245,-0.3186834654705882,-0.022994647557469914,-0.02067130864349552,-0.01119070783698761,-0.07768687442791343,-0.02008936854732444,-0.047271108317698186,-0.0029126148933106555,0.0020422958215062592,-0.040602533677851285,0.003734322992817808,-0.019996306682254994,-0.024916522961879704,0.004626874892294268,-0.0397959107974908,-0.016058350366462425,0.0038974495863577574,-0.0018953216212687241,-0.005731777815610454,-0.00516912909229237,0.0013150457808072309,0.0038783977693405847,-0.02010299530533535,0.001965235718101649,-0.019950201279370913,0.0039840923669626415,0.0028107823560255237,0.006432782428854802
1,3,-0.30974414614614665,-0.4437588416796019,-0.31801149813672874,-0.02459107143703567,-0.020646184526989755,-0.012469761594705808,-0.07634577714206026,-0.02016693119255814,-0.04531487950216972,-0.0029127491126050547,0.006359417361370984,-0.041143144139678574,0.0036080222183163396,-0.020186124199565336,-0.024862264724665226,-0.005565908553696854,-0.040402751721859476,-0.016665052512039084,0.004161433297508027,0.004001995421397167,-0.00561997582168075,-0.005182787294210881,0.0013470781560958709,0.0039609791612741025,-0.020411131250232178,0.0019198316166022323,-0.020180588076119076,0.004227188080051341,0.0026865666448390967,0.006381850402911663
1,5,-0.3097730292254506,-0.44181147752135586,-0.32881125588106697,-0.0331669898264202,-0.02011615692310905,-0.014080913754276116,-0.07515057460221906,-0.018704044053037522,-0.045135516667940946,-0.003198231202116203,0.01556202146813314,-0.047509232517414596,0.003708536626964125,-0.020091661708915055,-0.024831342083413737,0.003953867185926052,-0.037773654428042966,-0.016985707915636184,0.005330458056314839,0.0041772216820047375,-0.00543640824790492,-0.005447955673571344,0.002215253007939692,0.003908875143502989,-0.019907546149500965,0.0019064370490791496,-0.019944093691635623,0.004063079888115055,0.0027350133226678695,0.006706013229527552
2,1,-0.2750130426856631,0.2972571963096236,-0.6352943252904251,0.04665077160307364,0.07958951521424619,-0.026723912790437235,-0.021899340763140072,-0.010755991770312804,-0.01137491409194672,-0.013365356719223322,-0.015455462361199239,-0.010178697358995419,-0.008174540821444197,-0.015830286510614383,-0.013263354741734698,-0.005263848558060513,0.004892294834595147,-0.013982844763173696,-0.0038177427500442037,-0.006519113073000074,-0.004113697888151239,-0.001304887023567418,-7.306700569502259e-06,0.0006209446609383798,-0.013614078320052642,-0.006335811795474591,-0.005776185125104978,-0.014432449032604143,-0.01237801418186119,-0.03212173002493582
2,2,-0.27398434987405373,0.2578425410695102,-0.6659853859880761,0.047453410639375346,0.033223911752220246,-0.026485317624100824,-0.001296772460096634,-0.014769117174199266,-0.012802860593433607,-0.012083967294083234,-0.01542400230712189,-0.006817025027466326,-0.007874711440378242,-0.01533880325721978,-0.019094389809264468,-0.00806260042011426,0.005381960237212665,-0.01706370175757456,-0.006546818017105403,-0.006886901356607067,0.0069462570024327016,0.002011429046226032,0.0013691658865844826,-0.0007491364527764085,-0.014055828162159188,-0.004650780570756686,-0.0057697791345191745,-0.012612217961318051,-0.012228914125251057,-0.03275877404247115
2,3,-0.2680701533603866,0.37240921227174445,-0.4949314260224496,0.06382893951576356,0.0715894509856561,-0.020055683415733015,-0.0190477435566512,-0.0010409769786481641,-0.009395409638967853,-0.014707038632103438,-0.013576259194592651,-0.0029893982744262485,-0.008141053223806087,0.054718288137823826,-0.01348676489387288,0.00029337779629767444,-0.0040534454666879246,-0.009658936164110439,-0.002907461072548096,-0.001380353610363162,-0.00012805729534832555,-0.0012180889481178253,0.006760058719200638,0.005218828882828341,0.005001526017901378,-0.003988891735563947,-0.018834404739119563,-0.013518375258225848,-0.012635512743405056,-0.030195290239618325
2,5,-0.2750873167333833,0.3260940405628897,-0.5662441024051607,0.055589866022484814,0.07906015337043884,-0.024717795268356876,-0.018432206117368847,-0.00990486918381352,-0.010937558360337276,-0.012938656238452074,-0.015853542956068317,-0.022473584536907714,-0.010506115111534365,0.19724159822763657,-0.018105397514240146,-0.00455342543406985,-0.010052522053020228,-0.014009568327401174,-0.002442921680996797,-0.002787285868100237,-0.005264373610206125,-0.0011410295127333,0.004517539794402156,0.0029614367802056753,-0.013258841697870094,-0.0036190474123557943,-0.0009396755997532772,-0.014198595688494542,-0.01184729944009809,-0.030900954509923126
3,1,-0.24807597942496476,0.4688653286256718,0.1204160774562779,0.014076523158382235,-0.02209379789563461,0.000813977481596324,-0.025731829923878926,-0.013120624901555248,-0.013793360438398093,-0.012671254241149978,-0.03049879400100272,-0.0010832055807612193,0.0049929490657777,-0.016648641618894545,-0.00452018073330652,-0.006747717983261049,-0.015605630146507274,-0.005667069375375573,-0.007198211025084399,-0.011785919453829154,-0.006796151413629373,-0.0027032286609432548,-0.0007055312280826571,-0.0008501566216724266,-0.0034115696899565,-0.0017643408446953708,0.0028914409418363952,-0.0021245693395511747,0.017741626265728234,0.033565508040972865
3,2,-0.2402977715343944,0.5009312573677798,0.11879617700798735,0.01925712206746565,-0.013806140188855951,-0.022814413949908918,-0.023248842770258873,-0.015894928764355772,-0.011829934261904774,-0.020797851640500985,-0.0311111508675137,-0.01843808333521282,-0.005290591410290058,-0.01676150699671284,-0.010951498949454314,-0.01775616366473991,-0.014827459851278424,-0.01968623178686067,-0.0064749083918774,-0.012773339894257347,-0.01055903412554388,-0.002282132246219397,0.008071217922845958,0.0033523723598317696,-0.007286105796789791,-0.012504537118194402,-0.008170883775115574,-0.01278102926270912,0.014927939718401074,0.038998839657989726
