f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_level.lda_mda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_meta.quad_simple.cond,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_10,ela_level.qda_mda_25,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_50,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_25,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_50,ic.h.max,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_10,disp.ratio_mean_02,ela_meta.lin_simple.adj_r2
11,1,0.42332063598723957,0.26677447415584676,0.10384411394721377,0.038476309533542745,-0.024258158907319465,-0.015108989160688455,-0.010711003479040195,0.02243145822482318,0.002133662508039383,-0.03244243247146686,0.005056156351215296,-0.02722548370479495,0.033041031932233324,-0.015727362845382172,-0.05253443531482331,0.028527002323554602,-0.0020345616222212457,-0.0042566208631016865,0.012241136512319594,-0.06009149784027372,0.025002664599411476,0.020613816703658815,-0.01364029800961264,0.017570117749510096,-0.00706478475307558,0.003985179983826742,0.008237097391329063,0.006717888997286851,-0.03812406554130908,0.023860902029068855
12,1,0.5885288542421028,1.9140301314491575,0.10433764129565651,0.21496215663378385,-0.00896607865505221,0.25108323951526557,0.2882579576979414,-0.011524029826108659,0.003717514913865616,0.006101444831604851,0.023743705124048643,0.004549314170571654,-0.0014606093246641349,-0.006113288977312535,0.046789948759665564,0.038127212307635355,-0.009857694933173901,0.0018777326856502718,0.011342375198064341,0.025007135308468813,-0.003978988174599764,0.008617467538206552,0.0010507682698137387,0.014040818004163668,0.006331845684423883,0.006671363008673267,-0.005140771916626722,0.0018419876357733023,0.033537243645785024,0.007800543260974824
13,1,0.4997516825537935,-0.19834553157618928,0.11372033086663676,-0.012799766613639844,-0.03201998031013748,-0.019744626226074473,-0.011326450334189322,-0.018449423805254273,-0.031103046559832283,-0.012459798996444832,-0.023187793562840068,-0.004418319513486567,-0.015892317085799062,-0.01502780942205163,0.008013157040585493,-0.008227962441219922,1.330765935956332e-05,-0.007309627158359638,0.005660509529583978,0.002861168203404502,-0.01285339215651801,-0.01291499821978195,-0.014311411326491209,-0.0014894769356740246,-0.005277999882587884,0.00019754064033884625,0.01082140447750933,0.007786772055544472,0.043485530831153724,-0.015600885798618175
14,1,-0.6424498510693503,-0.2442505810638007,-0.024920596219182682,-0.024485334772495735,-0.07108933805130162,-0.03135022676778568,-0.033659945148949356,-0.04323899728749369,-0.03395317529673683,-0.010415906370307412,0.0038683598981548357,-0.010490034696761087,-0.011677521862687149,-0.039340535807486844,-0.007814758160859078,0.005611295256861344,-0.00099369465576528,-0.015579092392684032,-0.00041884949243008667,-0.00861288851090055,-0.007549252512705421,-0.01844386111898207,-0.02872356697128469,0.0014490682704942491,-0.013493294012484842,0.002114966507562606,0.004689271481592184,0.003115827127678774,-0.04407656199884415,-0.022933114322173397
15,1,0.5084351129184556,-0.19050739658944638,0.12893721059746605,-0.010118246635540876,-0.01751784594457239,-0.02105894591769168,-0.011311093711285284,-0.017009376880033327,-0.0062358689508433,-0.016068717693033075,0.007180820016770289,-0.022031518490687737,-0.005917818499388042,-0.009753931001451211,0.00954867250355953,0.010990624654685928,-0.0007375927535883039,-0.0076019564758053005,0.004396477140865873,0.018118235071857364,-0.010653016711582123,-0.006991402362136745,-0.0050773595196841525,0.010538505408749286,-0.005902100918799509,-0.0009827066978204074,0.0052583834955853585,0.007103862383699029,0.04346914428375511,-0.003934945686196185
16,1,-0.5067154887730211,-0.18645344765184374,0.10131277796483577,-0.007931037195098894,0.04522448049966609,-0.028834257684787253,-0.017143738931786983,0.031251119505712,0.01947065334273314,-0.005157942627763417,0.009967983977493225,-0.007173291650965924,0.011651646366936608,0.02583877531997442,0.0023224919340146034,-0.00043951236406257726,-0.0006883961181602188,0.014127424909295229,0.005295189992051902,-0.013186921331089492,0.015717429316069127,0.00906877570458131,0.024206875918620807,0.005948332491287831,0.009447246896159396,0.019684651847673314,0.008309331063412393,0.0026879582541118135,-0.0171986268536982,0.015466067590528432
17,1,-0.6345270944671081,-0.23429394162313402,0.041055177924863455,-0.0123729856370328,-0.06487253129415733,-0.03182363276614749,-0.03309947647356913,-0.040834182214178574,-0.002747087309511276,-0.00908025983085868,0.008129890339142846,-0.01068233814290391,-0.011627160977324278,-0.03773247450509159,-0.004358405690926912,0.008561170349409786,-0.001004841670437533,-0.016048420331620013,0.008684025370738703,-0.0013796052543871085,-0.00941525762767204,-0.01259906312730187,-0.028918185229258087,0.0026705473906775763,-0.011860548482126513,0.0042782420270322434,0.0018708507904965869,-0.0003692276817762649,-0.04185306925837115,-0.013744937351075362
18,1,0.44105162034339146,-0.19863079560547384,0.1230083899363586,-0.010196951345257577,-0.013859822965117875,-0.03136971247286072,-0.018272937709539607,-0.019542149511932377,0.008742711240713222,-0.020848700193599853,0.004802241319513776,-0.022686396954102687,-0.018330555525992956,-4.703113848173883e-05,-0.0038214646309102495,0.023497028779820798,-0.0005119015553767804,-0.006559560867079029,0.011317461250010747,-0.016836732858303366,-0.01613561202803782,-0.0026043951897043453,-0.015356443432738514,0.007657046936038351,-0.0059878788599723185,0.006167452552825871,-0.0017314174423427697,0.0017750653154318245,-0.07801217826785171,-0.0024737577179875826
19,1,-0.6518583844787306,-0.2174902156522171,0.09685577400192079,-0.01738905046178649,0.039878916069517274,-0.027457505135926142,-0.041106883579583905,0.027787790166394464,-0.0029952204674948088,0.0012256985719216087,0.018683582882844097,0.005569664347529036,0.011285032368231149,0.020801900189820297,0.017261514424231073,0.006988512250666386,-0.0005552298134160312,0.010371512156351988,0.0013715722492711898,0.008783357417277385,0.014144704231949131,0.014787903528689203,0.02080351641459384,-0.0008093130256903682,0.011281164637117636,0.009350663973215661,0.0049938474122950905,0.003322326223303258,-0.01844050885004375,0.013629800269374595
20,1,0.25206785777883656,-0.21992932185158376,-0.649364017810884,-0.011998597792803725,-0.03711682126844226,-0.02562570459107584,-0.015164647592285089,0.0015683673758264027,-0.013950585016374023,-0.008440517691231225,-0.0014424335682167136,-0.01253335640768377,-0.005197112540700047,-0.01651865231822442,0.0006374722252614691,-0.011611884274889645,-0.000361174598431775,-0.00702821641893112,0.0007220295767559585,0.007484870693701992,-0.005647267678282133,-0.01310369641385842,-0.005070843725445256,-0.007497286538040122,-0.0028913780849754355,-0.0006155779636927919,-0.0074842962069749585,-0.03719492981254082,0.018077838918056793,-0.015655955046173273
21,1,-0.5422189934810147,-0.19464738395838324,0.09206884642579412,-0.024406280231368017,0.03881351465844468,-0.02973396862668859,-0.04610451277692849,0.02758346906752885,0.01732547542328244,-0.008297504048456287,0.01879686992119418,-0.0057752843853494246,0.010579568917827891,0.021797631481640434,-0.00114486325334862,-0.011388546052104438,-0.0006993031998338448,0.014654730139704503,0.005897484276322291,-0.01536095347763117,0.011158694742006463,0.013623043046691166,0.022964206751179824,0.005125140385719949,0.013778731379660913,0.015954029547364627,-0.01751388939817102,0.0014391515922829701,-0.016418558427714607,0.01335936077787126
22,1,-0.5361776268041226,-0.2200312992268989,0.09198057630225441,-0.024192919741786178,0.03836844135364009,-0.027536262061274703,-0.0454292321917448,0.027323048656468837,0.00043082723978249415,-0.007964599992071728,0.014552267890909229,-0.013623854827261975,0.003936763514679257,0.020660524039292267,0.01872343385866715,-0.00847611611176488,-0.0006972263393400319,0.011335788008089426,0.0064895526597347035,-0.005588100261868292,0.005735974598207887,0.013259527829268371,0.01811568192744702,0.005459409111856887,0.010648478378124106,0.01109090179433882,-0.016844486545713976,0.0024313506834814096,-0.007713159305694185,0.01368962122186768
23,1,-0.5930537028874289,-0.19633866651764528,0.0903808809197387,-0.025474026924472537,0.033919661258953626,-0.029048777309767588,-0.048036656558377216,0.025678785234149355,0.011160430482188765,-0.008266166107529106,-0.0938462229258162,-0.007345921039061184,0.009761956180425536,0.02250547381851397,-0.007413023760474654,-0.005383914772393707,-0.0006859985828222336,0.012063129420118722,0.004831457222930225,-0.016535857020390024,0.011733745181180116,0.0068187161322001665,0.019567456368249796,0.00610874978163166,0.012195063887966113,-0.013167507437402581,0.003626333958581761,0.0013882142508964558,-0.02391370003984634,0.01359739459215105
24,1,0.43364242760237837,-0.18199192796362093,0.13161994842006605,-0.018182911204167488,0.018078560846956485,-0.028877272273581434,-0.02430650675679771,0.004661790263805576,0.007194217688988867,-0.016027580163869827,-0.018815968245901364,-0.005344954644551857,0.0067599138307658,0.006483339581447674,0.018859926031323474,-0.006980752546456987,-0.0007687593676190831,0.0004544860126601409,0.008000030281698439,0.004376595133517595,0.0028284326482988812,0.011323267956190076,0.0016200390233062217,0.012970313172134285,-0.007256670456672562,0.003339231524569296,0.010032605747891788,0.00877878494110014,0.017340522682891327,0.011548562218617558
