f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,nbc.nn_nb.mean_ratio,ic.m0,ic.eps.s,ela_level.lda_mda_10,ela_level.lda_qda_10,ela_distr.kurtosis,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_meta.lin_simple.adj_r2,disp.ratio_mean_02,ela_level.mmce_lda_50,disp.diff_median_02,ela_meta.quad_simple.adj_r2,ela_level.lda_qda_50,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_10,ela_distr.skewness,ela_level.qda_mda_50,disp.ratio_median_02,ela_meta.lin_simple.coef.max_by_min,disp.diff_mean_10,ic.h.max,ela_meta.lin_w_interact.adj_r2
3,4,0.3674060369651514,-0.213517127746665,0.10058425558550459,0.07637316540552117,-0.0018244529652804476,-0.03159038694652472,-0.0396582693154685,-0.004447889816580991,0.001773315201556162,-0.01923770642105749,-0.009172911095943408,-0.001197636645332414,-0.02345307829468566,-0.006680928328129489,-0.002103323595034304,-0.009425718294096915,0.018553896219315615,-0.018616720981753418,0.004634542785995049,-0.011372985780171908,-0.008162774052944296,-0.0065332871025359,-0.004145197154768355,-0.010573164438272093,-0.00646530865658427,0.011305958447165724,-0.009839221245593274,0.01639865864676471,0.0007092080727816276,-0.0033610181208034665
3,5,0.3386889894244548,-0.2100159998173507,0.0999470598834737,0.06390433487103638,-0.00016129313241826785,-0.030809665416286387,-0.011849303805090711,0.0029772169504791958,-0.003846609787517489,-0.00046574117176880305,-0.0036454241525991607,-0.00598784578689628,-0.010384663219888443,-0.006810003424337307,9.539080706436132e-05,-0.006104599295497611,0.021703136852938742,0.0011252078736936446,0.010403086724590978,-0.01942617540354997,-0.009651962991278792,-0.003651273782223125,-0.0032947331332688345,-0.017714768624579387,0.005192560170203679,0.029987412460876908,-0.009953932665551299,0.008706117775404526,-0.0008404426977070925,-0.004274950808866391
4,1,0.3030211449873289,-0.206613319504148,0.10701432562081732,0.06463104305861564,0.03294535217866911,-0.029324369050506546,-0.03685242644841106,0.005486789904857356,-0.0008526803304731665,0.019554900252187087,0.006001006272089643,-0.0016931796174865772,-0.021342283288373152,0.0016869361948050727,0.0029601942564725287,-0.0027809523540564965,0.012182011467833629,0.0007496469860033419,0.000869390396959626,-0.00546864183841997,-0.007915941329869414,-0.002693437905484442,0.0035490116303341862,-0.009672399793886979,-0.009202172488002158,0.0007857743527553248,-0.010393531352148632,0.011367723101965505,0.0052276718794480115,-0.0036943713556216434
4,3,0.34595320536154744,-0.2094991381887254,0.10104621367539032,0.06898884197117153,0.005292220266645145,-0.028446235927652837,-0.03694825408953622,0.005435964358305466,-0.0011550509978811452,0.004194940400749641,0.003750772884601844,-0.0027072054936385834,-0.021210853726280593,-0.005122581161683289,-4.510618426345626e-05,-0.008919671382569003,0.01973173570593794,-0.0031384656885310044,0.009027345157971047,-0.009090568534846901,-0.0084273319073085,-0.006135047305569025,-0.0012101086715824755,-0.010674296022030254,-0.006250581421687323,0.016252723529990357,-0.011593273442171249,0.011205682349563791,-0.0019982236439071905,-0.0037886061569432066
4,4,0.33867123993330484,-0.21137366337685384,0.10379605867308625,0.06397160573523936,0.006995788207087675,-0.023692682663220173,-0.03323973934689948,0.003312961023467734,-0.0016478169098446517,0.008336022390780164,0.0037180344450059256,-0.0020721590192099982,-0.020568936750144706,-0.0012398665372567808,0.0012887077578152006,-0.010298693538502898,0.02079656510307378,-0.004855855677080849,0.002671128397009043,-0.008961750534803668,-0.0076597689878748565,-0.006185763889875554,-0.00010002158951951199,-0.010379165643395716,-0.0043788438041290085,0.00855431741978185,-0.01101546563080448,0.011006468278718139,0.004492647492954991,-0.003882933713089968
4,5,0.3178019535149476,-0.20797566136064063,0.1067936471473018,0.06624305480885044,0.03378490134750458,-0.023572716678611653,-0.03350736051088871,0.0035820918203163404,-0.0009309742693500274,0.020160944096857453,0.005983298485139823,4.68164386188105e-05,-0.020672777238651623,0.022721210393379328,0.003366801372596931,-0.007610991450162752,0.013314770323135952,-0.002345927309284534,-0.0007801398853952957,-0.005166522418047,-0.006310591478589698,-0.007359522551072252,0.0012402073397797925,-0.008980241534662758,-0.007940779778697981,0.00251617365113823,-0.010133044693105253,0.011924468640539825,0.006684315799604876,-0.0029352556199401776
5,1,-0.36570267400070333,-0.2612043780859248,-0.23945087632654424,-0.08857360404205594,-0.08152514517797428,-0.028901165281306086,-0.006426360380979804,-0.03125079048086014,-0.009436085119360615,-0.02968430599999404,-0.030168820804009053,-0.03132959900049791,-0.002020754974434256,-0.0052493625829564084,-0.02022782190387535,-0.009706931309563073,-0.01136935968005142,-0.0108977085821784,-0.00199225010629642,-0.0076667944050171685,-0.001917908916451857,-0.00258581931305211,-0.006066561307265845,-0.005843780910868501,-0.0035129952661549484,-0.0060263096976477335,0.0065202336930698076,-0.0019605722208577234,-0.00103968442030362,-0.0007944555685621404
5,3,-0.3633897512230766,-0.26096177005573123,-0.23999674170255378,-0.08814794190512036,-0.08073947371260437,-0.028972511181246774,-0.005809296569558612,-0.029070861383121666,-0.009252126614957976,-0.02939734575609267,-0.027414008141512687,-0.029859456528570024,-0.0015825253608741869,-0.005319740005235438,-0.020143390363063916,-0.009580639640177123,-0.011070219083782366,-0.009329972005847077,-0.0017812682444769631,-0.007650491469317216,-0.001996113008940411,-0.002456281409826842,-0.0060573960592162175,-0.005689220012553538,-0.003511029668024631,-0.006411499247336434,0.006516716415113988,-0.0028284917001652372,0.0005750910265258059,-0.0006198796960896697
5,4,-0.36793894813147476,-0.2611536917885408,-0.24065624302081134,-0.08841867990312699,-0.08153528443042524,-0.028837203647773556,-0.0055464889443964365,-0.030900986037863506,-0.009197353940801541,-0.026661898249630254,-0.029555684762856995,-0.03123567844443203,-0.0017346233940247697,-0.005448244570151453,-0.01998949209600817,-0.009680357532349184,-0.011207474917059479,-0.00970011721136666,-0.0018443971561709187,-0.007253128667573676,-0.0020147952363912974,-0.0026358924019162693,-0.006019595647948446,-0.005237548122462904,-0.0030989069804483876,-0.006613537128211989,0.006573285045022929,-0.0028965630249551495,-0.0009845275474754083,-0.0006570803327420583
5,5,-0.36269672212775644,-0.26035326658788194,-0.2397559881780871,-0.08760194025611866,-0.08003596012080592,-0.028733054809133886,-0.004517939014268753,-0.029341710012227615,-0.009016366567543505,-0.017821056509074455,-0.028053180330165933,-0.030239957742724997,-0.0013923977029408545,-0.00537499659141425,-0.019312158839944277,-0.00945072759557595,-0.010843368195798467,-0.009506387230104529,-0.0014389170363206052,-0.0072352885689004835,-0.0016830143614756888,-0.0012963934294237226,-0.004825521867497468,-0.0048459306717283535,-0.0031681482167344698,-0.006529962954322805,0.007436410951867704,-0.00041004130529020196,0.0008157674086409804,-0.0003465868733659821
6,1,0.36689721464620584,-0.22799136529626082,0.08374062168431086,0.0706478614209023,-0.009012488521417759,-0.018145481902492638,-0.03948693903651291,-0.023912451486162282,0.001836536900647707,-0.027475135410683683,-0.008003537983735294,0.008099195929570672,-0.023307064463222907,-0.009070498806787789,-0.016295133462236523,-0.018470890113574275,-0.030762389664012887,-0.0180706526642809,-0.014516986987022848,-0.0046230585926662,-0.005109371303057635,-0.004939477373220527,-0.0028503831962379263,-0.006832168452293746,-0.005014791217399373,-0.027863771637510245,0.0081187404481216,-0.02616048273217456,-0.0036590411920126085,-0.0031461768592478236
6,3,0.3716143866118533,-0.22607688669784778,0.08601635385762432,0.07280016665264334,-0.009654782699108248,-0.01901544742248017,-0.039357666953606936,-0.029391625582869715,0.0013576248718367718,-0.02401300569189836,-0.010743849280925984,0.0068626481690822715,-0.02278305496093894,-0.012331751197682768,-0.01752654326638849,-0.019192746460620445,-0.022667472414529495,-0.019411551615573786,-0.015969716256675554,-0.004497848392700473,-0.005688196453432351,-0.004186367321270425,-0.004529754972007856,-0.006845355575502963,0.0037249111819209917,-0.017817011692801935,0.007921187581470517,-0.021694760804769373,-0.004591621135102939,-0.002583959524582127
6,4,0.3640107881048654,-0.22630667809388388,0.08624427892378478,0.07235957769148497,-0.0521699398792641,-0.018677527175713207,-0.036370415198767825,-0.024651583810522883,0.00292151605768746,-0.027598754378009793,-0.008025965203973542,-0.00617692646701905,-0.02122965520261354,-0.010857147232037422,-0.014921991986285903,-0.018339406649185448,-0.02768597173958947,-0.017647195803087892,-0.013777037050594246,-0.004819940591476406,-0.0063601648022014795,-0.0049394499447771205,-0.005230164243977284,-0.0068445321572208045,0.0026273423311065427,-0.027510706686339384,0.011865126226682964,-0.01628641304017667,-0.0040361928844452905,-0.00021334784981610644
6,5,0.35243762276138796,-0.22265986080071434,0.0868354098584553,0.07069213001868402,-0.0031242352966116553,-0.01748052819266243,-0.041461137922394586,-0.031626897371365,0.0016963702802679055,-0.020068090941334837,-0.010899353938934707,0.004304546021267943,-0.025276203611903213,-0.006799800639433019,-0.015121610589534491,-0.012642651903210173,-0.03747613329632866,-0.008388535619408005,-0.015253721516172382,0.0007283539358569573,-0.007497404830409741,-0.008266018616676309,-0.0084418756414105,-0.010388908700386749,-0.0049431252025406765,-0.0278620167592356,0.009148034133040796,-0.02826756437435565,-0.0038220909179032068,-0.008107826562771103
7,1,0.31429423091987246,-0.2254554961176868,0.003982560531192965,0.06921957944212656,-0.05229537662908169,-0.02967622643735027,-0.03971419548953762,-0.026622556615926204,-0.008843935347797942,-0.02743437801238673,-0.012320708377223244,0.0043945495699952855,-0.020371622395968767,-0.0065992926696795675,-0.015531327131518533,-0.020166541991293804,-0.027426521113266066,-0.018977321644662364,-0.012974625801195015,-0.0009121991991658681,-0.011831581710846847,-0.0067452525715459635,-0.007089616268387971,-0.007698748718204158,-0.005914096113266299,-0.027145714221898307,-0.01183287636303709,-0.028621271884393125,-0.0033932496089751664,0.008068733252930513
7,3,0.3425178942552703,-0.2149032540949463,0.08910751852929744,0.06692558829817288,-0.0472222398628143,-0.038647111335812695,-0.04223335747007428,-0.03686060623583654,-0.0079271271124456,0.01026844506822048,-0.012753392491663636,0.00218930484650125,-0.02649329770584308,-0.0007307468457973963,-0.01788412973474702,-0.0002685938726870321,-0.033986934562649826,0.0010127783081475081,-0.011081936651610707,0.010146414721628036,0.025901883430032573,0.002184202416242028,-0.004760279597057837,-0.00837608974137433,-0.002558888137018132,-0.031200319001418748,0.012260823981117571,-0.02295478572758795,-0.006226111566469564,-0.0030735670269252365
7,4,0.3053634159636524,-0.2307865423940228,0.07633277529474713,0.04516057423212055,-0.05741970231896077,-0.03971319924516742,-0.061432470819842634,-0.050922185717068004,-0.013628380914632962,-0.043315594398299066,-0.017200473507805073,0.001932781693572513,-0.029516314054513652,-0.01302971770046936,-0.022332790782570854,-0.005413060125895185,-0.043471846624197535,-0.0018227171716926976,-0.01827863144286105,0.0061998638637163735,0.006118952151207552,-0.006577969228210781,-0.01026413832802398,-0.010544980259152728,0.002137976645079231,-0.03712086414713212,-0.010298645602354824,-0.027767480870907166,-0.012642840832031307,-0.006412727710425158
7,5,0.3083113472115489,-0.23193451903824727,0.06952838576785132,0.045949603716587996,-0.05855368001076074,-0.03964820276599682,-0.05935731510337623,-0.04015840974799394,-0.013551795828334172,-0.03171730233557154,-0.01582391877844846,0.0028537460344606534,-0.021769822529771613,-0.011733132141698585,-0.01948674380957116,-0.02246639496969885,-0.041095365576847634,-0.01089234689506991,-0.019937845865001257,0.0048757188462787305,-0.013258658698399383,-0.007525307848037681,-0.009428342668007015,-0.010178321920695977,-0.001478122727225479,-0.03402507192033494,-0.010547093082339313,-0.03466897466034806,-0.006545496958034673,-0.00012707265787849148
8,1,0.3845895995972873,-0.20433073471703664,0.1046592507482109,0.07493096090277333,0.0020563089184637137,-0.02079319005512513,0.018250652975535773,0.0010604663499181662,-0.00027398966558906773,-0.005472149108401872,-0.0025228833374668727,0.005918295257149944,-0.006454766812656278,-0.004902272723383957,0.0013819743725173455,-0.006249515758383424,0.021449740124550306,0.0012155953463001872,0.014154056447375218,-0.007695773123173785,-0.0091245883626144,-0.004783078088456028,-0.0022440982029483724,-0.0031505139177025582,-0.0003738069717710516,0.02944990513744868,0.005100150392035223,0.009266626805248014,-0.002703078796848872,-0.004277764908186076
8,3,0.4017886738595788,-0.20675427323791568,0.09198992471869799,0.0834199893847563,-0.003249729794136586,-0.021131608756050024,-0.0061315821150352105,0.0016306172595172343,0.0006880604645973466,-0.016108440977297224,-0.011436780837007908,-0.00582685156568111,-0.00833304753718773,-0.006104492292729286,-0.0038738807732020017,-0.006502353871224724,0.021427307048565537,-0.0001113227068947989,0.016190008811449337,-0.013247226169541205,-0.008765241306447999,-0.0050223091036985384,-0.00306710029724244,-0.0031500730995589307,0.007850517668704069,0.03291428637244279,0.006570912968163922,0.01069184850272458,-0.002754380833440715,-0.005863226584502478
8,4,0.3840970383360569,-0.20436593690483598,0.10661725088360027,0.07608207115669904,0.0029893779660234987,-0.020671154419376045,0.016705103537757563,0.0014775495218764644,-0.0003550813894754688,-0.0051179851043384045,-0.0022822458294370035,0.0031543044087898454,-0.005909360357975263,-0.005178092336812029,0.0007843101897942305,-0.006436945034708865,0.02276953065766511,0.0015821629003589658,0.013889204664311705,-0.00580611312720772,-0.00909519881595141,-0.004790361203466839,-0.003723834597295487,-0.004646616876316462,0.008263361265925933,0.03126728504604078,-0.0028898848918195164,0.010487617770568943,-0.004297206299445599,-0.0018616764154760095
8,5,0.3899649829394113,-0.20517271304640977,0.10700502366944785,0.07279101891208564,0.003163122961577228,-0.02069460219092254,0.01772664007064028,0.001742557131480669,-0.00015794161075083604,-0.011157719976890173,-0.0025304667657879113,0.001667277742176344,-0.006709614661724239,-0.008254206021949088,-0.0028396205347185773,-0.012393554294069194,0.020668217192273342,-0.0015371296998812297,0.01382687686417608,-0.010176638007744128,-0.010119615077633043,-0.005246941110306176,-0.004410279496799897,-0.0031737512449896165,0.008441741006499623,0.03028687817429275,0.006137103684992127,0.009856837372904388,-0.004060435832724811,-0.002547856677954585
9,1,0.3948057152435619,-0.17855709618716137,0.19535986120296986,0.08243077594261909,0.040378986457021315,-0.018871116638010495,0.10071425981803078,0.005894113967011981,0.0006094934118211663,0.025295909904087328,0.009238760797962226,0.0056533951084472445,0.07753375273395204,0.028177199140718447,0.039167155687786365,0.0417215013702479,0.02408376907191435,0.04280018936399025,0.010205412424155179,0.007422002516662856,0.02443180135042661,0.010650081702862193,0.007845467820292615,-0.000304898004680494,0.0067617015760471095,0.038712693080016014,0.006432654666676734,0.004611864599113568,0.0025284028171864946,0.011465347396149569
9,3,0.3961248511609303,-0.17864997366786345,0.19604304855975327,0.08219901858548462,0.04051623934445753,-0.018743913885499053,0.10009621178939482,0.005491398003719379,0.0006466815927294183,0.02537339827362856,0.009761889054131322,0.0057332417337835825,0.07762785585156773,0.02926548879752268,0.04151896434400294,0.04153877198868962,0.02404456744399115,0.0432867786142135,0.010231151055728397,0.00748040811539379,0.024705490351448433,0.011162115445185049,0.007969940903127302,-0.000255935118177048,0.006740230528089178,0.03872060963127958,0.004640902663756179,0.0046523633869814535,0.003020479940793332,0.009981611901871568
9,4,0.39104834428901303,-0.17926039862086024,0.19013016210829603,0.08260311157668677,0.03960134821524723,-0.021218714075508897,0.09778682390108961,0.005480154328153787,0.0005484268389574534,0.024360470986714452,0.009457390779114271,0.005712833105498178,0.07348969852153553,0.028200030894853626,0.039394643554064246,0.03919232476103918,0.02404284155671254,0.04241302417584024,0.010359474785269622,0.003455391053767162,0.022779914459670775,0.010642505872696079,0.007814861715662846,-0.00035155246391267876,0.00537780766020499,0.0381013248475571,0.004610911700379783,0.004657594395997798,0.002522311093878375,0.0062651609654915934
9,5,0.37571597447160454,-0.18508266454050837,0.18174190597511156,0.0787019746703477,0.03881561210008898,-0.021321664245805456,0.08901491139344564,0.005166654934287049,0.0003160577572730717,0.021048419750119545,0.009806404898603736,0.0051527880447997,0.06429890766092422,0.02457598784685346,0.03667070444299177,0.029902567909833852,0.02224659544711001,0.02451097152219558,0.008572341345997768,-0.001419416112497748,0.017287806828191723,-0.0005598801848138839,0.0035782892381408093,-0.004556998192592142,0.0047706840042206185,0.03462561007668986,-0.008545927531792667,0.00231760553602543,-0.0034721985476724873,0.004943403940451632
10,1,0.5285182882535439,1.9128875761484232,0.035528732853458075,0.2175459574081134,-0.03683735632808155,0.2365549757434034,-0.005882771454250601,-0.006348660220831718,0.11325978382706817,-0.01049958050039883,-0.01653097798858164,-0.02013795767784285,-0.019574592229246845,0.012632964429443928,-0.013026607175384943,-0.01782468530420928,-0.015454220927052724,-0.017317986420735367,-0.007637379616861319,-0.028147088216894173,-0.0014429563314345242,-0.003296530578237029,-0.005849737435874873,-0.017876349846334825,0.000309906055182863,-0.004265532643674195,0.005682651302298035,-0.010357066421845595,-0.011129762967927195,-0.0017267780338933209
10,3,0.4214672656422998,1.8134662733345166,0.07096787353950816,0.06566873202098719,-0.03846693268363578,0.10376652312336263,-0.005312668553167917,-0.01107450806397901,0.061864489917060575,0.03732768000945897,-0.01477788996843266,0.005824059406076001,-0.009717654917889,0.04154662950913049,-0.010346351393078065,0.0017793875582846012,-0.01642315474886309,-0.0013237049756117901,-0.0009364253252801537,-0.020137951381085473,0.023947254083252625,-0.003290264360297098,-0.00290383604943293,-0.006271507041544742,0.006988032242635061,-0.002059244339820668,-0.003688217545124997,-0.005937930192030592,-0.0068878517459259984,-0.0007219604305910882
10,4,0.627722519245736,1.9184775532114071,0.03041528454356636,0.23524586999416255,-0.040394674393083495,0.25332423368883983,-0.005210119165052122,-0.004847512723143599,0.10453459644844126,-0.014109220924587537,-0.01572060051197827,0.003371156376872614,-0.017708740906794987,0.014521532464171585,-0.01259937715914275,-0.01747793694602083,-0.019618862033800755,-0.01712030460102545,-0.006889045178248685,-0.027878673196544444,-0.015173949704946543,-0.007077949710113081,-0.005052516276766346,-0.008186259184173214,0.0006778897208415751,-0.001680490252755398,-0.018469780686025304,-0.010640165492521912,-0.011064306781062815,-0.000898876929888986
10,5,0.43274844211099794,1.4842828169161402,0.07915970893235964,0.06416462380205719,-0.041760261112549046,0.03864177088495436,-0.009058632422981196,-0.026695344007976227,0.025758251539132346,0.05512301372352541,-0.01315814208969381,0.005035733962282615,-0.010670593629632536,0.0412950105305855,-0.011193447294285293,0.02040957564273731,-0.014439501927956629,0.0027135335776928542,-0.0034766798772808993,0.010102406483628128,0.021176296320033133,0.003487956847909015,-0.006343395819347334,-0.005283932496255098,0.0021780382803640863,-0.002193288186614536,0.0068643250709599,-0.0006537905051981121,-0.007861397886927132,0.00025854675055935925
11,1,0.39541634581265,-0.01911496760993329,0.11303051377801036,0.08655101648010168,-0.03700300334050603,-0.013115798940763725,-0.028366946869450328,0.019979542657336473,0.025659867993045267,0.03602137771982649,-0.011705921615701104,0.0075582125045269835,-0.01623284862310444,0.036795182010892394,-0.013255338068916725,0.04027983402483284,-0.022900940547820523,0.029701047560820912,-0.006595251916561746,0.01689805535184534,0.0363851226595373,0.012167560749488115,-0.0063189051192549615,0.0009762486969369363,-0.00046955753446617954,-0.019312828768993453,0.017242122020337026,-0.013606480837611928,0.012501337181288699,-0.0023149048169241104
11,3,0.20941840534616515,1.3057293017628882,0.058161206151771276,0.03615958741948858,-0.03135301977249204,-0.0560657300420588,-0.0831486758230974,-0.05556591421147348,0.054453915998720695,0.021875488037884454,-0.012844042143564978,-0.009851082749607788,-0.07211410108193664,-0.04622571088274383,-0.007975290726760396,-0.0026039452426361393,-0.048570960641883286,-0.013200900136703187,-0.0418053988183854,-0.017847497983554072,0.006224291070300286,-0.00640976780189425,-0.004141910701899832,-0.0022998476292076363,-0.032777645470434914,-0.1317190985752973,0.007431385599658369,-0.05673533021423616,0.007339102378391274,6.306437966652634e-05
11,4,0.22065447565472898,1.3204326091915999,0.06175813034800849,0.06397922934179656,-0.030877325286501608,0.05892916546153174,-0.08151045199846856,-0.05345858983880205,0.04418336869825809,0.021423097179344402,-0.012421904111571814,-0.009289509662082421,-0.072105295723252,-0.04759426947803701,-0.006997874542346469,-0.00924978972726664,-0.05000388129063577,-0.01295260010299852,-0.04480594550607042,-0.019347185046024583,-0.012971305073649537,-0.005314411124772182,-0.003495226461731076,-0.0030226253451505207,0.008897849319291249,-0.13491318823784457,-0.020650070320713743,-0.056558217537364334,0.004493615941927992,6.525731264345018e-05
11,5,0.41477363130245165,-0.14257417348259346,0.12505420531201406,0.08976478257229852,-0.03625036984119169,-0.011018194896789875,-0.029685240190597935,0.019464786038725177,0.009106420424620267,0.034886827913179305,-0.01182956920948583,0.007301242003115621,-0.017720583124984125,0.03785607704651329,-0.014352516107594545,0.04538458945862322,-0.014618039698557704,0.036417076125498035,-0.00717091086493983,0.016459390262366237,0.03718486675001486,0.019821498675506977,-0.007060446535118656,0.00019610254700601438,-0.002702848000384605,-0.01977518927404524,0.013853966155244203,-0.01543711258751954,0.012990836151462062,-0.0007424723869054336
