f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_level.lda_mda_10,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_50,ela_level.mmce_qda_50,ela_distr.kurtosis,ic.eps.s,ela_level.qda_mda_10,ela_level.mmce_lda_50,ela_level.qda_mda_25,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_50,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_25,pca.expl_var.cor_init,ela_level.lda_mda_25,disp.diff_median_10,disp.diff_median_02
1,3,-0.4345648683276585,-0.3087383738109486,-0.33605601884900915,-0.02207844922865265,0.0026250254370346632,-0.0020184456739370258,0.017398049825361923,-0.03161777300543875,-0.06373043213558274,0.010559047188433467,-0.037780007920341405,-0.05635099535476342,-0.0010751024952323058,-0.036061818913095345,-0.025624886565373317,-0.015841034590345388,0.0004956864795810111,-0.02976459918636462,-0.0022138141709587,0.005684499734416813,-0.021954639646639473,-0.0032025808191515417,-0.0025078934606480047,-0.015481240237314798,-0.0016169859315341012,-0.0024642665840346337,-0.00029511307987329814,0.003086122361537522,0.004385948248207202,0.0009521173276047193
2,3,0.36460467314313283,-0.27678307226094334,-0.5917971865584079,0.018089858703718764,-0.0008549293984246004,-0.0002955323934270577,-0.014697352916804764,-0.010055809549785744,-0.030953219210350196,-0.006617292811696034,-0.016010769155056767,-0.017497820009165724,-0.005916931864504369,-0.008728625451113137,-0.014247895602513713,0.018341273163445256,-0.057169235228259035,-0.009989755196751937,0.005384804275909179,-0.016307995408719647,-0.010869929583972007,-0.001125104100148128,-0.003195665882639271,0.0008868517427956143,-0.0010629958910045928,-0.0018844116455194182,-0.000288912324464952,-0.005731114218143452,-0.015151157696584063,-0.024895769884283554
3,3,0.38957885961116523,-0.24638072944637124,0.11642772639895886,0.04934578005927659,-0.0022390632830590136,-0.0084144128028657,-0.033892038367255344,-0.007234838412746147,-0.04553395976214402,-0.014382786703578728,-0.022062919961812533,-0.019987609802672324,-0.011278949047872109,-0.010517470749949341,-0.00794333856625542,0.03528955843387625,0.012253690626739425,-0.01331866035595193,0.0022155498048360266,-0.019118443029630963,-0.030685466987036166,-0.002064486258120041,-0.0017220367025324924,-0.00917646117720482,-0.0015749803285004388,-0.002959011146194545,-0.0024388734412273544,0.002117823738399451,-0.0020492522079830697,-0.01682864220052012
4,3,0.3743355877985353,-0.23911502995260586,0.13758890589215902,0.03878182725554311,-0.005435793871484011,-0.009202277632992716,-0.03582262814247364,0.004641181384949324,0.011382612960786086,-0.010691148041115029,0.020989996546173673,-0.020421190654240272,-0.014419011836891045,-0.0021093709287804607,-0.00045959023712540336,0.03276980799312588,0.014275684359775179,-0.012393532619942325,0.008500556397865733,-0.025122763092114482,-0.012717243662597884,0.0029446528808579064,-0.0132462787750934,-0.011089224338429448,-0.003612670897857811,-0.0014640970561421724,-0.0006181639910673642,-0.0007372107769447293,0.01301258920423345,0.013555526101861198
5,3,-0.3578602016459803,-0.2995873331362423,-0.2911402206720587,-0.030669008793590212,-0.003994927116447315,0.0007827645702880981,0.0017021459219863193,-0.02242963527715839,-0.05424151886777711,-0.0038796176402929117,-0.03413754682395003,-0.05991350940263562,-0.0044094938058226825,-0.027365923985365827,-0.02298394006019787,-0.018472119749209086,-0.01579241491825269,-0.01927264866687996,0.008561755144956327,5.525781088199064e-05,-0.014881317059420862,-3.82584692850918e-05,-0.0008151571399094256,-0.012587322498729753,0.007980905441855885,-0.00023178660533726002,-0.00016489721629802268,0.0024029249394498906,-0.008744312328167171,-0.007638158279747618
6,3,0.3810805897809903,-0.2415889873242396,0.11474028323710184,0.04329504519122044,0.0009869062100783996,-0.008341718459651783,-0.03171383891385243,-0.009064282822840584,-0.05432236310728836,-0.01909023831968071,-0.02681748854685144,-0.020190463810478093,-0.007527464255198392,-0.010793400464065059,-0.0012559314145430792,0.034408502081956324,0.008632064522636065,-0.016173543793004445,0.001291163110322761,0.01018120788314531,-0.021351956153316243,-0.0022179855315673683,-0.003502099144393388,-0.010708932438933711,-0.0015616116751100912,-0.0031207363246405617,-0.000245073763320015,0.0014899542590455135,-0.002456912812817024,-0.029524732055323882
7,3,0.3428757131607093,-0.24823939937498152,0.14858281539501245,0.03289913773051687,-0.006378148029806663,0.011817953601799755,-0.03660787661472416,-0.011104092619117888,0.005818920650274166,-0.013505476318819824,0.02970919544070524,0.015775471984916425,0.02342283146762477,-0.01412400461800183,0.002800818642197428,0.031213734145007645,-0.036925151620250334,-0.004593583855741692,-0.07036329108982556,0.008048147531666236,-0.008924331128325684,0.0006257242376095929,0.030843647940947325,0.017866073201427177,-0.006852016437005203,0.0006213581258562326,2.1600697273562873e-05,-0.004288830402569886,-0.027243197861603483,-0.026181152672801966
8,3,0.39598210372986226,-0.22636692334290826,0.16097048021210092,0.04298003128061027,0.0055322058447627425,-0.006966617919845313,-0.030551197308080733,-0.002827656682382386,0.00909587038965094,0.0017985825220782547,-0.012326555314182098,-0.01953861025137832,-0.005448613228308413,-0.010915960933887539,-0.006708247845661986,0.03519517169513609,0.01256946026519999,-0.011753064889752283,0.00799089988139374,-0.017805969621578925,-0.009545331520061477,0.0018393389899948728,-0.011844988410236337,-0.017721133211979455,-0.003762422467986246,0.0007061523624702289,-0.0005606142543975907,0.0011690915183633077,0.015981359332068644,0.023303902774933615
9,3,0.385731622443957,-0.21571812599140647,0.21932925507643428,0.047016687180841836,0.005347863211317853,0.04114099605747672,0.08385078937931795,0.0035784868731589463,0.015801772649274605,0.04077267951927098,0.038143826505494006,0.01150462380482485,0.02755021428120683,0.02094204005201651,0.013456855988719941,0.03512616352632798,0.01872950301151068,0.01713702019221808,0.012028469526409069,0.01316473411757389,0.032370133614695755,0.0015793742903534762,0.021568429222118584,0.007742705446130741,0.009199796561767724,0.02273600180223392,3.752996216654545e-05,0.000726957959154901,0.009710170414412205,0.007504481410537968
10,3,0.40296577177565573,1.6533741811964409,0.08498295190034481,0.018861920118116285,-0.0008521862816279346,-0.005574632596826905,-0.025460241377926393,-0.007855288234619858,0.009551937418171029,-0.011898073080185001,0.03812718174455644,-0.0012690625266184186,-0.01072784024858349,-0.012424331808669796,0.0024388364931087017,0.019633663446211678,-0.013127690636420547,-0.003120297060122816,0.0033222686731238485,-0.0012872896486459378,0.033685286283201325,-0.00649428710074232,0.020032049428934058,0.003661211863660483,0.026519849084409734,0.00023176078410410775,2.1600697273562873e-05,-0.005771786847639741,-0.016603114148737406,-0.008763938344506969
