f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_level.lda_mda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_meta.quad_simple.cond,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_10,ela_level.qda_mda_25,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_50,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_25,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_50,ic.h.max,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_10,disp.ratio_mean_02,ela_meta.lin_simple.adj_r2
1,2,-0.45911698073031876,-0.25071560616479,-0.29842399490891225,-0.02556946253683413,-0.06919221006215275,-0.02797197841574986,-0.05575165357288766,-0.04120244276730684,-0.02927797486847868,0.006195280103998365,-0.03575081471799732,0.0006426883672150879,-0.007195274155878032,-0.037638318872380915,0.010894647718770372,-0.006639979518388012,-0.002605530469399385,-0.016242344381268904,-0.0017125520234074405,0.004205982890687799,-0.0052221394141571155,-0.015333271412558629,-0.0263091394733376,-0.005174828845413664,-0.007796456446657216,0.0025438378278511815,0.003076428726053161,0.0008391812717302748,0.007976638291990489,-0.020049187228555504
1,3,-0.46357358539674537,-0.25072578489770964,-0.3020149403370331,-0.025622897097360292,-0.06917434735246382,-0.02943720380603028,-0.058082379697890096,-0.04103900801286151,-0.028819262146583327,0.014312105952880166,-0.03461766276084492,0.004932352280127191,-0.007116301704666055,-0.03698321135751551,0.011232386505693933,-0.006653894145346798,-0.0026022353843731154,-0.01568931001085622,-0.0019019108732778504,0.004094220755111462,-0.0055724680024116825,-0.013988679166914585,-0.026151806733719644,-0.005237670041184881,-0.007467625119649476,0.002719954955036558,-0.004205441130448737,0.0008130857143431399,0.009474976882971248,-0.020355380907838127
1,4,-0.463743525971537,-0.25078463748370033,-0.31011887519661385,-0.025820822963345574,-0.06910381044605295,-0.02948450155447312,-0.05782737797826911,-0.04107661701026752,-0.028770117403065478,0.014750708799254742,-0.03468248932282463,0.014642336978689262,-0.0075807650986267116,-0.037331060513340994,0.011812036253459989,-0.006547056575915974,-0.0025482660714700894,-0.01594455117173747,-0.0019414453823254094,0.0035860488027457988,-0.005527940139635585,-0.015034981650536345,-0.024954162172649823,-0.005204398921472828,-0.007307776487331871,0.002751945717322334,-0.004036323002358035,0.0023799065383476297,0.011098109364327861,-0.020342931649922753
1,5,-0.46926737089641224,-0.2504994389090708,-0.3137089234975053,-0.025977646719528416,-0.06926614093115208,-0.02985862583599702,-0.05802041224422821,-0.04158501036716986,-0.029479417015958957,0.015012074273610858,-0.03035192996429731,0.01507320713988203,-0.007385761270275715,-0.037457148935386125,0.011586328309192572,-0.006608153810953055,-0.002545464768875926,-0.016049361930302642,-0.0019355045066933587,0.004652983228358989,-0.005416899918373299,-0.015042030067562542,-0.025009534368829696,-0.005163721798305757,-0.007192958721385678,0.002860506332618294,0.0027573521046875106,0.0027147962423986842,0.010351463634867102,-0.020438358748470237
2,2,0.2996480167803743,-0.20204188527934533,-0.6484396764158941,-0.01407674751828343,-0.008700502595125024,0.023335101042214108,-0.03377451999392337,0.012308522097914856,-0.006521336885043026,-0.01331931207608413,-0.025111715992291325,-0.014827533400729651,0.005095313190261532,-0.0018215834020620936,-0.02297362803690239,-0.019829874586116267,-0.0003279360849287764,0.00130397849453112,-0.01869231402806818,-0.005914458272674575,-0.00718666938068503,-0.01617205606448079,-0.00657292421762696,-0.003849792322888857,-0.008479888723503755,-0.003086450982956585,-0.00876250310198274,0.003567993642674501,-0.026325048307225485,-0.020054723433041145
2,3,0.3717873686578633,-0.20939746340500337,-0.45855708317255434,0.08588743740553599,-0.03717917501117371,0.17904908170397227,0.01432567238257185,-0.01579554759980723,-0.011286652614973634,0.0013798135973490952,-0.025802895619006557,-0.0072522371273499725,-0.0020292200444550056,-0.016009669134102067,-0.03698179716665249,-0.01764126302031295,0.001397597281234604,0.00039220509759420313,0.004783993827558129,-0.0018829892451252448,-0.0013870117227284989,-0.0025393493422637037,-0.004967684194813486,-1.9663227865281227e-05,0.0017263433052116014,0.002706781259161401,-0.0029724561724804484,0.008021763660670131,-0.018297067065336587,-0.003601138472760129
2,4,0.37369639857995934,-0.20926421418942764,-0.6612948432320728,-0.015996198085140276,-0.03739222926040684,0.028901510772259057,-0.034142477003294494,-0.02188325781542782,-0.011053177085187039,-0.011828991459473151,-0.03372006824832252,-0.013746193566064652,0.010337991557313944,-0.019529120070997084,-0.02256433598410657,-0.018882649758552767,-0.00010215819827988213,-0.005706454312390252,0.004677027999017303,-0.008675356291299173,-0.004206238298936351,-0.004586150506417633,-0.009548735667190111,-0.008614442124498078,-0.005168107602015971,-0.0032260578798254972,-0.011608458339203695,-0.005932752199545259,-0.02560069219434415,-0.0009706693073205007
2,5,0.3455510031018676,-0.21429499614428316,-0.531355080663456,0.2218468599123756,-0.03658727605160772,0.176391309589456,-0.02857354317713632,-0.01781768251296527,-0.009806737338404323,-0.010697282402137446,-0.02181847934823267,-0.010308942206917911,-0.005395375619505372,-0.01445683871406326,-0.037541850197793006,-0.023478899267287894,0.0012783238118594905,-0.003928206826759734,0.0052760715088174155,-0.0015958347036435982,-0.0017212978174572533,-0.02095324918254879,-0.011841702346680352,-0.00017247340924452293,-0.0010940920785513632,-0.0011405938266987913,-0.00990093544171918,0.005427632443633337,-0.019026148029139642,-0.016089595947646508
3,2,0.49101327111989546,-0.1773100498044869,0.10288090921908306,-0.010399243829851974,-0.009066355932636633,-0.02132505809794154,-0.010372132765204442,-0.019713782107054496,-0.02736207220694592,-0.019271478206476067,-0.012015180810107343,-0.024983218020648318,-0.014408856749429714,-0.0032526136703239523,-0.01914758153539613,-0.01216625838773577,-0.0026978154403957157,-0.006992652950357848,0.005750665678294529,-0.01552814972357364,-0.007665452083134526,-0.01241206185670301,-0.010016617220608913,-0.009921186177592002,-0.006239342185325531,0.0009509808089603123,-0.008421515200280894,0.00506120186565561,0.04301286503619227,-0.01639508838534724
3,3,0.4810005457703349,-0.18242719989094094,0.09905099791329607,-0.008498458544844444,-0.005719799730162814,-0.024655478460255363,-0.01036934817248244,-0.02223964497733246,-0.03068305650855928,-0.017077723675517426,-0.011194766271932732,-0.023581368502113585,-0.016101433088109997,-0.016838429396945423,-0.02267837634379902,-0.012185580125661871,-0.0025572612451877385,-0.006051066556088364,0.005318777589528289,-0.02195992737388714,-0.014791304205314156,-0.01439835234976059,-0.012851738697999016,-0.007304286503308231,-0.005499040455654467,0.0011728406392404254,-0.006280832480133182,0.006645434693131138,-0.02837373952515546,-0.015538387219233979
