feature_name,feature_importance,rank
ic.eps.max,0.40543531136038435,1
ela_meta.lin_simple.coef.min,0.36954344799921895,2
ela_meta.quad_w_interact.adj_r2,0.14786073309355544,3
ic.eps.ratio,0.09157539307134778,4
ela_meta.lin_simple.intercept,0.04125788873245475,5
ela_level.qda_mda_10,0.0389124952340946,6
nbc.nn_nb.mean_ratio,0.026837937746541734,7
ela_level.lda_mda_10,0.019874998658483512,8
disp.ratio_mean_02,0.019227329864097482,9
disp.ratio_median_02,0.01896740281777126,10
ic.eps.s,0.018294849131265164,11
ic.m0,0.017482502802353923,12
ela_level.mmce_qda_25,0.01686266690092752,13
ela_meta.lin_simple.adj_r2,0.016496488576877664,14
nbc.dist_ratio.coeff_var,0.016158289042285123,15
ela_level.mmce_lda_50,0.015083056274104119,16
ela_distr.kurtosis,0.014744529042551609,17
ela_level.lda_qda_10,0.014687583077116454,18
disp.diff_mean_10,0.011451993311502442,19
ic.h.max,0.009892684712218346,20
ela_level.mmce_lda_25,0.009773822706114153,21
ela_meta.lin_simple.coef.max_by_min,0.008546004822458922,22
ela_meta.quad_simple.adj_r2,0.007937949783096076,23
disp.diff_median_02,0.007656920821876287,24
ela_distr.skewness,0.006755824696720946,25
ela_level.qda_mda_50,0.006563709245956586,26
ela_level.lda_qda_50,0.006075756556258203,27
ela_level.mmce_qda_10,0.0055613802946946405,28
pca.expl_var_PC1.cor_init,0.005426390413378852,29
ela_meta.lin_w_interact.adj_r2,0.004456820050991759,30
