f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.mmce_lda_50,ela_level.lda_qda_10,pca.expl_var_PC1.cor_init,ela_level.qda_mda_10,ela_level.lda_qda_50,nbc.nn_nb.mean_ratio,ic.m0,nbc.nn_nb.sd_ratio,ic.eps.s,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_10,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_50,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_level.mmce_qda_10,ela_level.mmce_lda_10,ic.h.max,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_level.mmce_qda_25,ela_meta.quad_simple.cond,disp.diff_mean_02,disp.ratio_mean_10
14,4,-0.2927493718521103,-0.5878152415670505,0.05909339137495153,-0.021602339735238667,-0.019973320623999813,-0.003556480105960971,-0.08081202513255924,-0.01482781355522258,-0.04521901882965006,-0.005260586708701828,-0.01639857173737208,-0.05564894924259509,0.0008724147465585205,-0.016514339988097128,0.0072276678704293615,-0.00960138774763226,-0.045661814966504274,-0.002204240381940184,0.0024728897230485393,-0.008399526287057738,-0.0033904871679641614,-0.006073223302877389,0.003602195935391998,0.0034682774753193456,-0.023937717975555363,-0.0032003419380197424,-0.02270877039362445,0.0011995538121256878,-0.014122469475890473,-0.019102610594536863
15,4,-0.24992534537133465,0.5102051113185959,0.12199750175420093,0.014001851849808004,-0.02374085981101983,-0.029938788573796275,-0.023769590037230535,-0.01712694863470171,-0.01169285768870902,-0.012038754701067576,-0.028313383683797377,-0.02230860825150225,0.016575147299514814,-0.01765432462697237,-0.002949406403554278,-0.015719755438686672,-0.016018028599101716,-0.01079466113320928,0.003808845475095067,-0.00929055617796266,-0.00435544744636755,-0.0008875939226607717,0.008571950592336097,-0.002324971388998096,-0.007639818323244609,0.0049539806610068085,-0.00631970147662631,0.007515833242992363,0.01683440288166075,0.039140587447423256
16,4,-0.24501144858535648,-0.4695556192289141,0.09654410277964921,-0.0013172864353057112,-0.019409330629087826,0.026445289408327105,0.04199036724891157,0.023025032675551154,0.021630434261437712,-0.013166466852776927,-0.006149957696589982,0.028235056597733673,-0.007514715438433525,-0.009442583643487969,0.005960750233237665,0.014005765958032632,0.01996643281396819,0.019569731478255695,-0.010948006328025357,-0.0013976815263850907,0.016177070639474395,0.007710009036541629,0.003974930641488502,0.0036509702284329647,0.01076712460887151,-0.0017454332055601028,0.017250889485626027,0.003186167359524494,-0.017264494767967233,-0.02785047324296659
17,4,-0.2759875390914264,-0.4752837618170773,0.07757317914129179,-0.03330736139216799,-0.01814901370862423,-0.0014456699345440165,0.026202688830256376,-0.0034643981555951275,0.020490773435421487,-0.006365867829459736,-0.004433799807876367,0.028021248968101535,-0.008341666673421937,-0.017189974633305787,0.012956118286128278,-0.00798378577245166,-0.004315114392390411,-0.002121400463996431,-0.019678041850238335,-0.008880142529544928,-0.0045786345636699985,0.003909031924340653,0.003448314163934467,0.006493618078548174,-0.01649815557915135,-0.002219149890535742,0.009834888474354608,0.000598286507642536,-0.015620890776241406,-0.015792202965809056
18,4,-0.27185225737449714,-0.42104612394711277,0.08432374697752072,-0.0014707957676591554,-0.018764621720386305,-0.0004397724293898257,0.004051239837600077,-0.008628893651294517,0.014860431660760155,-0.00392450964778696,-0.0050324424369716046,0.03228558559675121,-0.00817765080866817,-0.012159523516611136,0.013453715278827825,0.011295169374424216,-0.012098832456922958,-0.00021006369548754727,-0.004701077379495286,-0.00814115696153159,-0.004189608339709989,0.008094995961199287,0.0027181724855689852,0.006200589258572313,-0.01653190073575596,-0.0013662372446757536,0.012464371231042822,0.004788928212259652,-0.01708062002095161,-0.018815612783569538
19,4,-0.26820387656182526,-0.6364038545966686,0.09715478555582688,-0.04297969994037343,-0.017652026062534094,0.019214266694287118,0.035466631935673516,0.019328517018346435,0.02035924652173433,0.01423382330248767,0.0024389988989561673,0.007296598190151969,0.005772945788416383,-0.01601329043748401,0.013040950191884901,0.007411404774210861,0.018265566439653717,0.017709443668919612,0.011242150313109829,-0.0035697564718584407,0.013067128892116758,0.0022798868498786094,0.005394532243658966,0.00658838593413999,0.0145766429237539,-0.0009133966623406468,0.013217124847744247,0.0073570342690255155,0.001834289776677429,0.0067426283839865184
20,4,-0.28522038847094894,0.2771369909197662,-0.6857191270284803,0.01075504119123903,-0.01530968564936897,-0.0214397048682775,-0.022672304523912085,-0.013827782158193476,-0.017233041298323745,-0.004159656277696683,-0.01123293614494262,-0.022995827616561652,0.008505526712760392,-0.01683670884580349,-0.002883858423994212,-0.008177740707812634,-0.00478811805051714,-0.012415304415479313,0.0004631076513101095,-0.0048839399674134665,-0.002942213333256763,-0.0015961104207545035,-0.02620786213576143,-0.0013384477825980465,-0.012376865134045546,0.005605542043776796,-0.005894980576188548,-0.00036784500775873907,0.0073363424367028415,0.015395462405010113
21,4,-0.2700845240973524,-0.5219918583647816,0.09679197666490492,-0.03948143444978908,-0.016885853246927606,0.022589468939568265,0.04296854728016346,0.02039564991851958,0.024860993293347372,-0.007829079863145186,-0.0014295474577861152,0.031277945068300964,-0.005508246650155557,-0.022390620292049843,0.016262490065273465,0.009750929962734441,0.01640848437517504,0.019714508046639347,0.01207640290368641,0.0023338591145455737,0.015359450727843156,0.0067750204743127745,0.0054501312575326285,0.010730303260814955,0.013816864352365073,-0.0028830745007793392,0.018412230212259878,0.007533497827036693,-0.004879504932679865,-0.014818956179043859
22,4,-0.2794021069115819,-0.4914827998422784,0.08809710273357207,-0.03897747246824813,-0.01997670162983809,0.006088153374704333,0.03310311619862083,0.00833088852493247,0.019769728387016183,-0.005948336199844417,-0.020927757875588194,0.030262486864600882,-0.007887504188099682,-0.021183304364371547,0.012218274452678677,0.012894708255316075,0.01593922917899388,0.0011624091747217454,0.009629049013908517,-0.008283421115660152,-0.002096935604011174,0.0019219218925096934,-0.007567604855063387,0.005876162934532825,0.004619687392923078,-0.003496343868120881,0.012590705868167249,0.004817076614734481,-0.007696313889184753,-0.017828196857835127
23,4,-0.2574749643982577,-0.6047850860452572,0.08554461141278566,-0.043875564228900904,-0.02089803646972183,0.023754674397151995,0.028541971688247576,0.01647350028132098,0.017124771341591644,-0.011475383588769168,-0.009882302891551035,0.018844907543201096,-0.007402437510454285,-0.015604920090732033,-0.06357504528913192,0.013453278775419578,0.013158958635588604,0.019356333448165317,-0.03824681650868488,-0.004623203185228904,0.014767652709548511,0.004944645168350437,0.0030757294724279307,-0.06294366719825667,0.005817166926473974,-0.0033711432397435627,0.013197745311547767,-0.020048524497721494,-0.01757114714922546,-0.022099358799658558
24,4,-0.2351468274833642,0.4033840461193077,0.16037338578287974,0.015376062385203343,-0.019515422418087926,0.013476737580921544,0.00859009629150302,0.00603953212153795,0.004698118900926751,0.01814077453763522,0.011426431694558323,0.0032095647433555505,0.015788252337729947,-0.014511024991237674,-0.017517885446027462,0.014756228909021847,0.008532523094567902,0.0032990679446670474,0.0028328071600091562,-0.011781042885314731,-0.0023048432363678164,0.0009290949431058873,0.010205868855986905,0.0030175050466512993,-0.0033808326998588374,0.006764726951932327,-0.0006128522225149817,0.005196536973668577,0.01332533845285048,0.026868171243654204
