max_depth,max_features,min_samples_split,n_estimators,random_state,fold_number
10,1.0,2,100,1,1
10,1.0,2,100,1,2
10,1.0,3,50,1,3
,1.0,3,50,1,4
10,1.0,2,10,1,5
