f_id,i_id,pca.expl_var.cor_init,ela_level.lda_qda_10,ic.eps.ratio,ic.eps.s,ela_meta.quad_simple.cond,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,pca.expl_var.cov_init,ela_level.lda_mda_25,ela_level.lda_qda_50,disp.diff_mean_25,nbc.nb_fitness.cor,ic.h.max,disp.ratio_mean_25,ela_level.lda_qda_25,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_init,ela_level.lda_mda_50,disp.diff_mean_10,disp.ratio_mean_10,disp.diff_median_25,disp.ratio_median_25,ela_level.mmce_lda_25,ela_level.lda_mda_10
12,3,0.028647564687455163,-0.0444056526855103,0.0687639443719747,0.09571374512434741,0.03038180208331688,-0.030804819417509573,-0.01884310103322371,-0.0380375893375251,-0.0061166610413927805,0.00850867669008238,0.05599763848922483,-0.017987912400464275,0.0,0.0,-0.011238319175309694,0.0,-0.016555137266706037,0.04257600465483835,0.0352860847710018,-0.021754652413446533,-0.022102738786437155,0.01628390555067457,0.01904007070663488,0.0,-0.027520345476272946,-0.015953988601576832,-0.01650575203563232,-0.01287675621128797,-0.02762955560598163,-0.020195745597845538
13,3,0.16479304104663123,-0.004113379885465562,-0.016675761723411953,-0.02022228264960224,0.024793105590888515,0.038914480189709943,0.0011675052154216936,0.035898054159499926,0.06264881258881932,-0.0015989092815038852,0.038742615027627464,0.034200708559375265,0.029549875649057034,0.007751719998883744,-0.01059090663064799,-0.013535469926089533,0.022677510477230878,-0.034013901244293376,-0.005689606694173399,0.019802328290373955,-0.01449806769895945,0.014447875265629379,0.008925845275765593,-0.008021808637579092,0.0,0.008071007960646803,0.008617144396822568,0.0123944282377077,0.013274048891349699,0.012437280070332846
14,3,0.15917732391578507,-0.026161414259593396,-0.051587534851019634,-0.055329992954910374,0.03731252195675905,0.01164662798855238,-0.044738561453652216,0.04139689346155276,0.05631217618466826,0.011400996385656033,0.026689312018552354,0.015023985530317845,0.02087438346966912,0.0,-0.022099685529465767,-0.01402029314896159,-0.019446936713415332,-0.006683612332502774,-0.010551091783153244,-0.023066536318776906,-0.03222063743907315,0.0,0.021526211257086758,-0.004408548035132237,-0.005941853336059264,-0.014722652129622052,-0.017642456965059054,-0.028053548650950787,0.0,-0.010575485016041147
15,3,0.14584677010494732,-0.026805274082056574,-0.03753809827958149,-0.03407710168543346,0.026217446593761906,-0.05926169445158894,0.0,-0.045535154077384565,-0.11393551624091747,-0.009169768503827863,0.017309267722467714,-0.01750513740520318,-0.01868156825097486,0.0026932533140762716,-0.016647461968114508,0.0027010166343678366,-0.03446232425965706,-0.023862497851133813,-0.057061031314831645,-0.027438181716379295,-0.013231797424930969,-0.0026840748984813256,0.008786166929740602,0.009344779003784054,-0.02681533172317735,-0.02926143277329485,-0.03762506902972543,-0.03676446729556085,-0.019162353075977162,-0.04366860587974519
16,3,0.024193837084105857,-0.05315313229544445,-0.02726862475218314,-0.0438185033280003,0.019382946278599517,0.00648348918245345,-0.02334090778113529,0.027959081236826278,-0.006900972561681179,-0.022408815224493644,0.04918876825252411,-0.008219804724815372,0.021693191399821066,0.0638257439156435,-0.02715297411524703,-0.007310093268390355,0.046233642847766404,0.039109372293003236,0.010380823007460405,0.04328260879874801,-0.028053127184106602,0.0027435248902573095,0.011923720148089456,0.005499379066318172,0.036230521119408485,0.05612828684320831,0.04235796079025714,0.02795920754467046,0.012274732315992881,0.009812058368174115
17,3,-0.0442681323797825,-0.0460975181069721,-0.0870564921024008,-0.06728186815881187,0.021556657416370306,0.016766310497848325,-0.029744714007361006,0.0035441328619281176,-0.00625141109277505,-0.017359844484398923,0.014187044044749908,-0.03718555036634935,-0.03454962687588781,-0.006474640261866171,-0.016358188322038503,-0.006366725178809429,-0.03030768670243661,-0.037308340944807616,-0.03238929006999236,-0.04008982779763759,-0.02415627143969712,-0.012975781956282129,0.009696081524069089,0.0025236575232287506,-0.02706325141491772,-0.03415144397279857,-0.03146275416796046,-0.027237065067379773,-0.01153412865338077,0.003179584144051173
18,3,-0.04121138283307091,-0.05891859357770862,-0.07074543299290062,-0.062170573129885165,0.020461294259951857,0.004915503907393148,-0.027128099533565764,-0.012392696803995074,0.003418564901071286,-0.02604140793100551,0.006931387205823536,-0.02728173360119346,-0.008765670189129215,-0.007171793640761648,-0.019336841950058248,-0.008331995884051313,-0.018825389295094253,-0.030037177412574778,-0.036158538283378394,-0.03246708256255204,-0.036051771953029055,-0.017751489081887062,-0.00819240400975596,0.007485670940577782,-0.026806345622659544,-0.03361313767509705,-0.0261211608226799,-0.03127420876535858,-0.0159591123123749,0.003324533136450869
19,3,0.1042870683079121,-0.03806211609996399,-0.046803913983751166,-0.04571167676536218,0.019201362165574887,0.02047675847343141,-0.05250987216081199,0.03627178829926909,0.0,0.017941941788274428,0.027557431902266352,0.05087718181801115,0.036817318845387366,0.005005545636749376,-0.026261145104317,-0.00792343717188669,0.002221687018572782,-0.07591118286237176,-0.03365850269319165,0.007781483668948416,-0.02302232216807508,0.018467571014691084,-0.12673715047356432,0.005471846057763942,-0.0034281833653206223,0.0,0.0076117292095692415,0.009824606033674577,-0.020633834520332406,-0.018042075427840393
20,3,-0.2566737018466462,-0.04198642990379825,-0.036402046047537495,-0.035238900323083244,0.026287911162982985,-0.033262240880670646,-0.0223440158066866,-0.04702815787348752,0.0,-0.013298389744737293,0.03924359130265673,0.014928682967360551,0.00893696936825028,-0.002480285469345589,-0.015196175168357917,0.0018997599132045684,-0.013426046130932567,-0.020694707773851906,-0.03137078647256891,-0.012249309889004578,-0.016988807365438896,-0.00981376299674755,-0.012353073413475246,0.0,-0.019651525966933814,-0.012901032913545163,-0.01673884317914298,-0.00929964381015308,0.007140831798633118,0.0
21,3,0.03703951006534473,-0.02675501681825515,-0.048125189662405005,-0.041179453477085765,0.023973954598198524,0.015863482168631537,-0.042124815672085286,0.007369056609660751,-0.013468328107698074,-0.013779019967879419,0.03569288806945159,-0.034088897753301844,-0.04731326727001123,0.005372931389434316,-0.017654548964296912,-0.015510864504532762,-0.022175498203529154,0.039437085263196614,-0.0317476494487553,-0.0200052832445671,-0.03594185417874929,-0.013816879274178934,0.008187165368739757,-0.0029194631119069947,-0.014005336388687256,-0.008440692326134813,-0.02993903383867852,-0.019142860117190824,0.011937968399019505,0.0
22,3,0.02556499433100343,-0.03297923048110561,-0.06434199741622257,-0.060439844545382995,0.02845548157122972,0.020362150803220715,-0.01430997156290953,0.017580985466174613,0.025292808609137553,-0.005482149133771555,0.042853187835091275,-0.025383337863932376,-0.031720583496009695,0.049337098607087224,-0.025532670556439187,-0.00923325633908579,-0.013710695572346613,0.02883334967480746,0.01658704498243016,-0.008090600723416937,-0.03847352468068546,-0.012646247672252434,0.03140830412151928,0.0057723395093850285,-0.005849233331863393,-0.005517989240432279,-0.02680467156637166,-0.014433450541260856,0.014232228696149388,0.006385846816095955
23,3,0.016115309210014445,-0.03648577105310433,-0.05876787565079644,-0.039968482650453635,0.021256305443297874,0.011629133449137019,-0.038096844683115444,0.023051602715229186,-0.019974167553295175,-0.010542562818533496,0.04183400512356267,-0.019784764143013056,-0.02921292663914954,-0.22131529725625926,-0.02029528372829756,-0.015449378814014703,0.010084218563336106,0.027803512355176155,-0.008492286885229766,0.00423593703570968,-0.032066872850064265,-0.004814825541529594,0.01022529359483293,0.0,0.01329617359081825,0.020887560878270345,0.0,0.010062842971852948,0.014474924918841614,0.0015167055683970032
24,3,0.07413049835782348,0.010146667007243926,0.0,0.002246960575276402,0.012975655569659128,0.043160784533484486,0.01027075174005021,0.04432033245316214,0.014330810649522796,0.12409902877142054,0.033756705500767537,0.05171017552728707,0.0703352368985749,0.01146494392549613,0.0,0.0,0.04622216441731286,0.09055373807638456,0.05569772012819796,0.03691349056838189,0.0,0.04056407022764963,0.043140693493808446,0.0,0.002743920510827502,0.005874797585426195,0.0330707383988717,0.03329802255885361,0.00999067908466017,0.03312031235638058
