f_id,i_id,pca.expl_var.cor_init,ela_meta.quad_simple.cond,ic.eps.ratio,ela_level.lda_mda_25,ic.eps.s,ela_level.lda_qda_10,ela_level.qda_mda_50,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.lda_mda_50,ela_level.lda_qda_50,pca.expl_var.cov_init,ela_distr.skewness,ela_level.mmce_mda_10,ela_level.qda_mda_10,nbc.nn_nb.cor,ic.eps.max,ela_distr.kurtosis,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,disp.diff_median_25,disp.diff_median_05,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ic.h.max,ela_level.qda_mda_25,ela_level.lda_mda_10,disp.diff_mean_25
3,5,0.1003724082965599,0.014675487610532025,-0.012511547385441944,-0.029235421440697906,-0.01737978626852058,-0.0170650605857604,0.011007017780987666,-0.1160543026168839,0.00417214254246418,-0.015741657775748173,0.014416715563300396,0.00272856068474065,-0.015567154696070144,0.012933377892545537,-0.01174319784309986,0.007294715254168522,-0.005235517392446444,0.03467175751597534,0.011170850890151716,-0.007941792462894712,0.03472223908073768,-0.024584006587329683,0.014896820133682827,-0.0032031370995277836,0.016272589896840838,-0.0015072932785756502,0.007523222081708178,0.005683922392476247,-0.03504982828526583,0.023884955463049452
4,1,0.08972866462163478,0.013211067527099343,0.009578635175943248,-0.03611234454449811,0.0,-0.04387685634422525,0.02366639543114693,0.0633890038329997,-0.013759836861434352,-0.025857111491114082,0.02684895124785186,0.015424287027083677,-0.02309258372049762,0.019954833111003045,-0.008013170153241406,0.025303431085676176,-0.03610904547781697,0.05479130287004477,0.012265452963116416,-0.011931816833362474,0.05343407129562808,-0.04288425893096767,0.01657329914619203,0.0,0.009826073358129725,0.003587802709954735,-0.024265836375718025,0.024765074844295965,-0.022396987653868078,0.012757252542608066
4,2,-0.05405281665842418,0.019854433936797714,0.0,-0.02510403156837264,-0.008678488183340133,-0.018631030110330585,-0.0008488291860137276,0.06970471952576066,0.10400446949574946,-0.01914628581070263,0.022144524725364337,0.011776891460172495,-0.018620292204273067,0.0038291893284364276,-0.011191719690511165,0.018037396191311575,0.0009643580101057203,0.017092102805472117,0.004702938749519478,-0.011416821265846033,0.030332433622137916,-0.01623568135367552,0.0,-0.002905639915907865,0.021689226842006054,-0.008167235243766113,0.03661833551787606,0.02118605089580855,-0.017493468102129588,0.006228602869488398
4,3,-0.12534981068966178,0.01805930030031143,-0.013134140794970994,-0.027320476465570898,-0.017705364662735687,-0.017573538974765546,-0.014084451414436455,0.009047749853333134,0.071130312111801,-0.01362535390747567,-0.005293745640343253,0.003744649563032207,-0.030865762746796033,0.0076439319771979125,-0.010383384767969378,-0.004495208971592113,-0.0020541264817669075,0.01628387566218062,0.00710407855331191,-0.019624412995034965,0.02952680888021869,-0.0322085610264542,-0.013215989789841467,-0.010172829502781339,0.019648072014301673,-0.008602315782997916,-0.00599356297547135,0.01760479920247124,-0.014633712248957917,-0.004604788270266058
4,5,0.03564681491295989,0.022303730405978328,-0.0034341157527198185,-0.025972439762115954,-0.004215163403257324,-0.001920633415236947,0.010546612663266147,-0.03792683131684926,0.05692637109577156,-0.01811538027011421,0.027929592648789386,0.008850404277583906,-0.01800515571677258,0.005721478179159564,-0.0059573679883503095,0.024547045333448037,0.006689436823073172,0.02202392120289344,0.010606205059089269,-0.0109134782372695,0.01885911096629092,-0.022058624572486002,0.0007128910245162573,-0.00894001647705056,0.021409719407134487,-0.0023890869300762646,0.0410346405020153,0.008087040086394215,0.021123953813651564,0.0036350758439478437
5,1,-0.05297216327693155,0.0,-0.03715411000679192,-0.06497716109861462,-0.046519682635160375,-0.011557667534785765,-0.016187065300616588,-0.01766296349545582,-0.006754911921937945,-0.042503815181056726,-0.15070266727227977,0.0,-0.021153242874124012,0.0,-0.01972218483828797,-0.12193665309293117,-0.012361009954944546,-0.015169765695658866,-0.009124876407253235,-0.024348391618728427,0.0,-0.01706150158856501,-0.02951979535424165,-0.017795105156510616,-0.007094476119386073,-0.014228199521277352,-0.008871178187784434,-0.017269266396445215,-0.0037563806155596624,-0.021321313313424572
5,2,-0.06033157157209312,-0.0018593235553804321,-0.039109928137311345,-0.055238247234413174,-0.026959550922744907,-0.008129267207501123,-0.014708573133071279,-0.007099250713484995,-0.003932122986604059,-0.05134502859963791,-0.17751600870766066,-0.00036080879064448457,-0.020604636764987305,0.00833993565367197,0.00224985174906267,-0.11911309979645002,-0.009353934040302714,0.005863337145857572,0.01155475902897396,-0.030312441968691206,-0.003896672567777981,-0.01827011797196265,-0.03180445457872494,-0.01548040207355239,-0.015003185952197184,-0.03708242625247188,-0.003209150725699883,-0.02640557570037938,-0.021263632669194732,-0.03678309222225462
5,3,-0.05579677890635726,0.011521930356257426,-0.034789161978444394,-0.05442377371013635,-0.03344024450220079,-0.004821386985813247,-0.005750774502407796,-0.020137538720756853,0.0,-0.05462103894759712,-0.16970046829478003,0.00579871511199237,-0.019895494988457774,0.0,-0.008922842931273905,-0.12536015442017562,-0.001998177612090979,-0.01910329096125718,0.0,-0.03207632293623319,-0.008555473247917722,-0.01582256081415012,-0.023896262378125144,-0.020146027321726823,-0.008544257030706659,-0.026574449065518257,-0.0035824562157465434,-0.026500599281502835,-0.02488112497050965,-0.025144606011991977
5,5,-0.05051662784056232,0.010465518485803127,-0.042348038097793916,-0.05168225318420444,-0.03641731636951023,-0.01858427741344465,-0.024667250493318582,-0.0026854920347353373,-0.003761628807086137,-0.06466675557429524,-0.1576305051526738,-0.007399878344963695,-0.022339658852140842,-0.002715603060977956,-0.010502361016152095,-0.10904736676721571,-0.0020418443545604514,-0.009921857755802344,0.0,-0.008885520521000778,-0.001734906409517345,-0.02624808560893077,-0.03220670902420192,-0.019155580545724082,-0.01885417875245815,-0.0349611198362606,-0.0019184726942697017,-0.025134708600406064,-0.017430088926800757,-0.013388907397884675
6,1,-0.06254794966906696,0.02411100086692336,0.0,-0.03792599082433601,-0.0053138522208462935,-0.033284400298936645,-0.003895143099992421,0.0,-0.01824809491122359,-0.02914276845996433,-0.0435455816011151,0.014913228826776592,-0.030735557057371216,-0.003590271355206398,-0.01478883986189189,-0.03812506598883347,-0.015112952101808352,-0.02444677867315681,0.0,-0.013934595022727314,-0.022896331085853316,-0.02022829601227183,-0.03442062978103688,-0.02943370779307486,0.0,-0.012608348651018675,0.0,-0.009054542010981187,-0.023241596045263047,-0.022375409718233763
6,2,-0.08669946753100688,0.013528434193819133,-0.01570293553501556,-0.02990716981461472,-0.014595841878071586,-0.03312378914581621,0.004080975767254275,-0.03862564078137107,-0.012838034000304671,-0.03389459321194524,-0.028188302785771557,0.005645824396076582,-0.018845718652930138,0.0077598484692094905,-0.027413261024565705,-0.03342441572432964,-0.00848836982875606,-0.014276825859892317,0.0030106279419068183,-0.01656164407145083,-0.006901044407165213,-0.029309475635085458,-0.022003621466060358,-0.021719438120994583,0.0,-0.01169105963393069,0.0,0.006652752356290953,-0.02695994703251353,-0.025184539966441266
6,3,-0.08774259200165496,0.021308305197707877,-0.018678467252665615,-0.029490187752871988,-0.020443860412169362,-0.036287967220553,0.006366201072743438,-0.009725455122002458,-0.003771766787650621,-0.0277122597067071,-0.031874387670802196,0.0,-0.024903757301403262,0.008398654291331686,-0.021097402182031322,-0.040998098905427105,-0.005576697511760126,-0.017825944908144542,-0.00555225321969105,-0.013843433036268615,-0.0068112418514017226,-0.024539573379424418,-0.029013221782150878,-0.026277838842009293,-0.0016670041330837937,-0.017846126904895843,-0.005491771243204324,0.0022291475064393773,-0.02082143235015904,-0.020182039140600072
6,5,0.022292740416069046,0.017738878275126102,-0.051179320257488725,-0.04309235860028371,-0.03471449452482786,-0.025726176016828972,0.0,-0.03012054404896547,-0.0011544450060604339,-0.03509432678551966,-0.08946444263238418,0.008922764039391795,-0.03092821160347664,0.0045547673068003225,-0.02861600069090897,-0.07886695727913828,-0.013709242074990746,-0.00944543180512536,-0.003556133704025327,-0.017115178297562705,-0.030396762704062552,-0.017347104649087564,-0.022249064970110255,-0.02690364136942891,0.0,-0.007315674196869348,-0.009142601002207873,0.0,-0.026125100842797733,-0.027451806397443157
7,1,-0.055503434115108774,0.017662960659120458,-0.07918509002590718,-0.021997457197936998,-0.07858216457696149,0.008756069206615452,0.009630265765398771,-0.026708011213187638,0.008495907939426145,-0.0074981661791030385,0.004847053007352969,0.004387413581568772,-0.016985040243260002,0.0,-0.016626678642536863,-0.0007077812219487556,-0.005099022053801666,0.0,-0.003644110764871533,-0.014422803129091777,-0.009079191902694517,-0.018271737104479158,-0.025893222737139288,-0.018626766500322994,0.0,-0.014635238303114667,-0.0009322644039956862,0.009816135230300504,-0.023306477644148782,-0.021441044991415137
7,2,-0.0642007615501054,0.01981580499484048,-0.048257184494911065,-0.02228670794857704,-0.040179247297809056,-0.018481481930806565,0.0,-0.03186292914189878,0.0064093423491438095,-0.011262806611794657,0.0,0.01667007189590569,-0.01651118391221207,0.0,-0.01374055207479774,-0.011384985690665678,-0.01311928594890896,-0.0025246908318974914,-0.005501327746949558,-0.021758098221954514,0.004928090704263671,-0.026256290891009837,-0.02750164724393378,-0.016536128099163577,-0.004401375111351524,-0.014566401198466555,-0.004432338351997606,-0.019447120716311217,-0.015177774817500267,-0.021106580456779267
7,3,0.021022134876778453,0.01570797166359625,-0.04734578198320666,-0.014241376721765509,-0.03740899899743763,-0.028505967412540578,0.020652869311398855,-0.05604372296949206,0.01726993954422054,-0.0022070012209756684,0.0059165887964216235,0.009544256285569735,-0.015507790671500266,-0.0028122371061539975,-0.03310279192076404,0.023016899459721296,-0.0016705801727379122,-0.007735497174083533,0.005406325825246278,-0.015797993199463706,-0.003134115062249143,-0.026375655493936168,-0.033219523788995814,-0.019329604826347158,-0.012547454823992638,-0.010624280625655319,-0.009791232309282694,-0.030037007107953928,-0.0017015381723987644,-0.027193378794496015
7,5,-0.06284486775165854,0.01745305726916932,-0.04617566297006803,-0.032870245635617995,-0.033263439279570234,-0.030450549771637803,0.004251556840511456,-0.0068706503114994155,-0.006021553336650942,-0.010683912054587213,-0.014459124714623073,0.013643459834983968,-0.024487547712486124,-0.0049963785060999355,-0.02326559892911717,-0.015057721227009824,-0.015524158807526695,0.007124055538636487,0.0031874169901650595,-0.01638948164865983,0.005606462739906615,-0.019483336862439637,-0.009367868040783184,-0.016983453058827147,-0.0015155430131943703,-0.007069334853069265,0.0018686951026535836,-0.014003162669918578,-0.012753348456750024,-0.024147662265474157
8,1,0.06732761276260238,0.006155776627875085,0.0,-0.03606203661169326,-0.011046615042286028,-0.009067052116227095,0.006377721356224711,-0.017630900736621394,0.0,-0.01799155423072517,0.03121891068680336,0.005111371093778554,-0.012459680111953845,0.013043431052938557,-0.024231165355367203,0.03112563384102148,0.0,0.0306345453082041,0.014553870579827965,-0.014272838357925094,0.04530586972954623,-0.06633673627468531,0.005804913481174304,0.0023682621068927354,-0.058089401258713785,0.0,-0.024720072008120004,0.013809542749725599,-0.0020593220478818414,0.00682254735120548
8,2,-0.0847183268584919,0.012834490402642349,0.01776772315218139,-0.03025750420396686,0.0059026047042154955,-0.024581124586523544,0.007659966232612675,0.0,-0.0013204593441968372,-0.017798777163088666,0.04053834661482037,0.010232467719348938,-0.01810951194926069,0.00608351001588563,-0.011053097457422752,0.031149103222348505,-0.005444158164496282,0.026720810183834754,0.009933712957277373,-0.016411872552079237,0.029625729474248498,-0.011303128828511049,0.006943334602363972,0.0,0.0,-0.011293681135428252,0.006073963230543721,0.011367291584048977,-0.00989264131614218,0.007461285975914521
8,3,-0.12024921249868697,0.010752044339138709,0.021554690727176,-0.03083936696753157,0.01305819296893522,-0.024686558462234186,0.010073444345203972,0.018441316671794727,-0.0054566901286091304,-0.022559702313503936,0.036921629946492104,0.009172035371392547,-0.01463958982631768,0.010308395740498848,-0.010744519897886516,0.018773516406967516,0.0,0.043667363983923395,0.003762873012553786,-0.011679917063217266,0.056187432455047204,-0.015033738477556742,0.004975226128057047,-0.0008048374121318071,-0.007716748827781689,-0.009277882145525742,-0.00179468772686827,0.006191843430954684,-0.016903400815476196,0.015699946014485624
8,5,-0.09407521032039168,0.014351203683965807,0.008629584571698838,-0.030085745092898138,0.00968487027186725,-0.02519896622076507,0.013682082069552105,0.006887183596390388,0.0011238573906532153,-0.01744462129295435,0.03445533432775803,0.010323852033226479,-0.018812582173924307,0.012396412746665444,-0.011745189413215803,0.02150159246269138,-0.0057743052803065804,0.024850068787634627,0.010191739566097629,-0.013303307295928877,0.03986140288865978,-0.0028605951632848497,0.008049138190465778,0.0,-0.007177927132449968,-0.013242269439002703,-0.0013134976622362748,0.010296970547148994,-0.012653834804725927,0.014555857136902509
9,1,0.08568276077281628,0.01193693130225544,0.021920954730487135,-0.044171288905319024,0.016640121736822056,-0.02316144071281983,0.03999246576650922,0.05107265880586761,0.005477845198499427,-0.03213927484798396,0.018498385411962914,0.0014385130793466705,-0.006700867706148708,0.0222104761902727,-0.011491353702462022,0.02211502796932563,-0.022046734040301184,0.011351615352342595,0.010778242585994635,-0.007289159807956941,0.016152685321787832,-0.043999405600193234,0.004317517192337042,0.003204291929290573,0.034889162004626426,-0.030881194447737265,-0.009669254737328145,-0.005259743170595271,-0.017359320205277168,0.0
9,2,0.062258752320416694,0.010699446635812071,0.03903051981480721,-0.045092308183252564,0.024803630296985263,-0.015147878267618126,0.052538116496705756,-0.02925414587934272,0.004102189015882982,-0.023834502302895015,0.01780496066918333,0.00674196037763454,-0.009381017017149447,0.019915185598889537,-0.013826900434988798,0.01495528421540028,0.0004296163406378173,0.0284491416533756,0.00744062720262785,-0.0020602486745318477,0.034176935752846985,-0.0305749696479403,0.0008620232591609045,-0.0021932600292697,0.015817712684261076,-0.007270257572935743,-0.007653404527041691,-0.010766688982806027,0.007068188899937475,0.008323996979367199
9,3,0.06957134253944211,0.007344721190456954,0.035284085086264655,-0.03702003550754997,0.015889293569381138,-0.011974857865421212,0.04193501133853342,-0.021005413571932127,0.003962798822757213,-0.01917744084469792,0.020147317009920493,0.005614866169065563,-0.012664320449034455,0.019336486546718226,-0.009140311036077438,0.014039578553710033,0.004178063586471686,0.018353779302462583,0.0026597443677970484,-0.003505838143741946,0.03555470665859636,-0.025483832031584427,0.002440861174248743,-0.006114128729104135,0.019361542331671325,0.0,-0.007930535611464687,-0.009050193558516856,0.0006367594161069828,0.005118656379681119
9,5,0.07435990433739549,0.01749177272079102,0.031448452872507776,-0.03926736266901542,0.022865570397908097,-0.010957020810740917,0.03657883771462754,-0.005009289404479214,0.007619344391906591,-0.023205069780291895,0.017171497073812297,0.008647633545867325,-0.012052336756486107,0.009759144477419976,-0.012595314697864832,0.012761696411012463,-0.009203183103094037,0.014716795311407405,0.009353031684680588,-0.0058682674472939,0.019966482148335338,-0.03753080223043698,0.003558071905755286,-0.003842655054114852,0.019996711031219583,-0.013862442348520632,-0.0040030948559383606,-0.002911377035957924,-0.004720070955946246,0.0024764251834219347
10,1,0.0,0.028848957040715772,0.51727350054637,0.030951694664749674,0.517870586349221,0.7408045684019424,0.019083117630029234,0.0564601492191783,0.06840961048078986,0.08070962447084828,0.09645472125655252,0.019386811149684213,0.009494258850022419,0.010989872686709479,0.0,0.0844896322155253,0.22909798087027688,0.042027886465275,0.042615764016893154,0.0,0.04009538261373802,0.03905059081036688,0.063125598762662,0.05165816164805381,0.0,0.15780423767467822,0.07583858414211764,0.06049447810798991,0.05607721624021522,0.047264943567009166
10,2,-0.07553292096045428,0.01186441991650522,0.3490488812933439,0.10794760564560812,0.3513149705454226,0.7489017902524902,0.04171059553420098,0.2665703152244596,0.04017322539721602,0.166263676614419,0.15593133771630008,0.020883227215444222,0.0020579234899771315,0.04431286684683999,0.0,0.08992721533866987,0.26904611435247405,0.057019039769708346,0.0,0.0034448921875749328,0.057031668101616306,0.03951425270684572,0.10837168244441142,0.10874400642189785,0.0,0.05821915768636554,0.05466215231745619,0.026964193046963292,0.007635344231473162,0.07435029654438541
10,3,0.08023074734136659,0.062162327020918395,0.34676791826696163,0.6088590265524003,0.24549096989049946,0.05923571490281021,0.024499603373789647,0.07997417968506282,0.059236712601483,0.33849872372572687,0.0,0.08733960084747383,0.28220040147467396,0.04740203197076731,0.01205538497652281,0.08929898171154549,0.06400518123536325,0.0,0.0,0.06588909169563095,0.01265733024315474,0.06241948009145126,0.006663635386785494,0.10407645306567104,0.06455639880388331,0.029467264988920494,0.062446783327100075,0.05637384009493762,0.1361553713265431,0.04884904857697103
10,5,0.04805909739966174,0.012307481678371035,0.3086418528425068,0.5504574126735196,0.3386935057233993,0.1098464004948787,0.10217844065061099,-0.04361625006662395,-0.01985456540606445,0.30347689497595964,0.0,0.1639056361788218,0.428801745111254,0.030482774936546164,0.022106077907122046,0.11039771935639386,0.041381482238770806,0.017604909497454635,0.0,0.017952773818652457,-0.03669609029415977,0.02395189252046981,0.13418094504692957,0.0388509069960048,0.09512383278154513,0.05901755374370943,0.0015262037397132389,0.1016151645609562,0.13381109761372678,0.042607306458285255
11,1,-0.02161938812363795,0.07681832350556594,0.15496421044859476,0.36034095191021676,0.1365418659127271,0.06014527973382966,-0.47070010527671746,0.07020700041695693,0.09210863474722264,0.1876985711715432,0.0,-0.380714479401831,0.33083983884499324,0.06543420817283707,-0.02246646408167946,0.08293953631507245,0.09745237601188128,-0.04588079223569996,0.09210622765753668,0.010387939778266797,0.021073922862355654,0.0,0.06269969335053494,0.03498120196496707,0.05786322632691232,0.004034898089048555,0.026019029218667777,0.05208029501310385,0.04960885271403748,0.0
11,2,0.06022729642588287,0.03990269300740734,0.17582766568919328,0.35259175833447726,0.12056627423322042,0.016950607172474763,-0.29408223492587793,0.025184515546487596,0.032490490147570106,0.17328827186516627,0.007339427788849218,-0.3174408516939339,0.30628067818336935,0.020289254628617415,0.0,0.02631775625849264,0.08274035585138384,0.0,0.02814910782661051,0.007744572044871223,0.0,0.017824864733038903,0.008610522188607916,0.06909325723922127,0.050905126921028776,0.012564122247324505,0.026726947862644734,0.019702413448670297,0.039588090058779224,0.04112447303171307
11,3,0.03283722228137509,0.06683380083911361,0.27566700768281693,0.3534129860465709,0.2618313627569606,0.12813968104116813,0.0,-0.12950972892530332,0.06481317334831338,0.36667651910520216,0.039395640567804424,0.07267222659308548,0.06413376504168178,0.034481334705379396,0.007755753188924075,0.018723947680439723,0.06575870826916619,0.07104256509772311,0.052173697644014805,-0.009463415660596386,0.06567705595172346,-0.020830902252264583,0.07654846491775769,0.10800289505331073,-0.02472908007382557,0.040040783452209405,0.05751179333023182,-0.10057926593302735,0.030928638220866,0.05963360617194491
11,5,0.036651804055865655,0.016680025951629984,0.1446916800595066,0.3069916858926257,0.12202912312373843,0.030678382835492846,-0.2764583718881337,0.024706933760826888,0.04617986832690313,0.21578509142229518,0.03591973800767645,-0.2855135370941907,0.3136341298058132,0.03985025315075463,-0.019378831510195038,0.046482522609876065,0.13602700484549635,-0.03571072706648826,0.02812381535815378,0.0,-0.057625083432800484,0.02901415181523015,0.054215920849622457,0.05162418645778444,0.0752975487691927,0.0,0.0,0.010597104676336677,0.08262821206454629,0.011842222199746955
12,1,0.04803554524831948,0.016375348660613458,-0.041573260171185726,-0.021940465687966898,-0.03165607725378848,-0.009833987420479418,0.018318311590445398,0.0034889868348572106,0.0176210057741819,-0.017608459620694163,0.016137925869537814,0.003216534854339363,-0.00652176552639655,0.01235983694950727,0.05533688731317722,0.017403209669025317,0.010687714740672788,0.011332894464571738,-0.11973622583804192,0.09884474689166659,-0.0067877022498833706,0.005409991579716555,-0.005911153267681268,-0.008233865982229402,-0.00028799148316433626,0.012302355402642934,-0.0069072557618658145,0.0021859319407978237,0.019947919947684113,-0.011186074758680165
12,2,0.04772041194846611,0.011033359037819193,0.035827742046551474,-0.023166009368597196,0.04442360882980875,-0.025356729551079562,0.012009983524514599,0.004999368691777273,0.005046585568667261,-0.011909596844631755,0.009108836539583061,0.013248985730976638,-0.009366888140399396,0.0020287593574312215,0.07854258608621179,0.010799576893953153,-0.01103728813442918,0.005382464722164436,-0.2714714263177875,0.10437505518156677,0.00950851024043637,0.005522335929661088,-0.011331938252503792,-0.014546949001665532,0.004103503021098083,-0.005257110969696253,-0.010138819506112973,-0.003009949054877604,0.014873396139268837,0.00109725332837933
12,3,0.025048890413591707,0.023440754099723703,-0.02021154613211675,-0.0053515801666159084,-0.038688625804879764,-0.009344091251777067,0.005237631500662292,0.014115747318229566,0.012301044365766935,-0.008645803676529538,-0.00833726924271096,-0.006212752311780487,-0.020744609018771162,-0.004736869187381233,0.046468648565678235,-0.022239647081794746,0.01056248415450781,0.018524908785436996,-0.04828644594952273,0.17678443035309088,0.0,0.0,-0.028657672978801382,-0.0032383766251776296,0.0,-0.010646103603490314,-0.06331391525443696,0.0,0.0,-0.016772402810955794
