f_id,i_id,pca.expl_var.cor_init,ela_meta.quad_simple.cond,ic.eps.ratio,ela_level.lda_mda_25,ic.eps.s,ela_level.lda_qda_10,ela_level.qda_mda_50,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.lda_mda_50,ela_level.lda_qda_50,pca.expl_var.cov_init,ela_distr.skewness,ela_level.mmce_mda_10,ela_level.qda_mda_10,nbc.nn_nb.cor,ic.eps.max,ela_distr.kurtosis,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,disp.diff_median_25,disp.diff_median_05,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ic.h.max,ela_level.qda_mda_25,ela_level.lda_mda_10,disp.diff_mean_25
1,4,-0.3416748376376679,0.020220155162200437,-0.08824757968910224,-0.026901308899846654,-0.08790557672700311,-0.061596592221254964,-0.000385268760711599,0.020946624674838155,0.0,-0.022952544618578874,-0.04589583553001436,-0.011165037252281795,-0.011005842492253337,0.013803192562722388,-0.015662145791873472,-0.045408477401070235,-0.034646813992741055,-0.006060761826664873,0.0,-0.013453723075137425,-0.026137845081659672,-0.015890740398775804,-0.0019493920633075756,-0.017762013612224625,-0.009760363646714232,-0.04016503082860012,-0.018107614582673515,0.03398308556337748,-0.01137492015610797,0.0
2,4,0.16552982939103167,-0.8755821471952957,0.12131088198322815,1.166200726843996,0.10596919325845311,-0.061370974198248995,-0.11343865296832306,0.03507471343843094,-0.08436894376303761,0.34790098684202475,0.10027155646885866,0.1706227484774132,0.23671924556882196,0.041974609774837024,0.021972512539670475,-0.028405225965633885,0.024083741748039733,-0.017504114583843933,0.01065134630582687,0.021199802640366028,0.006800475439590337,0.09230293775775655,0.07690469663459476,0.08587908366530961,-0.14686068444343803,0.13872270800494457,0.037743875155639706,-0.18687844197050651,-0.42394831726220644,0.061153299327427746
3,4,-0.22442831353984966,0.04657657178911734,-0.04693522779942394,-0.04103859583035399,-0.043386543468347,-0.07173564952825781,-0.017510595556209513,-0.006766350749319,0.05895015196782585,-0.012094585507730515,0.015448608217697918,-0.008731213849174274,-0.006354285884546063,0.002041511700381027,-0.02443391828701777,0.022588644667000002,-0.030383445719248323,0.008731884543703494,0.0025796156269343035,-0.01589209430022695,0.023329306766826263,-0.03271532972680741,0.007020748502598567,-0.009676462392180257,0.06242540607512145,-0.031360765093512655,-0.08496842682057384,0.06249991921826084,0.017185351526977838,0.013212173764239277
4,4,-0.09034799277591431,0.03933921580713934,-0.015305217757863768,-0.04240495469921367,-0.015277212981305566,-0.006153786123971914,0.0,-0.06384862693768095,0.05739415481776221,-0.0004485651048998455,0.01716646792016205,-0.00483309463959437,-0.005979986981603321,0.006157765241368757,-0.008887194976856383,0.030603230963234015,0.023104395322933145,0.003950390467260218,-0.0010718299860763125,-0.0123598648012519,0.007434423019291427,-0.017053541383606898,-0.011145641078557804,-0.018953525124564136,0.03315217278581817,-0.006130360331233547,0.09072325989341129,0.05299644013233842,0.09104723350264018,0.0
5,4,-0.051174560198792796,0.02711583344878321,-0.057335048629870045,-0.0438749005807314,-0.05126388869549953,-0.0312893817115813,-0.02160319326226806,0.0070352761459747115,0.0,-0.06974322032432412,-0.18863790906759148,-0.007681353120952417,-0.006343009026715363,0.0,-0.007485136961167593,-0.12763240262312764,-0.025816380412370665,-0.02181526148774171,0.0,-0.014482113184163758,-0.01459702295917642,-0.02125711484334375,-0.03673595420684361,-0.040402652709318976,0.0,-0.02113485597423126,0.006813651807698051,-0.011422807343520691,0.011137077130343509,-0.04032442035330064
6,4,-0.08487009846815469,0.034085806560784804,-0.017360341726119888,-0.04358786429644823,-0.0223480045448054,-0.0810125277361356,0.006159813669539271,0.010246642484296131,-0.00025697756052195375,-0.016935759052148447,-0.06824699554255764,-0.012924017227138207,-0.006903321049443245,0.0,-0.008657974203615915,-0.07038972786531872,-0.04199103493428202,-0.007369740796445201,0.007100151095659868,-0.02675932847089324,-0.028180736610980694,-0.01640638259144553,-0.027169830315859178,-0.027909817456419628,0.0072985424495985995,-0.018139567433282988,-0.014688484565124865,0.03693111812910299,0.006915061254421817,-0.030439071972049536
7,4,0.12656334596823238,0.03510182770284059,-0.046620049562627684,-0.10346471311161484,-0.045900015017940034,-0.1015835160402626,0.020482246723572257,0.19024173870640448,0.0025935097306123214,-0.03224305446725951,0.02606027055790685,-0.006405737728470022,-0.01734707080610687,0.01369378711423326,-0.010533502593456024,0.0252451651417389,-0.05548944635126778,0.02010928115759287,0.003960428134278441,-0.013989054997439054,0.0379028229916413,-0.009797331391827252,-0.0295947660425799,-0.022311313522916626,0.0031302292316212066,0.0,0.0,-0.0023996411526568673,0.0,-0.040056192120394754
8,4,0.06533088044579441,0.03458482651869291,-0.0047524692617954625,-0.044093698218806224,-0.0052517882948514005,-0.04827633120881493,0.001110416393222801,-0.07091349888981024,0.0015495017620724937,-0.01572593135245778,0.012842613380347784,-0.009094321767409548,-0.010125372609148621,0.016699652673606603,-0.011514747045558466,0.013555413963572113,-0.01664361377305588,0.021935035182079912,0.0075741586136139506,-0.005038544808595436,0.018467335951186922,-0.01722848047427344,0.0,-0.003313515238785836,0.009916032538016166,-0.00923900931511602,-0.014551322370553312,0.02976073917662145,0.024513800097889532,0.0037839438306774276
9,4,0.07345643097475654,0.03359077184468133,0.025317803155767857,-0.07100726321876469,0.010067654474244007,-0.019195573496891778,0.051605946429307215,-0.056464877901840266,0.0,-0.01985583563215243,0.017351450742908954,-0.0038924757623563233,0.0014251588058842649,0.021562648472759224,-0.0101057829809134,0.017392691503599678,-0.012075599422135964,0.02356888798729591,0.00725225572769303,-0.01051089158053991,0.03491266269220016,-0.029836589511300263,0.002697527221805926,-0.013141083710823176,0.013541094969507936,0.0028056853078873983,-0.02706313644801616,0.011152435468356411,0.02731877174236904,0.002553942613593263
10,4,0.0,0.0850971350861831,0.47443256773449094,0.0,0.4348370528914016,1.1289329316291243,0.0,0.2758657137350251,0.0,0.0,0.0296193089497232,0.0,0.0,0.0,0.0,0.007817328608002327,0.4147826325927295,0.007835399219711991,0.005774485265307661,-0.0007887194874813819,0.033367771155559556,0.020367150143582036,0.02464023596701792,0.04697416602165583,0.0,0.03742555619857524,0.059207427862701945,0.03698862504692646,0.0,0.009263165036100585
