feature_name,feature_importance,rank
pca.expl_var.cor_init,0.07511967287579754,1
ic.eps.ratio,0.07262076258611118,2
ela_level.lda_qda_10,0.0714795959597427,3
ic.eps.s,0.06702371125732344,4
ela_level.lda_qda_50,0.04275088130406207,5
nbc.nb_fitness.cor,0.04261245253369167,6
ela_meta.lin_simple.coef.max_by_min,0.03847832023933532,7
ela_level.lda_mda_50,0.03587360976392661,8
pca.expl_var_PC1.cor_x,0.03527600660984279,9
ic.h.max,0.031014233418217966,10
ela_meta.quad_simple.cond,0.030049001063689462,11
ela_level.qda_mda_10,0.028794146988939923,12
ela_level.mmce_mda_10,0.027238588010938213,13
ela_level.mmce_lda_10,0.027088390557093514,14
ela_level.qda_mda_50,0.024574550753348967,15
nbc.nn_nb.sd_ratio,0.02324147489811475,16
nbc.nn_nb.cor,0.022137884566567578,17
pca.expl_var.cov_init,0.020971549235257264,18
ela_level.lda_mda_25,0.020607427252123573,19
disp.ratio_mean_05,0.019564009853036416,20
disp.diff_mean_25,0.01850627177241028,21
disp.ratio_median_10,0.017562528013430008,22
disp.ratio_mean_25,0.01750599500492632,23
disp.ratio_mean_10,0.01655604632405431,24
ela_level.lda_qda_25,0.015662160058766153,25
disp.diff_median_25,0.015574612971386806,26
disp.ratio_median_25,0.01515866576171348,27
ela_level.lda_mda_10,0.014271688239317732,28
ela_meta.lin_simple.adj_r2,0.01272344686549396,29
ela_level.qda_mda_25,0.010880002382886387,30
