feature_name,feature_importance,rank
pca.expl_var.cor_init,0.06084637343728119,1
ela_level.lda_qda_10,0.053348456182160046,2
ic.eps.ratio,0.05188986742517815,3
ic.eps.s,0.04713294512371962,4
ela_level.lda_qda_50,0.04067173275794712,5
nbc.nb_fitness.cor,0.03989420102858968,6
ela_meta.quad_simple.cond,0.034983281713982975,7
ela_meta.lin_simple.coef.max_by_min,0.03186391627481958,8
ela_level.lda_mda_25,0.03135963322922573,9
nbc.nn_nb.sd_ratio,0.029872005421400286,10
ela_level.qda_mda_10,0.029470843999758703,11
ela_level.qda_mda_50,0.027751605550453213,12
pca.expl_var_PC1.cor_x,0.027717248886450843,13
ela_level.mmce_lda_10,0.027668763121319304,14
ela_distr.skewness,0.025349144528643328,15
ela_level.mmce_mda_10,0.025152988164907675,16
disp.diff_mean_25,0.024291824331045108,17
ela_level.lda_mda_10,0.02382417984355208,18
disp.ratio_mean_25,0.023007695138712574,19
disp.diff_mean_02,0.022243436846820674,20
disp.ratio_median_25,0.021995015931373953,21
disp.diff_mean_10,0.021658349791617123,22
ela_meta.quad_simple.adj_r2,0.021061367799442798,23
disp.diff_median_25,0.021004986580375102,24
ela_level.lda_mda_50,0.020878932319809973,25
disp.ratio_mean_05,0.02078322065489935,26
ela_level.lda_qda_25,0.020684987884221104,27
pca.expl_var.cov_init,0.0204573260460746,28
ela_distr.kurtosis,0.018313067296741276,29
ic.eps.max,0.013850629973262661,30
