f_id,i_id,pca.expl_var.cor_init,ic.eps.ratio,ela_level.lda_qda_10,ic.eps.s,ela_meta.quad_simple.cond,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_25,ela_level.lda_qda_50,ela_level.qda_mda_50,ela_level.mmce_lda_10,ela_level.qda_mda_10,ela_level.mmce_mda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_mda_10,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,disp.diff_mean_25,disp.ratio_median_25,ela_distr.kurtosis,disp.diff_mean_02,disp.diff_median_25,disp.ratio_mean_25,disp.diff_mean_10,ic.eps.max,ela_meta.quad_simple.adj_r2,disp.ratio_mean_05
1,2,-0.11656676831222962,-0.05370071497212903,-0.037226264490624994,-0.05040417979029266,0.012337036050509398,-0.012897183604860196,-0.011915541657739392,-0.03161061201561738,-0.02479221832152967,-0.08090433210671732,-0.008401428258989374,-0.06787852224512425,-0.03402227231683891,-0.06962191737702372,0.0,0.015152561752458493,0.0,-0.025211621099368475,-0.02743787656471769,-0.024813606633491747,-0.01504284461727462,-0.005895157507692261,-0.012892577127474492,-0.0228451873949041,-0.0197117831056956,-0.012144013327399839,-0.01645970538387531,-0.0042280369365612636,-0.006348547959391215,-0.022614403051277265
1,3,-0.16371905465378578,-0.06132901208172864,-0.01977414465404237,-0.06899684497558722,0.01788762577652553,-0.013015883624697855,-0.01780756668281952,-0.022550888692548177,-0.007196567132450871,-0.09420059424684468,-0.014338475926940375,-0.0679215377502217,-0.018081425862440548,0.002977555210552041,-0.0036539632776285136,0.0046821165807692244,-0.003911574895390069,-0.017878753847380247,-0.044588687510370706,-0.03336691403267111,-0.009174792442901314,-0.011730312527180986,-0.015167787044246261,-0.024854615287628112,-0.01295696875268676,-0.018652347426083793,-0.018634464154338115,0.00515965961715914,-0.0077066367316735995,-0.027594861346591282
1,4,-0.15803658785771407,-0.0841192325696658,-0.03074989311469367,-0.07865714855265843,0.009664952339299593,-0.014205407753794808,-0.013957599047633495,-0.015294524912299434,-0.018719917956132814,-0.038945781015598535,-0.012904498256619379,-0.05722204940613923,-0.027383131542869865,-0.08014100355283049,0.0077892855240842,0.008050578270872799,-0.012455297391133435,-0.04399646284248315,0.006034516911712917,-0.028171275610921975,-0.0079646511292501,-0.002685588806751127,-0.014147635221300803,-0.01409412646014263,-0.010874985952018135,-0.010491604322156012,-0.005180842983579126,0.0,-0.016420239016239624,-0.022817566457991934
1,5,-0.2038288943023978,-0.097260095117363,-0.029431133869909476,-0.07960934012418042,0.015810026716495174,-0.009986250313307354,-0.004706641325706862,-0.02462503469964772,-0.024213967601529773,-0.03752655917826336,-0.008260325655354839,-0.05193435349655512,-0.020081380750285927,0.007640129813962393,0.006721539317742609,0.0036451405081582844,0.006137306317432201,-0.04012661523181582,-0.04749231683799837,-0.026447677205354236,-0.010245216157621972,-0.009947361125757781,-0.012130394864754479,-0.027533570397385077,-0.011772837807691505,-0.011097130304327907,-0.015542585392087083,0.007374964244024895,-0.010463607192041369,-0.021163536404284033
2,2,-0.05775195032636388,-0.013476636144893972,-0.03470180766359254,-0.010629577760575049,-0.2951101711430397,-0.08756349242977912,-0.006183034296917411,-0.03491896089664581,-0.0032917266966965286,0.0062453996916034815,-0.01892121508945893,0.012305635520121982,-0.01327075439842057,-0.010938157640378532,0.016173309631529964,0.008370041027802755,-0.025736633872551984,0.007661603883181156,-0.011947133500845752,-0.017071215183910526,-0.017198887951893005,-0.026551779696227684,-0.0064848469008583765,-0.02525330565914552,-0.024263228843781015,-0.02780052208221767,-0.028299906097164318,0.0,-0.01274590108887319,-0.028742862449245066
2,3,-0.027452071973517456,0.08450417515269931,0.1329608482056645,0.08560360696434943,-0.20908708242600305,-0.9353840785161688,0.0,-0.022455907722878754,0.016300850668308553,0.0,0.09224226167717275,0.029638586984211956,0.0,-0.03680093348243657,0.018990016835035428,0.0,-0.041055760845870926,0.03464993817634987,0.028681787896611743,0.0,-0.013269423098324462,-0.02159869451291707,0.0,-0.015443214507915914,0.02082411617161778,-0.026528280339165655,0.0,0.0165815403781282,0.0,0.0
2,4,0.023601291903936228,0.08588037967868314,0.013469349589244783,0.08512746158632023,-0.6394014080704434,-0.04619370466391093,-0.035961900620264775,0.01095443709156485,-0.06381633442168133,0.0,0.021647116386173837,0.0,-0.014199581297043906,-0.01134942114481946,0.0,0.0,0.027319611078242767,-0.1868752939294887,0.0,0.022120600296409443,-0.010485357399059092,0.0,-0.011874711142303485,0.0,0.010851280839021149,-0.01186420799798521,0.0,0.016485994892093347,-0.055184724444797384,-0.018348596142465645
2,5,-0.022469535613022507,0.03364578189075712,0.02069994692662258,0.03334572457361534,-0.5820118145962135,-0.11746315030466964,-0.011378043149316452,-0.03062404035280858,-0.01877819473846082,0.01856925362295425,0.023987091879047295,-0.011123304187941274,-0.01616434963989838,-0.04056055050501356,0.015030747672145905,0.03274494361334168,-0.005444202111783536,0.0,-0.016436782936551153,-0.008825474672100653,-0.008950572631843068,-0.012356019586739708,0.0,0.0,-0.01768780756402677,0.004917915075675017,-0.00907998030808771,-0.013714750436818135,-0.0158681645293407,-0.012102385704571783
3,2,-0.04215990801676438,-0.014352668190650814,-0.03658381064011905,-0.01218436405094181,0.023087031089730523,0.22403307133635622,-0.006567926430732049,-0.023479370320609927,0.00496484610128986,0.020889384087456796,-0.01596224075173626,0.009964292866869728,-0.009542017148226556,0.002542920652986877,0.0,0.012556285488269425,0.005433580575568711,-0.013260845140070546,0.013891005907337647,-0.02147178642433703,-0.003955598955489074,0.0,-0.011863251867335473,-0.01120687997154985,0.0013089471089774152,0.0021158026585429562,-0.0037570779021909306,0.011688585262456384,0.019758194034860316,-0.009443051542561004
3,3,-0.04374378275525234,-0.016552676783130216,-0.026521600136385035,-0.01819375215883713,0.014412875300765363,0.05091434930499225,-0.005063944706546544,-0.018544071243360438,0.017672850100544382,-0.04779123561065553,-0.005480568862556989,-0.05904833259421996,-0.020675294017943546,-0.011493690481793356,-0.001302552800548168,0.00931172005720203,0.0,0.022707642970986833,0.004215206013169159,-0.01754617171414377,-0.011659851561363371,-0.004201023229342654,-0.01810777341383807,-0.010827138967252958,-0.011554817548076898,-0.010239496357391478,-0.010095311029470977,0.005918621992931805,0.029068185888517464,-0.018983900847600876
