f_id,i_id,pca.expl_var.cor_init,ela_level.lda_qda_10,ic.eps.ratio,ic.eps.s,ela_meta.quad_simple.cond,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,pca.expl_var.cov_init,ela_level.lda_mda_25,ela_level.lda_qda_50,disp.diff_mean_25,nbc.nb_fitness.cor,ic.h.max,disp.ratio_mean_25,ela_level.lda_qda_25,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_init,ela_level.lda_mda_50,disp.diff_mean_10,disp.ratio_mean_10,disp.diff_median_25,disp.ratio_median_25,ela_level.mmce_lda_25,ela_level.lda_mda_10
3,4,-0.21664440590233439,-0.05674050367577589,-0.032351807154689605,-0.03505797364818786,0.019458409467583218,0.024481357662964498,-0.02770110846721016,0.016142539051593158,-0.01534105444873457,-0.028039261453424502,-0.0034515395011314176,0.030460742401786173,0.023786114068971645,0.003131875766078318,-0.006290005169928878,-0.01279691785443346,0.010787986669261743,-0.020145977500195866,-0.011945418237445216,0.004865710458361733,-0.0040036652275513285,0.009404326791989548,-0.008894362732598582,0.0047709076506360915,0.009495951132923508,0.014902181855949437,0.00205685053942814,0.0070871455949942375,-0.0027676636352225725,-0.0029044988884284195
3,5,0.17763419761657634,-0.013114501568551318,0.00842193888852294,0.014325162140860881,0.016543536660877073,0.013189775488985533,0.0,0.011476085057901209,0.028695422942868226,0.013122278775304863,0.007685824374934591,0.06054016642154689,0.06785606754862233,0.00402185587882789,0.0005662849244440493,0.0,0.0,-0.03728344936552214,-0.003867710695633325,0.005655052525040505,0.008096638401672074,0.0,0.008719075428177764,0.0,0.005855850359216347,0.003371455722713912,0.01012803352079858,0.002027920960996632,-0.004853665664469375,-0.012944426240769635
4,1,0.11597021610842687,-0.04781435218356139,-0.006815863179994108,0.010248370373559412,0.02212508225816348,0.00825815189287124,-0.043094963398538993,0.017867707191769847,0.02892573318890465,0.0,-0.01177964909011786,0.04705609523777901,0.0449846932299022,0.002598044497327548,0.0016344358785330276,-0.00976756301283016,0.02472944817288325,-0.025558947320225928,-0.011321328102132336,0.012340575041006357,0.0015734058200763124,0.0,0.01908171751305679,-0.002901776184386709,0.01466517533018083,0.004857385710619472,0.01696749104820683,0.02043572174305258,-0.024839045532947093,-0.03751079431324805
4,2,-0.05967275739725797,-0.045946670366534124,-0.011800550962512549,-0.014654117356568588,0.013955713033686278,0.017488388858661302,-0.006123518950294969,0.01170532553207414,0.024267786889805555,0.003818216970921544,0.05453752323099981,0.016959549392109835,0.011163107328863678,0.0021732779457235077,-0.003103325103020818,-0.001047005065686099,-0.0010454231472560513,-0.01158141332427877,0.05359972208613807,-0.005403597295483262,0.0,0.012102910548378032,-0.0016066104206545612,0.012766458786050573,-0.00816996473491962,-0.00215117303909447,0.0033941260278931157,0.0014915562428065438,0.004680499559003678,-0.0008662528069247194
4,4,-0.05727562786677026,-0.02567747795952012,-0.010288062409134796,-0.008193034936964314,0.02046307562400594,0.014844937345898881,0.002812030615313682,0.010975538847076,-0.008493132053983277,-0.0021524657305829614,0.04243789255222391,0.009529301857775174,0.018529585057613165,0.002364539458943854,-0.0048037028391942765,-0.014575042968374197,-0.0007103078638079213,-0.007945843523757379,0.15105678530753325,0.0034436368867621914,0.0006379875404122631,0.009094292517293157,0.0,0.0073804214091597806,-0.0009298116369148013,-0.0020206727961404602,0.003285443392522902,0.003974514346843393,0.004948322993832535,0.007335504927897363
4,5,0.05791931301030645,-0.034913563053832114,-0.00607451396130429,-0.0038229657202553252,0.025535294620046153,0.015584170540215936,-0.017036530987510498,0.019359129884460813,-0.005171642834777043,-0.0012930614833458198,0.04422987532774458,0.020286785287822323,0.02388477040049447,0.00164142616557858,-0.005967671842606284,-0.016478888427454125,0.004537110749072121,-0.015215785439101542,0.046612854025031,0.005751789300396201,0.0004584912826523513,0.018924362219713012,0.00878141175966407,0.006301194345785535,0.001147288914902178,0.00138482287452181,0.0036818543067993204,0.0,0.001474641120778386,-0.008606794467461126
5,1,-0.03466514561094458,-0.023290523999651203,-0.056501179554741654,-0.06216604853215191,0.017742125461223945,-0.13756575287511735,-0.0038964525387233384,-0.18358907122072166,-0.017576286485940895,-0.02684684609624033,0.0058973218563930785,-0.01993681913890666,-0.0015468895225603796,0.012318171247548915,-0.01001511096888491,-0.030526139146303533,-0.0199600140038379,-0.01562827989673743,0.0,-0.02379122234395592,-0.0219717207959913,-0.010549903889312984,-0.009839491516712706,0.00946617794117105,-0.024497650517221192,-0.014079079955209184,-0.02240591117237889,-0.04491134367429622,-0.019676448120547363,-0.011606595873329018
5,2,-0.04961527007964123,-0.027427538902502824,-0.03607331766640065,-0.060733306807679854,0.016497047697176026,-0.13371766268526258,-0.009174916322787718,-0.17078042895690526,-0.01097231718561148,-0.007383735388600765,-0.0014952581702840084,-0.03487893714223084,0.0,0.01110026043892226,-0.017262165425589227,-0.013995650740984522,-0.02594297096839182,-0.027262209515591773,0.0061625617300011815,-0.03221903072193766,-0.036009264034149224,-0.009118667300052008,-0.014174672473844518,0.004049742804978607,-0.008273531364176079,-0.03427160846002092,-0.029970618859029685,-0.022124602791975145,-0.02654806165150969,0.0
5,4,-0.0391932321188343,-0.02528077632415887,-0.05248823650389495,-0.04478450621870128,-0.0009867695036266944,-0.13618801746485898,-0.007036266817753711,-0.17558213349416946,0.0,-0.0340064023106707,0.0,-0.029035311475215875,0.0,0.01872958413507525,-0.021299040086892984,-0.02072614731368183,-0.020946772429530858,-0.016040937757494933,-0.0008247580909782615,-0.03670806605141852,-0.02675085814799022,-0.0012781792359013444,0.008601965903978215,-0.0030059500253445393,-0.03002285599639759,-0.0230398866563285,-0.029426618186822295,-0.03293671154344735,-0.02098480225358601,0.0
5,5,-0.03975131687055844,-0.0238673347418476,-0.05237744380739823,-0.05617037020170568,0.01790125114770641,-0.13187450239445997,-0.004679663038039572,-0.18182764225043457,0.008041099373515881,-0.013766907263326356,-0.01073216943639721,-0.029454513713044306,-0.011391679520706965,0.009147981955195505,-0.032845071366710776,0.006627697429324786,-0.028688444456991757,-0.00887431606147937,-0.012828035221154666,-0.034010138208828034,-0.0158594959794901,-0.013668684236505746,-0.0035763693366612226,0.005337645629542476,-0.01985742952699937,-0.03334076474384284,-0.029809469652341214,-0.0276920812756406,-0.018693164566373488,-0.011690725100763966
6,1,-0.062450208652213235,-0.0539662903891662,-0.01907890020092967,-0.02003576827363926,0.016948006165028784,-0.023946888127771487,-0.028392136145007685,-0.04871031212395155,-0.007337616936175961,0.0065605077337083095,-0.0034955547970699774,-0.03197966590700857,-0.02149993841768827,-0.01000664079421798,-0.012510962428630479,-0.005298051877506094,-0.015429519831589494,-0.03028541141360308,-0.023639013678239895,-0.025280787776932212,-0.005636157394371427,-0.01137106888016265,-0.0013490779161952904,0.009060888932122813,-0.03936043470138095,-0.017198758222410515,-0.024759939451229285,-0.027469534718701394,0.0031627313665323342,-0.002755223542324159
6,2,-0.09205876953658348,-0.06842039035969982,-0.026602003870800528,-0.031508599574955,0.0200881458714596,-0.04973352681070997,-0.016403458309241253,-0.026578048036045798,-0.0619009689724615,0.0,-0.009372496219617277,-0.008042821056735039,-0.0027519500777941075,0.0,-0.005949795893682497,-0.019001989618788406,-0.017675592544312002,-0.00837093085483337,-0.011268174488368476,-0.01803194289979318,-0.008989146724819486,0.0,0.0,0.011873856036920816,-0.02575771810139138,-0.01222628778384413,-0.01711110420967432,-0.02360312267255521,-0.006624683558086486,-0.007294408567277699
6,4,-0.07771995457831854,-0.04547394972723939,-0.027330015114715778,-0.016566533386480342,0.0,-0.03760208567563755,-0.005659030705319146,-0.0486424532793604,-0.047993761695875825,-0.006180631023263883,0.0,-0.013672298002556427,-0.01352123134791039,-0.013991915472409633,-0.013330592494750215,0.0,-0.009816259390583948,-0.009688063496023136,-0.009738823624925591,-0.03364185714114343,-0.0119496959619117,-0.005492910036550003,0.0,0.0,-0.01843746222643,-0.01138441824102121,-0.007016096339698907,-0.029665380541351094,-0.007079627845670983,-0.015916681051576953
6,5,0.043754137206051535,-0.06565993656270308,-0.04037903430848888,-0.03094213540486268,0.02874710959718013,-0.07371858047858626,-0.022680199485243913,-0.06938629313491818,-0.09578964931966127,-0.014472529871150608,-0.007698610972130537,-0.02716678645421583,-0.0020022401586776706,0.001569559746223248,-0.00854933540193431,-0.009665898027655773,-0.024471470023589847,-0.012596551144866908,-0.004099423978051964,-0.032723346460766856,-0.0019548861271849183,-0.008394118434716102,-0.010728477421171001,0.004294366777302772,-0.039858505907240493,-0.025438254304918917,-0.024455605855584317,-0.023952258668033632,0.0,-0.0016774973279383154
7,1,-0.05805421219310811,-0.002930307972611762,-0.07283467405416807,-0.09104606212200961,0.026089951248502857,0.0,-0.007817481057096842,0.009859737153236653,0.00630416106448789,-0.0007860394247778402,0.0,-0.022793149657159728,-0.0133011566877633,0.004809276975046045,-0.007486671977294218,-0.001787014845563345,-0.025859413930259978,-0.011638231477526934,-0.011634750041651154,-0.03174036210759493,-0.013147655935732722,0.0,0.010578675036356316,0.00838929021608334,-0.025276886576834634,-0.024205221660825726,-0.01795190081725359,-0.021239669669043226,0.009984095784397656,-0.0039248053164053776
7,2,-0.054724676546100554,-0.02302599784499343,-0.038787432741413885,-0.04449616438378601,0.01964376238368956,0.005766352347582854,0.0,0.00522746727501705,-0.007171115063390077,-0.019277742573817175,0.0029907143103771183,-0.013719335723995446,-0.004499725157959711,0.0,-0.010769497477618128,-0.026941733124222267,-0.021420847058661152,-0.015310793581461507,-0.02859216550328314,-0.024705010485818996,-0.01609581853489722,-0.0009767308587770307,-0.0013327864484831142,0.0,-0.017618872000536717,-0.019975636341387104,-0.02303777707917143,-0.022059631844912664,-0.009899465155498,-0.0057535136174577395
7,4,0.06323043757123067,-0.10022449891416091,-0.033523375026508095,-0.04530945267628661,0.019212385279212207,0.007085017450438574,-0.07645358756888049,0.0,-0.06051776234533873,0.0066327761107814465,0.0,0.008845346467225734,0.0,0.0,-0.022125942269851928,-0.05235093995095064,-0.03857281497034998,-0.01453001476423732,0.0,-0.04216954949339574,-0.04669386634888717,-0.011260387299609792,-0.002819274056048593,-0.005493695495110751,-0.034727244141311064,-0.037920916218471934,-0.035103301052675284,-0.04326416346181522,0.0,-0.0536877412306056
7,5,-0.0751624931620089,-0.03991612458232832,-0.03725179941803597,-0.04559893199824239,0.017925854353237014,-0.002445714133821636,-0.029793394542749874,-0.005188377318080528,0.005386204627507468,-0.011672308226670147,0.004576407508836033,0.0,-0.006553744719887206,0.0018860009431131697,0.0,-0.012333848229417882,-0.02457913049622379,-0.014262201566265037,-0.00987853333386729,-0.016904002259284234,-0.007238728065167427,-0.004384499498703731,0.0,0.006514899350348713,-0.020608574811354002,-0.024883705932096323,-0.023495288005697085,-0.00854129760520475,0.0037239473617126373,-0.008761096286218795
8,1,0.11127720749728791,-0.04269340814758907,-0.02036568868290487,-0.017744857014413487,0.020132897696754894,0.03215080471147361,-0.011436172406197858,0.03152517284164789,-0.007441546899409797,-0.00261846810849987,0.0004347629338479855,0.05903412712363969,0.04094429207249678,0.007034333072702257,-0.005566701009736186,-0.016717885844743617,-0.010780839453958382,-0.04884363631809453,-0.027761919397411877,-0.012264947689453094,-0.008259871006578805,-0.054122014658147415,0.017606787611145154,0.005156216068390828,-0.01699572644070621,-0.009325388165458474,-0.017821207449259895,-0.011045176816008914,0.017553394347342564,-0.009242488377864146
8,2,-0.10785655472845228,-0.03408671470746817,-0.002428436203125821,-0.0038610247389780795,0.01794421832043766,0.03292327748401318,-0.005809656255912343,0.032098021477750316,0.04318491997812619,-0.008378262728759125,0.003961102957157753,0.023582162915054043,0.021941920904395118,0.006163234186604093,-0.003125621077871497,-0.010578067646235693,0.0019947471305301213,-0.01600821253190205,-0.006754078468600891,0.0030267518820064013,0.0008790809397106348,-0.010416537295945869,-0.005104859120121437,0.005748710636385006,-0.0014238531983304416,0.0009876334998910816,-0.0020185917406517727,0.0021397344596415895,0.006710966106055669,0.008783461591948077
8,4,0.06988995946184978,-0.026662435168542657,-0.00845301040271861,-0.00532575963127696,0.016863253768313168,0.01242961890378596,0.0028131283400828037,0.015877349301698193,-0.06502649508549874,0.0072282346495501255,0.005839927378809281,0.02697328908025149,0.026510895181648647,0.0020978183655972725,-0.0020806039793364317,-0.010558477517107007,0.0002592709040934449,-0.03148864050221824,-0.00884202950849072,0.0,0.003400080287526478,-0.014984109965584084,0.0,0.0021408717605023303,0.0026331486685530966,0.0,0.0,-0.0031394934591436226,0.0049321624339881895,0.0
8,5,-0.09809817302051702,-0.04394153749056768,-0.005324433713526561,-0.00880511362324125,0.014771971844757092,0.02966539677461932,-0.006229020313468741,0.02967501709569886,0.024852632809765594,-0.004879029870014461,0.002957648714605459,0.03990379565238987,0.033273055988001066,0.010809643509815845,-0.007254574108539526,-0.011488804598359064,0.007981428586229128,-0.017632528452649274,-0.01134729595413525,0.005270556950930068,-0.0009219115712425837,-0.006672760820729611,-0.001622352049627101,0.0040347805718062325,0.0067450963555249,0.0,0.006883289368132965,0.0,0.0026584619619752,-0.0010457665702820656
9,1,0.10019412007303957,-0.03704532216900469,0.01475488610668832,0.01509350461052554,0.019073341328761498,0.015430879228130835,-0.02797937006270866,0.021074076272589976,0.017907502769446235,0.02355300528115664,0.004694590402350887,0.02509267063362121,0.018516586721076783,0.00970468407363445,-0.007446202957664627,-0.011039320885306014,0.0037136427152767715,-0.05234398887096652,-0.015238399972379947,0.00720463403572047,-0.0014580368742755923,0.0265600784427424,-0.01999491786140123,0.001793708255931628,0.001604365287324161,0.002676811553197614,0.0017795335460828177,0.0031805429737028212,-0.011360737649019972,-0.02007683202717936
9,2,0.08608425624682904,-0.03103092733392429,0.028737924436383483,0.01566721037917404,0.014533231995249807,0.010457584220656263,-0.021341690901007702,0.012857688571497647,-0.004728852169313624,0.03899664057940807,0.004233875855703298,0.030802506463491558,0.023799252700962586,0.0031588670947066827,-0.0062125452147514665,-0.008443122799353248,0.005903949877797202,-0.03293545310305834,-0.018899596124588566,0.006672746686079936,-0.013063509342638571,0.013480243864646649,-0.0021027268550266043,0.0,-0.002680110405056599,0.0035921982043046197,0.0032772323772461698,0.002088091569439121,-0.0031448884392535625,-0.0076724252089662714
9,4,0.08196490986881899,-0.026385692225805106,0.012731769244474528,0.004904151198143497,0.01453520684980708,0.00902389442412839,-0.008911225502421669,0.01355150974958999,-0.0035128793324965962,0.04019329958419747,0.004599721459766226,0.03178868380789318,0.02554468300412817,0.007588335435228577,-0.01121421141021163,-0.011897291849575956,0.0026526816548810145,-0.031352411388251865,-0.012743865827541473,0.0033690495270798787,-0.0045237879702344636,0.01630844592250244,0.005656590228025837,0.0,0.0,-0.001703045668030076,0.004906816629664523,0.003926789673856346,-0.0054370558329688845,-0.013477418028011168
9,5,0.0967359212500184,-0.030203676254660944,0.02523307228529137,0.019086005989178534,0.015270215946875207,0.01348689342462496,-0.021924500018853446,0.01093277951848945,0.0,0.02163762640274304,0.004517499272361447,0.03253833832097158,0.020656462767102785,0.003514821936763432,-0.011889643210413359,-0.008545545213981168,0.0016370279905083274,-0.03949035191460762,-0.00906120336240647,0.0,-0.0044139786912166246,0.017586815383147283,-0.0037780232801667424,0.005185584285057471,-0.003004614957093185,-0.0018859903877396916,0.0,0.0017947439056460457,-0.003932336367242689,-0.008435390024516404
10,1,0.0,0.7042835810605246,0.5619077838181168,0.508318310742168,0.05091706236530391,0.061849894092779634,0.23074634970733965,0.09309615786453063,0.030864533395394744,0.021095051494028905,0.07324970341745751,0.05800105904708319,0.032881244308605284,0.020453159527751952,0.002341996913231892,0.025747569486705313,0.05447810437660805,0.03561961659271273,0.11155368788927333,0.05595607005015246,0.013541275055318325,0.02767158892522592,0.015491032164173024,0.028265817704951512,0.027702764452772755,0.08271618363855993,0.08341654093765083,0.07645405086864354,0.06081199402669424,0.04305516347252958
10,2,0.016627897768590305,0.6472141605375856,0.37679017617332855,0.3577378064878043,0.014084298031838749,0.10279303207019974,0.2114913962569358,0.17220971517241712,0.23862732093001826,0.0352522124398551,0.04101480461895446,0.016841197645536043,0.01099954590221186,0.025985867449164424,0.07080768325566966,0.053832997417550876,0.10385305348477125,0.038701640121636016,0.10506174055535444,0.050024246247977855,0.06577331120699803,0.0568449255882606,0.02604072295613946,0.0,0.08573732292881431,0.05483070770530163,0.05179292412215908,0.0946624234613731,0.040430333215991654,0.026423883643849955
10,4,0.0,1.3849645460226254,0.30042428857275283,0.3202566638476574,0.061985220949539954,0.01831609588667904,0.21930621405181805,0.05078559335553434,0.08583697364930121,0.018037975743278922,0.03742826325329984,0.04852842579858141,0.04567655298511153,0.024790613979100762,0.019415087402147035,0.014313478159691861,0.014242965062814195,0.008714676135112898,0.06429893690383048,0.0235792290734107,0.03096453637336616,0.019658944814806567,0.00990477537055634,0.014697040450334375,0.0371524022913321,0.02545070956725226,0.07609673858878563,0.05777952733867542,0.20512485791150192,0.017182656430414944
10,5,0.0532474472892881,0.0,0.1267857645135675,0.11640604691760903,0.021249178080182785,0.06953820448069525,0.033876676974265996,0.044659912465740303,-0.05052160778054238,0.0,0.029813887461314748,0.0,0.009531710100951218,0.039232921340413784,0.15574340798450148,0.2991207212686928,-0.018748894825629248,0.015574532253957107,0.03383474482211557,0.016418950046188874,0.17997169755434694,0.05707271563095828,0.021512927445730634,0.05622568596067534,0.039402792774953066,0.03695283649430925,0.0,0.024104009853430863,0.0,0.027867249317993004
11,1,0.043239554030253646,0.014142359361883461,0.13301468659783078,0.18540979850899486,0.012663913661280168,0.03565448243155678,0.07146258855366983,0.0,-0.04814468927817961,-0.24507575792810316,0.026465065985856684,0.021487012828484975,0.012352520370843223,0.022710363242575138,0.1930883411311679,0.27492325161276954,0.04093216043503389,0.0008458671390949579,0.0,0.0,0.13065349221133582,0.03203740208821815,0.017801098168371388,-0.2083133238216346,0.07803747009225848,0.06961743397127462,0.13337599201037387,0.06548349960476174,0.047870483917414886,0.02933920563459136
11,2,0.07530120425119269,0.07622211678887814,0.1026660033496285,0.1054757512083857,0.0,0.052850584434995795,0.04836534348448934,0.01660500531289666,0.031047389931968206,-0.13021273096648012,0.02513939660727149,0.0,0.021330179080818468,0.010157937136780204,0.12003465294712734,0.33472405914785797,0.025813739473781072,0.03081561728294857,0.002672930632171555,0.027129108589376616,0.09664769006539553,0.02845554386441651,0.0,-0.16550923896969683,0.05053816365371877,0.05522640128078937,0.006305899091725409,0.06391358263956681,0.026247313472446576,0.018653229837513274
11,4,-0.09994828396044975,0.19611209665391693,0.4035255123405981,0.37773553591373277,0.07112228445885749,0.029610359841848455,0.1433068631580583,0.033771372154953294,-0.19631161077712056,0.0,0.06908501801513611,0.047214598834935284,0.014942562244385948,0.022403250797411456,0.11678441498184,-0.03145440838899072,0.12156914569778632,0.07218158158020649,0.1334959364756907,0.11403318979159471,0.11333067773287242,-0.02727274092279841,-0.047026780837975624,0.037455161522736535,0.19029148539263763,0.17872847831386807,0.13448912787981215,0.1470137764630991,-0.11330969686653858,-0.03173678490456666
11,5,-0.02081354286700632,0.09201976232613951,0.11430051949876074,0.08545422212536447,0.05859812105421269,0.06663048880598377,0.10193644734011653,0.05017901987497708,0.0,-0.13563962166006127,0.022029215599592367,-0.015527939672235758,0.017126995634450637,0.0,0.11047229935199898,0.2892210579320411,0.035251215929127944,0.033397699221917376,0.00904068252829393,-0.011668852998743318,0.10480377770580207,0.032377708724490084,0.02509809065464952,-0.1588146750475437,0.03763435480726296,0.07176097785759727,0.04003503605575043,0.08717370968162186,0.0,0.04899750209741782
12,1,0.04929799598251194,-0.04080973005245153,-0.009801214577803904,-0.01381662577191602,0.02425278476332448,0.007973667288031575,-0.0025316244977790017,0.008444349747647843,0.019186077373688423,0.005015820116189271,0.005930306206217685,0.009898668845610484,0.01832418594752152,0.0006899711162758129,-0.00975545125411606,-0.013363627956130296,-0.0009852787164898215,0.02426717871616519,-0.036488924902310024,-0.009873516771909382,-0.0071783182034339775,0.04043669756056844,0.035110771835272295,0.008932067645210442,-0.005467106886407884,-0.010257236314444043,-0.003060776553551657,-0.011570601207270971,-0.005972580171430382,0.010102350917581548
12,2,0.05237884031784121,-0.06184108395344794,0.029156037167138122,0.021742822464092836,0.016679214044032088,0.015213701295422695,-0.013446367986266505,0.017358020251265493,0.019035100390240013,0.0,0.011863178276511874,0.0,0.016660851154940502,0.0,-0.006847748956940288,-0.008521773603804728,-0.009553179687476565,0.011115598623383054,-0.032527244485916505,-0.0020043714500360887,-0.012539063528322708,0.0,-0.005302033102063822,0.007226985682275178,-0.014360037656933207,-0.0085528446429327,-0.008929561642047619,-0.008794805987220369,-0.008742132300528581,0.012700934508021823
12,4,0.04472781985207899,-0.04261148769876198,-0.0014959672904762827,0.007470226336625765,0.02289342630614398,0.005708684328164751,-0.0102733366351581,0.009834343583711866,-0.056137281987693244,0.004277788977718092,0.00732642679070869,0.0,0.007051679625561386,0.004441507555240087,-0.0024330579402235958,-0.018619052918502618,-0.010294012345783282,0.012978980880210017,-0.08620717875717822,-0.005556969452649441,-0.010337671772729332,0.004543237327803942,-0.009542497889512544,0.010610118345113786,-0.011238440594159238,-0.011502462828539464,-0.009118952618059895,-0.011121025722514832,-0.03460895272300135,0.010481395311140146
