f_id,i_id,pca.expl_var.cor_init,ela_level.lda_qda_10,ic.eps.ratio,ela_meta.lin_simple.coef.max_by_min,ic.eps.s,ela_meta.quad_simple.cond,ela_level.mmce_lda_10,ela_level.qda_mda_50,ela_level.qda_mda_10,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_10,pca.expl_var.cov_init,ic.eps.max,ic.h.max,ela_level.lda_qda_25,ela_level.lda_mda_25,disp.ratio_mean_25,ela_distr.skewness,disp.diff_median_25,nbc.nn_nb.sd_ratio,disp.diff_mean_25,ela_level.lda_mda_50,ela_meta.quad_simple.adj_r2,disp.ratio_median_25,nbc.nb_fitness.cor,ela_level.mmce_lda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.diff_mean_10,disp.diff_median_02
1,1,-0.22662506037968927,-0.04488126975784612,-0.07063468875142542,-0.00489515713529981,-0.06498935845154807,0.016884814580437002,0.00779915261424341,-0.028664774890383216,-0.01979634074235892,-0.025443593218685057,0.006862046385014198,0.009899357531231778,0.012136844207542907,-0.03859183075114481,0.0,-0.00851299708575598,-0.016130563221620486,-0.013308999551028156,-0.008978939953522114,-0.07513753921831617,-0.020522405238891983,0.007810983597883181,-0.03399332278083167,-0.011621688271017117,-0.03478500031217249,-0.01909415868268549,-0.004345647155895693,-0.024114003606512613,-0.020025762374747624,-0.01877740023235941
1,2,-0.1443950697703118,-0.03770955067292242,-0.052776856932688854,-0.015002885346012795,-0.055277606364819876,0.008861592112787697,-0.08820561779900626,-0.007607253901788069,-0.013985227872311934,-0.09406057604603962,-0.07976044693315026,0.008494826745771789,0.007604333210775582,-0.018812614701128327,-0.0018522689824537197,-0.023469834032765147,-0.005490724784126377,-0.017244942994162182,-0.013068444272479107,-0.04482775992826543,-0.011819138244061278,0.004706318496674522,-0.015394713292938733,-0.014174516889496225,-0.01618808505555769,0.007737249306081606,-0.008133258115461783,-0.007492688249598312,-0.006730836273025287,-0.016400704831582402
1,3,-0.14123482775537655,-0.03179928413333083,-0.05426666828133336,-0.013353696010857952,-0.06452326146369836,0.01944666528269895,-0.10254586144849437,-0.011082381204700176,-0.011823634563432606,-0.00917665970908138,-0.09754728214164676,0.007163592767768845,0.012733032422716284,-0.004050082683098477,-0.010595583305560652,-0.013528695970491944,-0.016776122633945068,-0.013996351557380715,-0.02132289144740651,-0.08266920000003192,-0.01302941991412343,0.0,-0.019571566522636974,-0.012758942702945641,-0.007331424434098788,0.0033440928170637707,-0.007134724679470128,-0.01773022065267016,-0.02198704093702636,-0.015328861551471173
1,4,-0.2586555221965902,-0.0406239682616647,-0.06797695920897245,-0.010974427896594419,-0.062214348836828026,0.013802518005185616,-0.020653785227294885,-0.021410362105824865,-0.015134339883865144,-0.10841977249901258,-0.02408354434850901,0.0070060875256711674,0.009404166248507595,-0.013741037904858477,-0.005447579588717333,-0.006519761013761671,-0.003716676066034097,-0.01624458067939083,-0.006068047512059305,-0.027507946369981218,-0.008187438636896138,0.0,-0.013697870833597636,-0.0048721642493015915,-0.021120686357138485,-0.005588528727689501,0.00544878627883999,-0.0171814323797565,-0.012986900773757692,-0.015111179163012967
2,1,-0.026505163825331135,0.0,-0.01783016033593854,-0.0780252573071002,0.0,-0.4691196477488361,0.009033169472122238,-0.00678244292673863,-0.01716040427984805,-0.052931074936998,0.024471725163944164,-0.007525054752652749,0.0,0.012659764874863533,0.0,-0.0023037530965556163,-0.01565795436364692,-0.025803474298002782,-0.008333814392811889,0.0,-0.015431674603772372,0.0,-0.010400849944459445,-0.011767899052561703,-0.011433111857572897,0.010032930177280852,-0.015139047654237403,-0.012104055930318547,-0.0032849657348220096,-0.021135084969503337
2,2,-0.035241912828731015,-0.04786115300412347,0.0,-0.11873620079015768,0.0,-0.3950356149880288,0.01428630301939865,-0.0028198903656953545,-0.01577278248488806,-0.0055198330682932895,0.013951787721557807,0.014575000402074823,0.008171835690683027,-0.015625365438700856,0.0,0.0,-0.027410563698083035,0.0,-0.02238731642755598,0.0,-0.017416350061915997,-0.004779292416002279,-0.003933067685638836,-0.021788158436460425,-0.014816522625435369,0.0,-0.00809706206987576,-0.026223564343969996,-0.015140588439611524,-0.024856989999090917
2,3,0.008602100546939218,0.21931137469204395,0.11380156382757783,-1.1966731685645666,0.07377515680567726,-0.2866262957201496,0.042754949481346394,0.0,0.08964958760618169,0.018172140272530612,0.032456136047358586,0.029182010533334413,0.027474266249930934,0.0,0.0,0.010773248739004704,0.01655096185497279,0.0,0.026825449082947317,0.0,-0.03455556208512406,-0.0389959583000567,0.004698919578874805,0.0,0.0,0.058941844065573346,0.0,0.01140397296210549,0.0,0.0
2,4,0.040261448359203034,-0.0126558516372835,0.03741908039533326,-0.027369744748828362,0.051645094497447086,-0.9127869065906238,0.01843808051191742,-0.03735256481752708,0.010972509196333968,-0.024474101204090493,0.0,0.0,0.0,-0.018362406553556088,0.03231561119374193,0.10448341852517173,0.0,0.0,0.0,0.0,0.0,0.017831894168984008,-0.02097755599286044,-0.021543387861419183,-0.00951951104490506,0.0,0.0,0.013934974814326595,-0.014737383182128472,0.0
3,1,0.1427339086558402,-0.023357739073804895,0.00952497887388426,0.009374708989306924,0.009643279640993624,0.01909862426593134,0.015889067434606052,-0.02521218066828232,0.01069362463120499,0.014365852718459582,0.01683532787499442,0.019532485152960022,0.015514501417217108,0.02182723850413315,0.006812104084183118,-0.00899898218134254,0.02845953955651953,-0.004259253341693303,0.029092202384910892,0.03409584146899869,0.024963886108357536,0.0034589943173349014,0.041297217581750034,0.027675881213343967,-0.011015307291156434,-0.0022673323774962673,-0.002622527103559147,5.9585724678790086e-05,0.01959043116149506,0.005110508212432363
3,2,-0.04376947152505499,-0.0327120392606776,-0.015941355296814327,0.21315770029812803,-0.01123959547882139,0.02767578956114934,0.011849541436383337,0.004838588350196307,-0.016699249546653472,0.0,0.012031867177850888,0.008846552980687511,0.011412436523789718,-0.014942666755076162,0.005583813484335454,-0.009303929865376051,0.0017386861895234001,-0.013956582101151471,-0.0029507999113453642,0.005764138714031503,-0.0013718598141720106,0.005009800491957414,0.02341784779473348,-0.006967831904680949,-0.02025716466838931,0.010363954563048595,0.002219896314610406,-0.008070703286467293,-0.005111937673460312,-0.008551861013086692
