feature_name,feature_importance,rank
ic.eps.s,0.10946004863674703,1
disp.ratio_mean_05,0.08279408392464101,2
ic.eps.ratio,0.07483946512357299,3
ela_level.qda_mda_10,0.06622447563171265,4
disp.diff_mean_25,0.06064000886367107,5
ela_meta.quad_w_interact.adj_r2,0.048451572105788494,6
ela_level.lda_qda_50,0.044552022849560675,7
ela_level.lda_mda_50,0.044501469685089175,8
pca.expl_var_PC1.cor_init,0.04074491297021977,9
ic.h.max,0.038474201168906284,10
ela_level.mmce_lda_10,0.03461299803587376,11
disp.diff_median_05,0.033182059262925015,12
disp.diff_median_02,0.03082784528156145,13
disp.diff_mean_05,0.02871260169001402,14
ela_meta.lin_w_interact.adj_r2,0.026142376571669318,15
ela_level.lda_mda_10,0.026108864281860777,16
ela_meta.lin_simple.coef.max_by_min,0.025093869112963033,17
ic.eps.max,0.021269319373944037,18
disp.diff_median_25,0.020696559183680248,19
ela_level.lda_qda_25,0.019664539988926272,20
ela_meta.lin_simple.coef.max,0.018992333198905854,21
ela_meta.quad_simple.adj_r2,0.01892720674529285,22
disp.ratio_median_05,0.018911063182074944,23
disp.ratio_mean_25,0.015139123336094499,24
disp.ratio_median_25,0.014543609900644272,25
disp.diff_mean_02,0.010923720753726834,26
ela_level.mmce_qda_25,0.008750455653959618,27
ela_meta.lin_simple.intercept,0.006231237354609834,28
ela_meta.lin_simple.coef.min,0.005212995607737894,29
ela_level.mmce_mda_25,0.002564310181182614,30
