feature_name,feature_importance,rank
ela_meta.lin_simple.coef.min,0.0781618324253044,1
ela_level.qda_mda_10,0.07591466420233865,2
ela_level.lda_qda_10,0.05825721140749951,3
pca.expl_var_PC1.cor_init,0.0501759942723457,4
ic.eps.s,0.04525318010568528,5
disp.diff_median_10,0.043478158991945015,6
ela_meta.lin_simple.adj_r2,0.042839216597929226,7
ic.eps.max,0.03967643704997945,8
ela_level.lda_mda_10,0.03720081722441875,9
disp.ratio_median_25,0.035693505214542946,10
ela_meta.quad_simple.adj_r2,0.02869055518928774,11
ela_level.mmce_lda_10,0.024683386502917435,12
ela_meta.lin_simple.coef.max_by_min,0.024455141792704818,13
ela_meta.quad_w_interact.adj_r2,0.023814863282496313,14
ela_level.mmce_lda_25,0.022522163226798005,15
ela_level.mmce_mda_25,0.022040130476606645,16
disp.diff_median_25,0.020600135699672527,17
ic.eps.ratio,0.01974673409795918,18
disp.ratio_mean_10,0.019289767546130078,19
ela_level.mmce_qda_25,0.019004331760791995,20
disp.ratio_median_02,0.017061065062088314,21
ela_level.mmce_qda_50,0.015426530541398533,22
ela_level.mmce_mda_10,0.015047130407282986,23
disp.ratio_mean_02,0.014570224428792326,24
disp.diff_mean_05,0.012536487089228556,25
ela_level.qda_mda_50,0.012235562557606633,26
nbc.nb_fitness.cor,0.009072872394093998,27
nbc.dist_ratio.coeff_var,0.00841773931507618,28
ela_meta.lin_simple.intercept,0.006793051536779851,29
pca.expl_var.cor_init,0.004620631428747031,30
