f_id,i_id,ic.eps.max,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_50,disp.ratio_mean_25,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,disp.diff_mean_05,disp.ratio_mean_02,disp.ratio_median_02,pca.expl_var_PC1.cor_init,disp.ratio_mean_05,disp.ratio_mean_10,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,disp.diff_median_25,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_level.qda_mda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_10,disp.diff_mean_25,disp.diff_median_10,ela_meta.lin_simple.adj_r2,disp.ratio_median_25,disp.diff_mean_10,disp.diff_median_02
1,2,-0.07644340014126008,-0.032180041407344706,-0.028728676148785787,-0.03459178560447161,-0.11986614278859833,-0.09967995639718412,0.003314716792890558,-0.012537197810144937,0.0034997146032987683,-0.07042107726712594,0.00921854220463964,-0.0009025868170627185,0.005026403068595714,-0.05642275045979811,-0.008268150340776584,0.004124931762047132,0.022261609839239117,-0.014150293131061606,-0.009477526795587514,-0.04000201722151533,-0.010164290720783974,-0.016295575933159584,-0.019424653008621097,-0.01961688078853072,-0.018653592068872918,0.008312930557628093,-0.0641954646034023,-0.009015257769854143,-0.00674538918089485,0.008866308832485613
1,3,-0.07613276305640139,-0.028797868919836492,-0.0287757654617925,-0.03593537794202058,-0.11241603728412923,-0.09992396321623623,-0.005591415567784492,-0.013039632093859563,-0.005779759027914571,-0.06864745163532454,0.005918089500803892,-0.0020898124111493207,0.005023089657621716,-0.057795828088605644,-0.008566358024844957,0.004544544006883659,-0.01305427664428792,-0.012682429089396381,-0.00922883681882568,-0.038229977827097424,-0.010248101643039208,-0.016596806048749742,-0.016549039202479042,-0.010877691847102303,-0.0190889308842904,0.0023237638754315362,-0.06402233188320437,-0.010874766864158983,-0.007344508608248526,0.008318829039169313
1,4,-0.07894586757131329,-0.03019582415906226,-0.029070664961137437,-0.03457044808375625,-0.11076798988492342,-0.07497132786914741,-0.004779381709341614,-0.011242580605907309,-0.007735910171709446,-0.07280810854260092,0.006604698792513598,-0.009828152205755274,-0.006876796350110338,-0.05261275854819314,-0.008509592205393612,0.0033846924244995014,-0.012604853979874462,-0.01342227850989403,-0.008710749185102087,-0.04070694438616524,-0.01137105299831059,-0.019606210685287558,-0.012067056742303258,-0.013344423431403267,-0.012766910107972642,0.007351484906357108,-0.061097082406874934,-0.004460020364416314,-0.009839483871442243,-0.0004917669360507425
1,5,-0.08238070682636954,-0.0306700541273946,-0.029405919095538906,-0.034070746531739464,-0.11005484454864427,-0.0890010526693497,-0.004729729843524943,-0.009555470914871845,-0.008474580461640022,-0.07414849948662226,0.00465746707517785,-0.01042037612782804,-0.007235458829072888,-0.052927169435430535,-0.009452399996700016,0.0023684387859618525,-0.01372851474126935,-0.013218675926374412,-0.012215911480067192,-0.040676226358346335,-0.01128576044533258,-0.02033306337451375,-0.01211600510444733,-0.013052426296704224,-0.012816093944779465,0.0017717446178506144,-0.060517032275424563,-0.00433385478114679,-0.009985285365668957,0.003774573432939429
2,2,0.04283067981568574,-0.029437876018456603,-0.06158229785739515,0.04942361708684304,-0.09538470401136188,-0.015787123499599532,-0.013980111412077199,-0.04886975476807011,-0.007928669770581197,-0.07042390196907314,-0.027214752188289497,-0.02399742040089186,0.0018430529282371893,-0.02511367389350553,-0.04165167975145012,-0.024678418411248175,-0.0131627671804401,-0.009105884476880464,-0.036384157776321695,0.014071241003937267,0.0053817215933383775,-0.03261508082497311,-0.006142346188607811,-0.005632480025274515,-0.05305380689047809,-0.02936680801768499,-0.028008026136220967,-0.021805711297869904,-0.024315544974883942,-0.03581653762016447
2,3,0.07423713880818986,0.1472636386643084,-0.07959913515309343,0.08119586659325617,-0.13753055626598526,-0.05402011064575078,-0.012166867112520591,-0.018792859118094495,0.05406001190541469,-0.07595907621827026,-0.018204529274332564,0.0010013774283461714,0.029472921917535182,-0.05122421798270321,-0.037471862223540875,-0.01812025923362063,-0.010022221721529596,0.009461268560071978,-0.04761264259097297,0.03694465741663082,0.010056564263892051,-0.0373400851106565,0.02500084933434037,-0.029078827444867623,0.005228099891556838,-0.032038946432444995,-0.053990176936585026,-0.030699246874077973,-0.013763801116203343,-0.02508525936593211
2,4,0.03956830865973615,-0.05149593194263298,-0.04167699057148417,0.033018043477210664,-0.09850186972301406,-0.0049746126863213416,-0.01180865460848644,-0.053750481597786136,0.03095604537553241,-0.06972464043335005,-0.027397799366819336,-0.023767482526181227,-0.01545741855130409,0.0024705619930036607,-0.04292803681790526,-0.024977592878431223,-0.008897361301675146,-0.011495426740134077,-0.04421722747285765,0.014986032916402938,0.0017595240029087023,-0.029358628643701184,-0.0141880680985614,-0.022349990154755927,-0.056330704722505426,-0.0326493112245608,-0.0024545749879641976,-0.02093208539388766,-0.021190274202881523,-0.03863721494109087
2,5,0.04896993643980144,0.1389295955178721,-0.08078191990724652,0.08288446956479537,-0.1326420366027973,-0.07352645405549521,-0.012256213661476676,-0.04726945793972264,0.04846851726342811,-0.06638350682292363,-0.019899943485521498,0.00119845890664921,0.021138083133849062,-0.051351772829379916,-0.03795565927782812,-0.018482977980603964,-0.014336878965872947,0.009214103812387388,-0.04761461005918241,0.01756687020595805,0.007296896966336231,-0.04142844369087516,0.023347496233256756,-0.027620031381399575,-0.07044467800590055,-0.03236603378133541,-0.059013465928933216,-0.03906546532089256,-0.01439576691822548,-0.028068567838700403
3,2,0.017241377323867633,-0.020461621542967583,-0.028559558820607543,0.005371594726887567,0.028883728252285967,-0.004017217046939163,0.006363848766252105,0.00019770563251428103,-0.010018040116352933,-0.017297774903610227,0.01671406101047056,0.023476317286324277,0.018737594079799982,-0.05396132956756027,0.0031379822714774036,0.025651256498270127,-0.012107235313171814,-0.01900404898970779,0.011105352208532456,0.006126345787201598,0.011358334958316098,-0.02284404550666888,0.027405963834450476,-0.005623064703665566,-0.00665671261301115,0.02158580515630714,-0.04981154124759294,-0.01061672748714199,0.009728727351530523,0.0155815229207999
3,3,0.016755295143242702,-0.023823289957065792,-0.022918590793551505,0.01244520631768644,0.01686410556983665,0.01429716567482259,-0.01069567894655058,-0.005506846271921283,-0.008778828701202494,-0.005102240936169342,0.003947502225637071,-0.004936237840676894,-0.007067431099638151,-0.019439931747009954,-0.021432417318518835,0.003243285623173968,-0.005974823817895897,-0.014894670566997106,0.010133742069245257,0.007462382106927608,0.010814586768709285,-0.01502047931356813,-0.015821413462488464,-0.010053584686526494,-0.005897422982952659,0.005228640793923922,-0.040099426424154865,-0.011089570119668244,-0.0071364243178641,-0.020413973767431936
3,4,0.01641025665317726,-0.017430152014792456,-0.019337328698014394,0.009589151941455595,0.0173333680452203,0.019394050599820016,-0.017468772458872624,-0.0007959380507583183,0.008007275973057022,-0.001201460697007467,0.021942195271419697,0.02320280487082637,0.014629196767297976,-0.003864867655530797,0.0058951159775345605,0.02112392582960654,-0.017959110846996706,-0.01177704516203649,0.001089082366437431,0.0054994930252681195,0.006789333634928551,-0.019600231476948865,-0.017131288000797537,-0.0032303627860701106,-0.010507464350747332,0.020090384498213407,-0.008558403170500536,-0.008956172425427683,0.013026575273251118,0.014863332178933805
3,5,0.029483230125256644,-0.023855836395238573,-0.020744355980077928,-0.0004959919923655239,0.018966137786323146,0.02317092543049999,-0.01647145572870749,-0.00028883086360571955,0.011386450737688285,-0.01045601970332273,0.022522588222339247,0.017788834714054107,0.01894254501497549,0.008310477497640882,0.005010742903984201,0.020427719882080357,-0.015539792722440089,-0.009943675150225052,0.0017321244430779823,0.020870149827340242,0.0037738341502841287,-0.013953669946684866,-0.01252857034184716,0.00023132034168678154,-0.005297032749506673,0.014111438785302615,0.013306774543039935,-0.001285847873641785,0.012409804632265414,0.023820366377681274
4,2,0.023099477419812862,-0.017090493861776863,-0.02179464783179853,0.014690638180475687,0.018699318115005983,0.022641793782402612,-0.007954215929453628,0.0014674142214036426,-0.00628706569268099,-0.00674055425894103,0.019855201356340446,0.0057268162592881726,0.006858781204409911,-0.0043634124674770325,0.014309112682453719,0.0314639147771488,-0.0072994495092577,-0.007259927256265602,0.008127218840032228,0.012093118676698232,0.010429352313943199,-0.015816745207242203,-0.013844419021688053,-0.002905532886926551,-0.008738241409620127,0.02351284970756957,-0.00010414364627555013,-0.003290991679230924,0.01806645989261273,0.0023512483098295928
4,3,0.01970905347608907,-0.018995270893109806,-0.018816774920592375,0.013169629644249241,0.022848125220767145,0.02553260286008595,-0.006026940922792009,-8.359565660517626e-05,-0.0028629608087029417,8.833572956022793e-05,0.021597216101170574,0.03118283733219449,0.01847546672893567,-0.00014679930784376911,0.004027473017161129,0.02013341947833168,-0.008365270289687561,-0.007032061480426154,0.0035792625900801594,0.013399530044535599,0.007961835590200837,-0.014621418628294894,-0.006945172700472063,-0.0004812390982380901,-0.008508609090037039,0.01884429204042352,-0.002797023837118072,-0.0046998728676140265,0.015113399340325797,0.028637308597081
4,4,0.017176553002237405,-0.020060289204041425,-0.01882288890982481,0.01064353527363386,0.025199019188336457,0.022103790859918048,-0.012554683118201147,-0.0008740440152375978,-0.008774596789441905,0.0016625256039504669,0.02174035583462292,0.02830172424540877,0.01662608073541632,0.008831047746020993,0.0072477531782545665,0.021618526263518806,-0.010138044621016359,-0.005938972786369735,0.002285076236586073,0.011987981882379756,0.008064565887334818,-0.02306445190054642,0.006895520043530949,0.0007365189799208441,-0.010413560701471859,0.018688577664803356,2.6308468832372657e-05,-0.009357713552788971,0.015694208944182976,0.01982735794564639
4,5,0.02092078717622878,-0.015667020746630272,-0.018923066370233724,0.012813932095979527,0.026832834648393398,0.021848903744612434,-0.011596342516194893,0.001014024769617979,-0.006538666615680524,0.004590441876458026,0.02025419041752412,0.025129165787658416,0.023850845193351594,0.012055300029123195,0.007605003191263955,0.02224704378198044,-0.0058956963879053465,-0.0036876016025219633,0.0046373169697313775,0.010732425152007553,0.008467223832769391,-0.01731834657868742,0.008886447651047616,0.0023751210210597607,-0.009334753279565688,0.02006646828311909,0.015002695692472328,-0.00863775767510707,0.017153575808475912,0.014279178769162362
5,2,-0.11180798762602963,-0.055360468344240965,-0.06126290814475237,-0.041872046715660756,-0.07948257749960855,-0.008730836718609199,-0.011094044083943386,-0.017071400063465633,-0.0015293251471215998,-0.07625990539183539,-0.020656644850101418,-0.007899647136267984,-0.007068532262818393,-0.04446033482496508,-0.03311687417663669,-0.01842989805645471,0.0008274078809379116,-0.012122314707212417,0.0045218164289481865,-0.024787090730898007,-0.009169757637569633,-0.030330275248260458,0.018702094998768553,-0.014732768781724402,0.0055664626276324585,-0.022272431474609007,-0.0411424262829597,-0.003841430472357262,-0.01672677419041292,-0.037705616220484496
5,3,-0.11230301305790197,-0.0557478427964848,-0.061253110113153916,-0.042336779777968875,-0.07856968425873145,-0.009887488812432508,-0.010995340419641822,-0.01631544641767899,-0.004656909967102147,-0.073602157078019,-0.020464856480327247,-0.007692925087407336,-0.005902778210523176,-0.04424058392787208,-0.03326807972562286,-0.01878632523552782,0.0008649653906892785,-0.012068117663054325,0.004947772553922294,-0.02414015359285255,-0.009241014255573377,-0.031481053862675565,0.01992046569154903,-0.014844900729234188,0.005399873704137622,-0.022342219473429185,-0.041493158164868316,-0.003380821469323084,-0.017423564576071644,-0.03761113121710512
