feature_name,feature_importance,rank
ic.eps.s,0.09727334947780485,1
ela_level.qda_mda_10,0.08665703912805693,2
disp.ratio_mean_05,0.07287167505248889,3
ic.eps.ratio,0.06711461666740542,4
ela_meta.quad_w_interact.adj_r2,0.05630591320101727,5
disp.diff_mean_25,0.050133418401764385,6
ela_level.lda_mda_50,0.042275043630857385,7
pca.expl_var_PC1.cor_init,0.038604877312701354,8
ela_level.lda_qda_50,0.037262973545021845,9
ic.h.max,0.033763124268031755,10
disp.diff_median_05,0.030223395421408093,11
ela_meta.lin_simple.coef.max_by_min,0.03006281592945527,12
ela_level.mmce_lda_10,0.029914589479362375,13
disp.diff_median_02,0.029099886326713606,14
ela_meta.lin_w_interact.adj_r2,0.02809189344304348,15
disp.diff_mean_05,0.026138497085705897,16
ela_level.lda_qda_25,0.023546721510217597,17
ela_level.lda_mda_10,0.023525148816988264,18
ela_meta.quad_simple.adj_r2,0.02177016958543042,19
disp.ratio_mean_25,0.020180247498940367,20
disp.ratio_median_05,0.01888264785891183,21
disp.ratio_median_25,0.01812360830544599,22
disp.diff_median_25,0.01697836987600251,23
ela_meta.lin_simple.coef.max,0.015706657401777905,24
ic.eps.max,0.0152336879472324,25
disp.diff_mean_02,0.009715047852133911,26
ela_level.mmce_qda_25,0.006487184282700166,27
ela_meta.lin_simple.intercept,0.005962403816343696,28
ela_meta.lin_simple.coef.min,0.005214392238871252,29
ela_level.mmce_mda_25,0.0018594437639483828,30
