f_id,i_id,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,disp.diff_mean_25,ela_level.lda_qda_10,ela_level.mmce_lda_10,disp.diff_median_25,disp.diff_mean_02,ic.eps.ratio,ela_level.lda_mda_25,disp.diff_median_10,disp.ratio_median_02,ela_level.lda_qda_50,disp.ratio_mean_02,ela_meta.lin_w_interact.adj_r2,ela_level.lda_qda_25,ela_level.lda_mda_50,ela_level.mmce_lda_50,disp.ratio_median_05,ela_level.qda_mda_50,disp.diff_mean_05,ela_level.mmce_mda_10,ic.eps.s,disp.diff_median_05,ela_level.qda_mda_10,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25
1,1,-0.07899825873690894,-0.1844134708233143,-0.041838818461071646,-0.0033440981411608874,0.004047234758268303,-0.029584819435330045,-0.0015038536748796752,-0.03431903615069168,4.905868613313852e-05,-0.04863890886890417,-0.012341430296091426,-0.005032325829135564,0.0013512621909140337,-0.012531884143285673,-0.022274517661289173,-0.011473227679670578,-0.03321219652922272,-0.015119473606765878,0.005008412407184095,-0.0016359270808114616,-0.003348729187048164,-0.0021346852016148558,0.007463447045055737,-0.02891717165685662,-0.0061378444393911415,-0.021395683374768715,-0.006561175618410101,-0.0802032682219944,0.00790269797560761,-0.00952242858196087
1,2,-0.07470200797236524,-0.2001790551807097,-0.04201996495937206,-0.000602583132152001,0.0024633591931515573,-0.028862576457635025,-0.0017266346666833636,-0.038894535289481294,0.008157802256023949,-0.02412798489437915,-0.013680141596854913,-0.0035505985046207973,0.004549866913488238,-0.01578524596117491,-0.03926878146371054,-0.03979152508529837,-0.03631581185203504,-0.004453843354014753,-0.05305414777973432,0.01039584422696847,-0.002072498710403106,0.006185387516825453,-0.008318331124678235,-0.023326844206169338,0.0018648518669577225,-0.02347852326705934,0.009132097495298346,-0.08949946562951712,0.006690128578915402,-0.028974828235776653
1,3,-0.07469486694443771,-0.18315328445322823,-0.042240289633508024,-0.0007694663004943474,0.005554269104518243,-0.029114557028873878,-0.005477995231076627,-0.036655106851035964,-0.012550861480939207,-0.02411968938064742,-0.014068927046875162,-0.003283381093056495,0.002615516104697846,-0.0157859129869346,-0.037163904102912704,-0.050158059078161704,-0.03246587388423078,-0.00373779405306368,-0.05361005128495558,0.008770068672807607,-0.002427627666440806,0.0006614900757401234,-0.008408572551075515,-0.0411077785043586,-7.97857686612466e-05,-0.02571342751460837,-0.006431256257116003,-0.08005575815935248,0.006961518583055055,-0.029019574631742394
1,5,-0.07930679423495327,-0.191563745854581,-0.043421030653538084,-0.003019989100967162,0.00317284074340193,-0.029906257823931127,-0.0013721514796034074,-0.03647634212151736,-0.01087242329729434,-0.024162127904186422,-0.012509522506457198,-0.00534169229815546,0.0029295449930407547,-0.01694149987008141,-0.03740852597138134,-0.062103318676649706,-0.032600478952675795,-0.010588571523826702,-0.042062124654975504,0.006655613068843813,-0.004970094123936763,0.001663999438837562,-0.00844176961450869,-0.04112504756289758,-0.005757390219801334,-0.025716510888210174,-0.007875153363840778,-0.06842994162606869,0.006171838274267823,-0.027763200061534793
2,1,0.03540477024640038,-0.11910626139692318,-0.08412315921254802,-0.06524086178307259,-0.007961309690815765,-0.025542001471202086,-0.004819731525943741,-0.07805879694525825,-0.07123688115392168,0.03755657361826243,0.009159048160861123,-0.021839759034129182,-0.01605311039019241,-0.014837608246204212,-0.04153368120107412,-0.053107310168895555,-0.038624125283725996,-0.0036195924407275426,-0.05195669407249042,0.005225904781838302,-0.006116314747686583,-0.05163311469280886,0.1521916797388303,0.048723967901700596,-0.021395469299891667,-0.03872421490522185,-0.00793406540259923,-0.04075483442311882,-0.021576506622485423,-0.003992346269556278
2,2,0.11500092060513598,-0.1160128570894881,-0.07223986342555648,-0.06345889748141272,-0.009453978010210933,-0.006008423035294852,-0.0020591717567591933,-0.01580542166295392,-0.06408814515278384,0.02992852918584736,0.009530586186407739,-0.012579956682019448,0.09503386618800999,-0.013778249044789838,-0.041680290960629626,0.012013281897707624,0.22111584534189968,-0.008034926129419228,-0.051734326206486735,0.004650142528279616,-0.0064738411593681724,-0.06297347727524676,-0.021338688952216495,-0.03283234365286409,-0.034960023421443935,-0.022368865264605013,-0.020652329296330853,-0.04855639365087304,-0.031884867604967046,0.004738885708779152
2,3,0.03943923079782665,-0.11803103923003727,-0.08355773547657447,-0.06467832590602297,-0.00802334984513553,-0.025552831812237456,-0.0031238125526207063,-0.09257588182169149,-0.07080362967475008,0.037596134382053906,0.0076957236898761265,-0.021019270340232453,-0.014746630971912067,-0.012943459060346123,-0.041953080804784854,-0.04865409399125796,-0.03643745249954713,-0.0032119488034289866,-0.05057048471331084,0.004193841357410643,-0.0026057212074605315,-0.05186645805266757,-0.006829469663669954,0.040953019532369836,-0.022076405996546433,-0.03875129742609933,-0.007994956454028356,-0.04955139165577252,-0.023416153865917663,0.0004805015442708813
2,5,0.03935371195256826,-0.11978811083424719,-0.08352778337465613,-0.06600910043045627,-0.007942151146381783,-0.02551228313407549,-0.0027229988517290544,-0.09255075746603283,-0.07080374699155877,0.03728284837218414,0.010453237890806329,-0.02118320339783647,-0.014746630971912067,-0.01282788428353043,-0.04231114671629899,-0.04901831584676858,-0.036472528087981265,-0.0032119488034289866,-0.050614489284135145,0.0037468559668345416,-0.0024813477596924366,-0.05189875714629255,-0.006446363536479686,0.041773903773005314,-0.021611417089178634,-0.03895724702420956,-0.007942977742903753,-0.049556369382593043,-0.02354659536240247,0.0004571661871383553
3,1,0.01877208428663741,0.006146977611182688,-0.024361090252751374,0.025003507070944328,0.018340346722345146,-0.021009019470698526,0.0016926361430688874,-0.02244895428199158,0.027429500917305026,0.02482758981398729,0.009282031049661287,0.016445051449062133,0.005856827240948439,-0.00031175843038796933,-0.023499269439284418,0.018170256366891582,-0.02324516408404187,-0.005905217380273801,0.020920609371262094,0.03521386251800033,-0.03448520850685285,0.04387231422316448,-0.002722354346736446,-0.004186519747210116,0.03877487409179156,-0.015835270355593147,-0.01356313279491022,-0.07227844584622709,0.004447465011276315,0.02621233514242611
3,2,0.03589671953429346,0.03627158023643949,-0.03960323170098059,0.026899558790864225,0.013635735481213513,-0.019689208710513172,-0.00504569329162312,-0.03239866784197806,0.03678654490722822,0.0021418848610148516,0.012183528144710815,0.019699028748287408,0.001223313928619517,-0.011449215866970128,-0.02291691769139327,-0.04380305235582502,-0.006153020035027964,-0.0016049932066661684,-0.022302459199346765,0.054929433515209056,-0.003091517317262767,0.02324938807960075,-0.003809977950889354,-0.0004526732600092971,0.03231399609048846,-0.009649048257685975,-0.009388473063280662,-0.05215607160668895,0.010270720134458637,0.0021570706402240705
3,3,0.03334830255997547,0.02124383755472915,-0.03795273576812996,-0.0012361836815286413,0.007872714429031565,-0.014055106079335689,-0.018948159717044822,-0.028054680202495408,-0.00684789126283725,0.0035496666659441474,0.008627006474470431,0.01021673842039205,-0.013812075787445465,-0.0016469534864547012,-0.03392878040250413,0.015118465487554512,-0.020078801594935396,-0.007975034620627198,-0.0355310367653101,-0.0019513146186675072,0.007356073830860139,0.01575182549244063,-0.0032898430789887957,-0.00873996749496579,-0.014511477581494306,-0.016130597586943102,-0.008652731112584492,-0.021757606492200925,0.007993281927664405,-0.017022468621720382
3,5,0.027630563236252587,0.009965742956017527,-0.028884581799849825,0.009562147291477373,0.01560589285486224,-0.0063799024066744925,0.0030567381122115762,-0.02155496695387862,0.01187994753711324,0.011337360674023345,0.003820304831895855,0.006303361312281451,-0.003725055322556655,-0.015654728243678313,-0.016767120861891027,0.014086533527782321,-0.026462555976984433,-0.011642796132385256,0.011368368441751283,0.04072941730292821,-0.014257595310572916,0.04242951183489095,-0.002778000034247296,-0.004059936480168549,0.04270597157890525,-0.014666083017539197,-0.010757448820609868,-0.09183047520704862,0.014309999441530816,0.014599956807291333
