f_id,i_id,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,disp.diff_mean_25,ela_level.lda_qda_10,ela_level.mmce_lda_10,disp.diff_median_25,disp.diff_mean_02,ic.eps.ratio,ela_level.lda_mda_25,disp.diff_median_10,disp.ratio_median_02,ela_level.lda_qda_50,disp.ratio_mean_02,ela_meta.lin_w_interact.adj_r2,ela_level.lda_qda_25,ela_level.lda_mda_50,ela_level.mmce_lda_50,disp.ratio_median_05,ela_level.qda_mda_50,disp.diff_mean_05,ela_level.mmce_mda_10,ic.eps.s,disp.diff_median_05,ela_level.qda_mda_10,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25
13,4,0.026486168889190673,0.0041006303366297025,-0.035856927767600966,0.025138368005006854,0.008581674810515685,-0.022561419198960396,-0.00783873963681718,-0.03624307307914109,0.03771877193175421,0.006851076731873168,0.006564452869903384,0.006651381135499129,0.019938752486675964,0.001255353881168419,-0.026568194762898765,-0.10655090800673321,-0.016842931805466504,0.003508244748340499,0.011489230222016058,0.06618349616831741,0.014852647421921581,0.03525148387410208,-0.00019728586324261992,0.0001810286959361867,0.028585122821898727,-0.014157715370286515,-0.011949422278927205,1.0249230595539669e-05,0.012670901463307273,0.001200602853511486
14,4,-0.04386678604185471,0.004644812077493819,-0.0505794883107158,-0.06742852286306102,-0.008957419158597147,-0.0384320968112655,-0.010717829034468359,-0.05269500634927276,-0.046905461698553495,0.02388629695322289,-0.00027264219262302324,-0.030321315341391382,-0.012625935587360273,0.005809696251679323,-0.021839518277623392,-0.08355194346380901,-0.019876491785370393,-0.01451547397999691,0.02863348759863082,-0.020502612636732354,0.0076956467953310445,-0.06743687797761173,-0.0008096067746124628,-0.011056559444847762,-0.035593007178139915,-0.036016165549031795,-0.010124689713100727,0.02172843708919055,0.004008462340232967,0.000663460029338165
15,4,0.04590015660818907,0.07174457008183205,-0.01857966749321551,0.026155912317861414,0.027025898028610114,-0.028854772353712196,-0.005345412145308048,-0.03976729720388701,0.035203693179901886,0.01757631108622869,0.020651475408847188,0.03435362697483482,0.028136428207898,-0.011896786245668716,-0.028348420778028783,0.008505785481817177,-0.025017161344049473,-0.0061859933347419346,-0.05278597013808515,0.0710666694448717,0.018570390106735796,0.055488296817224565,0.006234807498847643,-0.003229142099689493,0.051658230425820816,-0.004010235687041313,-0.012048056823366708,0.0283232385343493,0.007038098793110965,0.02057410101324139
16,4,0.0069817157944684575,0.05997220851150907,-0.03924876550614139,0.014978878676707474,-0.0008533435014886494,0.001631134945032127,0.004504870844904483,0.01501008383842915,-0.0062592679420376204,0.0353140315649699,0.010789595057650305,0.0046111913807047235,0.016461157209242534,-0.01309748093286221,0.05057412262025588,0.02920072013486156,-0.026113296398259225,-0.0068826200313857975,0.06285124507522358,-0.03778435053012863,-0.009902353930730199,0.00917763691790979,-0.025636053278726194,-0.02278951073653305,-0.0035615811896891167,-0.003934619952989224,0.000951594432563693,0.031491064017780505,-0.010068416316950766,0.0010523004963765808
17,4,-0.0691580226086744,0.0351200749447104,-0.03649363601377139,-0.05838679220211789,-0.024653535788807957,-0.003305556234660973,-0.005840706895320454,-0.04698315546704233,-0.04785854588965821,-0.051237401807920906,-0.009165135513014908,-0.02927676761255968,-0.011326995295703801,-0.012498163055284242,-0.03437185097739499,-0.012346699824746218,-0.023221618616710984,-0.011165795619432968,0.006541715937811781,-0.013556226223570465,-0.0030625416420715684,-0.07697239946528978,-0.002681398180356153,-0.03222683525752603,-0.0358674362995453,-0.023728169616541395,-0.013738123768381683,0.017122486302607827,-0.036607107415556735,0.006222301904183282
18,4,0.019185312443082164,0.052647313269531995,-0.03213639631194247,-0.051740963617167055,-0.022715203810281585,-0.0024285787027515434,-0.0007864419669282269,-0.0544545678466427,-0.044319060133503486,0.028636951002234894,-0.012326899912403324,-0.02902779586951211,-0.026003986006947845,-0.01609721587102638,-0.03619367945818609,0.011639117141036225,-0.019649979856742543,-0.010612966133638895,0.01381642610644165,-0.013138643682112792,-0.009272431208712031,-0.0618272301513085,0.0012000042702057393,-0.008843526580227211,-0.015859663905938754,-0.02650801531307379,-0.010114938367462353,0.026292053185979956,-0.03999715899423455,0.01107890286228723
19,4,-0.07041408830831712,0.05076850533132291,-0.028481258052615557,0.02355358598300769,0.0021947251731211552,0.0025115631943919913,-0.0021620044849401114,-0.02675773351688527,0.008230483543262284,-0.031449487590854266,0.005377690138863529,0.010709062555990722,0.012696732435857068,0.009737798363120526,-0.019502749376567315,0.031376642281271676,-0.02240377100994029,-0.002264685183088588,0.02851229585141253,-0.017145000216534423,0.0009249592159430315,0.05211026481212486,-0.024766736594419816,-0.059419904266095044,-0.01296014755003995,-0.0138878756441518,-0.007694280219192993,0.051124520495242055,0.015582507961330063,0.004439135876238659
20,4,0.03333631308024365,-0.19834657361968694,-0.043966389792274706,0.011511932091171875,0.008242815691283987,-0.0310664783934802,0.004785970603859148,-0.037564129568154754,0.017149019543601162,0.007531579001861747,0.015290354490264228,0.0025252363970868575,0.0007369718581000559,-0.0008323990463806464,-0.026818378376755856,-0.10637746512271386,-0.03650107257144196,-0.014241006200075203,-0.028126330612382396,0.029903589579882765,0.00889534221898416,0.010991509378577518,-0.0028571951666810126,-0.026845538579981117,0.013342451670894262,-0.03761092904511039,-0.0067995625557768875,-0.07969825462674632,0.007685534876527412,-0.002760418934317037
21,4,-0.08029371628334075,0.03492979683587641,-0.05488330022007601,-0.011179377871790061,-0.027289410478714055,-0.006031538982474599,-0.0005823526197146746,-0.027063818109569916,-6.55066860920803e-05,-0.049844736487478405,0.012937200319350766,-0.005549884165263664,0.03730611214431385,-0.015374997181018186,0.015266907869387438,0.014064305725499689,-0.0336948929318685,-0.016770434398545288,0.03834455283190515,-0.039969314579080754,0.00047992479964221833,-0.03833243921517835,-0.018729731760034143,-0.04733949155762693,-0.005683661101447724,-0.005935538493451679,-0.002769877246933656,0.03497808987334461,-0.021925520719007024,0.024137290309602367
22,4,-0.0942364769938988,0.03477383912535031,-0.05116988100468586,-0.023749233903039704,-0.018178874822622246,-0.0012403861277172916,-0.004465071409478764,-0.03246203968003766,0.01028159106644288,-0.027977595580374333,-0.009124597812117457,-0.011917994104347185,0.0398929035777447,-0.018233599266868416,0.08599580674763153,0.013546176723340166,-0.019926894525297844,-0.009880593128871183,0.026025464304631714,0.051777613172933994,0.0002522869558037888,-0.034052774623059494,-0.014005522092549776,-0.012497362658152347,-0.013839977315585469,-0.02558912530065986,-0.011222325175955072,0.03295882161172788,-0.020416785740484396,0.006882775863860899
23,4,-0.0847365122872305,0.06540992745443243,-0.03771742876480182,0.0015674696896539548,-0.04845465355197629,-0.0063669801113147295,-0.0005971965429445305,0.02183061050457012,-0.011172633622370793,-0.05548367446250897,0.013076436616146598,0.004882292964506151,-0.006875134455653428,-0.012006873483385697,0.025956313635942613,0.02945976823922728,-0.024441139877221896,-0.010861905762390963,0.04446296707352846,-0.0328128432702801,-0.009337740930324807,0.0026885648815441333,-0.017841113659064507,-0.05688766053193101,-0.0009042267535390066,0.0034856788314858505,-0.007726754114474492,0.03015589284269645,-0.009142300979973586,-0.0013762393530308142
24,4,0.023376167244688238,0.06959140245217489,-0.025948745186955516,0.03354565680669843,0.01885281712118627,0.007677134386117383,0.004001706373423612,-0.012653141506436934,0.019869733639615434,0.044002431009133945,-0.0006850218017532039,0.016257114399708075,0.00823164845942975,0.009327911087145362,-0.018385533074574807,0.048277282342663014,0.0038086260394692905,0.01376560234837194,0.05715861879551915,0.013218377383631817,0.06206460717787438,0.050854642125106445,0.008838329641132845,-0.0067132755201732616,-0.010019886215989014,-0.011657429510513467,0.06842608773368868,0.023535313378984117,0.02634636404606391,0.030593968528143372
