f_id,i_id,ic.eps.max,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_50,disp.ratio_mean_25,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,disp.diff_mean_05,disp.ratio_mean_02,disp.ratio_median_02,pca.expl_var_PC1.cor_init,disp.ratio_mean_05,disp.ratio_mean_10,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,disp.diff_median_25,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_level.qda_mda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_10,disp.diff_mean_25,disp.diff_median_10,ela_meta.lin_simple.adj_r2,disp.ratio_median_25,disp.diff_mean_10,disp.diff_median_02
11,1,0.07932270723483666,0.19072279992991845,0.20848288010049115,0.09738282392993734,0.021368187419052043,-0.05514370440867203,0.19979264643438668,0.039106387451170926,-0.01712053388948238,0.01105141668105655,-0.014168808900067064,-0.013533074095683648,-0.020725247693742205,0.020855770495268072,0.038850325443175286,0.0021878502105984353,-0.009712254228316834,0.01101309695179333,0.05332266247469944,0.01776954494922418,0.016609311903671216,-0.010166860683919523,0.0946463464155634,-0.020120195427382536,0.06781646927994657,0.022003935919438288,0.0380751740736945,0.06183810979313934,0.03201155996154945,-0.011021970802794509
12,1,0.02561249297406833,-0.032019231582706864,0.15073993228120564,0.0423613532493418,0.03158873384584345,-0.01872288296352731,-0.01641164110903237,-0.018683168427617337,-0.0009959419963752037,0.018143990850368052,0.025479106656560592,-0.006918654353890673,0.009553213708037606,0.019970686158674734,-0.01201563492714493,0.013811371618625471,-0.010091877984082852,-0.016688033453625115,-0.010024603342349293,0.010108688185263568,0.005903670008042599,-0.0153283938331088,-0.023581444602886425,-0.02174824483716885,-0.03905759423584101,0.0035344051203603922,0.03146093093628758,-0.01569267018144853,0.006137577144631144,0.0022708008773315745
13,1,0.011863850199746064,-0.049873220038632704,-0.023259287485393427,-9.567452633968018e-05,0.020822214061466532,-0.07535183001017617,-0.011229440439145902,-0.007900217295370982,-0.005216821450213457,0.001083029704407692,0.015298720657158137,0.019721802881176448,0.009094104314020262,-0.048276952505012266,-0.0034299371242293153,0.019771517762086195,-0.004686198902598046,-0.017176829203534694,-0.0006367457464451862,0.009042957782527852,0.01561279480359435,-0.011575459192020365,-0.019122143126271793,-0.011391608833717298,-0.012789735276340102,0.006928375788995255,-0.061645194440349015,-0.00783116368877864,0.012899384653660584,0.021242925230795278
14,1,-0.043404235026602206,-0.030800532615160477,-0.032785332696359575,-0.015131277721540014,0.008886295932716583,-0.07195137887336799,-0.01409829437496347,-0.026399255556867042,-0.005213768612428196,0.0011458654092759166,-0.031133645162486415,-0.030682425857849,-0.015210291863488216,-0.029747059886268287,-0.04539913645300001,-0.03018656027359274,-0.008513844691488104,-0.01797983206295834,-0.015639817950402108,0.0008235325282839852,-0.00854163183697333,-0.01851364767171418,-0.019966227132670124,-0.01213472973552225,-0.035877038708577,-0.03416251979598823,-0.03593805149166229,-0.027648422705103308,-0.03147241215608383,-0.04522663062317528
15,1,0.04838981306363113,-0.009886812638332588,-0.015259843839255587,0.010916202331305047,0.056301317523537404,0.02386118914832336,-0.012086212742785665,-0.00016332729953961734,0.0011141266240082238,0.020852486634895324,0.0362607847033388,0.030452511625993307,0.024780437682425563,0.012620131086059187,0.012128552572721926,0.026511045256393743,-0.013998305332453867,-0.010723674605293061,0.0026127977440007343,0.018595906170070908,0.009399247828986844,-0.009764892163982998,-0.0021820726731741295,-0.0028333136168432857,-0.008146377582031227,0.022267968164347784,0.022450211054062818,-0.009213552933611695,0.019066602839334503,0.030701993618161467
16,1,-0.0402953824332106,-0.03312409774578545,-0.03303951976278719,0.006339544154941766,0.015297993712494802,0.020590076723631882,-0.006525561115720383,0.01873664229009791,-0.0034344166387978037,0.02666392990851688,0.002528938982598738,-0.00798172218338202,-0.01631664347789535,0.0317579126119914,0.02678033028273231,0.014643313786439101,-0.004768366970317662,-0.003810516682330076,0.023219082044334455,-0.0008032124359401123,-0.0022768023079098535,-0.010739250367634897,-0.00892092271203342,-0.002297847532772992,0.02081798150524902,0.013113530946446865,0.029597814677968133,0.019490044030533157,0.018925535020679188,-0.008634597254931185
17,1,-0.05272962954976912,-0.03268234291849152,-0.029023161435709505,-0.011595585315056911,0.02054778083547658,-0.005722050717444344,-0.011389802559704183,-0.029660624557597198,0.001038811587012729,0.008838688035203171,-0.03631401852971382,-0.035190579275098756,-0.02011641892980371,-0.01003336030384105,-0.059478601576209794,-0.039173113269854565,-0.008886656491860885,-0.013166541263769446,-0.019223399961437265,-0.0015847750280106026,-0.008422660978959575,-0.017683026636052163,-0.02069525572238739,-0.00915363772329358,-0.0319222660678934,-0.04192861792763167,-0.005498252743268396,-0.02404060691538104,-0.02833707074536419,-0.052954115337638795
18,1,0.04091653136907526,-0.02543505997812909,-0.028556497066121345,0.009512952371359797,0.02684413387425851,-0.001582684961232661,-0.013208007294800799,-0.029706240640366102,0.014757235313206182,0.01024719122403174,-0.03772246239218146,-0.03883267138934544,-0.022641784233228955,-0.002047445489224664,-0.05576038339246204,-0.03686552125924416,-0.010285366417512268,-0.009854207855439443,-0.026450846330018877,0.012603079681411077,0.01061176229749484,-0.017307378135548862,-0.01845990387441152,-0.0068093039948264435,-0.035152778256094634,-0.032351387599921955,-0.00343842075174621,-0.030461089924157615,-0.029680697427632827,-0.05727989844338996
19,1,-0.07858999642008543,-0.03260575139879486,-0.02533220796664319,-0.015031213468886005,0.012222786469665053,0.029155017103939074,-0.017340412966074983,-0.006101679417570557,-0.007074667906362029,0.01081764018252004,0.016651305819573855,0.01451098569042353,0.011372420464641769,0.023498224413245592,0.0010448300254453956,0.010167256427173504,-0.017490702710866557,-0.006810548850632358,-0.0044977276419121475,-0.0483291225707183,-0.006995805773284459,0.012585397168561307,-0.012182326479464751,-0.0029163765957729753,0.00020333706693376693,0.00503438434326519,0.01419014856603229,-0.00460819317935687,0.0025861033450259984,0.01519865707902475
20,1,0.0038877003993018507,-0.05539509732600073,-0.03769304742024782,0.0045879780084441,-0.11897939281999886,-0.07803035823060459,-0.01574666093999621,-0.010503482194580553,-0.006774381172846799,-0.012309960111957716,0.008599756082897817,0.01467042549804069,0.009444439575284728,-0.045724239582505787,-0.008696146999075931,0.005398541865037319,-0.01459890679533756,-0.024341022990676805,-0.0115160550528359,-0.00012465479322367143,0.005900981054538054,-0.016257691701625245,-0.023615896371766112,-0.0007063869903718716,-0.019076845608783106,0.002301521125386934,-0.07451690349873465,-0.01705906706120356,-0.0027196111562758384,0.002998666544082884
21,1,-0.09798276018384429,-0.049994154132682087,-0.042393364194869734,-0.04253588434070883,0.012363738093206377,0.017431386520520304,-0.014815481820759584,-0.01973389611399254,-0.0056302332536971025,0.02339420044425701,-0.006320454524617582,-0.0063530725675968805,-0.016540792944717025,0.027874122143366212,0.011114272193882752,-0.0118266773452379,-0.010077227103778709,-0.008468578850947263,-0.0022865086248155917,-0.037373930693647514,-0.016274291163848313,-0.013204703376080889,-0.011547937607252954,0.0006456731281990324,0.0035696976147391846,-0.010956673062445186,0.02182240192757539,-0.0013900164889269137,0.015013915200858739,-0.020011036821900162
22,1,-0.059132587293344134,-0.027769171178095096,-0.03743628428759898,-0.015115786225150054,0.019553094107800522,0.02290251215343755,-0.013967028131488776,-0.01852564019861192,-0.0034478601556209416,0.01470331400411527,-0.016134872658206477,-0.014060359579803132,-0.0037454909559138994,0.02802662582680528,-0.03782883901093468,-0.02115879223687248,-0.010681063178612046,-0.0036544944620302586,-0.010677263241345204,-0.017248115651818906,-0.00568761620205265,0.030792226414302255,-0.011800046138673642,9.159912246153618e-05,-0.0085248902256755,-0.020202638113330937,0.03476825208719323,-0.013851817256383013,-0.004405043616271617,-0.028004285490072726
23,1,-0.08966725037922842,-0.0370461934694115,-0.03625817848051699,-0.0428245964677379,0.014430650936757973,0.023143160213067678,-0.008656436767594788,0.027777495333973428,-0.005548690225536814,0.025797280365179392,-0.004674394990040219,-0.010682988988696745,-0.014408371566312146,0.027520960784454287,0.02438892302492911,0.013594727624139923,-0.00776363195202866,-0.007475284181944308,0.022547847164759657,-0.03916799437205716,-0.026033518589194397,-0.01493983260582466,-0.008798346330579264,-0.0047055802911031884,0.026416979401617594,0.009818729053601967,0.026494619342532257,0.022632892863678585,0.022914556304798384,-0.006920574794996421
24,1,0.04940540162432042,-0.011926961174089534,-0.017083150889917582,0.012270090456165672,0.053809628057299864,0.043607595165222356,0.025281030370824752,0.01437265104753277,0.027049230208238715,0.022339611915319958,0.037480604747478684,0.011923349630537634,0.027999901331715392,0.03317089429518757,0.01469255980802413,0.030799272208905236,0.11326009527333274,-0.0052570704022201495,0.016398928940312838,0.03272593383264238,0.0129966783679331,0.123302475807476,0.024550674589593532,0.0017825362740160507,0.012021978051206564,0.0319728521615891,0.047982563807108455,0.017425973543504086,0.01913849624513579,0.034896675404580656
