f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.s,disp.ratio_mean_25,ela_level.mmce_mda_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_25,ela_level.lda_qda_25,ic.eps.ratio,ela_meta.lin_simple.coef.max,ic.h.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_10,disp.diff_mean_25,ela_meta.lin_simple.intercept,ela_level.lda_mda_50,ela_level.mmce_lda_10,disp.ratio_median_25,ela_level.lda_qda_50,pca.expl_var_PC1.cor_init,disp.diff_mean_05,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_05,ela_level.lda_mda_10,disp.diff_mean_02,ela_level.mmce_qda_25,ela_meta.quad_simple.adj_r2,disp.ratio_mean_05
1,1,-0.003689259570669547,0.012626097750409895,-0.07040083823024933,0.016630599063960815,0.0010364583096049585,-0.02718872154957368,-0.0133354929559548,-0.008522015891691733,-0.025573338599315668,-0.09505677143087049,-0.034445717029039494,-0.09959782235879373,-0.17801717100066497,0.014822963203444625,-0.037740882613446866,-0.03726921414604538,-0.011344654157517786,-0.02271287679393487,0.01380200099281148,0.011058232493407975,-0.02960994816801125,-0.0036288327545070773,-0.01831475942775219,-0.01229513886401896,-0.005454520935986048,-0.008380223611103296,0.013606474431216018,0.00729423727955225,-0.0283308585518291,-0.04796698853782384
1,3,-0.0032271815514500965,0.013691150098739079,-0.059765209639034846,0.011596770616762724,0.0014411450848124917,0.009003184757693523,0.005564849065610682,-0.007467332314118415,-0.01456200894324822,-0.09061171076614254,-0.017184839499440017,-0.04914029210072603,-0.1843175657402475,-0.05531360532546304,-0.03779413834550105,-0.033325583961811296,-0.005098682432665551,-0.0210385741776079,-0.03747898372564735,0.010677074078316133,-0.02279190683891549,-0.14876512200390887,0.0007789652280217096,-0.00720416489493524,-0.007913959855219112,-0.01327071693838965,0.011371999515796021,0.0024122052787540348,-0.035180062667718136,0.010433384281799083
1,4,-0.0032271815514500965,0.010138458050888099,-0.06032250489608888,0.013925684881945833,0.001467871411014724,-0.04389665146298916,-0.018258512605599672,-0.006380349554561048,-0.014022566956306624,-0.09614085646312742,-0.028728589329045165,-0.04912234446786692,-0.15991256527777462,-0.04859100190858372,-0.03894608830212307,-0.03228666722913956,-0.0050982605413382835,-0.022945995772811173,-0.03714106028325986,0.010677116022575438,-0.03041643112876988,-0.098087699936177,0.0007267042213576488,-0.006981792658723608,-0.007387413242912964,-0.009778045103811023,0.011732113831333733,0.008664488284592431,-0.03475501895997594,-0.0570180185310326
1,5,-0.0032271815514500965,0.0117680310455797,-0.06039861707976525,0.013560168222710112,0.001467871411014724,-0.044539216634576266,-0.018411865252234677,-0.007896554040032642,-0.014815184903332208,-0.10094606611142783,-0.024320879179343842,-0.050925441274499335,-0.179796559337459,-0.04903721553976943,-0.03855472139085987,-0.03232709911236623,-0.005055472061531667,-0.02293890528240785,-0.006932751024123803,0.010754451070819206,-0.030714879163977516,-0.09704744801330767,0.001240934228188783,-0.01166296861499039,-0.0075753773760092085,-0.009741435961451703,0.011716530799327014,0.006308811876965128,-0.03481856341584339,-0.05724557574879328
2,1,-0.0031664188039719878,-0.026409464581255714,0.15978294491004327,0.03656620153629585,0.001271127030429497,-0.05746655760592227,-0.05231008448095794,-0.03308368608137714,-0.004370523434942847,0.1351077103825666,-0.011593718868233155,0.033453987644931994,-0.10649875795533559,-0.06753504619081821,0.034742844634646455,-0.1514423640619647,0.0015976175695065567,-0.02215999067179804,0.012937761069685663,-0.011877861028652252,-0.03292029831978467,-0.049798922219315145,0.017731170044859117,-0.023386133893362287,-0.0097321979496204,0.04429917458036359,-0.00589415670763526,0.009655081469757978,-0.04570011348779114,-0.16231649910559162
2,3,-0.0025401716538979414,-0.01626992399260981,0.4812072170478159,0.013616641613532566,0.00046265222492387664,-0.027680008574201054,-0.039424203246781704,-0.03550773951303659,-0.02861804940838043,0.08369698697031495,-0.009893113040409702,0.13884190298921462,-0.09034283770910245,-0.038209380696459565,0.21423543341717208,0.05468077513949875,0.00841530735614761,0.15827691368253624,-0.12061397356272119,-0.011947439522627239,-0.028004895320542768,0.05982454040552128,0.03375373881290014,-0.014584625996390568,-0.013691605997200854,-0.027177007114794052,-0.0031604856843858373,0.003823822041588392,-0.02824703954381094,-0.14623458716186674
2,4,-0.003045125614309968,-0.014007094551499495,0.18915869911567507,0.011632955275631476,-0.0010446254093758288,-0.06632111562571968,-0.048707262710393384,-0.04411894555422474,-0.005604955537456828,0.10511417459488209,-0.009289049661853855,0.02600702757059191,-0.11371282246061364,-0.009973133210608684,-0.03567436007258796,-0.08828741784270373,0.00344802274569243,-0.025108116320641895,0.015134181209921776,-0.017084880366366854,-0.022930489316456443,0.010532477740808987,0.018536599889364146,-0.03821266043078606,-0.00510076083479942,-0.029730754936229363,-0.014950299882270507,0.012445031412713789,-0.0504100100556946,-0.20165073269779313
2,5,-0.0025401716538979414,-0.01637883114230844,0.6566041829137416,0.013812182754289777,0.00046265222492387664,-0.027794468767959428,-0.05217720292738277,-0.035519420042914605,-0.007670541419673346,0.0836337476703596,-0.009813444469601171,0.13812660819499278,-0.08988561845977609,-0.045459749126640046,0.03472866724742828,-0.15693361434034003,0.006125187869460259,0.1582732609472862,0.08906226664644443,-0.012053052896878089,-0.027968319107415724,0.057934984227828806,0.043797126111410865,-0.014791354594340366,-0.013691605997200854,-0.02717629220758968,-0.0032696481409286594,0.0037870974397597444,-0.02825872007368895,-0.14627706497161438
3,1,-0.0056444304521727825,0.07395081182687617,-0.06144304056139105,0.02455421455217084,0.0013050997633039989,0.03352166582975713,0.01696103332625104,-0.002056930991117096,-0.01247510891575063,0.03092224134547327,0.04485758513962677,-0.0387529312087016,-0.009924262024367553,0.017925436421233367,-0.030942288919092713,0.00036662544805016146,-0.0049655498802053,-0.030962677324497534,0.02213552886091897,0.011936427465944864,-0.02240506757097945,0.06694877755540488,0.033807280608739616,-0.013184905172706471,-0.006816785686492642,-0.019805971546197502,0.016935232455102867,0.007132399726270569,-0.010924580646350067,0.07986654686369254
3,3,-0.0028276216871632102,0.04046033339320357,-0.049069796401818064,0.0424324589179719,-0.002596873122811153,-0.02785355766315636,-0.019091472364645284,0.01038413969394678,-0.014816522899777458,0.016454566744406818,0.0007068347046578689,-0.017058473657786368,0.018476195473168755,0.01257456916392804,-0.036037939605020684,0.043672183690360716,0.0030996322194410475,-0.02618809272696201,-0.07013209213219503,0.01957511409559246,-0.01809293848629767,-0.01678781859582924,0.014631022360992462,-0.04845664119593166,-0.003113356530852483,-0.0186095288000001,-0.005836615685449205,0.0006064340805310507,-0.01203358050148483,-0.01804077067763018
