f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_level.lda_qda_10,ela_level.mmce_qda_50,disp.diff_median_25,disp.diff_mean_05,ic.eps.max,disp.ratio_median_02,ela_level.lda_mda_10,ela_level.mmce_qda_25,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_25,ic.eps.s,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init,ela_meta.quad_w_interact.adj_r2,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_level.mmce_mda_10,pca.expl_var.cor_init,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_mda_25,ela_level.qda_mda_10,ela_level.qda_mda_50,ela_level.mmce_lda_25,ela_meta.lin_simple.intercept,disp.ratio_mean_02,disp.diff_median_10,disp.ratio_mean_10
1,1,-0.02272624702818675,-0.05298241006147788,-0.028656266716727382,-0.0025965924255771863,0.032443714617093784,0.0089018001710301,-0.06334215418494876,0.002023099679739132,-0.01724033061496739,-0.005659196833295312,-0.027370895473315334,0.013927904201984033,-0.05219494630399647,0.0031627926907486373,-0.0005782068584683182,-0.0684171426905678,-0.07311829613423185,-0.0038484561337842837,-0.0022109073080579028,-0.011220724582517206,0.03792092993138033,-0.08354312204898967,-0.012861022282927737,-0.0314419409333133,0.0004345607266655467,-0.023496169405976514,-0.011146467958994178,0.0022917695600057457,0.05438914164326002,0.011623826205188325
1,2,-0.042997186017750204,-0.03984695215836904,-0.03339149629883818,-0.0003458115156333484,0.015687606736358363,0.0019809994553822707,-0.04427402500023124,0.014304623086543044,-0.041475049228725414,0.023281577578508673,0.05926274905098181,-0.027330924919560795,-0.05995079285114996,-0.03893485184937643,-0.10658646640067465,-0.06420481293056612,0.005116524520657439,-0.002098695943729912,-0.008960008218903198,-0.004044039834077756,-0.08246944871411155,-0.05966771622041503,-0.020050259713515487,-0.042845644306423625,0.0006185079178235718,-0.029618437251667216,-0.0014833446247526135,0.0038353275782725465,0.02493633722583706,0.013089378145733651
1,3,-0.04155088290735647,-0.04438841943629045,-0.036686011956150226,-0.004709449250830377,0.015999358093220475,-0.00043006201650486734,-0.04948060786298009,0.01728082465462293,-0.03622203461719324,0.023261309797691414,-0.01668851981328152,-0.002028997664156767,-0.06072263275420584,-0.03958063246518091,-0.09839610633322537,-0.06457987057017318,0.0017979924024535071,-0.0021296573952036156,-0.008719026191883101,-0.004035959498356857,-0.06403710176637421,-0.07436572124228222,-0.019893167014036765,-0.03903307569098969,0.0014025512484730606,-0.03175677009911105,-0.002483718208420869,0.006218755622598747,0.025656844463596108,0.012765429458057368
1,4,-0.036823190788411,-0.043500770105574176,-0.03285980051727961,-0.003402627844440644,0.0274949828924076,0.0028674144485204955,-0.0591341089598801,0.003111918768610908,-0.020968278732483518,-0.005581680629865686,-0.020544802838236127,0.0007651149873905356,-0.05795309101808849,-0.010449810499513382,-0.10486099387084276,-0.0751972624444564,-0.04178119941193769,-0.00353055265457172,-0.011761941018276757,-0.0044528453302291,-0.08399397867652073,-0.07664843390062637,-0.018603569391161142,-0.03726856517243598,0.008540167939933866,-0.049780941681998744,-0.0026873025259926153,0.005451375549992565,0.023563658283821683,0.004414454342507161
2,1,-0.05970022817171213,-0.07858844669583623,-0.0122470831128182,0.037213393785225216,-0.0011392195711617539,-0.013791650758962389,-0.00684111960504992,-0.018763771941476902,0.4218971098456181,0.06933070706411762,-0.01644637741767565,-0.046124160450977836,0.017705244939748604,-0.02323444576723906,-0.10086100166860243,-0.05639535707465255,-0.002879477844844722,-0.002247801195558818,0.20048978377387391,-0.0019677656984755463,-0.09200498392237574,-0.038690146045128895,-0.021191370691772158,-0.01999679664427346,0.0016734107120848299,-0.02402111849968348,0.0012423158150839018,-0.013764210615666702,-0.02078274565945516,-0.046037796757747114
2,2,0.009114361264068681,-0.07580788175251019,-0.03427991815720607,-0.001763040896602867,-0.009606105315515295,-0.029144319625095373,-0.017863783745353336,0.004670195445887582,0.006751832535509943,-0.008343089869201575,-0.023056570023986284,-0.06344832988149954,0.008986313734586845,0.007823241619080015,-0.13812478475857193,-0.0399746000389882,-0.006534773621772719,0.002862418958970663,-0.005476513169339174,-0.0019002012095611714,-0.05374486438043489,-0.0539653433938355,-0.01468525154422444,-0.03620153101837523,0.0020098034936208323,0.14775954647880815,0.0064938113077698525,-0.011757348511361433,-0.028609891839153433,-0.04862694580675679
2,3,0.014657090394679616,-0.06994443951084542,-0.07035270827109406,0.0335305393366131,-0.007333693989471789,-0.02037532190224698,-0.0066018236695781435,-0.015084602185648588,-0.06758743537237723,0.032486743021679615,-0.02217857951040869,-0.0703604235771833,0.07445517471387941,-0.057425625441313445,-0.08237841066626533,-0.05061291037747132,-0.012942199297823687,-0.000812279785674193,-0.01185803804418553,-0.0032033363432334198,-0.06660441890399643,-0.06660739442123069,-0.039677209707933675,-0.028414894054076434,-0.04087108189598487,-0.030391164878166396,-0.007356868920871782,-0.018523761137323035,-0.02083715673857326,-0.039609547030165705
2,4,0.02228011709332879,-0.03566533352206399,-0.033675620411808035,-0.02595734201088447,-0.00646900532928195,-0.03504264023936908,-0.012697173009840072,-0.022378942632668042,-0.10438428719389158,-0.013003352248311983,-0.023526775827738326,-0.05432191278483676,-0.001990156894703055,0.008868536182639185,0.0053494244423780415,-0.03581314808961132,-0.007764782993531382,-0.01585143114689941,-0.017402002603268865,0.010484317141966319,0.020255626448289307,-0.06984469506521493,-0.039171088802916615,-0.053020665770426925,-0.004058879860207437,-0.00773402064139562,0.0020521840960832684,-0.014048932484132647,-0.07231101951806591,-0.033645599620909974
3,1,0.0025293785196659722,-0.04155794564023729,-0.04406746558480978,-0.0005684905586492931,0.022825509363936285,0.010394674831550125,0.050278672618099554,0.018027016957352135,-0.012405726370054241,-0.001976212426957696,-0.005689063721561776,-0.013319620291940719,-0.010246880313759178,-0.009668760470397362,0.04062663049703914,0.01990476842431079,-0.0006558066446879578,0.003052792644324462,-0.000954296948557497,0.009878137754143724,0.027718084257626854,-0.03492675942046173,-0.01587069846823574,-0.03082263532458573,-0.008871976679447271,-0.014591646059340692,-0.003656620439603328,0.010657730365261178,0.08625301748810305,0.017340195248380423
3,2,0.0036674298465673816,-0.031104300350957688,-0.01816168852857268,0.026517516641735843,0.04471538984965724,0.005089433779273735,0.027085080939266863,0.01970374207834584,-0.04044550658440328,-0.010195909811921429,-0.008245317229213534,-0.015635075782290328,0.033278095052523986,0.002648394579236063,-0.11226227769038788,-5.0540014210724056e-05,0.0032894800169693023,-0.0042771426934218905,-0.009873618461895493,-0.0040928869497173824,-0.05327583393143196,-0.023157000437079328,0.006083213717205956,0.019285137160311383,0.01054986420152748,-0.029327132375127095,0.01618882787066755,0.01236702495493918,0.05354775623450471,0.016669822824460032
