f_id,i_id,ela_level.qda_mda_10,ela_level.lda_qda_10,ela_meta.lin_w_interact.adj_r2,disp.diff_median_02,disp.ratio_mean_25,ela_meta.quad_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ic.eps.max,ic.eps.ratio,ela_level.mmce_mda_50,ela_level.lda_mda_25,disp.diff_mean_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_50,ela_level.mmce_mda_10,disp.ratio_mean_05,ela_level.mmce_mda_25,ela_level.lda_mda_50,ela_meta.quad_simple.cond,disp.ratio_median_02,ela_level.qda_mda_25,disp.ratio_median_05,nbc.nn_nb.cor,disp.ratio_median_10,nbc.nb_fitness.cor,ela_distr.skewness,ela_level.mmce_lda_50,ela_meta.lin_simple.adj_r2,disp.diff_median_05,ela_level.qda_mda_50
6,1,-0.040423405158457,-0.038766713623699704,0.04474186324574275,-0.06614539429297392,-0.042660661936505063,0.02911820314293304,-0.006780360733518655,0.00030983040395585643,-0.009571028741713018,-0.015290110851441684,-0.0194433161779751,-0.02154015118779713,-0.0033516614720052827,-0.005547982245288866,-0.05559231956605552,-0.02445124761945437,-0.010759270619398832,-0.007825233892402179,0.012312376083449315,-0.03924658453448674,-0.001988091638939165,-0.03569044481846361,0.0024404785423926562,-0.009647686431843385,-0.003118771207984703,-0.009618270225653086,-0.01919226588026683,-0.056034784717934064,-0.054051686844644856,-0.016551193417856706
6,2,-0.044418271539018825,-0.03403980452635248,-0.03704825385226165,-0.06427612320685223,-0.04141452484316121,0.016233531410040792,0.010862809299554016,0.0026265198286217115,0.001477717581212978,-0.018796185069814945,-0.010138889263107896,-0.015396947485016783,-0.005416087642472469,-0.006842707519425741,-0.044093215453430964,-0.03535480919866422,-0.008768588927032004,-0.011486960416983964,0.0029178146628546777,-0.046177104892805035,-0.0057680689228601,-0.04467163463342755,0.0008909076705018857,-0.014788873984801651,-0.013727337819388605,-0.01107365192372114,-0.024500653645678185,-0.039952690814164186,-0.059101700437404,-0.003168174086994357
6,4,-0.05271528173027716,-0.036868281175260635,0.04754388113953535,-0.059075551093495667,-0.038313393083341474,0.03505507447397069,-0.004239079789054099,0.0030783746325786254,-0.008167583137465644,-0.014767708970266235,-0.004144746313756772,-0.018837693029124834,-0.0025394826263641108,0.0012997052463802512,-0.042943752620702345,-0.027448046419129356,-0.006739686437032072,-0.00520405142203757,0.004394372849219149,-0.03690083803080897,-0.0031067142218701477,-0.033248619694248596,0.003200230769129248,-0.007991232993984352,-0.00958999025339822,-0.008511730098923259,-0.01951307246476318,-0.048097011544512326,-0.05446150297507461,0.0003046391263118834
6,5,-0.037159533184937685,-0.031106412910671857,-0.04144000374245857,-0.05945170186790697,-0.04193545581113083,0.018167213226548566,0.015400588958902558,0.004281439634664915,0.004617142739318627,-0.011356083653550559,-0.005123177057875861,-0.026593183689539335,-0.004462071394332553,-0.00292823465856535,-0.04575044622179961,-0.025055172442324088,-0.01054630841781923,-0.00994272923735305,0.006575705281855434,-0.03925124306851349,-0.0036617724424940056,-0.03816802106698585,6.335154052821585e-05,-0.013816542304108316,-0.002881730449504955,-0.009127664850382978,-0.0024723282238451024,-0.005945548100105581,-0.06269616534534968,-0.003934880076775553
7,1,0.12008177549749631,0.03975474311932287,0.06940902651994275,-0.058954194798141624,-0.04801287929919289,0.0034690793711522907,0.016075972483106542,-7.621044573634356e-05,-0.006116064974837239,-0.025981106133573444,-0.026018119705441097,-0.012600394072045395,-0.014094937082672619,0.002747597746837729,0.010944728320663531,-0.017725285693663943,-0.003932909823870427,-0.0028176827255151824,0.007526837105883862,-0.018271249335685087,0.021554131563296525,-0.037439036996053436,0.013789805673645721,0.0052657837144426895,0.0036373686458945863,-0.020948029540288925,-0.016941197069820085,-0.043455618366052634,-0.04418057062452864,-0.00961814365144245
7,2,-0.009359075880631746,0.0040028195196197035,-0.01147959949702593,-0.04989293659992865,-0.031388821924099766,0.0060141076489629245,0.011207496786071663,0.004586001939454209,0.007711262059177523,-0.025306728738878063,0.04093845838558739,-0.019083328576125696,9.68550415642358e-05,0.0068630720408646775,0.03271012147666899,-0.018025036098499484,0.0020444791540645676,-0.011632731289349947,0.0056321430764004555,-0.03517963881209003,0.009488114846268226,-0.029497520979911627,0.005283196173236749,0.003378843285005947,0.0025053916785671673,-0.007470285961711298,-0.006262956152210657,-0.0011495560758272058,-0.04564645080159109,0.02094208255225723
7,4,-0.052021911285041834,-0.042888386855673796,-0.04239530671572543,-0.06493347918800955,-0.041328217605908296,0.01034924137573889,0.012827833907466415,0.012960890747620033,0.014244837015614633,-0.023170318861536227,-0.025877217748176928,-0.03700373721169539,-0.011971366532150503,0.001724529845097065,-0.0010591650224064599,-0.04059655084922765,0.00020132125241291955,-0.00940552052765343,1.831350711638171e-05,-0.051882327658792575,0.009378251974750212,-0.04851763040924746,0.00938755032452406,-0.016006874671077236,-0.0031230929110412204,-0.008244542320333823,-0.003176759911330044,0.0035196499820639516,-0.0639733780726575,0.0017586683569442297
7,5,-0.021427722820602065,-0.004256335776101845,-0.04036704058244746,-0.056464085957028495,-0.03810340809777477,0.009081979722545376,0.01717947734446315,0.0023860572576241824,0.011761153175817756,-0.024554279903077025,-0.025003404576159533,-0.023178272523762262,-0.008694062235527888,0.0003362207449846134,0.009554165446975698,-0.02935223451679974,-0.006964142996737368,-0.007474898767606855,-0.003642976929318641,-0.042319082219660464,0.012451720579013484,-0.02987138859533611,0.002884578328940074,-0.012133696036069978,-0.013486263356743697,-0.009705333226862674,-0.008159465344030278,-0.039153497071709537,-0.05442667704564737,0.020278810709854694
8,1,-0.025290295991248556,-0.027605759347518893,0.005526789144653337,0.02389990964680143,0.006951498457393767,0.03553533554287915,0.00353106779907128,0.007573360795775582,0.009197374962873595,-0.009332383034311158,-0.008000901492805577,0.014052552118668156,-0.007054871278894781,-0.0038676922637763352,0.013161602547261666,0.008028911460348202,0.005384222827192618,-0.007581952385671631,-0.010738273731844841,0.031148297932292842,-0.01069218429522284,0.00953218878160509,0.01002425949060517,0.009565265674147325,-0.008038670867664778,-0.012126199077784242,0.003272604431336009,0.010935596790920259,0.004366315414065376,-0.005880069900680695
8,2,-0.025838697981550782,-0.024409381583218225,0.011007302311430255,0.024074443681554567,0.004747410524776644,0.02601162155767544,0.0034034619836574983,0.008513827262792229,0.01026544005488703,-0.007119237523218432,-0.005514857373130827,0.01043888118757755,-0.00713352522849432,-0.003902435102105412,-0.0006018036456020077,0.011921134660615923,0.00866556447675985,-0.007328645223075752,-0.008421956043237665,0.02907814068679894,-0.007751076775475511,0.01486339540926204,0.01179566817651674,0.007561046158594997,-0.007625393839936955,-0.013081195067151498,0.006044238856449778,-0.006365749686478753,0.002143702923355589,-0.004951042058567048
8,4,-0.026836951602736255,-0.026274588118790698,0.005896277365175413,0.025149273191040895,0.0077233470345989125,0.023468149219179845,0.005948569095341375,0.008875613880480464,0.008891903093636348,-0.009353623989752835,-0.006166097055200106,0.013684595183820217,-0.013030224129096534,-0.003301983927311308,0.004670869445558769,0.00819213638474174,0.00879001342882137,-0.0069447123398160265,-0.013232279917016056,0.028214627830730813,-0.009777037490323208,0.012398491950699891,0.012036750706528916,0.009621495541339077,-0.011077515240934433,-0.012447695656559926,0.0046793070042056096,0.010897169747514559,0.004428631580715782,-0.006325945454415076
8,5,-0.02608389751063951,-0.02543238854917236,0.013273849177610193,0.023332510359484998,0.003503704529382946,0.026028875288372277,0.005005674920725352,0.0071566855337458915,0.007950813281470279,-0.007840359813973432,-0.012001351220257465,0.012694011927676585,-0.013436733160290495,-0.0044303933610268156,-0.010435636383630943,0.00821282949933601,0.007804692430884706,-0.013364221174407248,-0.011046096096674871,0.025534482133260032,-0.010452128219476413,0.0069396874040200725,0.006747020836164793,0.007984352670603715,-0.007653183019960038,-0.013316422221631785,0.0018827195942080887,-0.008289950066770479,-0.0006675672631386092,-0.009076126825808457
9,1,-0.035265383862566294,-0.02500857174141651,0.005206573586915522,0.02064101896070747,0.009651108546002145,0.026904598010534818,0.0192655803380038,0.00886285495299716,0.010878545124887513,-0.007174442093072438,-0.01614567598899751,0.010624449679657054,-0.010436353977358741,0.003847866442494635,0.01310209225953707,0.008959211880239957,0.006582919096843335,-0.00815120349112608,0.004966632614431394,0.03403128171230253,-0.005671501728279711,0.0011405575295296772,0.01423636298914237,0.009524049156336615,-0.0052750123939358925,0.010976965806729334,0.010244500962756503,0.014716836410542266,-0.003183930843253204,0.003841525250822147
9,2,-0.032699181076196224,-0.030411261049656035,0.005089734395573396,0.020483993797425642,0.013480422318451162,0.03299616051533939,0.020396902698322176,0.008710704196019391,0.012955994181493801,-0.004214581791261383,-0.0156439659817242,0.01207594158230881,-0.011549762150607872,0.005161420004780702,0.013621469387866235,0.008246121492895728,0.00590722158494712,-0.0063498951180337064,0.004593872005055922,0.03365434515272,-0.004812216514049737,0.002174221412255796,0.013586630086325168,0.01051576373570629,-0.005143986699842854,0.011962869271728271,0.011604687804265424,0.016369500535017553,-0.002136682602419102,0.0048058743645314145
9,4,-0.033291923982528004,-0.02848429454375498,0.005224559353338998,0.0212521458571122,0.011760387539688232,0.0318428578894946,0.01964941913043985,0.00814195407614088,0.010857194499258312,-0.004556890234788106,-0.01540934935936871,0.011239520673372036,-0.009708050240966055,0.004199726584545793,0.013503842150693246,0.008716376366168547,0.00493878756586868,-0.006772232900468801,0.004857983748578039,0.03299076607785971,-0.00480591609390478,0.0011494517661452214,0.012582332157817122,0.009366550976022295,-0.006255228441378928,0.011583029803667677,0.011105385621447058,0.015077721047507734,-0.004142105586135382,0.004265466628131277
9,5,-0.03464270263056371,-0.02998259887290953,0.005522322651534521,0.020224959613579094,0.01316166654478688,0.032616033538503945,0.01915823455250175,0.010485961700296838,0.011912262176072393,-0.0052563120448817615,-0.014127279329892065,0.011606681451420813,-0.00825476408326213,0.0029513707666048816,0.013011115845059984,0.009523589319090031,0.006526181220216373,-0.006397556913938522,0.005016902881274657,0.0337702553472869,-0.007754275857988058,-0.0061684800872753714,0.01015788929782405,0.007625078785187281,-0.006981577631795826,0.008609739682605698,0.011937642641604152,0.018786173026916146,-0.0028635559326946718,0.005692790811783143
10,1,0.6782664384534297,0.7049315259094693,0.25045433680631174,0.0726514950531034,0.0354251674303242,0.0751508181912907,0.04597149131703662,0.18441566675805016,0.14309850148389278,0.11154656601446161,0.06685034770747603,0.024766898381634494,0.006928346083925307,-0.002651339560881561,0.02965885984742823,0.0649960715503665,-0.002465041943255648,-0.00031072988729304187,0.02814025265468279,0.041231280052407324,0.03853270976018982,0.0290644890397164,0.02427759284757149,0.020253603940933763,0.021584347134516974,0.03250576823942928,0.03245721536313238,0.00034725883479568747,0.019030441518820013,0.012905925422124185
10,2,0.659500698553438,0.6752599623436742,0.2340309800840983,0.07650103966254194,0.02937548883472749,0.07134222947571837,0.04657957875679986,0.16450017108853857,0.11545230401980687,0.09720515774083693,0.09338987291326135,0.024302474234834344,0.06597088728549662,-0.0037375088690309154,0.10798301599393911,0.06602795714519855,-0.000615653810912725,-0.0034092543755516484,0.008772570610564486,0.05254003544492013,0.03855406155943442,0.07480325645472252,0.019637167851478957,0.019764764055892423,0.01684863040110511,0.05507996521299379,0.037518013207005145,0.0033547598902493496,0.04742531375520316,-0.01081910431947513
10,4,0.6760455538057848,0.75602740505717,0.21844409270431028,0.04805922209390985,0.03740406709394773,0.07239118744676551,0.045646233693920596,0.17484142638909284,0.14234932446289109,0.13210667265324724,0.002057093549924983,0.016349309607181155,-0.003605310223829004,-0.003889724845031334,0.02487583959167822,-0.024824011868538873,0.05353933085632771,0.033866101788429595,0.01662493045070485,0.008807217105881171,-0.004487790739112023,-0.004792802149225846,0.013501247094745891,-0.0009904476916829637,0.020506203396357187,0.05598274429670662,0.06071350280970092,-0.0177139030730826,-0.015398464451561277,0.010220810222596785
10,5,0.21677756224111575,0.019970457366691157,0.173389354959985,0.08912444409207969,0.09818927357161245,0.031357905747558396,0.028191452347987284,0.05222978173859245,0.059694908415295435,0.08906151129258767,0.20032226992808794,0.0020644526496091655,0.017394146646906913,0.0902730451512595,0.048449224344914416,0.03737977767243486,0.026922551977216616,0.12118766481100421,0.02628490164097963,0.05754787643888316,0.004194614877288203,0.09875545104228217,0.02935280511458376,0.023730929749859582,0.017867339903657797,0.06334097482514621,0.020109304406686495,0.062015263063560686,0.09177979911414906,0.027924556471286527
11,1,0.16540205649442688,0.012720110736830145,-0.018373980964662952,0.048459105527648295,0.05138527525362528,0.017736344166596706,0.018804251431873496,0.04345151142084648,0.017883434802420283,0.08497466547835418,0.16440031058356436,0.03338281504008885,0.014645264996395492,0.08758461189790755,0.024682471946256015,0.012561651370348285,0.010182946938407107,0.10546609267784471,-0.00035206260714945494,0.005695789566403427,0.0027671323480887725,0.029420530701584884,-0.008323796184005541,0.0019147599011773483,0.025537996235067115,0.0560098904960963,0.02484670813594511,0.028174117085376604,0.08819172457684737,0.03572824088972635
11,2,0.21995966584609156,0.03567493339897923,-0.013879841185518162,0.04659304775979093,0.05146486074215168,0.017564184747631276,0.020376582274245825,0.03755997584776747,0.017571125828790956,0.08841620065817794,0.14559229561606857,0.028370945932789902,0.013950503865551394,0.08664423017668643,0.02474797209763389,0.014783536426291127,0.021406547191176444,0.10488716981016273,-0.00049503574702229,0.003242202723878435,0.0014393682650635734,0.029303482639046037,-0.008945961591585934,0.0048713545556668,0.025880942816251824,0.054461773198765856,0.02583210236477902,0.025562978083289983,0.06660532828780488,0.03481360373118352
11,4,0.2837825854915221,0.03424196178705015,0.18402096178982752,0.03269016334134302,0.0746471384234589,0.04406814145971171,0.01718982867190331,0.039897791954380764,0.03761397887170539,0.09641277964016412,0.10924785315811343,0.02841581620711415,-0.0036237555084682334,-0.0014153812245635742,0.037556953927071375,0.024361959283904274,0.026307788852320258,-0.010976008013695002,0.0020419137375524547,0.014218483615294413,0.03146287724487688,0.042721153156645056,-0.030722540991705714,0.0025244065035221804,0.04059054128699913,0.05305334362168076,0.03084756035690135,0.00019504658001692044,0.07123052237786642,0.006627665513230371
