budget,f_id,i_id,log_precision
500,9,2,2.5800437793641984
500,9,3,2.595635833756388
500,9,4,2.4699930739509903
500,9,5,2.597590032473072
500,10,1,4.936442534134427
500,10,2,4.899703866770893
500,10,3,4.886296735034369
500,10,4,4.8434721041839515
500,10,5,4.958256246787817
500,11,1,2.2054943239833475
500,11,2,2.299428020116969
500,11,3,2.289549246015013
500,11,4,2.2665142320570593
500,11,5,2.2483474947824873
500,12,1,6.073447080765443
500,12,2,6.048020148905884
500,12,3,6.018464232802309
500,12,4,6.03574799295437
500,12,5,5.925041658857134
500,13,1,2.3129743062855415
500,13,2,2.3794940835272875
500,13,3,2.3841764424821603
500,13,4,2.4106698617543594
500,13,5,2.4504815782244167
500,14,1,0.4254389413618214
500,14,2,0.4652006023909249
500,14,3,0.5108441505653484
500,14,4,0.4280437700723458
500,14,5,0.38573364909517216
500,15,1,1.9609320641814343
500,15,2,1.910571356468313
500,15,3,1.9208144391804118
500,15,4,1.9418882457591835
500,15,5,1.9261926441627883
500,16,1,1.3270091489262557
500,16,2,1.3038197428169875
500,16,3,1.3169641736956674
500,16,4,1.269957928014378
500,16,5,1.2966221666504165
500,17,1,0.6431105971393477
500,17,2,0.685824343803754
500,17,3,0.62613875205063
500,17,4,0.6592663410790502
500,17,5,0.7135095062192865
500,18,1,1.1291187571503882
500,18,2,1.220966656678455
500,18,3,1.1221605644044979
500,18,4,1.0758587658314807
500,18,5,1.2331507207627213
500,19,1,0.8328523390228428
500,19,2,0.8142374169992145
500,19,3,0.8378529565514673
500,19,4,0.8346253702150007
500,19,5,0.8185205736869278
500,20,1,0.603443253484265
500,20,2,0.6120991878801171
500,20,3,0.615594807793234
500,20,4,0.5886793253501781
500,20,5,0.6172161483226317
500,21,1,1.3484522349841055
500,21,2,1.2696672459118539
500,21,3,1.3103330415980132
500,21,4,1.337795408855631
500,21,5,1.3501101923746652
500,22,1,1.1358784037153389
500,22,2,1.179704069855712
500,22,3,1.3359030191380947
500,22,4,1.2007635010410023
500,22,5,1.3726405054629902
500,23,1,0.5664377866757042
500,23,2,0.5969085097313614
500,23,3,0.6072756751073739
500,23,4,0.5980811437101591
500,23,5,0.6055583528780006
500,24,1,1.9400761415354306
500,24,2,1.9757104062612039
500,24,3,1.955709204375877
500,24,4,1.9619474097227345
500,24,5,1.9639840700390154
1000,1,1,0.005700892117692532
1000,1,2,0.008146452042915078
1000,1,3,0.006389782243818433
1000,1,4,0.005078499342178336
1000,1,5,0.005192596290020555
1000,2,1,1.2780910623941102
1000,2,2,1.5867243091771854
1000,2,3,1.5341398860049813
1000,2,4,1.5621203920254387
1000,2,5,1.4148548383370763
1000,3,1,1.369829028996906
1000,3,2,1.3695031651326561
1000,3,3,1.3187887922090595
1000,3,4,1.3399850304430792
1000,3,5,1.2875058217148585
1000,4,1,1.4804325279413273
1000,4,2,1.4530063964784272
1000,4,3,1.4125251170691613
1000,4,4,1.3912969063635015
1000,4,5,1.4496190097323
1000,5,1,0.0033014643340167227
1000,5,2,0.003685874651202822
1000,5,3,0.004423318716268076
1000,5,4,0.0017466175867438065
1000,5,5,0.0059896113493453414
1000,6,1,1.5023973085720825
1000,6,2,1.4826783832192687
1000,6,3,1.4073154030301713
1000,6,4,1.418161153775633
1000,6,5,1.5765286818018385
1000,7,1,1.1962073400145294
1000,7,2,1.2725582464551748
1000,7,3,1.2237554650853772
1000,7,4,0.8215217495945443
1000,7,5,0.9689870596537007
1000,8,1,1.8063755457372401
1000,8,2,1.7623665367630221
1000,8,3,1.6933673160941822
1000,8,4,1.6398555371062156
1000,8,5,1.4327383664278188
1000,9,1,1.5363427921785544
1000,9,2,1.8212857132890312
1000,9,3,1.507233255095006
1000,9,4,1.6117106695152164
1000,9,5,1.3675464405801836
1000,10,1,4.524754114690472
1000,10,2,4.559086310852721
1000,10,3,4.57752097920779
1000,10,4,4.663640003894856
1000,10,5,4.75433280700041
1000,11,1,2.095482340172795
1000,11,2,2.1683652372345494
1000,11,3,2.1814477424649095
1000,11,4,2.136800369482282
1000,11,5,2.2332334279791106
1000,12,1,4.540017792808445
1000,12,2,4.297530507838924
1000,12,3,4.489313997412326
1000,12,4,4.62077288600864
1000,12,5,4.250411169847976
1000,13,1,1.7881219348553787
1000,13,2,1.8952934265031816
1000,13,3,1.8725927233507387
1000,13,4,1.8679939244424675
1000,13,5,1.8667662091034498
1000,14,1,0.055474098555211945
1000,14,2,0.04482774685415463
1000,14,3,0.04630406583967787
1000,14,4,0.0378370877500832
1000,14,5,0.03241872854202069
1000,15,1,1.859606178451321
1000,15,2,1.8141818344045622
1000,15,3,1.817712665710438
1000,15,4,1.8305397884920727
1000,15,5,1.7948502720745345
1000,16,1,1.2676583116305922
1000,16,2,1.227682770116495
1000,16,3,1.2292480225741989
1000,16,4,1.215490816133576
1000,16,5,1.2104758768371213
1000,17,1,0.45910452733130475
1000,17,2,0.46816888706377513
1000,17,3,0.4724661563038038
1000,17,4,0.429218727603438
1000,17,5,0.4967726920482405
1000,18,1,0.8940007749712491
1000,18,2,0.9403598501260741
1000,18,3,0.9028061986610904
1000,18,4,0.8822384192374944
1000,18,5,0.972963247714937
1000,19,1,0.7638691680379754
1000,19,2,0.7521770734626656
1000,19,3,0.7477981067342608
1000,19,4,0.765227123157386
1000,19,5,0.7360147611191626
1000,20,1,0.496161533647976
1000,20,2,0.4772590904142007
1000,20,3,0.4705445901259387
1000,20,4,0.4519590363966662
1000,20,5,0.4714377573335374
1000,21,1,0.9539554042188672
1000,21,2,0.9028175217461829
1000,21,3,0.9013965713653184
1000,21,4,0.8950896259413151
1000,21,5,1.011179437325946
1000,22,1,0.5002133192965973
1000,22,2,0.5525340400894642
1000,22,3,0.9764268555211246
1000,22,4,0.6658774793475496
1000,22,5,1.0159530056488257
1000,23,1,0.5350855376143224
1000,23,2,0.5596387717023683
1000,23,3,0.5367051693660495
1000,23,4,0.5508331939813902
1000,23,5,0.5789335894807532
1000,24,1,1.8382252358761657
1000,24,2,1.8708628397361617
1000,24,3,1.8504403952875688
1000,24,4,1.8528704181804292
1000,24,5,1.8830366740579347
3000,1,1,6.042796791563866e-09
3000,1,2,5.99312389871903e-09
3000,1,3,5.870658940911312e-09
3000,1,4,5.230610894219057e-09
3000,1,5,5.854683506585061e-09
3000,2,1,9.210608904176494e-07
3000,2,2,3.276044130436372e-06
3000,2,3,1.204104988708118e-06
3000,2,4,3.0661858342382132e-06
3000,2,5,1.9331297790632716e-06
3000,3,1,0.7763234436182578
3000,3,2,0.811059629548292
3000,3,3,0.7385768772812606
3000,3,4,0.7763357985316511
3000,3,5,0.8110728934844429
3000,4,1,0.9980399765272812
3000,4,2,0.9759121186625087
3000,4,3,0.998028294406932
3000,4,4,0.9523163240274434
3000,4,5,0.9980255426183751
3000,5,1,0.0033014643340167227
3000,5,2,0.003685874651202822
3000,5,3,0.004423318716268076
3000,5,4,0.0017466175867438065
3000,5,5,0.0059896113493453414
3000,6,1,0.6796374678596652
3000,6,2,0.558871853423492
3000,6,3,0.6543024138869636
3000,6,4,0.44091575373316105
3000,6,5,0.66759471639187
3000,7,1,0.7105310693553892
3000,7,2,0.6270829951005764
3000,7,3,0.6353314975385732
3000,7,4,0.34877195365957236
3000,7,5,0.37964269615305263
3000,8,1,0.8949638183486897
3000,8,2,0.9174078974084897
3000,8,3,0.9162061467009954
3000,8,4,0.895124927191299
3000,8,5,0.8510743342321088
3000,9,1,0.9888657192414583
3000,9,2,1.0009855341982419
3000,9,3,0.9802225488876727
3000,9,4,0.9701740117473578
3000,9,5,0.946605054843833
3000,10,1,4.243435122409475
3000,10,2,4.10464819113029
3000,10,3,4.149874012558373
3000,10,4,4.243294776035229
3000,10,5,4.199695778741205
3000,11,1,1.9950575083267938
3000,11,2,2.005816116353961
3000,11,3,2.087107201043977
3000,11,4,2.0720293768062903
3000,11,5,2.12757205918823
3000,12,1,0.8305082005666563
3000,12,2,0.6499713396333923
3000,12,3,0.7161453936108487
3000,12,4,0.8065509568428907
3000,12,5,1.1663669569497654
3000,13,1,1.0010986018176893
3000,13,2,0.9970691626721622
3000,13,3,0.9080089760387409
3000,13,4,0.9414327524922728
3000,13,5,0.9821652450685442
3000,14,1,0.0012178793438914037
3000,14,2,0.0013391315757512652
3000,14,3,0.0014796765586015015
3000,14,4,0.0013780535052738702
3000,14,5,0.0013903867151154041
3000,15,1,1.7399360681858758
3000,15,2,1.6929560424805576
3000,15,3,1.686443134393379
3000,15,4,1.679443883633835
3000,15,5,1.669977958500457
3000,16,1,1.1637250402223895
3000,16,2,1.125561560447398
3000,16,3,1.1446274123166653
3000,16,4,1.137276661039978
3000,16,5,1.1356821918765792
3000,17,1,0.12162428592043512
3000,17,2,0.13105580493862282
3000,17,3,0.11770711399867212
3000,17,4,0.14711313509087556
3000,17,5,0.10358439676610066
3000,18,1,0.43916196694320486
3000,18,2,0.5362112234089089
3000,18,3,0.42699641466187077
3000,18,4,0.4309518856724689
3000,18,5,0.5428928405497897
3000,19,1,0.7099835631090192
3000,19,2,0.673919481822837
3000,19,3,0.6571894557616283
3000,19,4,0.6576260615590256
3000,19,5,0.6590890554535828
3000,20,1,0.2573064804972219
3000,20,2,0.24667007307623467
3000,20,3,0.27157527757379535
3000,20,4,0.23069885665035564
3000,20,5,0.26688067916134056
3000,21,1,0.4924611331981722
3000,21,2,0.4693634465895559
3000,21,3,0.44783981822431695
3000,21,4,0.4889850336441319
3000,21,5,0.49571483694932306
3000,22,1,0.4705573549428336
3000,22,2,0.4727611270922555
3000,22,3,0.8407214826572627
3000,22,4,0.49661451505810805
3000,22,5,0.9837552538048785
3000,23,1,0.4869883675980655
3000,23,2,0.4750756496148492
3000,23,3,0.5092346013895368
3000,23,4,0.5015470418714394
3000,23,5,0.5184695128386935
3000,24,1,1.7446614513757717
3000,24,2,1.760231105914836
3000,24,3,1.7636543435809788
3000,24,4,1.7577036329631182
3000,24,5,1.7673157922842722
5000,1,1,5.5464875381679295e-09
5000,1,2,5.915446936622147e-09
5000,1,3,5.604998299315346e-09
5000,1,4,5.107312757275018e-09
5000,1,5,5.791580232405839e-09
5000,2,1,5.609670272964982e-09
5000,2,2,6.061811786015358e-09
5000,2,3,6.0919049742465286e-09
5000,2,4,6.34523148169683e-09
5000,2,5,5.5501874697443325e-09
5000,3,1,0.7763226627198915
5000,3,2,0.8110567795299243
5000,3,3,0.7385675773937901
5000,3,4,0.776323028907528
5000,3,5,0.8110569485508499
5000,4,1,0.9980249683554887
5000,4,2,0.9757601368911125
5000,4,3,0.9980249683770425
5000,4,4,0.9522918887107401
5000,4,5,0.9980249683545674
5000,5,1,0.0033014643340167227
5000,5,2,0.003685874651202822
5000,5,3,0.004423318716268076
5000,5,4,0.0017466175867438065
5000,5,5,0.0059896113493453414
5000,6,1,0.1643793435747352
5000,6,2,0.15277094270880423
5000,6,3,0.4383141472269712
5000,6,4,0.37081680049719823
5000,6,5,0.25725575434950904
5000,7,1,0.5506366626590655
5000,7,2,0.4963892770902541
5000,7,3,0.49045606922752094
5000,7,4,0.30619943092118507
5000,7,5,0.28070197812117625
5000,8,1,0.8661460477250377
5000,8,2,0.8709808915991545
5000,8,3,0.8690669765323842
5000,8,4,0.8458185588551986
5000,8,5,0.7276776573289306
5000,9,1,0.955720938039271
5000,9,2,0.9829779780688451
5000,9,3,0.9561858712222032
5000,9,4,0.9314169292578116
5000,9,5,0.913738732796299
5000,10,1,4.067733461302073
5000,10,2,3.9274608343638837
5000,10,3,3.9044854816250076
5000,10,4,4.052314119509936
5000,10,5,3.9915773606345493
5000,11,1,1.9567095917670871
5000,11,2,1.8877947939030573
5000,11,3,1.9771134265632513
5000,11,4,2.0609264874139095
5000,11,5,2.035658554230252
5000,12,1,0.6243826979182089
5000,12,2,0.5088602078519195
5000,12,3,0.49685462941870157
5000,12,4,0.7438539651120188
5000,12,5,1.1596974634039172
5000,13,1,0.8860598101633312
5000,13,2,0.8058394069905717
5000,13,3,0.8185956460751938
5000,13,4,0.8326104436786558
5000,13,5,0.9240197982944867
5000,14,1,0.0005661202730624889
5000,14,2,0.0006456406040488339
5000,14,3,0.0005480353599086285
5000,14,4,0.0005350411409828859
5000,14,5,0.0007961619225647043
5000,15,1,1.6644648895010825
5000,15,2,1.6288634963401836
5000,15,3,1.6078125764843023
5000,15,4,1.5909003925304182
5000,15,5,1.6112739402028022
5000,16,1,1.0731270785918714
5000,16,2,1.1081610528727701
5000,16,3,1.0857758735524279
5000,16,4,1.0785798776084572
5000,16,5,1.075909659124014
5000,17,1,0.07135424690425869
5000,17,2,0.0447356665110653
5000,17,3,0.05743895127232941
5000,17,4,0.09261652055929051
5000,17,5,0.045679774404400755
5000,18,1,0.2693700130498064
5000,18,2,0.3389455264032417
5000,18,3,0.2510531977208307
5000,18,4,0.29021595987092
5000,18,5,0.36683851565602427
5000,19,1,0.6295243595456306
5000,19,2,0.6448650814804283
5000,19,3,0.6244381355498505
5000,19,4,0.6205709845751651
5000,19,5,0.6223267827085126
5000,20,1,0.2281221433749566
5000,20,2,0.2254084431963113
5000,20,3,0.24211754754222484
5000,20,4,0.20199569573001708
5000,20,5,0.19930028251284848
5000,21,1,0.4772477924017582
5000,21,2,0.4547433923695821
5000,21,3,0.44762609858427616
5000,21,4,0.4819530380028929
5000,21,5,0.4859196264391481
5000,22,1,0.4705573161324236
5000,22,2,0.4705573161570435
5000,22,3,0.7826718365792472
5000,22,4,0.4753494781153064
5000,22,5,0.9280916676362417
5000,23,1,0.4673758256154829
5000,23,2,0.45327455928332183
5000,23,3,0.45638896802650836
5000,23,4,0.4523540621888977
5000,23,5,0.4657222621024411
5000,24,1,1.717522661603349
5000,24,2,1.6927456209495122
5000,24,3,1.7210745738041044
5000,24,4,1.722034625139347
5000,24,5,1.7139713873986782
10000,1,1,5.5464875381679295e-09
10000,1,2,5.915446936622147e-09
10000,1,3,5.604998299315346e-09
10000,1,4,5.107312757275018e-09
10000,1,5,5.791580232405839e-09
10000,2,1,5.5526191178529105e-09
10000,2,2,6.061811786015358e-09
10000,2,3,6.0919049742465286e-09
10000,2,4,6.34523148169683e-09
10000,2,5,5.5501874697443325e-09
10000,3,1,0.7763226627195258
10000,3,2,0.8110567795298257
10000,3,3,0.7385675773915816
10000,3,4,0.7763230289074604
10000,3,5,0.8110569485505733
10000,4,1,0.9980249683524136
10000,4,2,0.9757601368039035
10000,4,3,0.9980249683524133
10000,4,4,0.9522918885517996
10000,4,5,0.9980249683524124
10000,5,1,0.0033014643340167227
10000,5,2,0.003685874651202822
10000,5,3,0.004423318716268076
10000,5,4,0.0017466175867438065
10000,5,5,0.0059896113493453414
10000,6,1,0.0023941026049574907
10000,6,2,0.0005762600306235564
10000,6,3,0.012998398094074846
10000,6,4,0.0011495883193369351
10000,6,5,0.014845347768337803
10000,7,1,0.500912911324053
10000,7,2,0.4226291063919667
10000,7,3,0.448637374228891
10000,7,4,0.30355553913091543
10000,7,5,0.28070197812117625
10000,8,1,0.8217448830927706
10000,8,2,0.8202256084058643
10000,8,3,0.8221993250033153
10000,8,4,0.8062884458473147
10000,8,5,0.6895886673783118
10000,9,1,0.9116472277919195
10000,9,2,0.9226889964401376
10000,9,3,0.9194115102157198
10000,9,4,0.8927113138037345
10000,9,5,0.8472566625317699
10000,10,1,3.645419760922215
10000,10,2,3.4317828171394558
10000,10,3,3.4770213854457315
10000,10,4,3.7367295938452556
10000,10,5,3.5903285733451966
10000,11,1,1.8339084917114314
10000,11,2,1.791241151830294
10000,11,3,1.8727654370740172
10000,11,4,1.8618454259791994
10000,11,5,1.928193738399903
10000,12,1,0.5375089057933156
10000,12,2,0.3478204061863842
10000,12,3,0.294147866320691
10000,12,4,0.6743473136875711
10000,12,5,1.1596567087847025
10000,13,1,0.7837295656059825
10000,13,2,0.8047654053309057
10000,13,3,0.7855807895601451
10000,13,4,0.8097802021422453
10000,13,5,0.9227556479118824
10000,14,1,0.00020614664354599152
10000,14,2,0.0002630823297265393
10000,14,3,0.00020669687632908515
10000,14,4,0.0002417037121444687
10000,14,5,0.00028263684442627403
10000,15,1,1.5069560015672432
10000,15,2,1.4305196727326657
10000,15,3,1.4676760690297719
10000,15,4,1.4140094962115355
10000,15,5,1.3616012688723307
10000,16,1,0.9975995686867861
10000,16,2,0.9946060132466394
10000,16,3,0.9868390620600193
10000,16,4,1.0140372047068622
10000,16,5,1.016776865883753
10000,17,1,0.028773389794304115
10000,17,2,0.020884560746082317
10000,17,3,0.043871279239918244
10000,17,4,0.05030778257207888
10000,17,5,0.026004875158821567
10000,18,1,0.19668638509769873
10000,18,2,0.1735825029305817
10000,18,3,0.11402221532567461
10000,18,4,0.1675202713928528
10000,18,5,0.1544978642755125
10000,19,1,0.5749909541664439
10000,19,2,0.5777835396751726
10000,19,3,0.5598845980229972
10000,19,4,0.5774723722877523
10000,19,5,0.5903750287722286
10000,20,1,0.2281203509260375
10000,20,2,0.2204451509782823
10000,20,3,0.23316026005893595
10000,20,4,0.1965781327874553
10000,20,5,0.19929970078623546
10000,21,1,0.4770325640043836
10000,21,2,0.4476260985842206
10000,21,3,0.4476260985842189
10000,21,4,0.4476705570831519
10000,21,5,0.48339630992970617
10000,22,1,0.47055731613241514
10000,22,2,0.47055731613241514
10000,22,3,0.7826687610424334
10000,22,4,0.47081845961559865
10000,22,5,0.9175910568046899
10000,23,1,0.42610098088376236
10000,23,2,0.4313587936987366
10000,23,3,0.43157748805407475
10000,23,4,0.38626843034762043
10000,23,5,0.4221745219887208
10000,24,1,1.687760857404671
10000,24,2,1.6630063290603936
10000,24,3,1.6860486850082312
10000,24,4,1.6668996629095054
10000,24,5,1.6940407921569927
50000,1,1,5.5464875381679295e-09
50000,1,2,5.915446936622147e-09
50000,1,3,5.604998299315346e-09
50000,1,4,5.107312757275018e-09
50000,1,5,5.791580232405839e-09
50000,2,1,5.5526191178529105e-09
50000,2,2,6.061811786015358e-09
50000,2,3,6.0919049742465286e-09
50000,2,4,6.34523148169683e-09
50000,2,5,5.5501874697443325e-09
50000,3,1,0.7763226627195258
50000,3,2,0.8110567795298251
50000,3,3,0.7385675773915816
50000,3,4,0.7763230289074601
50000,3,5,0.8110569485505733
50000,4,1,0.9980249683524136
50000,4,2,0.9757601368039035
50000,4,3,0.9980249683524133
50000,4,4,0.9522918885517994
50000,4,5,0.9980249683524124
50000,5,1,0.0033014643340167227
50000,5,2,0.003685874651202822
50000,5,3,0.004423318716268076
50000,5,4,0.0017466175867438065
50000,5,5,0.0059896113493453414
50000,6,1,4.609003873396597e-09
50000,6,2,4.572444290871083e-09
50000,6,3,5.002282839612328e-09
50000,6,4,6.049224612635439e-09
50000,6,5,4.548046034761502e-09
50000,7,1,0.4969569149569195
50000,7,2,0.40780132441915706
50000,7,3,0.4417859525142034
50000,7,4,0.30355553913091543
50000,7,5,0.28070197812117625
50000,8,1,0.43855510613864246
50000,8,2,0.4635205509069049
50000,8,3,0.41416958206969773
50000,8,4,0.44582912671098324
50000,8,5,0.22679318599688045
50000,9,1,0.5948800637996395
50000,9,2,0.5725539413191901
50000,9,3,0.5151183854703629
50000,9,4,0.6114787976540673
50000,9,5,0.4463122380607543
50000,10,1,2.600867044249563
50000,10,2,2.584096648659628
50000,10,3,2.4436953039620417
50000,10,4,2.934183932758181
50000,10,5,2.713028849721956
50000,11,1,1.416015971920272
50000,11,2,0.9576255300763892
50000,11,3,1.32897391403193
50000,11,4,1.4037985228398029
50000,11,5,1.3990124546944391
50000,12,1,0.5337987480515299
50000,12,2,0.34745622692836187
50000,12,3,0.22556166123841384
50000,12,4,0.6552209829818442
