feature_name,feature_importance,rank
ic.eps.max,0.47864710904192215,1
ela_meta.lin_simple.intercept,0.23506925750103833,2
ela_meta.lin_simple.coef.max,0.18063995732938706,3
ic.eps.ratio,0.14203579137789066,4
ela_distr.skewness,0.06668100202708674,5
ela_meta.quad_w_interact.adj_r2,0.057964113034775305,6
ela_level.mmce_lda_10,0.03580205295761704,7
nbc.nb_fitness.cor,0.03462020619933353,8
nbc.nn_nb.sd_ratio,0.020057194101653908,9
nbc.nn_nb.cor,0.01531709569686511,10
pca.expl_var_PC1.cor_x,0.013137595360664492,11
ela_level.lda_mda_25,0.013004510303728742,12
nbc.dist_ratio.coeff_var,0.010438485470259653,13
ela_level.mmce_mda_10,0.010365233942895763,14
ela_distr.number_of_peaks,0.00934312016293202,15
ela_meta.lin_simple.coef.min,0.00873641425351405,16
disp.diff_median_10,0.00782140868634743,17
ic.eps.s,0.007255997429596219,18
ela_distr.kurtosis,0.007037241469838328,19
ela_meta.quad_simple.adj_r2,0.006226537441001018,20
ic.h.max,0.006171934090755976,21
nbc.nn_nb.mean_ratio,0.005943864093560697,22
pca.expl_var_PC1.cor_init,0.005614753023696849,23
ela_level.mmce_mda_50,0.005231995334583216,24
disp.diff_median_25,0.00521597979459728,25
disp.ratio_median_05,0.004675125542248897,26
disp.diff_median_05,0.004264296608829793,27
ela_meta.lin_simple.coef.max_by_min,0.004220022224245562,28
ela_meta.lin_w_interact.adj_r2,0.003636593843885429,29
disp.diff_mean_25,0.003471837714142076,30
ela_meta.lin_simple.adj_r2,0.003467705459947774,31
ela_level.qda_mda_10,0.0034556518381765305,32
ela_level.lda_qda_25,0.003252223924494073,33
ela_meta.quad_simple.cond,0.0032337302672274366,34
disp.ratio_mean_02,0.0031932513248821774,35
ic.m0,0.0028111073058371895,36
ela_level.qda_mda_25,0.00265533142097248,37
ela_level.mmce_qda_50,0.002399806052737017,38
ela_level.mmce_qda_10,0.0021243017039728027,39
pca.expl_var_PC1.cov_init,0.0020329353430045267,40
ela_level.lda_qda_50,0.0017123297170296748,41
ela_level.lda_qda_10,0.001685266805790452,42
disp.diff_mean_05,0.001527725795368047,43
disp.ratio_mean_10,0.0015000523339030113,44
ela_level.mmce_lda_50,0.0014839433899170565,45
ela_level.mmce_mda_25,0.0013755623893863449,46
ela_level.mmce_qda_25,0.0013718452773946236,47
ela_level.lda_mda_10,0.001360221472330676,48
ela_level.qda_mda_50,0.0013187845218153975,49
ela_level.lda_mda_50,0.0011420097514194814,50
disp.ratio_mean_05,0.0009403706918158313,51
ela_level.mmce_lda_25,0.0009371532081280816,52
disp.ratio_mean_25,0.0009197286951275031,53
disp.ratio_median_02,0.000805835580405516,54
disp.diff_mean_02,0.0007948509474626297,55
disp.diff_mean_10,0.0007040512257322653,56
disp.ratio_median_10,0.0006390535594872553,57
disp.ratio_median_25,0.0004770852777909973,58
disp.diff_median_02,0.00030821156190899895,59
pca.expl_var.cov_init,0.0002877361871574347,60
pca.expl_var.cor_init,0.00026688142390028695,61
