feature_name,feature_importance,rank
ic.eps.max,0.44739057600849735,1
ela_meta.lin_simple.intercept,0.2201244978635257,2
ic.eps.ratio,0.16441916153669578,3
ela_meta.lin_simple.coef.max,0.06897849435814121,4
ela_distr.skewness,0.0438800793973872,5
ela_meta.quad_w_interact.adj_r2,0.03796342514222562,6
ela_level.mmce_mda_10,0.0305105519372921,7
ela_level.mmce_lda_10,0.02547341638828161,8
nbc.nn_nb.sd_ratio,0.017410417312796758,9
nbc.nn_nb.cor,0.016269544436774294,10
ela_meta.lin_simple.coef.min,0.014777761752679761,11
nbc.dist_ratio.coeff_var,0.012344736805091362,12
disp.ratio_mean_02,0.011866653057272329,13
ela_meta.lin_simple.coef.max_by_min,0.01067945331096072,14
nbc.nn_nb.mean_ratio,0.00939131834296776,15
ic.h.max,0.009206676291533482,16
ic.eps.s,0.008598083520412672,17
disp.diff_median_02,0.007642856171699506,18
ela_level.lda_mda_50,0.007309095939709875,19
ela_level.qda_mda_10,0.00687659575793341,20
disp.diff_mean_02,0.006736187224710752,21
disp.ratio_median_10,0.00631416925429563,22
disp.ratio_mean_10,0.006020471979214304,23
disp.diff_mean_10,0.005495709708981611,24
ela_level.mmce_qda_50,0.0054190976041794585,25
nbc.nb_fitness.cor,0.005267379502893855,26
ela_distr.kurtosis,0.004867484352498286,27
ela_level.lda_qda_10,0.004847572237810294,28
disp.ratio_mean_05,0.004611059027434105,29
ela_level.lda_mda_10,0.004562611036593902,30
disp.ratio_median_05,0.00435113851824961,31
ela_level.lda_qda_25,0.004185768472665567,32
ela_level.mmce_mda_25,0.003939377479179845,33
disp.ratio_median_02,0.003832101835603358,34
ela_level.qda_mda_25,0.0038191318870929333,35
ela_meta.quad_simple.adj_r2,0.003742906291494818,36
ela_distr.number_of_peaks,0.0036895939846832084,37
pca.expl_var_PC1.cor_x,0.0036428017722461687,38
ela_level.lda_mda_25,0.003541286341971541,39
disp.diff_mean_05,0.0033988045421249192,40
disp.diff_median_10,0.003250317835780413,41
ic.m0,0.0031021390688816593,42
ela_level.lda_qda_50,0.002893314111859894,43
disp.ratio_median_25,0.0028653013134439104,44
ela_level.mmce_mda_50,0.0026278658911712965,45
ela_level.mmce_lda_50,0.0025576255461787593,46
disp.diff_median_05,0.002418864907229448,47
disp.diff_mean_25,0.0024018767137491165,48
ela_level.mmce_qda_10,0.002358855873279907,49
disp.diff_median_25,0.002157970846758609,50
pca.expl_var_PC1.cor_init,0.0020911277326438877,51
disp.ratio_mean_25,0.0019856516654030293,52
ela_level.mmce_lda_25,0.001926661936256264,53
ela_level.qda_mda_50,0.0018850838039372604,54
pca.expl_var_PC1.cov_init,0.0018327211256637217,55
ela_meta.quad_simple.cond,0.0016027089681503147,56
ela_level.mmce_qda_25,0.001491789343400935,57
ela_meta.lin_w_interact.adj_r2,0.001461577189723437,58
ela_meta.lin_simple.adj_r2,0.0011307454454085807,59
pca.expl_var.cor_init,0.0008817754430248556,60
pca.expl_var.cov_init,6.600312148604031e-05,61
