f_id,i_id,ic.eps.s,ic.eps.ratio,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.qda_mda_50,ela_level.lda_qda_10,pca.expl_var.cor_init,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_distr.kurtosis,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_10,ela_distr.skewness
15,4,-0.06982519344606358,-0.05975238256312938,-0.02252020565500512,0.08341777852803618,-0.05126333128274041,-0.0735425960289437,0.06352676934252115,-0.17888319747533016,0.006765004576579317,-0.07120505929123921,-0.016449384900584896,0.06440692947711844,0.007959168821506102,0.09665207395844293,0.0009854024625520208
15,5,-0.016406465924393543,-0.02095818615942263,0.009564939469860145,0.003815341000197481,0.24328355190151332,0.022044350209125207,0.1176391007583048,0.041267069441516646,0.01216046204682708,-0.06776122474031154,0.0628108901344982,0.07764613541706755,0.009016343086449052,0.0765556445773482,0.15464607418593612
16,2,-0.047687361582326546,-0.03327957531604728,0.09873632201003847,-0.040161515788264324,-0.12684941608274047,-0.028705191599892405,-0.07478738021441121,0.39430324360324476,0.006930786946738876,0.2623552763878748,-0.012528082333094895,0.014022337544618263,-0.01990917607941571,-0.146798131312029,-0.023630641116574147
16,3,-0.04786799304964849,-0.032507531779420576,0.09963184737323956,-0.037786025651166,-0.12763664364590382,-0.026389290011010952,-0.0728699151262442,0.3946785786243604,0.007197771068043035,0.26133862360156923,-0.012498212077995438,0.01521277085618597,-0.019387419733201253,-0.14578883715788554,-0.027682013690363327
16,4,-0.04562962936077543,-0.034469269713926776,0.0975577772476619,-0.03691211537033705,-0.12883588324468342,-0.029507687948995,-0.06834878439831435,0.39729229402861627,0.007966582973873898,0.26644349435962866,-0.01587001369217461,0.013271104403882183,-0.027605094415487835,-0.148750991199138,-0.02125533934454696
16,5,-0.048262686204081195,-0.035790518014517506,0.09775355170978511,-0.0383420130306608,-0.12864342412477048,-0.024949320614536627,-0.07149363835075094,0.39968691130406214,0.0036583044431480333,0.2595833216837439,-0.013790570589991974,0.015930669863513866,-0.01952738222948122,-0.1462571969358409,-0.02253649885724754
17,2,-0.15717831755807904,-0.15500691215271772,0.02007319093487825,-0.02805657980686871,-0.1395629468625732,-0.008456678908426718,-0.01868585139263268,0.06234781197862865,-0.0022206040864319876,-0.12718796158241802,0.03935092147518926,-0.07521352731066,-0.019472986060425357,-0.19601128616098074,0.11487000666993463
17,3,-0.13788352299513995,-0.12199290730907703,0.05946324891216026,0.08082791508469822,-0.23031245813927725,-0.053132356723512575,0.07435515162254319,-0.22652170231128,-0.003649411291860749,-0.09847786896043892,-0.01890018693609319,-0.03456455504174061,-0.032913688275076514,-0.07827219034355826,-0.006297067569805859
17,4,-0.14340812038851375,-0.1412826438171531,0.025673006761652406,-0.001545547697832439,-0.20329982811753128,-0.018598821110235753,-0.03018490168530108,-0.05526197271025102,0.0,-0.12685651896886707,0.033489114133069264,-0.023340949523139698,-0.041130751369116925,-0.1777298464038326,0.11885499325523807
17,5,-0.13218947372954182,-0.15673489073579594,0.002549900585052667,-0.08445190641997258,-0.1214587176109026,-0.044686239432434605,-0.025948083330585625,0.02190962214690917,0.003377416622974694,-0.11964887779516825,0.12973023882063928,-0.04533486677731935,-0.03308022017954265,-0.268098979691671,0.23360667891037856
18,2,-0.08186825903007258,-0.07882711231332529,0.029594711394046957,-0.030990412524357358,-0.11056773300862432,-0.010588053276591375,-0.012819923678480172,0.07379094556190324,0.0025038559338007305,-0.12462626875160623,0.048290835291454004,0.048456791145712275,-0.03519369259383026,-0.194790629287631,0.13027412691161666
18,3,-0.06724732333248809,-0.05419407767856149,0.07411184027454454,0.07104986994139545,-0.23435755155070936,-0.057761834603405116,0.1012020565345072,-0.22205177450646252,0.0,-0.10046921295059358,-0.015512644056032865,0.04620802517200412,-0.041142163053764114,-0.08163867065187913,-0.0025550612649041238
18,4,-0.07173453405985009,-0.07509163860472495,0.0344595869057161,0.01122422104236126,-0.23422767818258683,-0.01694673770049193,-0.018292969567086925,-0.05647680525761345,0.0029692021931458368,-0.11246080305715644,0.04884770576276898,0.04961007424517655,-0.05230086687498242,-0.12424666548026475,0.16205731665046685
18,5,-0.06015677742428621,-0.08681578122212108,0.020040140762475678,-0.0816023007384803,-0.09342192713860525,-0.05079050851290823,-0.01666870750436017,0.02636964895044891,0.003399305323922741,-0.1191505279475405,0.135405854638584,0.02811375149848444,-0.027373706417290256,-0.3051819880901543,0.24597386230564144
19,2,-0.1040383478964735,-0.09251540770523117,0.019175153661311603,-0.27192489103099804,0.3911209423077453,-0.03616525160890312,0.01812134586327771,0.21687121746149823,0.006887484678381531,-0.026063415666219614,-0.007593375678614525,-0.008690780440089696,0.002626114909016028,-0.2665662039502644,-0.01799513261448557
19,3,-0.11065742673043123,-0.09223864260353604,0.01423682643692576,-0.27960932796118065,0.43854985884965986,-0.01744461447095796,0.02955180961056377,0.21854918410617358,0.005830488525051221,-0.029014292508990125,-0.0036244901868923724,-0.0019103218327504792,-0.01460881535039179,-0.2079177276868552,-0.011557761334059669
19,4,-0.11023280078726583,-0.09528312914892308,0.011656439054206415,-0.2760799512136898,0.4254503605535501,-0.019409231142031358,0.026675436396768608,0.22083298085742614,0.005558630303101185,-0.038404092728643965,-0.004115740754919703,0.0,-0.02728450774840617,-0.21726770853165564,-0.010415811581272735
19,5,-0.10968738599177254,-0.09694421723282354,0.014469097675427492,-0.27800157118507446,0.4431575729748152,-0.01241060034940594,0.028574176857950655,0.21554905073976427,0.00356642582632493,-0.027191432388918545,-0.007226299497126542,-0.0041569648691347355,-0.020795137589903895,-0.2032474189267084,-0.011886957168275397
20,2,0.07200144634619748,0.0520843275660223,-0.03706220412058686,0.006553896945511728,-0.11312548448543153,-0.08803541472509718,-0.17847627292445845,-0.18082137067184006,0.0075681325169768,-0.06211533430825125,-0.023711528058577985,0.054246022249337056,0.009644265398173923,0.04022619354475876,-0.04033856567817923
20,3,0.07593178137482895,0.058788942434192304,-0.031323382599887456,0.007909109232927203,-0.09876466611590926,-0.08021757982169928,-0.17592137360844914,-0.178218407026492,0.009762581522742675,-0.06504078021680618,-0.024922714311138627,0.05310807938927234,0.0037435806101129843,0.03604318048076993,-0.039262214454678535
20,4,0.07428207675144344,0.05305027601680187,-0.037976025504776134,0.007047932348283575,-0.10556492035874337,-0.08492658351098864,-0.17212416859819163,-0.18580103595888936,0.008991415266078384,-0.06449185365444393,-0.026344559170012105,0.054587616427584446,0.005686904582973468,0.03237371327409988,-0.0424283386227432
20,5,0.07249701840613029,0.05540786212763657,-0.04515784183994448,0.003455858507685816,-0.10480588607115876,-0.08686179618230364,-0.16667374302053167,-0.17908960010979957,0.010595144220782338,-0.0618145027272794,-0.027592801298999797,0.0551435458836759,-0.005307668727095122,0.03708361955044273,-0.0437916662851382
21,2,-0.08727851211061924,-0.08249184201658553,-0.01668876865989885,-0.018645018146583286,-0.02454383560563074,-0.006008212043710381,-0.042398740016344305,0.2199020586261945,0.0,0.176100268679926,-0.0062441616735941785,-0.3058623613710602,-0.014910110897059112,-0.07576116688791162,0.0
21,3,-0.08565907425192405,-0.07735550601209014,-0.013966577790685775,-0.016576451724752195,-0.0009209017964006416,-0.003674212845340266,-0.03003399735869794,0.21474324597578798,0.0,0.18771693982744295,-0.008545042143262974,-0.30743373876774227,-0.020200234793831123,-0.07216799971264044,-0.003688322937186961
21,4,-0.0885306600475802,-0.07965748673960255,-0.017192893311301305,-0.024497951695387543,-0.06789668714879254,-0.006954073629682367,-0.04127795586962538,0.22981937791979457,0.0,0.18814133586223403,-0.005891869284598644,-0.3080171970513137,-0.024824798512624202,-0.0738459592542908,-0.012077254916316504
21,5,-0.08725636669181128,-0.08033953583366205,-0.02513363745229444,-0.016844861230358305,-0.009505509187400285,-0.010886165464910585,-0.03493753517387199,0.22382690754949724,-0.004059541262101812,0.18574081312311458,-0.006221973035519079,-0.3188125981909674,-0.015522948481274182,-0.07637229901544443,-0.008675979868295491
22,2,-0.11044684233753962,-0.10928362673970951,0.020151391958295253,-0.02918956870745959,-0.018130086882310548,0.0069366930868540455,-0.021501372328468688,0.18973839966595474,0.0,0.11713629876665935,0.0049987666336221565,-0.20120422669933996,-0.015193103221745552,-0.05923429727949242,0.010359488671564443
22,3,-0.09760603641005952,-0.09138841250230212,0.028479737714279797,-0.011523582741293632,0.01982718732028696,0.018878741710219808,-0.01351581862704234,0.1946726872862282,0.002186473671948469,0.13235813841119004,0.00936481670485317,-0.14833990631907384,-0.02160305933253329,-0.04363956265904199,0.032147637969487594
22,4,-0.11267111959192568,-0.11113377977376043,0.017242125876774178,-0.027351145940462424,-0.015302400552141882,0.005788748927028381,-0.0219109813861304,0.1726565551801783,-0.0014766754032894402,0.10669671433023867,0.005235696733872142,-0.21254739849967186,-0.027197206302839144,-0.06250529862448713,0.0030618432613066515
22,5,-0.08862388100489345,-0.0872350864269713,0.016204667974347692,-0.010910449996136416,0.03252489155628254,0.016986392752452624,-0.018873258155223165,0.2091540023585232,0.0,0.14483087272688086,0.010019949445295254,-0.1573865582042957,-0.0188469920572912,-0.04263953261385591,0.03727909283102314
