f_id,i_id,ic.eps.s,ela_level.mmce_lda_50,ic.eps.ratio,ela_level.lda_mda_10,ela_level.qda_mda_50,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,ela_distr.number_of_peaks,ela_meta.quad_simple.cond
1,1,-0.16622605696775083,0.049291501030961,-0.1206775294586721,-0.06748903007255974,0.05171333106356285,-0.06865863832032193,-0.1056047685015628,-0.18795185455795027,-0.021310897236131388,0.010105113756839756,0.07934592039890975,-0.14463207043433435,-0.12335757516336454,0.04325357510968819,0.012058251376020679
1,3,-0.17171546564415413,0.14528602222509088,-0.12905857449323638,0.017970811157642208,-0.010608964852402092,-0.1024489222546307,0.00393433963251949,-0.14322007363577371,-0.01748778009058527,-0.11681930661581602,0.09902110352571136,-0.13256201997126216,-0.2509309249164768,0.0844237132036963,0.016132312719120634
1,4,-0.17455620603381483,0.11391907786730102,-0.12489964461676456,-0.025943556644894394,0.014836581971046647,-0.09232202747184459,-0.006730251340847759,-0.14166742787564407,-0.017805045984553902,-0.07948052849359599,0.09551456423658622,-0.14412711131810174,-0.21239141550109453,0.07154513431051232,0.016240440854113025
1,5,-0.17884980028114122,0.11388472076568146,-0.12769740615497904,-0.014309038601815982,0.018314030891545097,-0.09317253757279625,-0.015418771276578314,-0.1890034260940031,-0.021858050181219835,-0.06273848790104763,0.10778611799302995,-0.13888080218713394,-0.2280458801225318,0.06336710492498954,0.013738449045009093
2,1,0.06710793021362013,-0.0031727802547578676,0.06043704381429579,0.14415213942340155,-0.12181234086469031,-0.04179823549880346,-0.002196722476604629,-0.10653442817228101,-0.07836429024043631,-0.021021548949768487,-0.012382934214962171,-0.03247077201623974,-0.08519839346445685,-0.06320796251611044,-0.4114305253422025
2,3,0.12656641548519149,0.06623552515691507,0.11735990639254654,-0.05908840962935491,-0.11423147270280495,0.2688323213303433,0.01190355844714872,-0.10084332142657804,-0.033142741357631,-0.027192249379762834,-0.015652362394907318,-0.03738880158491453,-0.0075470068890745486,-0.21123041731445044,-0.6924762953386123
2,4,0.04143221607637654,-0.043161279807111264,0.023142181300052078,-0.10681237534169075,-0.07813400470747295,-0.046965794749116746,-0.1209140764154919,-0.061118813901632874,-0.023365291532614713,-0.008941031851541631,-0.012757550862571854,-0.045712596344420264,-0.00593250084447805,-0.016707362873293885,-0.2014647482840194
2,5,0.0809096193132399,0.049186854836057115,0.0880802830942,-0.047216358476803354,-0.1015189494229021,0.1514592890073048,0.0,-0.06584824630938567,-0.02934584536141554,-0.033122336725646226,-0.021826452052966808,-0.03844414551924597,-0.01113118986787779,-0.09798065224318275,-0.630988583130537
3,1,-0.010824343633555333,-0.0453839225613349,0.01053773428168657,-0.07605454392074881,-0.12149620564259574,-0.05423332050499538,0.05132894919271125,-0.05239570384201113,-0.012936485555083588,0.07997720284028424,0.07995041794031318,-0.147122596597094,0.038084742455712174,0.11297803348906736,0.015529352868652813
3,3,0.03880371274961675,0.09539512431393217,0.055592779851753246,0.059403664940336026,-0.16091576979251923,-0.13825559387802577,0.04454101338793545,0.006244889879490734,0.019988182452046067,-0.06274724085479637,-0.024199083027617002,-0.09290092679210073,-0.035934502276992464,-0.0031092345339385763,0.02877776752342165
3,4,0.037320999551732216,0.08422196164872589,0.040882249443925156,-0.05794392710926444,-0.157963935736796,-0.12614095727454255,0.08341248548244382,0.005030639147074162,-0.0017911191650052533,0.030956872515950223,0.060504962582250826,-0.10188037047550577,0.009228003191209755,-0.06184762117034751,0.024251421489945774
3,5,0.005959039394967645,0.013728891305601433,0.041765548392385096,-0.06110869375041021,0.011024593166410638,-0.007353860897214633,-0.06805435345187431,-0.14184540538218632,0.014878190607208389,0.0390125535892856,0.15296144673862425,-0.1651281079019932,0.11461496446564783,0.13509528111847846,0.01769358417736465
4,1,0.06692690330485085,-0.020485190681043056,0.0685071138783031,0.14157467164142973,-0.027771229483176882,0.06036853018979596,0.04640545759974893,-0.014103900911004663,0.016287760756597797,0.053993786696037493,0.10609122690680195,-0.09651504365334984,-0.011450623147811076,-0.12171482548455058,0.02206530744058466
4,3,0.04848799420654547,0.06308952421173236,0.05801807395244954,-0.05911238188777269,-0.1129129037503048,-0.004725786555186774,0.09965198584531376,-0.0290247587296302,-0.010524046833352872,0.04121893896019712,0.06148904698204845,-0.0942483491621067,0.015439408376947534,-0.008831286102139818,0.02220294258152382
4,4,0.06418041238869503,0.058144970606758176,0.06640801898065127,0.030968827851493352,-0.1453080949644777,0.04216952230208432,0.03501405741831247,-0.002162882651719128,-0.009784747302186717,0.04634244309480087,0.049203178770574285,-0.07365873332217487,0.12393633041061539,-0.07188554796319233,0.02518476817345297
4,5,0.07551771226121509,0.08612774579660963,0.06992813342310356,0.08819803204239351,-0.16462730007933477,0.07129686086867201,-0.027672233137826685,-0.07276590071794173,0.006970844804275934,0.03613786996986154,0.10742904721924867,-0.11894052520468296,0.023975519789480648,-0.11063410709306645,0.01943688758266368
5,1,-0.1925657210313741,0.20296852502471846,-0.16448554513298547,0.036534956335656066,-0.14139207416628363,-0.044412512210315946,0.02229774937556922,-0.05287100186934163,0.03008987503891064,-0.18621754722117057,0.019100680797023317,-0.08680681022261627,-0.25240161227167734,0.09144411110765494,0.014546274668111647
5,3,-0.18318595843371843,0.16221660900348872,-0.1522498046782711,0.009386376802283491,-0.13730494595863152,-0.06680950110266398,0.023326739527678553,-0.03824017784540351,0.0022694285619190846,-0.20459620626427782,-0.003781328734240197,-0.08945350026309185,-0.23404673499539425,0.09202836361800648,0.016575262243566313
5,4,-0.17915615006690144,0.1697314523880762,-0.14925661991566597,-0.04354069456404225,-0.17816600081452422,-0.06040059222748778,0.03395955393393396,-0.038970022981644536,0.012049763970483407,-0.19685680360429852,-0.013000492465115587,-0.0821890332561479,-0.23617858553788418,0.07247004187102779,0.020370882687853697
5,5,-0.17158277716201675,0.15790277720064227,-0.14332675195500433,-0.060576908135390295,-0.17373950700842422,-0.07126699026944194,0.04793458834064557,-0.040304011956628694,0.004519273933325962,-0.19839457915679787,-0.015418458091502052,-0.08157454498978511,-0.23394672110942238,0.06451789827221455,0.012981684758381462
6,1,0.13779417040235506,0.08166940298885722,0.13569150404569402,-0.14051991247175266,-0.10551161009522159,-0.12580387891822187,0.029223251524168936,-0.037430878258872646,-0.03330676285068554,-0.14695509732078565,-0.044036362370120985,-0.06477936834668407,0.04697499630551266,-0.3111261926831104,0.03411930861326018
6,3,0.12959018801882344,0.06725266805217073,0.12635132064088905,-0.13934726219129023,0.005820969530872716,-0.1640023123029465,0.024107363983417507,-0.059600282310475095,-0.0482882047264625,-0.1206021573750263,-0.024676046215418856,-0.06992938881628641,0.04164562519135412,-0.2694067907882096,0.03149657318977506
6,4,0.15349104834931182,0.09664885618404112,0.15600893222287165,-0.13601115836475536,0.009759392906617703,-0.09646702423945919,0.014059762066371911,-0.04541043269631673,0.0,-0.10953875142850675,-0.01620387720343114,-0.071969632417271,0.07348901819485398,-0.4050050098372071,0.039978563898722785
6,5,0.1329320530707342,0.05598019412275912,0.11659831118040437,-0.22180340478512034,-0.059022749382044354,-0.10555095105424178,0.06052947790136781,-0.003967821126367871,-0.03026545975442238,-0.025263321409254663,0.0183986497178541,-0.07110046988239882,0.022856131111940597,-0.3627515262372596,0.021532546487898152
7,1,-0.04821983238111288,0.15742224295329096,-0.025385428945913627,0.023508993804488537,-0.0816384229116636,-0.0012045653009652296,-0.05854000828666821,0.03556214452571611,0.07896982911293193,-0.11353261223567016,-0.028810995054355082,-0.10003271487855891,-0.11759180126476443,0.08605794951095956,0.03603518118646365
7,3,-0.07129438595721602,-0.1370059252383714,-0.052871708248760724,-0.022403227527011155,0.25251468727531556,-0.1258403345107017,-0.33117271274285554,0.097670659051406,-0.07182943930570512,-0.010490875730734095,-0.056399822161660396,-0.12475769652921875,0.10462692132288323,0.11394174007267448,0.017749394495678528
7,4,-0.06830583829578157,-0.04786902214206548,-0.038593076649301894,-0.19843026395379976,0.0824588451412327,-0.1818844925606948,-0.22346591672156643,0.07008253854450966,-0.051920668519806035,-0.04474752853621383,0.10502949442278217,-0.16496058114879358,0.11580617262401427,0.21510339334382061,0.017313354569837902
7,5,-0.06027514048454247,0.0951862373873208,-0.03883317417136323,-0.025244680620809146,-0.009196713023374936,-0.17817242881187795,-0.1792288244290478,0.02845850214448986,0.03581801545557395,-0.11127185190326924,0.024797545916241948,-0.1267299004712501,-0.14701795699791015,0.11466539538262371,0.023479298414663896
8,1,0.12143512714586814,0.05810589984767338,0.08157514924445887,-0.09368295392774055,-0.010506956955089975,-0.06595905320780368,0.0,-0.22659953173070171,-0.011066387662210506,0.024446177614391617,0.07084562501419521,-0.1375391942266031,0.10209508660092673,0.157292609484974,0.023382070569578473
8,3,0.12114338226592403,0.05440995388112532,0.09179995360427631,-0.028345026668866416,0.003472196857491526,-0.0893622891748244,0.01634206853142156,-0.18914054732914753,-0.02890054956245028,0.019355280685956232,0.09271482253732342,-0.110005566504129,-0.09109996040218307,0.07293888129865216,0.025430116410445583
8,4,0.121924543871309,0.04847279943455625,0.08001982389411741,-0.08977568638471614,0.03841007522655569,-0.05843419117740664,-0.008696317826535321,-0.2278894002660042,-0.007352924113700431,0.025457392979952885,0.11405648137426513,-0.14095874525971652,0.10248932526082867,0.11675804684619326,0.02329081105581106
8,5,0.12079390649620436,0.05932486931039266,0.09547892366873799,-0.05288072549024475,0.02809750504667574,-0.08378346726400587,0.01451978613660107,-0.17585776568021186,-0.03316164905582665,0.011001044891013417,0.06221755415243058,-0.10946971695888635,-0.09474918322917171,0.06960586875930971,0.028029676613274407
9,1,0.12680964844492273,-0.33571363502303275,0.13929650913733915,0.055626555533867264,0.19802821526462847,-0.030380159731419498,-0.06179916624069659,0.0758865043149706,-0.02207169814112514,-0.1578693407518397,0.0054970137857224405,0.042681942527574374,0.03591124763275533,0.040283158680177886,0.020431115009842543
